location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_transit_stations,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_AR_05099,2020-01-01,ChIJ9z85fhGkM4YRJAxzlKP4YCA,Q61500,geoId/05099,US,United States of America,AR,Arkansas,05099,Nevada County,US,USA,2,,,,,,,8309,4137,4172,1014,1065,899,907,962,1181,1118,743,420,1826825,33.661111,-93.300833,1608,74.333333,,,,,29.97,4.660494,-0.018519,11.419753,0.0,,-1.049383,67.05578
US_AR_05099,2020-01-02,ChIJ9z85fhGkM4YRJAxzlKP4YCA,Q61500,geoId/05099,US,United States of America,AR,Arkansas,05099,Nevada County,US,USA,2,,,,,,,8309,4137,4172,1014,1065,899,907,962,1181,1118,743,420,1826825,33.661111,-93.300833,1608,74.333333,,,,30.78,61.56,10.777778,8.746914,13.925926,1.74625,,6.950617,77.371098
US_AR_05099,2020-01-03,ChIJ9z85fhGkM4YRJAxzlKP4YCA,Q61500,geoId/05099,US,United States of America,AR,Arkansas,05099,Nevada County,US,USA,2,,,,,,,8309,4137,4172,1014,1065,899,907,962,1181,1118,743,420,1826825,33.661111,-93.300833,1608,74.333333,,,,33.94,,14.141975,11.82716,17.666667,11.39825,,12.160494,87.909204
US_AR_05099,2020-01-04,ChIJ9z85fhGkM4YRJAxzlKP4YCA,Q61500,geoId/05099,US,United States of America,AR,Arkansas,05099,Nevada County,US,USA,2,,,,,,,8309,4137,4172,1014,1065,899,907,962,1181,1118,743,420,1826825,33.661111,-93.300833,1608,74.333333,,,,,43.22,8.296296,1.993827,13.981481,0.22225,,0.347222,57.85375
US_AR_05099,2020-01-05,ChIJ9z85fhGkM4YRJAxzlKP4YCA,Q61500,geoId/05099,US,United States of America,AR,Arkansas,05099,Nevada County,US,USA,2,,,,,,,8309,4137,4172,1014,1065,899,907,962,1181,1118,743,420,1826825,33.661111,-93.300833,1608,74.333333,,,,,48.36,7.296296,-0.635802,20.802469,0.0,,0.944444,64.570358
US_AR_05099,2020-01-06,ChIJ9z85fhGkM4YRJAxzlKP4YCA,Q61500,geoId/05099,US,United States of America,AR,Arkansas,05099,Nevada County,US,USA,2,,,,,,,8309,4137,4172,1014,1065,899,907,962,1181,1118,743,420,1826825,33.661111,-93.300833,1608,74.333333,,,,41.37,39.49,9.45679,2.209877,18.117284,0.0,,3.82716,68.277817
US_AR_05099,2020-01-07,ChIJ9z85fhGkM4YRJAxzlKP4YCA,Q61500,geoId/05099,US,United States of America,AR,Arkansas,05099,Nevada County,US,USA,2,,,,,,,8309,4137,4172,1014,1065,899,907,962,1181,1118,743,420,1826825,33.661111,-93.300833,1608,74.333333,,,,24.01,36.73,8.617284,1.154321,16.691358,0.0,,-0.839506,51.904098
US_AR_05099,2020-01-08,ChIJ9z85fhGkM4YRJAxzlKP4YCA,Q61500,geoId/05099,US,United States of America,AR,Arkansas,05099,Nevada County,US,USA,2,,,,,,,8309,4137,4172,1014,1065,899,907,962,1181,1118,743,420,1826825,33.661111,-93.300833,1608,74.333333,,,,23.71,34.25,6.487654,-1.777778,18.333333,0.0,,-1.580247,56.946533
US_AR_05099,2020-01-09,ChIJ9z85fhGkM4YRJAxzlKP4YCA,Q61500,geoId/05099,US,United States of America,AR,Arkansas,05099,Nevada County,US,USA,2,,,,,,,8309,4137,4172,1014,1065,899,907,962,1181,1118,743,420,1826825,33.661111,-93.300833,1608,74.333333,,,,28.7,23.71,12.261111,7.983333,17.95,0.0,,6.166667,66.985606
US_AR_05099,2020-01-10,ChIJ9z85fhGkM4YRJAxzlKP4YCA,Q61500,geoId/05099,US,United States of America,AR,Arkansas,05099,Nevada County,US,USA,2,,,,,,,8309,4137,4172,1014,1065,899,907,962,1181,1118,743,420,1826825,33.661111,-93.300833,1608,74.333333,,,,,32.09,18.577778,16.572222,21.672222,1.9685,,15.82716,82.946396
