location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_CA_06043,2020-07-09,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,31,1,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,162,-22,8.41,11.03,,,13.66,26.8,10.51,25.22,11.56,24.851852,13.958333,35.006173,0.0,4.469136,27.452536
US_CA_06043,2020-07-10,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,1,0,32,1,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,18,128,-25,,13.46,9.32,,9.32,33.65,14.5,35.72,11.39,25.604938,13.771605,36.481481,0.0,5.04321,27.498363
US_CA_06043,2020-07-11,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,-1,0,31,1,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,1,52,-10,11.49,12.01,13.06,9.92,,21.41,13.58,33.43,11.49,27.08642,14.549383,38.148148,0.0,5.839506,26.212001
US_CA_06043,2020-07-12,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,1,0,32,1,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,128,-11,10.4,17.16,,9.88,,35.36,15.08,44.2,13.52,28.296296,16.530864,38.395062,0.0,4.95679,22.897408
US_CA_06043,2020-07-13,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,1,0,33,1,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,115,-26,,11.57,8.05,,10.56,27.16,11.57,55.33,11.57,28.117284,16.197531,38.185185,0.0,5.685185,24.41951
US_CA_06043,2020-07-14,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,1,0,34,1,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,-23,9.0,18.51,11.51,7.5,11.51,18.51,,36.52,12.01,24.802469,14.345679,36.469136,0.0,7.746914,34.579157
US_CA_06043,2020-07-15,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,1,0,35,1,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,152,-26,12.12,12.62,9.59,9.09,,24.74,9.09,36.35,8.58,24.820988,14.82716,34.561728,0.0,9.08642,37.982126
US_CA_06043,2020-07-16,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,35,1,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,158,-27,11.25,8.19,9.72,12.28,11.25,27.11,13.81,42.97,10.23,25.320988,15.104938,34.87037,0.028222,9.802469,37.9879
US_CA_06043,2020-07-17,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,35,1,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,12,129,-26,8.13,15.75,9.14,,10.16,24.38,14.22,38.61,10.67,24.919753,15.074074,35.111111,0.0,8.925926,36.516306
US_CA_06043,2020-07-18,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,1,0,36,1,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,1,60,-10,,17.14,15.06,,8.83,24.92,13.5,36.87,11.42,25.12963,15.17284,35.611111,0.0,9.919753,38.900124
US_CA_06043,2020-07-19,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,1,0,37,1,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,-16,8.83,14.54,9.35,8.31,,28.05,13.5,44.15,13.5,25.962963,15.401235,35.67284,0.056444,9.67284,36.424571
US_CA_06043,2020-07-20,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,1,0,38,1,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,115,-32,,19.2,13.65,8.09,,28.3,11.12,45.49,10.61,24.753086,15.851852,35.17284,0.127,9.549383,38.511732
US_CA_06043,2020-07-21,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,3,0,41,1,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,-31,,13.3,9.72,12.27,9.72,28.13,14.32,42.45,8.69,24.358025,14.604938,34.277778,0.0,9.691358,39.823283
US_CA_06043,2020-07-22,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,41,1,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,148,-27,,16.21,7.6,13.68,,29.89,12.66,34.95,19.25,23.858025,13.296296,33.333333,0.0,8.932099,39.65571
US_CA_06043,2020-07-23,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,3,0,44,1,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,158,-26,,9.9,11.88,7.42,8.91,28.2,12.37,37.6,7.42,22.493827,12.87037,32.895062,0.056444,9.228395,43.367097
US_CA_06043,2020-07-24,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,2,0,46,1,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,15,124,-30,,9.6,,,,26.79,8.09,41.44,8.59,23.623457,13.216049,33.351852,0.112889,9.796296,41.916733
US_CA_06043,2020-07-25,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,46,1,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,-7,61,-17,8.67,11.73,12.24,,,29.06,15.8,36.71,12.24,23.691358,13.716049,34.259259,0.056444,9.246914,40.153786
US_CA_06043,2020-07-26,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,1,46,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,134,-14,12.5,8.5,,,,27.5,10.0,35.51,11.5,25.376543,14.333333,35.598765,0.0,8.882716,35.321858
US_CA_06043,2020-07-27,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,2,0,48,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,-27,,10.85,10.85,7.4,10.36,30.08,12.33,40.43,8.88,25.925926,15.419753,35.796296,0.056444,7.728395,31.623498
US_CA_06043,2020-07-28,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,3,0,51,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,-27,7.57,12.62,8.58,10.6,,20.69,9.08,43.4,9.59,25.814815,15.333333,36.228395,0.0,7.839506,32.189118
US_CA_06043,2020-07-29,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,51,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,164,-25,,7.87,8.85,,8.36,25.57,13.28,31.97,9.35,26.746914,15.111111,36.993827,0.0,7.771605,30.257579
US_CA_06043,2020-07-30,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,2,0,53,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,-29,10.79,17.99,10.28,,10.79,25.7,10.28,37.53,12.34,26.030864,15.037037,36.641975,0.0,6.802469,29.792672
US_CA_06043,2020-07-31,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,1,0,54,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,19,120,-28,,11.84,12.87,8.23,9.78,28.82,13.38,34.48,8.23,26.092593,14.648148,36.376543,0.0,6.216049,28.569553
US_CA_06043,2020-08-01,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,2,0,56,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,-12,64,-19,,18.68,,,13.49,18.16,,43.58,9.34,25.148148,13.444444,36.141975,0.0,4.487654,26.949513
US_CA_06043,2020-08-02,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,1,0,57,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,132,-15,7.66,16.84,9.19,10.72,14.29,30.62,8.68,39.3,9.19,25.635802,13.796296,36.450617,0.0,5.419753,28.376967
US_CA_06043,2020-08-03,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,1,0,58,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,138,-31,7.97,15.94,,9.96,12.45,32.37,11.46,46.82,10.96,25.802469,14.298611,36.092593,0.0,4.555556,26.989789
US_CA_06043,2020-08-04,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,1,0,59,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,-27,,11.73,12.7,7.33,8.31,25.9,9.28,38.11,10.75,25.104938,14.382716,35.648148,0.0,6.901235,32.052118
US_CA_06043,2020-08-05,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,59,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,160,-31,7.67,14.32,8.19,8.7,,23.53,10.23,36.83,8.19,23.160494,12.833333,33.901235,0.0,8.407407,40.571566
US_CA_06043,2020-08-06,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,1,0,60,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,-31,,17.61,,,7.54,35.72,10.06,50.81,11.07,20.537037,11.493827,30.962963,0.0,8.771605,48.421829
US_CA_06043,2020-08-07,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,60,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,147,-29,11.84,11.84,,,11.84,23.68,9.69,48.97,,22.716049,11.938272,32.382716,0.0,9.45679,43.276298
US_CA_06043,2020-08-08,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,1,0,61,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,4,67,-15,14.72,15.25,,,,24.71,,40.49,12.09,24.481481,14.166667,34.604938,0.0,9.17284,38.109509
US_CA_06043,2020-08-09,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,61,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,-17,,16.04,9.83,,9.31,27.95,9.83,54.34,,26.166667,15.259259,36.253086,0.0,10.265432,36.964345
US_CA_06043,2020-08-10,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,1,0,62,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,125,-27,,18.1,7.54,,12.06,32.68,12.57,41.73,9.55,26.925926,16.376543,36.376543,0.0,9.839506,34.411892
US_CA_06043,2020-08-11,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,1,0,63,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,146,-25,,16.99,,7.5,12.49,26.49,11.49,41.48,8.5,25.518519,15.549383,35.740741,0.92075,9.0,35.35319
US_CA_06043,2020-08-12,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,63,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,149,-26,,15.71,,8.11,7.6,20.79,8.11,39.54,8.62,24.228395,13.62963,35.697531,0.0,9.055556,38.377737
US_CA_06043,2020-08-13,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,63,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,156,-29,9.7,14.29,,,8.17,26.03,8.17,34.2,9.7,26.37037,14.833333,35.839506,0.0,8.154321,32.082711
US_CA_06043,2020-08-14,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,1,0,64,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,8,133,-30,7.85,13.24,9.32,9.81,9.81,23.05,15.2,44.14,10.79,28.623457,17.771605,38.574074,0.0,9.592593,30.813475
US_CA_06043,2020-08-15,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,64,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,1,55,-14,12.11,16.15,,,,27.76,11.61,49.46,11.1,29.277778,19.055556,39.030864,0.0,11.512346,33.83819
US_CA_06043,2020-08-16,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,64,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,111,-19,9.82,15.5,9.3,,12.92,24.29,10.85,36.69,,30.901235,20.32716,41.104938,0.0,12.185185,32.135802
US_CA_06043,2020-08-17,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,64,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,,,,12.44,20.4,18.41,39.8,16.42,30.851852,21.203704,40.648148,0.0,12.493827,32.792962
US_CA_06043,2020-08-18,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,1,0,65,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,10.96,11.96,7.47,,9.97,37.37,13.95,37.87,9.97,30.04321,21.518519,39.703704,0.0,13.148148,35.67403
US_CA_06043,2020-08-19,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,4,0,69,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,18.25,12.17,,,22.0,,35.57,7.02,28.783951,20.691358,38.574074,0.0,10.209877,31.7396
US_CA_06043,2020-08-20,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,69,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,9.81,13.08,18.22,6.54,8.41,17.75,6.54,30.84,7.47,26.228395,17.45679,35.512346,0.0,6.259259,28.296756
US_CA_06043,2020-08-21,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,69,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,7.19,12.58,8.54,,8.54,15.28,9.89,26.96,6.29,24.296296,15.271605,33.987654,0.0,7.722222,36.126126
US_CA_06043,2020-08-22,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,69,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,11.04,8.53,,,23.59,7.53,36.14,,24.567901,15.37037,33.82716,0.0,10.148148,42.695468
US_CA_06043,2020-08-23,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,69,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,8.0,9.5,9.0,8.5,12.0,22.5,11.0,36.99,8.0,25.58642,16.425926,34.709877,0.028222,11.777778,43.567499
US_CA_06043,2020-08-24,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,1,0,70,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,14.97,9.36,,11.23,19.18,10.76,35.09,7.49,26.240741,17.87037,34.950617,0.92075,12.216049,42.140385
US_CA_06043,2020-08-25,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,70,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,18.59,,,10.55,30.15,10.05,31.16,9.05,25.728395,17.753086,34.277778,0.0,13.092593,45.819093
US_CA_06043,2020-08-26,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,1,0,71,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,9.26,7.79,,,17.05,7.79,32.15,8.77,25.160494,16.154321,34.32716,0.0,11.820988,43.554806
US_CA_06043,2020-08-27,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,71,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,10.56,14.09,11.07,,11.07,20.12,13.08,28.17,9.56,23.450617,13.512346,33.993827,0.0,8.604938,38.960179
US_CA_06043,2020-08-28,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,71,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,9.94,8.45,,,20.39,7.46,32.82,,24.12963,14.111111,35.351852,0.0,8.259259,36.683158
US_CA_06043,2020-08-29,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,2,0,73,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,11.03,12.6,9.98,,10.5,23.11,12.08,43.06,,24.740741,14.030864,35.314815,0.0,8.135802,35.377961
US_CA_06043,2020-08-30,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,73,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,12.54,8.36,10.45,,26.64,7.84,30.82,9.4,23.919753,14.351852,34.709877,0.0,8.561728,38.278791
US_CA_06043,2020-08-31,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,73,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,13.33,10.37,9.87,15.79,25.67,9.38,40.97,7.9,23.907407,14.228395,33.734568,0.0,8.716049,38.729441
US_CA_06043,2020-09-01,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,73,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,14.49,9.49,7.99,11.99,19.98,9.49,45.97,7.99,23.604938,14.450617,33.209877,0.0,8.993827,40.204155
US_CA_06043,2020-09-02,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,73,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,7.58,9.61,9.1,,8.09,25.79,,32.87,7.58,22.567901,13.388889,33.179012,0.0,9.376543,44.451354
US_CA_06043,2020-09-03,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,1,0,74,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,14.78,11.83,,13.31,28.58,14.78,37.95,11.83,23.185185,13.598765,34.283951,0.0,9.12963,42.66112
US_CA_06043,2020-09-04,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,74,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,14.27,9.68,,9.68,19.87,10.7,31.08,,24.895062,13.950617,35.703704,0.0,9.185185,38.182667
US_CA_06043,2020-09-05,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,74,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,11.32,6.53,,8.27,16.11,12.63,27.86,7.4,26.185185,15.08642,37.876543,0.0,8.666667,33.957518
US_CA_06043,2020-09-06,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,74,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,5.73,13.91,9.0,,,19.23,9.41,24.95,9.82,27.444444,16.753086,39.703704,0.0,10.851852,36.280643
US_CA_06043,2020-09-07,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,74,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,9.11,10.48,,,6.38,20.95,7.74,35.53,7.29,28.54321,17.54321,39.481481,0.0,9.58642,31.607115
US_CA_06043,2020-09-08,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,74,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,6.62,9.46,8.99,8.04,,21.28,,33.58,,27.098765,18.450617,38.438272,0.0,7.135802,28.576257
US_CA_06043,2020-09-09,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,74,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,6.63,7.11,,,25.11,8.05,50.21,10.89,21.805556,12.513889,33.055556,0.0,1.645833,26.931138
US_CA_06043,2020-09-10,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,0,0,74,2,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,12.34,7.89,,,14.8,,33.55,,19.222222,10.923611,30.138889,0.0,4.069444,38.739152
