location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_CA_06043,2020-01-01,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,9.5,10.1,,18.41,11.28,24.35,14.85,33.85,11.28,6.394444,-0.194444,13.777778,0.0,2.438272,76.185233
US_CA_06043,2020-01-02,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,15.54,11.51,18.42,8.63,35.68,14.39,34.53,10.36,6.522222,0.9,13.477778,0.0,2.67284,76.021529
US_CA_06043,2020-01-03,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,10.3,14.31,11.45,18.31,9.73,21.75,10.87,30.9,9.73,7.094444,0.911111,15.344444,0.0,2.462963,75.270382
US_CA_06043,2020-01-04,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,14.02,9.75,9.75,19.51,,12.8,,49.38,,8.666667,2.25,15.438889,0.0,1.987654,65.380074
US_CA_06043,2020-01-05,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,16.63,9.6,19.19,10.24,31.35,,39.66,,6.811111,0.938889,14.216667,0.0,1.82716,71.280305
US_CA_06043,2020-01-06,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,,12.43,15.98,9.47,18.34,15.98,49.12,14.79,5.044444,-0.566667,12.872222,0.0,0.648148,74.474404
US_CA_06043,2020-01-07,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,20.49,14.9,,21.73,10.56,29.18,,45.33,13.04,4.038889,-1.122222,11.733333,0.0,0.555556,81.336892
US_CA_06043,2020-01-08,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,11.16,10.54,11.16,12.4,,44.62,11.16,50.82,19.21,5.172222,-0.366667,10.777778,0.0,1.314815,78.067005
US_CA_06043,2020-01-09,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,9.55,10.74,,11.94,,38.79,8.95,49.54,10.74,4.711111,2.211111,8.511111,0.127,2.061728,80.082526
US_CA_06043,2020-01-10,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,12.17,,17.3,12.17,35.88,,43.56,9.61,3.7,-1.327778,11.172222,2.6162,0.919753,80.777474
US_CA_06043,2020-01-11,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,17.58,,26.36,,37.86,,42.59,16.9,6.155556,1.105556,11.605556,0.0,0.685185,70.580334
US_CA_06043,2020-01-12,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,11.39,13.4,14.74,,30.15,,54.27,10.05,3.683333,-1.844444,9.866667,0.0,-0.524691,72.774769
US_CA_06043,2020-01-13,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,12.17,12.17,18.26,13.39,42.0,12.17,47.47,14.61,4.622222,-1.155556,11.544444,0.0,-0.864198,68.610093
US_CA_06043,2020-01-14,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,15.08,11.46,9.65,14.47,12.66,27.14,,43.42,13.27,6.116667,1.3,10.766667,0.0508,-0.067901,67.1475
US_CA_06043,2020-01-15,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,10.62,10.0,15.0,,28.74,15.0,45.62,16.87,3.305556,-3.327778,10.95,0.381,-2.623457,66.58029
US_CA_06043,2020-01-16,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,,,17.96,,53.9,,46.71,12.58,5.85,-1.261111,10.594444,0.4572,-0.314815,66.274282
US_CA_06043,2020-01-17,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,,,19.8,,65.59,9.28,39.6,,2.694444,-2.111111,9.644444,7.394222,0.271605,80.433021
US_CA_06043,2020-01-18,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,10.87,,17.9,,47.32,,40.28,13.43,2.95679,-1.685185,9.722222,0.056444,-0.055556,81.660525
US_CA_06043,2020-01-19,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,16.45,,21.74,13.52,35.84,11.75,46.42,17.04,4.577778,0.466667,9.411111,0.0,1.716049,84.657203
US_CA_06043,2020-01-20,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,15.36,9.22,21.5,9.83,45.47,9.83,52.22,15.97,5.838889,1.922222,10.166667,0.0,2.209877,78.965402
US_CA_06043,2020-01-21,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,12.13,13.34,12.74,10.31,33.97,,44.28,,7.222222,1.555556,13.05,0.0254,3.358025,73.436685
US_CA_06043,2020-01-22,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,9.28,11.75,28.44,9.89,43.9,,46.99,11.13,9.722222,4.533333,13.877778,0.1778,6.388889,76.087468
US_CA_06043,2020-01-23,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,9.79,11.63,13.46,15.91,16.52,30.6,9.18,33.66,,8.211111,3.072222,14.422222,0.1524,5.17284,80.340839
US_CA_06043,2020-01-24,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,9.76,,17.07,,40.85,,31.7,13.41,9.644444,4.855556,15.816667,0.0,5.759259,76.742173
US_CA_06043,2020-01-25,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,13.29,10.49,,20.99,16.09,43.37,11.89,47.57,,9.044444,3.566667,16.138889,0.0,5.376543,76.845759
US_CA_06043,2020-01-26,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,13.09,9.35,9.35,34.9,,42.38,,41.13,11.22,9.983333,5.294444,14.972222,0.028222,7.623457,82.161036
US_CA_06043,2020-01-27,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,14.58,10.32,21.26,,58.91,11.54,34.62,,7.977778,2.277778,14.772222,1.8796,3.765432,72.424376
US_CA_06043,2020-01-28,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,11.92,10.13,35.16,10.73,52.44,,43.51,14.9,7.994444,1.511111,14.616667,0.0,3.111111,71.642751
US_CA_06043,2020-01-29,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,10.61,10.61,,25.85,20.55,49.72,11.27,42.42,13.26,7.055556,1.35,13.866667,0.0,2.506173,71.433464
US_CA_06043,2020-01-30,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,,,39.04,,40.93,10.07,37.15,9.45,7.2,1.394444,14.55,0.0,3.061728,75.04171
US_CA_06043,2020-01-31,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,11.31,,27.38,,38.09,11.31,35.71,14.28,8.722222,2.533333,17.861111,0.0,4.234568,74.562092
US_CA_06043,2020-02-01,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,13.09,10.47,28.8,,36.0,,39.27,14.4,9.716667,2.383333,19.888889,0.0,3.277778,67.961096
US_CA_06043,2020-02-02,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,21.45,,22.1,10.4,48.76,,39.66,10.4,8.6,1.238889,19.011111,0.0,2.555556,67.56603
US_CA_06043,2020-02-03,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,12.1,,25.41,15.73,39.32,,41.13,12.7,1.45679,-3.969136,9.728395,0.15875,-7.333333,48.758609
US_CA_06043,2020-02-04,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,17.49,,25.93,,44.02,,39.8,,0.672222,-6.172222,8.688889,0.0,-10.425926,42.880462
US_CA_06043,2020-02-05,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,12.04,11.44,9.03,19.86,9.63,36.72,,40.93,10.23,2.851852,-4.771605,12.117284,0.0,-5.472222,54.355943
US_CA_06043,2020-02-06,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,13.94,10.3,20.0,,28.49,15.15,33.34,17.58,6.648148,-1.271605,15.098765,0.0,-1.902778,55.073318
US_CA_06043,2020-02-07,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,13.0,11.77,17.96,,38.39,,42.11,9.29,7.308642,-0.240741,17.203704,0.0,-2.291667,52.387144
US_CA_06043,2020-02-08,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,11.55,,22.42,,38.72,,42.8,10.87,9.25,-0.255556,17.466667,0.0,-0.166667,53.579752
US_CA_06043,2020-02-09,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,11.04,16.89,11.04,21.44,,31.83,12.34,43.53,,6.711111,-0.161111,16.033333,0.0,-2.691358,49.372346
US_CA_06043,2020-02-10,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,11.26,14.22,8.89,22.52,,20.15,,39.7,,6.572222,-1.338889,15.672222,0.0,-5.938272,40.301146
US_CA_06043,2020-02-11,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,11.71,9.25,27.74,,40.07,,40.07,13.56,7.261111,-1.472222,16.594444,0.0,-2.641975,50.48601
US_CA_06043,2020-02-12,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,,,23.77,,34.69,12.85,43.68,,8.016667,-0.983333,16.944444,0.0,-1.888889,49.706145
US_CA_06043,2020-02-13,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,12.88,,31.57,,34.79,,52.18,,8.022222,-0.472222,17.683333,0.0,-1.17284,51.695605
US_CA_06043,2020-02-14,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,,,,,,12.65,,17.3,,29.29,13.31,44.59,11.31,7.32716,-0.882716,17.259259,0.0,-0.152778,58.243815
US_CA_06043,2020-02-15,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,47,40,73,-6,11.39,14.99,8.99,20.39,,30.58,10.19,43.77,13.19,7.925926,-0.154321,17.574074,0.0,1.208333,61.525798
US_CA_06043,2020-02-16,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,113,114,216,2,,8.3,9.41,24.91,,25.46,,41.51,9.96,11.016667,3.372222,18.133333,0.0,2.808642,55.757984
US_CA_06043,2020-02-17,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,51,32,167,-40,11.83,12.39,9.01,28.73,12.39,30.42,10.14,45.06,15.21,9.677778,2.422222,17.438889,0.0,1.432099,55.374694
US_CA_06043,2020-02-18,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,-1,30,65,1,,11.31,,18.66,9.05,30.53,14.7,31.1,,8.188889,0.488889,16.966667,0.0,-1.938272,49.457003
US_CA_06043,2020-02-19,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,24,17,56,-2,,,8.6,17.78,9.75,31.55,,41.3,,7.358025,-0.734568,16.561728,0.0,-1.493056,52.358452
US_CA_06043,2020-02-20,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,19,26,53,0,,12.44,8.48,20.92,13.0,31.66,10.74,36.75,15.83,7.91358,-0.419753,18.154321,0.0,-1.493056,50.564616
US_CA_06043,2020-02-21,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,27,31,54,2,,8.94,11.73,10.05,12.29,32.95,13.96,47.48,10.05,8.839506,0.006173,18.419753,0.0,-0.875,49.686255
US_CA_06043,2020-02-22,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,42,32,47,-2,,14.89,10.88,16.04,,25.78,,36.09,13.75,11.203704,2.574074,16.950617,0.0,2.583333,53.344461
US_CA_06043,2020-02-23,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,57,48,96,4,9.77,16.48,,16.48,,36.01,9.15,31.12,18.31,8.314815,1.364198,17.240741,0.381,1.930556,62.351879
US_CA_06043,2020-02-24,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,15,13,27,5,,15.75,14.0,19.83,13.41,32.66,,39.08,8.75,8.814815,0.882716,17.401235,0.0,0.465278,57.190907
US_CA_06043,2020-02-25,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,0,7,21,4,,14.4,,23.62,,48.96,8.64,40.32,9.79,9.530864,1.209877,19.296296,0.0,-1.027778,49.049989
US_CA_06043,2020-02-26,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,6,9,19,3,,14.32,9.16,24.63,9.74,53.27,,46.4,10.88,11.5,1.766667,22.177778,0.0,1.253086,48.990833
US_CA_06043,2020-02-27,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,21,18,29,4,,11.45,12.03,33.79,17.75,53.26,,42.95,8.59,12.355556,2.9,22.744444,0.0,0.938272,45.419246
US_CA_06043,2020-02-28,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,13,14,17,8,,14.24,,26.2,11.39,47.84,9.11,38.16,,13.227778,3.627778,23.311111,0.0,1.87037,45.408075
US_CA_06043,2020-02-29,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,12,7,11,-2,,18.35,,27.21,,45.55,13.92,42.39,15.19,13.483333,5.361111,22.183333,0.0,0.851852,40.648044
US_CA_06043,2020-03-01,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,-1,30,12,-2,9.79,15.29,9.18,25.7,10.4,63.63,,51.39,,7.5,3.705556,16.438889,0.084667,0.209877,56.754881
US_CA_06043,2020-03-02,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,12,7,12,3,,12.43,9.61,28.26,,53.13,,36.17,,5.922222,-2.583333,16.155556,1.27,-3.845679,48.679404
US_CA_06043,2020-03-03,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,11,17,26,2,,10.95,9.79,30.53,,39.75,,43.2,,9.894444,-0.655556,19.861111,0.0,-1.814815,44.108735
US_CA_06043,2020-03-04,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,5,6,25,0,,,,20.51,,50.14,9.69,38.74,9.12,11.838889,1.461111,22.688889,0.0,0.796296,46.56607
US_CA_06043,2020-03-05,ChIJey7XBpaFloARsZQNIKqDzZo,Q156191,geoId/06043,US,United States of America,CA,California,06043,Mariposa County,US,USA,2,,,,,,,17414,8874,8540,1531,1569,1803,1751,1661,2714,3211,2122,1052,396465,37.58,-119.91,3789,78.4,22,22,35,2,,10.26,9.12,30.21,8.55,56.44,,27.36,14.25,13.066667,2.877778,23.15,0.0,2.018519,46.3714
