location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13143,2020-01-01,ChIJ311E9LQgi4gRGeVTqmu7vTo,Q544539,geoId/13143,US,United States of America,GA,Georgia,13143,Haralson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29248,14232,15016,3754,3958,3594,3498,3959,4061,3261,2168,995,1029455,33.79,-85.21,733,73.22,,,,,,,5.07,6.97,10.77,,6.65,5.7,24.07,17.74,4.43,10.45,7.29,8.24,4.43,10.14,23.12,6.97,,5.07,39.28,6.33,5.07,6.022222,0.194444,13.033333,0.0,-2.966667,52.818805
US_GA_13143,2020-01-02,ChIJ311E9LQgi4gRGeVTqmu7vTo,Q544539,geoId/13143,US,United States of America,GA,Georgia,13143,Haralson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29248,14232,15016,3754,3958,3594,3498,3959,4061,3261,2168,995,1029455,33.79,-85.21,733,73.22,,,,,,,,8.12,13.54,6.62,,5.72,23.17,10.53,,6.32,7.52,6.62,4.21,6.32,21.66,7.52,7.82,6.62,45.73,8.73,8.12,7.405556,3.011111,11.677778,0.399143,3.361111,75.740575
US_GA_13143,2020-01-03,ChIJ311E9LQgi4gRGeVTqmu7vTo,Q544539,geoId/13143,US,United States of America,GA,Georgia,13143,Haralson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29248,14232,15016,3754,3958,3594,3498,3959,4061,3261,2168,995,1029455,33.79,-85.21,733,73.22,,,,,,,7.62,9.46,12.2,7.32,6.71,,20.74,7.01,,5.49,5.49,,4.27,10.37,22.88,7.01,9.15,,35.69,7.01,,13.483333,7.183333,17.238889,35.414857,12.633333,94.673704
US_GA_13143,2020-01-04,ChIJ311E9LQgi4gRGeVTqmu7vTo,Q544539,geoId/13143,US,United States of America,GA,Georgia,13143,Haralson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29248,14232,15016,3754,3958,3594,3498,3959,4061,3261,2168,995,1029455,33.79,-85.21,733,73.22,,,,,,,6.07,10.87,7.03,4.8,,5.43,25.58,13.43,4.8,7.35,5.12,,,8.31,17.58,5.43,6.71,5.75,39.0,7.67,6.07,12.7,6.311111,15.327778,20.066,8.488889,75.684045
US_GA_13143,2020-01-05,ChIJ311E9LQgi4gRGeVTqmu7vTo,Q544539,geoId/13143,US,United States of America,GA,Georgia,13143,Haralson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29248,14232,15016,3754,3958,3594,3498,3959,4061,3261,2168,995,1029455,33.79,-85.21,733,73.22,,,,,,,8.02,6.42,6.74,9.31,6.74,10.59,23.75,11.55,,5.46,5.13,,6.1,5.78,25.68,8.02,5.78,7.7,43.01,,7.06,4.283333,-0.983333,13.005556,0.381,-2.8,60.088905
US_GA_13143,2020-01-06,ChIJ311E9LQgi4gRGeVTqmu7vTo,Q544539,geoId/13143,US,United States of America,GA,Georgia,13143,Haralson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29248,14232,15016,3754,3958,3594,3498,3959,4061,3261,2168,995,1029455,33.79,-85.21,733,73.22,,,,,,,4.61,5.48,10.38,8.94,5.19,4.9,16.73,9.23,4.61,10.96,,6.34,4.61,8.94,22.78,4.61,6.34,,37.49,8.07,10.38,6.833333,-0.233333,16.766667,0.0,0.877778,66.076865
US_GA_13143,2020-01-07,ChIJ311E9LQgi4gRGeVTqmu7vTo,Q544539,geoId/13143,US,United States of America,GA,Georgia,13143,Haralson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29248,14232,15016,3754,3958,3594,3498,3959,4061,3261,2168,995,1029455,33.79,-85.21,733,73.22,,,,,,,5.38,8.61,8.61,4.57,5.11,7.26,15.33,7.26,,7.8,6.19,,4.04,7.8,22.33,5.92,5.92,4.04,30.67,5.38,5.38,10.616667,4.544444,14.933333,0.762,3.155556,59.972242
US_GA_13143,2020-01-08,ChIJ311E9LQgi4gRGeVTqmu7vTo,Q544539,geoId/13143,US,United States of America,GA,Georgia,13143,Haralson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29248,14232,15016,3754,3958,3594,3498,3959,4061,3261,2168,995,1029455,33.79,-85.21,733,73.22,,,,,,,4.28,7.49,9.36,7.49,5.35,,14.97,8.82,4.28,10.69,3.74,6.95,,7.75,31.01,5.61,5.35,4.81,38.23,8.02,6.68,7.205556,-0.333333,16.127778,0.0,-3.288889,47.586906
US_GA_13143,2020-01-09,ChIJ311E9LQgi4gRGeVTqmu7vTo,Q544539,geoId/13143,US,United States of America,GA,Georgia,13143,Haralson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29248,14232,15016,3754,3958,3594,3498,3959,4061,3261,2168,995,1029455,33.79,-85.21,733,73.22,,,,,,,,8.1,10.19,6.53,,,13.84,9.92,5.22,5.49,6.53,3.66,4.7,9.14,26.12,5.75,6.01,6.27,35.26,7.57,,7.805556,0.061111,17.3,0.0,-0.677778,55.172405
US_GA_13143,2020-01-10,ChIJ311E9LQgi4gRGeVTqmu7vTo,Q544539,geoId/13143,US,United States of America,GA,Georgia,13143,Haralson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29248,14232,15016,3754,3958,3594,3498,3959,4061,3261,2168,995,1029455,33.79,-85.21,733,73.22,,,,,,,,6.04,10.76,6.04,4.46,4.72,16.53,9.71,,9.45,4.46,,,8.4,25.72,,5.77,6.3,31.23,6.82,4.99,14.511111,10.422222,18.85,0.0,8.283333,66.376694
