location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_NM_35017,2020-01-27,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,5.54,8.46,9.91,,6.71,29.16,6.71,8.46,30.91,6.12,5.25,40.82,6.12,5.54,9.203704,1.308642,17.395062,0.0,-1.090278,48.512371
US_NM_35017,2020-01-28,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,8.1,7.81,5.2,6.94,,24.86,10.12,9.54,30.36,,6.94,36.14,6.94,6.36,7.222222,-0.319444,14.416667,0.0,-6.634921,36.270168
US_NM_35017,2020-01-29,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,,12.13,9.4,7.58,7.28,20.31,7.58,,26.38,,,31.84,9.7,4.55,4.506944,-4.375,14.409722,0.0,-9.333333,36.008818
US_NM_35017,2020-01-30,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,5.41,10.52,8.41,6.01,,21.93,10.52,8.41,26.44,,5.71,34.85,4.21,5.11,7.1875,-1.895833,14.604167,0.0,-4.722222,43.069215
US_NM_35017,2020-01-31,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,4.69,9.39,7.2,5.32,5.32,25.34,10.95,7.51,28.47,5.63,,30.66,4.69,,6.854167,-1.125,14.055556,0.0,-7.166667,36.046982
US_NM_35017,2020-02-01,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,5.72,10.67,8.38,6.86,,21.72,8.77,6.1,23.25,7.24,,32.77,6.48,,5.958333,-3.625,17.097222,0.0,-9.571429,31.050078
US_NM_35017,2020-02-02,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,7.38,12.17,7.01,,6.64,18.08,6.27,5.53,25.82,,,26.93,,,7.229167,-2.159722,18.368056,0.0,-8.246032,32.000008
US_NM_35017,2020-02-03,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,7.98,13.59,7.98,5.32,,16.25,5.02,6.21,30.14,5.62,6.21,31.62,7.39,,10.0,0.777778,19.375,0.0,-5.611111,33.440036
US_NM_35017,2020-02-04,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,4.28,12.83,7.41,4.56,,18.25,6.84,8.84,17.11,5.13,6.56,35.35,9.12,,8.111111,2.354167,16.708333,0.0,-3.126984,46.448116
US_NM_35017,2020-02-05,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,6.91,10.52,8.42,6.91,,14.73,8.42,7.82,22.25,6.01,7.52,31.57,,5.71,0.215278,-5.986111,8.215278,0.326571,-9.007937,51.599358
US_NM_35017,2020-02-06,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,7.49,9.98,9.04,,6.55,13.41,8.73,8.11,30.57,,4.37,31.19,,4.37,2.617284,-5.858025,12.635802,0.028222,-12.631944,31.272926
US_NM_35017,2020-02-07,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,7.74,16.15,10.09,,5.05,17.83,6.05,8.75,26.57,5.05,5.72,28.25,,5.05,8.222222,-1.635802,18.561728,0.0,-6.055556,35.38157
US_NM_35017,2020-02-08,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,7.41,14.04,,,,14.82,7.8,5.85,21.85,,7.41,32.38,6.24,,9.092593,-1.067901,20.808642,0.0,-5.013889,36.57893
US_NM_35017,2020-02-09,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,8.89,17.42,8.15,6.67,,14.82,,8.52,20.38,7.41,,29.28,5.56,5.56,11.493827,1.339506,20.777778,0.0,-5.208333,31.288717
US_NM_35017,2020-02-10,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,5.53,14.85,5.82,4.66,9.31,11.35,8.73,11.06,19.21,4.66,5.24,34.35,6.11,,12.253086,5.95679,18.691358,2.667,2.416667,51.323942
US_NM_35017,2020-02-11,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,5.65,8.2,9.61,8.2,5.09,15.82,8.48,7.63,20.06,,4.24,30.52,5.65,5.93,6.364198,0.950617,13.993827,9.11225,4.069444,85.776079
US_NM_35017,2020-02-12,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,10.61,9.4,9.4,7.28,4.55,11.83,8.49,6.97,25.17,8.19,8.19,36.69,5.76,6.67,1.648148,-2.32716,9.598765,6.31825,-0.520833,84.814806
US_NM_35017,2020-02-13,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,4.86,5.16,8.5,6.68,4.25,11.84,12.45,6.07,23.68,5.77,,30.06,5.16,4.25,4.395062,-2.728395,12.888889,0.141111,-0.743056,69.055346
US_NM_35017,2020-02-14,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,6.91,7.24,,,4.94,14.48,11.85,7.9,19.09,6.58,5.27,32.59,7.9,6.58,6.561728,-1.796296,16.524691,0.0,-0.083333,62.139346
US_NM_35017,2020-02-15,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,7,5,,-7,,5.96,18.69,,,,15.9,9.94,,22.66,,,36.18,8.75,,9.12963,0.469136,18.277778,0.0,-0.743056,49.869947
US_NM_35017,2020-02-16,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,16,2,,-3,,10.46,11.21,8.97,8.6,6.35,14.2,6.73,5.61,25.79,,6.73,37.74,,,9.763889,1.131944,20.125,0.0,-4.301587,37.081157
US_NM_35017,2020-02-17,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,-1,-1,,-20,,9.08,14.8,8.74,6.73,6.39,13.12,12.11,8.41,28.58,5.72,7.06,40.02,,5.04,12.012346,2.697531,20.938272,0.0,-3.423611,34.699416
US_NM_35017,2020-02-18,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,6,8,,-1,-1,6.89,14.92,8.03,6.6,5.45,16.93,8.61,9.18,24.1,5.74,6.03,38.16,4.59,5.45,11.635802,1.851852,21.191358,0.0,-1.340278,40.703341
US_NM_35017,2020-02-19,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,11,1,,1,1,5.62,15.17,5.9,5.34,3.93,12.92,8.71,9.83,30.62,7.3,7.59,26.13,6.46,4.5,9.962963,2.419753,19.722222,0.0,0.180556,50.579916
US_NM_35017,2020-02-20,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,2,1,,1,2,7.16,13.16,8.3,5.15,,13.74,10.02,7.16,17.74,,6.58,31.19,7.44,4.58,9.432099,1.302469,17.481481,0.0,0.736111,54.543839
US_NM_35017,2020-02-21,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,0,-1,,6,,,12.56,5.51,,4.59,9.19,8.58,7.66,20.22,4.9,4.9,28.18,5.21,,6.358025,1.567901,14.518519,0.0,-0.868056,59.905183
US_NM_35017,2020-02-22,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,5,-4,,-6,,6.42,9.99,,7.13,4.99,10.7,7.49,8.2,16.77,,,38.52,,,8.296296,3.648148,14.098765,0.197556,3.361111,71.3269
US_NM_35017,2020-02-23,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,-3,-10,,1,,,15.13,7.57,5.41,,16.93,10.45,9.01,22.7,5.76,8.65,37.11,9.37,5.76,10.87037,6.395062,14.358025,1.886857,3.576389,61.97531
US_NM_35017,2020-02-24,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,7,-3,,4,-1,6.14,13.16,10.82,7.61,4.97,15.21,11.99,10.24,22.53,5.27,5.56,33.35,5.85,,8.617284,0.91358,18.567901,0.028222,-0.784722,52.617099
