location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_NM_35017,2020-01-01,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,9.76,,7.03,9.76,,17.57,11.72,,16.4,6.25,7.03,27.73,,,2.598765,-4.5,12.932099,0.0,-5.694444,53.79048
US_NM_35017,2020-01-02,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,8.21,8.21,7.5,5.0,6.07,16.42,9.28,5.0,19.28,8.57,5.71,39.27,10.0,6.07,5.666667,-1.283951,12.12963,0.217714,-1.958333,57.918421
US_NM_35017,2020-01-03,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,7.33,,8.79,7.7,,14.66,9.53,,20.16,5.86,7.33,30.05,6.96,,2.62963,-4.654321,10.895062,0.056444,-6.097222,52.236656
US_NM_35017,2020-01-04,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,,7.81,,,8.98,10.15,6.64,7.42,21.87,6.64,6.25,30.46,,,3.234568,-5.08642,14.382716,0.0,-6.701389,46.928855
US_NM_35017,2020-01-05,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,9.54,,6.11,6.49,,17.56,,6.87,23.29,,5.73,30.16,8.02,6.87,4.783951,-4.635802,16.524691,0.0,-5.305556,47.054548
US_NM_35017,2020-01-06,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,9.67,9.33,9.67,4.84,7.6,15.2,7.25,12.44,18.31,,5.18,36.96,5.18,5.18,6.037037,-3.160494,15.944444,0.0,-6.388889,40.107545
US_NM_35017,2020-01-07,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,7.81,7.13,6.12,5.78,6.46,14.61,6.79,8.83,23.1,4.76,6.46,34.65,4.76,,4.018519,-5.796296,14.975309,0.0,-11.826389,29.700001
US_NM_35017,2020-01-08,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,4.76,5.72,7.31,5.72,4.76,14.29,8.89,7.62,26.68,4.76,4.76,33.99,12.07,5.08,3.666667,-5.481481,15.703704,0.0,-10.548611,33.796744
US_NM_35017,2020-01-09,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,8.97,8.01,,8.65,5.13,14.74,10.9,10.9,27.56,8.33,,33.65,9.29,,6.524691,-3.345679,16.555556,0.0,-7.8125,35.680409
US_NM_35017,2020-01-10,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,,10.85,5.76,5.42,5.08,15.26,8.81,10.17,22.71,5.08,,31.87,8.14,,6.561728,-0.234568,15.481481,0.0,-4.618056,45.745322
US_NM_35017,2020-01-11,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,,9.45,7.18,,,14.74,7.18,7.94,16.26,,,28.73,6.43,,1.555556,-7.098765,10.95679,0.084667,-10.104167,41.253329
US_NM_35017,2020-01-12,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,6.44,5.68,5.68,5.68,6.06,17.8,,,15.91,,,38.25,7.95,,4.32716,-5.845679,14.62963,0.0,-9.131944,37.086379
US_NM_35017,2020-01-13,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,5.89,6.48,6.18,4.42,,12.96,7.07,5.59,25.32,6.48,5.89,29.74,,6.18,6.598765,-3.648148,18.574074,0.0,-9.020833,32.243705
US_NM_35017,2020-01-14,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,6.94,7.54,,5.13,6.64,12.67,7.24,8.45,21.72,6.03,7.54,34.69,5.73,,7.339506,-2.95679,19.709877,0.0,-9.576389,29.595975
US_NM_35017,2020-01-15,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,7.59,8.8,7.29,6.07,6.68,13.66,8.2,8.5,23.98,6.07,5.16,35.82,,4.86,9.561728,0.37037,18.592593,0.0,-8.25,28.495429
US_NM_35017,2020-01-16,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,5.64,8.02,6.24,4.16,,15.15,8.62,6.83,23.77,4.46,,32.39,6.83,,9.246914,4.623457,15.975309,0.0635,-2.0,45.059171
US_NM_35017,2020-01-17,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,,11.09,,6.97,,17.74,10.14,7.29,15.84,9.5,,28.82,7.6,,7.950617,2.388889,16.882716,1.524,3.395833,72.559617
US_NM_35017,2020-01-18,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,7.93,8.72,9.12,,,15.46,9.91,,21.4,,,31.31,5.95,,6.734568,-2.123457,16.37037,0.056444,-3.729167,47.416733
US_NM_35017,2020-01-19,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,5.59,6.33,8.94,7.83,5.59,13.04,5.96,7.45,20.12,,,35.4,,,7.0,-2.641975,17.635802,0.0,-5.180556,41.197943
US_NM_35017,2020-01-20,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,7.88,8.86,8.53,5.58,4.59,21.0,11.48,9.84,21.66,6.89,,31.5,7.55,7.22,7.58642,0.641975,16.209877,0.0,-3.763889,44.120941
US_NM_35017,2020-01-21,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,5.11,,,5.39,6.25,17.88,8.8,7.66,23.84,3.97,4.54,30.09,,,7.746914,3.425926,13.376543,0.3175,1.388889,64.192044
US_NM_35017,2020-01-22,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,8.06,8.35,6.05,4.9,4.03,13.25,8.93,11.23,22.47,7.78,6.05,33.41,4.61,5.47,8.203704,4.475309,14.858025,1.778,4.326389,75.838593
US_NM_35017,2020-01-23,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,,10.84,7.03,4.39,5.57,20.5,7.03,8.2,17.86,,5.27,38.66,4.39,6.44,6.981481,-1.277778,15.388889,0.056444,-0.527778,58.558398
US_NM_35017,2020-01-24,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,,10.96,6.09,6.09,,19.17,5.48,6.39,27.7,6.39,4.57,31.95,7.91,6.39,6.524691,-2.012346,16.259259,0.0,-1.819444,54.583559
US_NM_35017,2020-01-25,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,,9.27,8.88,,6.57,19.7,,6.18,36.31,6.18,,44.42,5.79,,8.37037,-0.641975,17.808642,0.0,-1.361111,50.069407
US_NM_35017,2020-01-26,ChIJ678Pt4a72IYR5q6ufQjAkf0,Q426262,geoId/35017,US,United States of America,NM,New Mexico,35017,Grant County,US,USA,2,,,,,,,27642,13605,14037,3045,3272,2822,2806,2635,3474,4600,3250,1738,1832192,32.73,-108.38,10276,80.25,,,,,,7.46,13.5,7.11,9.59,5.33,34.82,6.4,6.04,25.94,5.33,5.33,33.05,4.97,5.69,8.537037,-0.333333,18.037037,0.0,-1.979167,47.144396
