location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,search_trends_allergy,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MN_27075,2020-01-01,ChIJTbAJ23weplIRYb6p4g2HdNU,Q491178,geoId/27075,US,United States of America,MN,Minnesota,27075,Lake County,US,USA,2,,,,,,,10493,5388,5105,1065,1087,891,1087,1090,1606,1822,1081,764,1796051,47.53,-91.39,7746,79.7,,,,,,20.27,45.61,-10.256944,-16.590278,-3.701389,0.0635,-13.340278,78.287516
US_MN_27075,2020-01-02,ChIJTbAJ23weplIRYb6p4g2HdNU,Q491178,geoId/27075,US,United States of America,MN,Minnesota,27075,Lake County,US,USA,2,,,,,,,10493,5388,5105,1065,1087,891,1087,1090,1606,1822,1081,764,1796051,47.53,-91.39,7746,79.7,,,,,12.89,24.34,33.65,-2.604167,-4.409722,-0.319444,0.381,-4.472222,87.126325
US_MN_27075,2020-01-03,ChIJTbAJ23weplIRYb6p4g2HdNU,Q491178,geoId/27075,US,United States of America,MN,Minnesota,27075,Lake County,US,USA,2,,,,,,,10493,5388,5105,1065,1087,891,1087,1090,1606,1822,1081,764,1796051,47.53,-91.39,7746,79.7,,,,,11.39,21.36,32.04,-5.784722,-7.354167,-3.118056,0.1524,-8.777778,79.708397
US_MN_27075,2020-01-04,ChIJTbAJ23weplIRYb6p4g2HdNU,Q491178,geoId/27075,US,United States of America,MN,Minnesota,27075,Lake County,US,USA,2,,,,,,,10493,5388,5105,1065,1087,891,1087,1090,1606,1822,1081,764,1796051,47.53,-91.39,7746,79.7,,,,,,24.5,24.5,-4.506944,-6.576389,-1.534722,0.0,-7.173611,81.953196
US_MN_27075,2020-01-05,ChIJTbAJ23weplIRYb6p4g2HdNU,Q491178,geoId/27075,US,United States of America,MN,Minnesota,27075,Lake County,US,USA,2,,,,,,,10493,5388,5105,1065,1087,891,1087,1090,1606,1822,1081,764,1796051,47.53,-91.39,7746,79.7,,,,,,24.48,34.98,-2.513889,-3.659722,-1.034722,0.508,-5.166667,82.143096
US_MN_27075,2020-01-06,ChIJTbAJ23weplIRYb6p4g2HdNU,Q491178,geoId/27075,US,United States of America,MN,Minnesota,27075,Lake County,US,USA,2,,,,,,,10493,5388,5105,1065,1087,891,1087,1090,1606,1822,1081,764,1796051,47.53,-91.39,7746,79.7,,,,,,21.44,39.18,-4.930556,-8.916667,-0.611111,0.072571,-10.3125,66.31518
US_MN_27075,2020-01-07,ChIJTbAJ23weplIRYb6p4g2HdNU,Q491178,geoId/27075,US,United States of America,MN,Minnesota,27075,Lake County,US,USA,2,,,,,,,10493,5388,5105,1065,1087,891,1087,1090,1606,1822,1081,764,1796051,47.53,-91.39,7746,79.7,,,,,,20.54,34.75,-6.465278,-14.284722,-1.736111,0.0,-11.875,65.716843
US_MN_27075,2020-01-08,ChIJTbAJ23weplIRYb6p4g2HdNU,Q491178,geoId/27075,US,United States of America,MN,Minnesota,27075,Lake County,US,USA,2,,,,,,,10493,5388,5105,1065,1087,891,1087,1090,1606,1822,1081,764,1796051,47.53,-91.39,7746,79.7,,,,,12.28,18.42,36.07,-18.444444,-23.590278,-13.479167,0.0,-23.097222,67.018809
US_MN_27075,2020-01-09,ChIJTbAJ23weplIRYb6p4g2HdNU,Q491178,geoId/27075,US,United States of America,MN,Minnesota,27075,Lake County,US,USA,2,,,,,,,10493,5388,5105,1065,1087,891,1087,1090,1606,1822,1081,764,1796051,47.53,-91.39,7746,79.7,,,,,14.45,19.51,20.96,-7.229167,-13.722222,-2.923611,0.381,-10.819444,75.969045
US_MN_27075,2020-01-10,ChIJTbAJ23weplIRYb6p4g2HdNU,Q491178,geoId/27075,US,United States of America,MN,Minnesota,27075,Lake County,US,USA,2,,,,,,,10493,5388,5105,1065,1087,891,1087,1090,1606,1822,1081,764,1796051,47.53,-91.39,7746,79.7,,,,,,21.33,29.01,-8.5625,-13.736111,-3.3125,0.8255,-12.923611,71.01683
US_MN_27075,2020-01-11,ChIJTbAJ23weplIRYb6p4g2HdNU,Q491178,geoId/27075,US,United States of America,MN,Minnesota,27075,Lake County,US,USA,2,,,,,,,10493,5388,5105,1065,1087,891,1087,1090,1606,1822,1081,764,1796051,47.53,-91.39,7746,79.7,,,,,13.28,19.09,36.52,-17.819444,-24.131944,-12.076389,0.0,-23.270833,62.726209
US_MN_27075,2020-01-12,ChIJTbAJ23weplIRYb6p4g2HdNU,Q491178,geoId/27075,US,United States of America,MN,Minnesota,27075,Lake County,US,USA,2,,,,,,,10493,5388,5105,1065,1087,891,1087,1090,1606,1822,1081,764,1796051,47.53,-91.39,7746,79.7,,,,,,25.71,25.71,-11.25,-15.986111,-7.479167,0.0,-14.986111,74.042859
US_MN_27075,2020-01-13,ChIJTbAJ23weplIRYb6p4g2HdNU,Q491178,geoId/27075,US,United States of America,MN,Minnesota,27075,Lake County,US,USA,2,,,,,,,10493,5388,5105,1065,1087,891,1087,1090,1606,1822,1081,764,1796051,47.53,-91.39,7746,79.7,,,,,,20.45,32.71,-7.805556,-12.916667,-4.270833,0.0,-11.076389,77.747266
US_MN_27075,2020-01-14,ChIJTbAJ23weplIRYb6p4g2HdNU,Q491178,geoId/27075,US,United States of America,MN,Minnesota,27075,Lake County,US,USA,2,,,,,,,10493,5388,5105,1065,1087,891,1087,1090,1606,1822,1081,764,1796051,47.53,-91.39,7746,79.7,,,,,,23.25,28.86,-3.368056,-5.243056,-2.402778,2.667,-5.659722,84.297531
US_MN_27075,2020-01-15,ChIJTbAJ23weplIRYb6p4g2HdNU,Q491178,geoId/27075,US,United States of America,MN,Minnesota,27075,Lake County,US,USA,2,,,,,,,10493,5388,5105,1065,1087,891,1087,1090,1606,1822,1081,764,1796051,47.53,-91.39,7746,79.7,,,,,,25.03,29.72,-9.611111,-13.1875,-5.270833,0.127,-12.715278,78.272194
US_MN_27075,2020-01-16,ChIJTbAJ23weplIRYb6p4g2HdNU,Q491178,geoId/27075,US,United States of America,MN,Minnesota,27075,Lake County,US,USA,2,,,,,,,10493,5388,5105,1065,1087,891,1087,1090,1606,1822,1081,764,1796051,47.53,-91.39,7746,79.7,,,,,,14.35,34.73,-18.048611,-23.861111,-10.131944,0.4445,-22.430556,69.018272
US_MN_27075,2020-01-17,ChIJTbAJ23weplIRYb6p4g2HdNU,Q491178,geoId/27075,US,United States of America,MN,Minnesota,27075,Lake County,US,USA,2,,,,,,,10493,5388,5105,1065,1087,891,1087,1090,1606,1822,1081,764,1796051,47.53,-91.39,7746,79.7,,,,,14.58,,25.11,-16.229167,-24.986111,-7.027778,0.0,-20.166667,71.793217
US_MN_27075,2020-01-18,ChIJTbAJ23weplIRYb6p4g2HdNU,Q491178,geoId/27075,US,United States of America,MN,Minnesota,27075,Lake County,US,USA,2,,,,,,,10493,5388,5105,1065,1087,891,1087,1090,1606,1822,1081,764,1796051,47.53,-91.39,7746,79.7,,,,,,18.02,40.34,-4.652778,-7.5,-2.798611,4.3815,-6.493056,87.148922
US_MN_27075,2020-01-19,ChIJTbAJ23weplIRYb6p4g2HdNU,Q491178,geoId/27075,US,United States of America,MN,Minnesota,27075,Lake County,US,USA,2,,,,,,,10493,5388,5105,1065,1087,891,1087,1090,1606,1822,1081,764,1796051,47.53,-91.39,7746,79.7,,,,,,20.17,44.55,-9.145833,-11.743056,-5.708333,3.2385,-13.111111,73.304983
US_MN_27075,2020-01-20,ChIJTbAJ23weplIRYb6p4g2HdNU,Q491178,geoId/27075,US,United States of America,MN,Minnesota,27075,Lake County,US,USA,2,,,,,,,10493,5388,5105,1065,1087,891,1087,1090,1606,1822,1081,764,1796051,47.53,-91.39,7746,79.7,,,,,,12.44,39.81,-12.034722,-19.229167,-6.319444,0.0,-17.6875,63.437251
US_MN_27075,2020-01-21,ChIJTbAJ23weplIRYb6p4g2HdNU,Q491178,geoId/27075,US,United States of America,MN,Minnesota,27075,Lake County,US,USA,2,,,,,,,10493,5388,5105,1065,1087,891,1087,1090,1606,1822,1081,764,1796051,47.53,-91.39,7746,79.7,,,,,,30.77,30.77,-10.944444,-15.090278,-4.152778,0.0,-15.006944,72.137771
