location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_parks,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NE_31025,2020-08-02,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,1,0,157,1,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,-3,,9.5,11.65,7.66,5.52,5.52,6.44,,27.59,4.9,,5.82,20.84,,8.89,4.6,29.73,7.05,8.58,21.433333,15.727778,27.061111,1.61925,,16.975309,75.847504
US_NE_31025,2020-08-03,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,3,-1,160,0,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,-31,,7.79,14.95,14.95,7.47,,5.92,5.92,12.15,,,5.29,21.18,,8.41,4.98,39.24,7.47,,19.016667,12.9,25.15,0.0,,12.487654,65.579206
US_NE_31025,2020-08-04,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,0,1,160,1,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,-29,8,7.57,18.3,4.42,6.31,5.68,11.04,5.36,9.47,5.36,,,23.66,,12.62,6.63,35.34,10.1,4.42,18.144444,10.538889,25.133333,0.0,,11.160494,63.086706
US_NE_31025,2020-08-05,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,3,1,163,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,-32,8,6.46,17.55,10.47,6.16,5.54,8.93,,6.16,7.08,4.62,,21.55,5.54,6.77,,41.25,7.39,,19.7,14.583333,26.066667,4.148667,,14.685185,72.974454
US_NE_31025,2020-08-06,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,6,0,169,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,-16,,-32,,6.58,14.42,8.46,,5.96,4.7,,7.52,,6.58,,19.44,5.33,10.03,4.39,31.35,10.03,5.64,22.322222,17.75,29.755556,1.128889,,18.228395,77.932673
US_NE_31025,2020-08-07,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,3,0,172,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,-30,,7.4,16.66,8.33,4.94,6.48,8.64,5.25,10.49,4.94,,7.4,25.61,7.4,12.65,5.25,32.39,14.5,7.1,24.594444,20.444444,29.4,4.0894,,21.407407,82.270026
US_NE_31025,2020-08-08,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,4,0,176,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,6,,-2,,6.61,17.3,8.81,6.29,5.03,7.87,,7.87,4.72,,,17.93,9.12,11.33,,31.78,10.38,,26.055556,22.583333,30.905556,0.0254,,22.654321,81.565268
US_NE_31025,2020-08-09,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,2,0,178,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,-7,,6.68,14.88,8.81,,,6.99,,6.68,,,4.56,18.53,5.16,11.85,4.86,34.93,11.24,6.38,27.205556,22.883333,31.788889,1.947333,,23.012346,77.842415
US_NE_31025,2020-08-10,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,2,0,180,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,-29,,7.4,16.35,12.65,4.94,5.55,6.79,,5.86,4.94,6.79,10.18,16.97,8.02,8.33,6.79,34.86,8.95,7.1,25.394444,19.727778,31.038889,1.27,,20.851852,76.170195
US_NE_31025,2020-08-11,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,2,0,182,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,-31,,7.96,11.02,8.26,,7.34,6.43,,7.96,4.28,,5.2,15.91,9.49,8.57,4.9,36.11,8.57,4.59,22.705556,16.361111,30.255556,0.0508,,18.037037,75.020248
US_NE_31025,2020-08-12,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,7,0,189,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,-29,9,6.2,17.37,21.71,,4.34,5.58,,8.38,7.75,4.34,4.96,17.68,6.2,10.55,4.34,35.36,7.44,4.65,25.338889,20.688889,29.65,0.028222,,22.388889,83.578563
US_NE_31025,2020-08-13,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,14,0,203,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,11,,-31,,8.21,14.65,33.7,7.33,4.4,7.62,4.1,8.79,,4.4,5.28,19.64,4.4,9.67,,25.2,11.14,7.62,26.122222,21.133333,32.388889,0.0762,,22.222222,78.762117
US_NE_31025,2020-08-14,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,6,0,209,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,-29,,5.38,9.27,23.32,5.68,4.48,9.27,,8.67,5.08,,6.58,19.73,,5.38,5.38,34.38,6.58,6.28,26.172222,21.25,31.938889,0.108857,,22.123457,78.27891
US_NE_31025,2020-08-15,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,4,0,213,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,21,,1,,5.43,13.1,8.3,,4.79,4.47,,4.79,,,4.47,16.93,7.03,8.62,,32.58,7.99,5.75,24.327778,16.211111,30.35,0.0,,16.709877,62.151553
US_NE_31025,2020-08-16,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,1,0,214,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,-8,,8.49,14.55,10.31,,4.85,4.85,4.25,14.86,,,5.76,22.13,7.28,8.49,,39.42,7.28,6.37,22.872222,16.05,30.822222,5.729111,,15.049383,60.903324
US_NE_31025,2020-08-17,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,1,0,215,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,5,,13.81,26.73,,6.17,,,11.75,5.58,,4.41,17.33,4.11,7.93,,34.37,7.05,6.46,21.794444,16.233333,29.144444,2.173111,,16.851852,72.972543
US_NE_31025,2020-08-18,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,-2,0,213,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,8,7.46,10.75,24.19,6.57,6.57,6.87,,10.45,4.48,6.87,6.27,14.93,6.57,8.66,6.57,35.53,10.15,4.48,21.216667,13.95,28.233333,0.0,,15.617284,69.751628
US_NE_31025,2020-08-19,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,12,0,225,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,7,5.63,14.81,26.36,,5.33,7.4,,11.55,4.44,,5.04,22.51,5.33,10.07,,36.13,9.18,5.63,21.683333,14.133333,28.527778,0.0,,15.91358,69.413118
US_NE_31025,2020-08-20,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,1,0,226,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,7,,14.48,23.35,7.09,7.09,5.62,,7.39,,,,17.14,7.68,7.98,,33.4,6.5,,22.65,16.111111,29.861111,0.0,,16.851852,69.691772
US_NE_31025,2020-08-21,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,4,0,230,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,,8.84,27.11,,4.42,6.19,,10.61,,4.13,5.01,17.68,,9.13,,34.48,9.43,,24.522222,17.75,32.711111,0.0,,18.067901,67.240624
US_NE_31025,2020-08-22,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,5,0,235,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,9.56,17.21,6.69,7.65,5.74,5.42,,8.92,7.97,,6.37,17.85,5.1,12.43,4.78,35.37,10.52,,25.705556,18.988889,32.711111,0.0,,19.240741,67.458952
US_NE_31025,2020-08-23,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,0,0,235,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,8.84,19.5,11.27,5.79,5.48,9.75,,9.45,4.88,,,17.06,4.88,10.36,,37.78,9.14,6.09,26.827778,19.805556,35.061111,0.0,,20.191358,66.674383
US_NE_31025,2020-08-24,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,1,0,236,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,5,5.43,12.66,18.09,5.43,7.54,5.73,,9.95,5.43,,5.12,15.68,6.33,10.55,,37.38,10.85,7.24,27.733333,20.094444,35.277778,0.0,,19.376543,60.248443
US_NE_31025,2020-08-25,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,5,0,241,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,8,6.51,13.02,20.41,5.92,,4.73,,8.58,5.62,5.62,6.21,24.85,7.99,9.47,4.73,33.13,8.28,,26.877778,19.877778,34.805556,0.0,,18.864198,61.633198
US_NE_31025,2020-08-26,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,4,0,245,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,7,6.77,15.6,18.84,5.3,6.48,7.07,5.3,10.01,4.42,,4.42,21.2,6.48,8.54,,37.09,8.24,,27.061111,19.7,34.605556,0.0,,18.222222,58.354001
US_NE_31025,2020-08-27,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,5,0,250,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,7,,14.46,13.28,4.13,4.13,6.49,,8.85,,,8.85,21.25,5.31,8.26,5.61,35.71,10.03,5.31,27.383333,21.088889,34.833333,0.0,,19.746914,63.148469
US_NE_31025,2020-08-28,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,0,0,250,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,6.43,11.94,9.49,5.51,6.12,8.57,,7.65,,,4.29,15.31,4.29,11.94,,37.35,11.63,,27.344444,20.894444,34.25,0.0,,21.098765,68.619246
US_NE_31025,2020-08-29,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,1,0,251,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,6.99,14.94,9.85,6.36,6.04,8.58,,6.04,,,,20.66,5.72,12.08,5.08,40.68,11.12,5.72,22.572222,16.394444,30.422222,0.0,,14.234568,59.136701
US_NE_31025,2020-08-30,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,2,0,253,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,9.76,16.48,7.32,,5.8,7.32,,4.58,,,,17.39,,10.68,,36.0,6.41,7.32,19.705556,11.877778,28.25,0.0,,12.339506,62.089653
US_NE_31025,2020-08-31,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,3,0,256,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,4,5.19,10.99,21.07,6.41,6.41,,,7.63,4.88,,7.02,19.23,4.58,10.38,6.11,34.5,8.85,7.02,21.533333,15.616667,26.861111,1.016,,14.17284,62.959518
US_NE_31025,2020-09-01,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,3,0,259,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,6,6.81,10.37,16.59,7.7,4.15,5.04,,12.14,4.15,4.15,7.11,19.55,,9.48,,35.54,7.7,5.92,18.222222,13.977778,24.677778,0.2794,,11.925926,66.515454
US_NE_31025,2020-09-02,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,4,0,263,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,5,,10.92,20.66,,8.86,7.67,,5.9,7.08,5.31,6.49,20.07,4.13,7.08,6.79,34.24,7.38,5.9,21.7,13.261111,32.344444,0.395111,,13.981481,61.69005
US_NE_31025,2020-09-03,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,5,0,268,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,5,,12.17,20.19,6.53,5.05,,,7.72,6.23,,,16.62,5.05,9.8,8.02,33.55,9.2,4.16,22.466667,17.338889,29.994444,0.0,,11.561728,50.198359
US_NE_31025,2020-09-04,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,0,0,268,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,2,5.45,12.42,20.9,6.36,,,,9.69,,,,18.18,,7.27,6.36,33.62,8.79,5.45,19.133333,9.738889,30.294444,0.0,,7.314815,45.684539
US_NE_31025,2020-09-05,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,1,0,269,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,7.07,11.88,8.67,,4.82,7.39,5.78,5.78,,,7.07,18.95,,8.99,,34.36,6.74,7.71,22.683333,12.3,34.8,0.0,,14.240741,58.631361
US_NE_31025,2020-09-06,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,0,0,269,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,6.61,14.42,9.61,5.11,5.11,9.01,6.91,6.61,,6.31,6.31,23.43,9.01,12.02,7.21,31.54,6.91,4.81,28.711111,24.444444,34.555556,0.0,,18.5,53.969954
US_NE_31025,2020-09-07,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,2,0,271,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,8.92,16.65,10.11,5.05,4.16,5.65,,5.05,4.16,6.24,7.13,16.95,,12.19,5.65,32.41,9.81,4.76,21.833333,14.233333,32.083333,0.0,,10.962963,49.735329
US_NE_31025,2020-09-08,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,2,0,273,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,10,4.56,11.4,19.95,5.42,7.12,7.12,5.42,5.99,,6.27,7.41,15.96,,9.69,5.99,35.91,7.12,6.55,11.35,7.255556,21.933333,4.205111,,7.061728,74.85062
US_NE_31025,2020-09-09,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,3,0,276,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,8,6.05,9.51,17.01,,4.32,7.5,,10.38,5.19,6.92,4.32,24.79,,6.63,5.19,36.9,6.34,6.92,7.65,6.383333,10.044444,23.622,,6.617284,92.91906
US_NE_31025,2020-09-10,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,5,0,281,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,7,6.65,8.09,23.41,5.2,,5.78,7.51,12.72,5.49,4.34,6.65,24.86,5.49,8.67,6.36,38.44,9.83,4.34,9.183333,7.366667,12.794444,13.151556,,8.240741,93.5448
US_NE_31025,2020-09-11,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,3,0,284,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,-22,4,8.09,10.19,15.29,5.39,,6.89,,8.69,4.5,6.59,4.5,25.48,4.2,7.79,,36.57,8.09,6.0,12.583333,11.1,15.338889,2.709333,,11.617284,93.611032
US_NE_31025,2020-09-12,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,1,0,285,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,5,,-5,,4.42,13.88,7.57,5.05,7.89,5.99,,6.31,,,,16.4,,5.68,,35.65,5.99,5.68,15.377778,11.133333,23.144444,1.213556,,12.771605,84.736419
US_NE_31025,2020-09-13,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,1,0,286,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,-15,,7.65,11.32,8.87,,5.81,7.04,4.28,8.57,4.9,,4.9,18.66,5.2,9.48,4.28,38.55,8.87,5.2,16.994444,9.266667,27.344444,0.0,,11.888889,71.256202
US_NE_31025,2020-09-14,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,3,0,289,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,-16,2,,9.4,22.92,4.11,7.35,9.99,,6.17,9.7,,4.41,25.27,7.35,8.52,6.46,40.26,7.35,5.29,18.527778,10.961111,26.377778,0.0,,13.858025,73.908117
US_NE_31025,2020-09-15,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,0,0,289,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,-19,5,5.32,10.94,24.24,5.03,7.09,5.62,,5.91,,4.73,7.39,19.51,,8.28,5.32,39.31,7.39,7.68,19.522222,12.544444,27.833333,0.0,,14.432099,72.386284
US_NE_31025,2020-09-16,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,2,0,291,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,-18,5,5.94,15.44,17.81,6.23,7.42,7.42,5.05,5.05,5.05,,7.72,21.08,5.64,10.09,5.05,29.09,8.31,7.42,19.8,13.366667,26.411111,0.0,,14.481481,71.55579
US_NE_31025,2020-09-17,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,5,0,296,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,5,,-21,5,7.66,13.26,14.14,5.3,,10.61,7.66,7.96,,,7.66,18.86,5.89,9.43,,33.29,6.78,5.6,16.05,9.416667,22.772222,0.0,,9.882716,66.464665
US_NE_31025,2020-09-18,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,4,0,300,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,-18,1,6.01,12.31,14.72,,4.81,6.01,,10.21,,,6.91,18.92,4.5,4.81,5.71,34.24,4.5,6.31,15.038889,8.577778,22.461111,0.0,,7.549383,60.588457
US_NE_31025,2020-09-19,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,4,0,304,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,24,,-3,,6.01,11.71,5.7,5.38,6.96,8.23,,5.07,,5.38,4.43,19.94,6.01,10.13,,36.09,7.28,,17.038889,11.583333,23.766667,0.0,,9.790123,62.197382
US_NE_31025,2020-09-20,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,0,0,304,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,-9,,7.51,12.02,,4.81,,9.01,,6.31,5.11,,6.31,18.02,,8.41,8.71,37.25,5.41,5.71,17.9,12.033333,26.344444,0.0,,10.654321,62.623273
US_NE_31025,2020-09-21,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,7,0,311,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,-19,4,8.12,9.63,18.35,4.21,,8.42,4.81,6.92,,4.81,12.33,21.96,,6.32,,31.28,7.22,,18.822222,11.8,28.088889,0.0,,11.95679,64.347925
US_NE_31025,2020-09-22,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,3,0,314,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,-18,6,8.25,14.97,13.14,6.42,8.55,9.47,,6.42,4.58,5.8,5.5,23.22,5.5,4.58,7.33,41.85,4.28,5.8,20.188889,11.961111,28.394444,0.0,,11.475309,59.589724
US_NE_31025,2020-09-23,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,5,0,319,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,-17,6,,14.39,18.29,,5.7,6.0,,5.4,7.5,,7.5,22.79,6.3,6.6,7.2,38.99,7.8,5.1,19.816667,13.3,27.072222,0.0,,14.41358,71.818315
US_NE_31025,2020-09-24,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,4,0,323,2,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,2,,-17,5,5.91,13.59,13.29,4.13,5.61,8.86,,10.93,6.2,,5.32,20.68,7.68,7.38,,37.81,6.79,6.5,20.977778,14.888889,29.911111,0.0,,15.265432,70.174315
