location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_autoimmune_disease,search_trends_back_pain,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_bruise,search_trends_burn,search_trends_candidiasis,search_trends_chest_pain,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_dementia,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_dizziness,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_hay_fever,search_trends_headache,search_trends_heart_arrhythmia,search_trends_heartburn,search_trends_hypertension,search_trends_hypothyroidism,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_nausea,search_trends_obesity,search_trends_pain,search_trends_paresthesia,search_trends_perspiration,search_trends_psychosis,search_trends_scar,search_trends_sinusitis,search_trends_skin_condition,search_trends_skin_rash,search_trends_skin_ulcer,search_trends_sleep_disorder,search_trends_sore_throat,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NY_36051,2020-07-26,ChIJ6yynZsJk0YkR63qYbR_jxtU,Q487578,geoId/36051,US,United States of America,NY,New York,36051,Livingston County,US,USA,2,0,0,162,4,,,63483,31916,31567,5852,8674,9978,6734,7195,9600,8144,4568,2738,1837992,42.73,-77.77,1659,81.161538,35,5,,-3,,3.07,3.31,7.73,4.42,15.59,1.72,5.03,4.91,,2.58,,4.91,4.3,,3.31,1.84,3.68,2.82,,3.93,3.19,,3.31,1.72,3.44,2.21,4.91,5.03,2.82,2.09,1.84,4.17,,1.72,4.42,4.42,,3.07,2.33,3.07,4.42,,15.96,5.77,1.96,12.15,3.19,3.31,4.17,2.33,2.33,4.17,33.76,,2.58,,,,3.19,11.79,2.82,3.07,,2.82,6.63,2.82,4.05,1.84,2.58,3.07,1.96,24.161111,18.033333,30.127778,0.0,,16.777778,65.653991
US_NY_36051,2020-07-27,ChIJ6yynZsJk0YkR63qYbR_jxtU,Q487578,geoId/36051,US,United States of America,NY,New York,36051,Livingston County,US,USA,2,0,0,162,4,,,63483,31916,31567,5852,8674,9978,6734,7195,9600,8144,4568,2738,1837992,42.73,-77.77,1659,81.161538,11,2,-1,-34,7,2.52,4.47,5.62,4.59,14.45,3.1,7.22,6.88,,3.1,1.6,5.73,3.9,,4.01,,4.01,2.75,,5.04,3.9,1.83,2.64,,3.67,,6.54,4.93,1.6,1.6,2.18,4.01,4.47,,3.56,3.21,1.95,4.13,,2.87,5.62,,23.73,5.04,3.21,10.89,3.78,4.7,4.36,2.41,2.29,4.59,33.83,1.6,2.52,,2.29,,5.04,11.58,,1.6,2.29,1.83,6.42,3.67,3.33,,2.29,4.01,2.64,25.711111,19.472222,30.655556,0.0,,19.270833,69.085642
US_NY_36051,2020-07-28,ChIJ6yynZsJk0YkR63qYbR_jxtU,Q487578,geoId/36051,US,United States of America,NY,New York,36051,Livingston County,US,USA,2,0,0,162,4,,,63483,31916,31567,5852,8674,9978,6734,7195,9600,8144,4568,2738,1837992,42.73,-77.77,1659,81.161538,12,1,,-33,7,3.01,3.59,6.25,3.59,13.31,2.2,7.99,11.11,,3.47,1.62,5.67,2.78,1.97,3.36,2.66,3.47,2.2,,6.71,3.36,2.66,2.66,1.62,4.4,2.08,6.37,3.47,2.43,1.74,1.97,5.09,3.71,2.08,3.24,1.85,2.2,4.28,2.2,2.08,6.95,1.85,18.52,3.94,2.2,10.88,2.78,3.36,4.86,2.55,,4.05,35.43,2.66,3.82,1.85,1.85,,5.79,10.88,,1.85,2.31,2.08,5.44,2.78,2.89,2.43,2.2,3.13,1.97,24.505556,20.022222,29.95,2.370667,,16.979167,64.265226
US_NY_36051,2020-07-29,ChIJ6yynZsJk0YkR63qYbR_jxtU,Q487578,geoId/36051,US,United States of America,NY,New York,36051,Livingston County,US,USA,2,1,0,163,4,,,63483,31916,31567,5852,8674,9978,6734,7195,9600,8144,4568,2738,1837992,42.73,-77.77,1659,81.161538,2,-8,,-34,8,2.15,4.07,5.76,3.73,13.33,3.05,7.12,10.51,,1.69,2.6,6.1,2.37,2.15,2.48,,2.6,2.26,1.92,5.31,3.84,1.81,2.37,4.74,5.2,1.92,7.23,3.62,2.37,,1.81,5.08,4.97,2.48,4.74,2.6,,3.84,,2.82,5.54,,19.43,4.52,2.26,9.94,2.71,4.18,3.95,2.82,1.92,5.76,34.57,2.37,2.94,,,,4.18,9.71,2.48,1.92,,1.81,5.87,2.48,3.84,2.82,2.03,,1.69,22.344444,18.511111,28.083333,3.358444,,15.3125,66.84836
US_NY_36051,2020-07-30,ChIJ6yynZsJk0YkR63qYbR_jxtU,Q487578,geoId/36051,US,United States of America,NY,New York,36051,Livingston County,US,USA,2,1,0,164,4,,,63483,31916,31567,5852,8674,9978,6734,7195,9600,8144,4568,2738,1837992,42.73,-77.77,1659,81.161538,13,4,-1,-33,6,2.0,4.23,7.76,3.53,14.23,3.65,5.88,8.47,2.0,2.35,2.35,5.06,2.94,2.35,,2.71,2.59,2.0,,5.64,2.0,2.71,3.06,,3.53,4.23,5.41,2.82,2.0,2.47,1.65,5.29,3.88,1.65,2.0,2.94,2.12,3.17,1.88,2.59,6.58,,19.75,4.35,2.71,9.99,3.41,4.0,3.17,2.59,2.47,5.17,35.75,2.35,2.23,1.88,,1.76,5.88,8.82,1.76,,,2.0,5.64,2.71,3.65,2.23,2.82,2.71,1.76,22.172222,17.716667,27.155556,0.959556,,16.347222,71.385403
US_NY_36051,2020-07-31,ChIJ6yynZsJk0YkR63qYbR_jxtU,Q487578,geoId/36051,US,United States of America,NY,New York,36051,Livingston County,US,USA,2,1,0,165,4,,,63483,31916,31567,5852,8674,9978,6734,7195,9600,8144,4568,2738,1837992,42.73,-77.77,1659,81.161538,-2,-4,0,-33,7,2.46,3.93,8.1,5.03,12.15,4.54,5.16,6.63,,3.44,1.72,5.53,2.21,,2.82,,,1.72,,3.93,3.68,2.58,3.31,2.21,4.79,2.7,7.37,3.07,2.33,3.19,1.72,2.33,3.81,,3.19,3.68,,2.82,,2.7,6.51,,19.89,7.24,,8.72,1.97,2.58,2.7,2.21,1.84,4.05,34.75,2.33,,,2.46,,4.67,9.7,,,,1.72,5.65,3.81,3.81,2.21,3.07,3.19,,21.688889,15.561111,27.35,0.0,,13.895833,62.846101
US_NY_36051,2020-08-01,ChIJ6yynZsJk0YkR63qYbR_jxtU,Q487578,geoId/36051,US,United States of America,NY,New York,36051,Livingston County,US,USA,2,1,0,166,4,,,63483,31916,31567,5852,8674,9978,6734,7195,9600,8144,4568,2738,1837992,42.73,-77.77,1659,81.161538,-2,5,,-6,,2.47,4.67,5.84,4.28,14.79,3.24,6.36,4.67,,,,4.54,3.24,,2.85,2.73,2.98,2.85,,4.93,2.08,1.95,4.15,2.21,3.24,,7.14,4.8,,1.95,3.5,3.89,3.5,,4.54,3.63,,4.28,,2.6,4.54,,22.84,3.5,2.47,11.81,2.98,3.24,5.32,2.21,2.34,4.28,31.02,,,,2.34,,4.67,9.73,,,1.82,,5.32,2.08,2.6,3.12,,,,21.955556,15.366667,28.644444,0.0,,13.979167,62.989608
US_NY_36051,2020-08-02,ChIJ6yynZsJk0YkR63qYbR_jxtU,Q487578,geoId/36051,US,United States of America,NY,New York,36051,Livingston County,US,USA,2,1,2,167,6,,,63483,31916,31567,5852,8674,9978,6734,7195,9600,8144,4568,2738,1837992,42.73,-77.77,1659,81.161538,28,4,,-6,,,4.55,7.06,3.23,14.0,2.15,7.18,7.3,,2.15,2.15,5.03,4.19,2.75,3.59,2.27,,2.75,,7.06,4.07,2.27,3.71,,2.99,2.03,23.22,2.99,,1.68,1.92,3.11,4.67,1.92,3.23,5.26,,3.83,1.79,2.63,3.35,,18.19,4.07,2.27,9.45,3.11,2.63,4.43,,2.27,5.38,34.7,1.68,2.51,,,,3.95,11.25,,2.75,1.92,1.68,5.74,2.63,2.51,2.03,2.75,2.63,,24.311111,17.777778,29.438889,1.382889,,17.798611,69.29251
US_NY_36051,2020-08-03,ChIJ6yynZsJk0YkR63qYbR_jxtU,Q487578,geoId/36051,US,United States of America,NY,New York,36051,Livingston County,US,USA,2,0,0,167,6,,,63483,31916,31567,5852,8674,9978,6734,7195,9600,8144,4568,2738,1837992,42.73,-77.77,1659,81.161538,16,6,,-34,7,2.74,2.86,8.0,4.57,14.86,4.0,6.29,4.57,,2.74,,6.06,,,2.06,,2.29,2.86,,6.97,4.57,2.29,2.52,2.4,5.03,2.63,10.4,4.92,2.17,,2.4,5.37,2.74,2.29,4.23,1.72,1.6,3.43,,3.54,5.37,2.4,21.04,4.34,4.12,11.89,3.77,3.89,2.52,,2.97,5.72,33.84,2.4,2.4,,2.63,,5.83,11.43,,2.06,,2.52,6.52,2.74,3.77,,2.4,3.2,1.83,22.427778,18.85,28.416667,0.677333,,15.694444,66.794679
US_NY_36051,2020-08-04,ChIJ6yynZsJk0YkR63qYbR_jxtU,Q487578,geoId/36051,US,United States of America,NY,New York,36051,Livingston County,US,USA,2,3,0,170,6,,,63483,31916,31567,5852,8674,9978,6734,7195,9600,8144,4568,2738,1837992,42.73,-77.77,1659,81.161538,4,-6,,-34,9,3.33,5.21,8.09,4.21,11.86,1.66,7.76,6.32,,2.33,,5.32,3.99,3.1,3.77,1.77,3.1,2.66,,5.54,2.0,2.44,2.44,1.66,5.21,1.55,5.65,3.77,,1.89,2.22,4.43,3.55,1.55,3.44,3.66,2.0,4.1,1.77,2.33,5.99,2.22,20.84,5.99,3.55,7.98,2.88,4.21,4.77,2.33,2.55,4.77,36.59,2.0,,2.55,2.11,,4.54,8.98,,1.77,1.55,2.44,4.66,1.89,3.21,,2.66,3.99,2.0,21.033333,18.977778,26.272222,3.668889,,17.638889,82.929969
US_NY_36051,2020-08-05,ChIJ6yynZsJk0YkR63qYbR_jxtU,Q487578,geoId/36051,US,United States of America,NY,New York,36051,Livingston County,US,USA,2,1,0,171,6,,,63483,31916,31567,5852,8674,9978,6734,7195,9600,8144,4568,2738,1837992,42.73,-77.77,1659,81.161538,7,-2,,-32,7,2.6,4.02,6.51,2.96,14.79,2.72,6.86,5.56,2.01,4.14,2.48,4.38,2.84,1.66,3.43,2.13,2.25,2.13,,4.5,3.2,2.96,2.72,2.37,4.5,2.25,8.05,5.56,,1.89,2.72,3.43,4.14,2.48,5.92,2.37,1.89,3.31,2.13,3.31,5.21,,20.83,4.26,2.96,10.18,3.91,3.43,2.72,1.77,,5.56,36.57,,1.66,,2.13,,5.44,9.23,,,,2.13,6.15,4.5,4.5,2.37,2.37,2.6,,19.888889,16.344444,24.233333,8.043333,,13.451389,68.078385
US_NY_36051,2020-08-06,ChIJ6yynZsJk0YkR63qYbR_jxtU,Q487578,geoId/36051,US,United States of America,NY,New York,36051,Livingston County,US,USA,2,2,0,173,6,,,63483,31916,31567,5852,8674,9978,6734,7195,9600,8144,4568,2738,1837992,42.73,-77.77,1659,81.161538,9,1,-7,-33,6,1.93,3.98,5.19,3.62,13.76,2.65,7.12,6.15,,2.9,1.81,6.03,3.02,2.29,2.77,,3.14,3.98,,5.31,4.34,2.05,3.02,2.53,4.71,1.69,7.12,4.95,,2.29,,6.52,5.43,2.29,4.58,2.41,2.17,3.98,1.93,2.77,4.46,1.93,19.07,5.55,3.38,10.14,2.77,5.31,4.95,1.93,1.69,5.91,37.65,2.77,,2.17,2.53,1.93,5.79,9.41,2.17,,,2.41,6.03,4.34,3.74,,,3.26,,18.6,12.227778,24.4,0.0508,,9.791667,59.00177
US_NY_36051,2020-08-07,ChIJ6yynZsJk0YkR63qYbR_jxtU,Q487578,geoId/36051,US,United States of America,NY,New York,36051,Livingston County,US,USA,2,1,0,174,6,,,63483,31916,31567,5852,8674,9978,6734,7195,9600,8144,4568,2738,1837992,42.73,-77.77,1659,81.161538,-4,-6,-2,-33,8,1.91,4.78,4.18,3.46,12.54,3.11,7.41,5.97,,2.75,,5.02,3.58,3.23,3.11,,,3.35,1.91,5.85,4.66,2.15,4.3,,3.35,2.03,6.57,3.7,2.03,,,4.42,2.99,2.15,2.87,2.87,1.79,3.7,,2.03,5.26,1.67,22.82,6.69,2.03,9.56,2.51,2.03,3.46,2.27,,3.11,32.98,2.03,,,1.79,,3.35,10.87,,2.87,,1.91,5.97,4.06,4.9,2.39,2.15,2.27,,20.166667,13.316667,25.583333,0.084667,,12.659722,64.659662
US_NY_36051,2020-08-08,ChIJ6yynZsJk0YkR63qYbR_jxtU,Q487578,geoId/36051,US,United States of America,NY,New York,36051,Livingston County,US,USA,2,2,0,176,6,,,63483,31916,31567,5852,8674,9978,6734,7195,9600,8144,4568,2738,1837992,42.73,-77.77,1659,81.161538,-1,7,,-6,,,4.0,6.07,7.37,14.6,3.36,7.49,5.94,1.81,3.62,,3.62,4.52,,2.58,,2.97,1.81,,4.65,3.62,1.94,2.84,2.97,3.36,1.94,5.94,4.26,2.07,,2.07,3.36,,2.97,3.49,4.26,,4.13,,2.33,4.13,,17.83,5.94,2.84,9.43,2.71,3.49,3.49,,,3.62,29.72,1.81,1.81,,,,4.39,9.43,,2.07,,2.46,6.59,2.2,2.2,2.33,,1.94,3.36,21.594444,16.116667,26.738889,0.127,,15.354167,70.106851
US_NY_36051,2020-08-09,ChIJ6yynZsJk0YkR63qYbR_jxtU,Q487578,geoId/36051,US,United States of America,NY,New York,36051,Livingston County,US,USA,2,0,0,176,6,,,63483,31916,31567,5852,8674,9978,6734,7195,9600,8144,4568,2738,1837992,42.73,-77.77,1659,81.161538,36,7,,-4,,,3.32,6.51,4.67,15.36,2.58,6.76,4.3,2.09,1.97,,5.53,5.16,1.72,4.42,2.7,,2.46,,4.79,2.46,,3.69,2.33,3.69,2.7,7.13,5.04,1.84,,1.84,4.3,2.58,,4.05,3.19,,3.56,,2.95,4.92,,16.83,5.28,2.58,11.55,2.09,5.16,4.3,,2.21,2.95,33.55,2.83,,,1.84,,5.65,8.72,,3.19,1.84,2.7,6.88,3.19,3.69,2.58,2.83,3.81,,22.388889,16.238889,28.916667,0.0,,14.555556,62.888383
US_NY_36051,2020-08-10,ChIJ6yynZsJk0YkR63qYbR_jxtU,Q487578,geoId/36051,US,United States of America,NY,New York,36051,Livingston County,US,USA,2,0,0,176,6,,,63483,31916,31567,5852,8674,9978,6734,7195,9600,8144,4568,2738,1837992,42.73,-77.77,1659,81.161538,14,9,,-34,6,,3.65,6.27,2.96,13.79,2.62,5.92,5.36,,2.62,,6.84,2.17,,3.3,,3.08,1.59,,6.38,2.17,3.08,2.96,1.59,5.58,,6.84,3.99,,2.73,1.94,4.1,3.3,,3.42,2.39,1.71,2.17,3.19,,7.86,2.17,19.6,4.22,2.39,10.6,3.19,4.33,2.39,,1.71,4.67,32.13,1.59,1.71,,,,4.1,9.12,1.71,2.39,,2.39,6.72,3.76,3.3,2.05,,2.28,1.59,25.261111,18.188889,31.094444,0.0,,17.958333,65.412095
US_NY_36051,2020-08-11,ChIJ6yynZsJk0YkR63qYbR_jxtU,Q487578,geoId/36051,US,United States of America,NY,New York,36051,Livingston County,US,USA,2,0,0,176,6,,,63483,31916,31567,5852,8674,9978,6734,7195,9600,8144,4568,2738,1837992,42.73,-77.77,1659,81.161538,7,0,,-33,7,2.64,4.25,7.7,4.59,13.78,4.02,7.24,4.82,,2.07,,7.12,2.99,3.1,3.22,1.84,2.87,2.99,2.87,7.12,2.87,4.48,2.3,1.61,3.1,2.99,8.04,4.94,1.61,,2.87,4.48,5.74,2.76,4.94,2.76,1.61,4.13,2.07,4.82,7.24,2.3,23.2,4.94,2.07,9.42,2.99,4.25,2.87,,,5.51,32.51,1.72,,,,2.07,4.25,11.49,1.84,2.76,,,6.43,4.48,5.63,2.53,2.18,4.37,2.18,25.483333,20.772222,30.85,2.4892,,17.6875,63.845112
US_NY_36051,2020-08-12,ChIJ6yynZsJk0YkR63qYbR_jxtU,Q487578,geoId/36051,US,United States of America,NY,New York,36051,Livingston County,US,USA,2,0,0,176,6,,,63483,31916,31567,5852,8674,9978,6734,7195,9600,8144,4568,2738,1837992,42.73,-77.77,1659,81.161538,7,-3,,-34,6,2.12,5.17,7.17,3.64,12.81,2.58,7.52,4.82,,2.58,,5.99,3.06,2.58,4.11,2.0,3.41,3.06,,5.64,3.76,2.12,4.23,2.94,5.99,1.76,8.58,4.11,2.35,1.65,2.94,4.35,3.41,,4.11,3.06,2.23,4.0,1.88,2.23,4.82,2.58,19.39,6.58,3.29,8.93,2.7,5.64,5.29,2.35,4.11,3.88,37.48,3.06,,,,2.82,3.64,8.58,,1.76,1.76,1.65,6.58,3.29,4.35,1.88,3.29,2.7,,22.816667,17.544444,29.466667,0.0762,,13.909722,58.393061
US_NY_36051,2020-08-13,ChIJ6yynZsJk0YkR63qYbR_jxtU,Q487578,geoId/36051,US,United States of America,NY,New York,36051,Livingston County,US,USA,2,0,0,176,6,,,63483,31916,31567,5852,8674,9978,6734,7195,9600,8144,4568,2738,1837992,42.73,-77.77,1659,81.161538,11,4,1,-33,5,2.63,6.58,5.74,3.47,15.31,2.27,6.46,5.74,,3.23,1.67,5.5,3.59,2.15,4.07,1.79,2.03,2.63,1.67,5.86,2.63,2.63,2.51,2.51,1.91,2.87,6.82,4.54,,1.91,2.27,5.02,4.19,2.15,4.19,2.39,,4.31,2.15,2.99,7.3,1.79,19.02,5.62,3.47,9.21,3.71,3.11,4.54,2.39,2.51,5.86,38.27,,,2.75,,,3.83,7.54,,2.51,2.27,2.87,7.06,3.95,4.78,2.27,2.15,2.87,2.63,22.511111,15.844444,29.711111,0.0,,12.055556,53.259896
US_NY_36051,2020-08-14,ChIJ6yynZsJk0YkR63qYbR_jxtU,Q487578,geoId/36051,US,United States of America,NY,New York,36051,Livingston County,US,USA,2,2,0,178,6,,,63483,31916,31567,5852,8674,9978,6734,7195,9600,8144,4568,2738,1837992,42.73,-77.77,1659,81.161538,0,-2,4,-34,6,2.94,3.68,6.37,6.01,13.36,3.68,6.37,5.51,,1.96,1.84,4.04,2.21,2.33,3.92,2.08,,2.7,,4.04,3.68,2.57,2.33,2.08,3.68,1.84,7.84,2.82,2.33,2.7,2.7,4.29,3.19,2.45,3.06,2.08,,3.43,,2.57,5.39,2.33,19.61,4.66,2.45,9.68,3.55,4.04,4.04,,2.45,5.39,39.22,2.94,2.7,,,,3.55,8.82,2.57,3.68,2.45,,7.6,4.41,3.19,2.7,2.45,2.7,,22.85,16.561111,29.238889,0.0,,13.041667,56.245407
US_NY_36051,2020-08-15,ChIJ6yynZsJk0YkR63qYbR_jxtU,Q487578,geoId/36051,US,United States of America,NY,New York,36051,Livingston County,US,USA,2,0,0,178,6,,,63483,31916,31567,5852,8674,9978,6734,7195,9600,8144,4568,2738,1837992,42.73,-77.77,1659,81.161538,-1,8,,-8,,,4.17,5.57,7.08,14.67,2.4,6.83,4.68,,3.29,1.9,5.69,3.29,2.66,3.04,2.15,,2.66,,5.18,1.77,4.3,3.29,3.42,4.93,2.66,6.32,5.44,,2.66,,4.43,4.05,2.28,,1.77,2.15,4.17,,1.77,6.32,1.9,20.49,5.82,2.66,9.48,3.16,3.79,3.92,2.28,,3.79,36.04,,,,2.02,2.91,5.31,8.6,,,1.77,,7.59,3.67,4.81,,2.66,2.02,,22.494444,16.85,28.844444,0.0,,14.659722,63.70352
US_NY_36051,2020-08-16,ChIJ6yynZsJk0YkR63qYbR_jxtU,Q487578,geoId/36051,US,United States of America,NY,New York,36051,Livingston County,US,USA,2,0,0,178,6,,,63483,31916,31567,5852,8674,9978,6734,7195,9600,8144,4568,2738,1837992,42.73,-77.77,1659,81.161538,31,9,,-5,,2.26,3.68,7.6,11.52,13.65,2.14,7.0,5.7,1.9,2.49,,5.58,3.21,1.66,4.16,2.97,,2.26,,6.05,2.49,2.14,,,3.21,2.02,5.58,3.56,,1.9,3.09,4.27,3.68,2.02,2.85,1.9,1.66,3.8,,2.14,6.53,,21.13,6.65,1.78,11.04,2.73,2.37,3.09,,2.26,4.75,37.4,2.85,1.78,,2.14,,3.92,8.67,2.02,,,2.26,7.72,2.14,3.32,2.73,,2.73,2.61,21.744444,17.333333,27.9,4.854222,,15.694444,70.151484
US_NY_36051,2020-08-17,ChIJ6yynZsJk0YkR63qYbR_jxtU,Q487578,geoId/36051,US,United States of America,NY,New York,36051,Livingston County,US,USA,2,0,0,178,6,,,63483,31916,31567,5852,8674,9978,6734,7195,9600,8144,4568,2738,1837992,42.73,-77.77,1659,81.161538,,,,-33,6,2.76,4.61,8.18,5.53,12.9,1.84,8.98,5.99,,3.23,1.84,6.45,2.65,2.88,2.65,,2.53,2.42,2.19,4.15,3.11,2.53,2.53,,3.92,,8.87,4.26,1.73,2.53,,3.46,4.26,1.84,4.61,2.53,2.3,4.03,2.19,2.88,6.33,2.07,23.38,7.25,2.88,9.33,2.99,3.92,3.69,,1.84,5.41,36.85,,2.07,,1.84,,4.49,10.6,1.73,1.61,2.65,,8.41,2.53,4.95,1.73,2.53,3.92,2.53,20.9,17.494444,26.066667,2.314222,,15.055556,69.618112
US_NY_36051,2020-08-18,ChIJ6yynZsJk0YkR63qYbR_jxtU,Q487578,geoId/36051,US,United States of America,NY,New York,36051,Livingston County,US,USA,2,0,0,178,6,,,63483,31916,31567,5852,8674,9978,6734,7195,9600,8144,4568,2738,1837992,42.73,-77.77,1659,81.161538,,,,-31,7,1.97,3.36,6.61,4.41,13.57,2.2,8.12,4.87,2.44,3.83,2.32,6.38,4.52,1.97,4.75,2.44,,3.48,,5.33,4.41,3.6,2.9,2.2,4.06,2.44,8.47,3.83,,,2.2,5.1,3.02,2.55,3.13,2.55,1.74,4.75,,2.9,7.08,,21.11,5.57,1.97,9.05,2.78,3.25,4.29,1.86,1.97,3.83,33.98,2.55,1.97,,4.52,,3.94,8.7,1.86,,,2.2,7.19,2.9,5.1,,1.62,3.6,1.62,19.238889,14.827778,25.333333,2.173111,,12.284722,65.666912
US_NY_36051,2020-08-19,ChIJ6yynZsJk0YkR63qYbR_jxtU,Q487578,geoId/36051,US,United States of America,NY,New York,36051,Livingston County,US,USA,2,0,0,178,6,,,63483,31916,31567,5852,8674,9978,6734,7195,9600,8144,4568,2738,1837992,42.73,-77.77,1659,81.161538,,,,-32,6,2.02,4.15,8.06,4.39,11.26,1.78,7.0,7.71,1.78,2.85,,5.93,4.86,1.66,1.9,1.9,2.13,2.96,1.78,5.22,3.44,2.02,3.79,2.85,4.27,1.9,7.71,3.56,,1.78,1.9,5.1,4.5,,4.5,3.2,2.85,2.49,,1.78,7.35,2.49,17.67,4.15,2.13,7.35,5.45,2.37,1.78,2.96,,5.45,36.28,1.78,,,1.9,,3.79,8.3,1.9,1.78,,1.9,5.93,3.08,3.56,2.37,2.61,2.73,2.85,18.233333,13.261111,23.7,0.127,,9.493056,59.480841
US_NY_36051,2020-08-20,ChIJ6yynZsJk0YkR63qYbR_jxtU,Q487578,geoId/36051,US,United States of America,NY,New York,36051,Livingston County,US,USA,2,0,0,178,6,,,63483,31916,31567,5852,8674,9978,6734,7195,9600,8144,4568,2738,1837992,42.73,-77.77,1659,81.161538,,,,-33,5,,2.97,7.0,5.1,14.12,3.2,8.19,5.69,,2.13,,7.0,3.08,1.66,2.97,,2.02,2.02,,5.81,3.2,1.66,2.85,1.9,4.03,3.44,6.88,4.86,1.66,2.25,2.97,5.1,4.15,2.25,3.8,3.8,2.85,4.03,2.37,2.85,5.46,2.25,20.88,5.46,2.97,7.95,4.86,3.44,2.49,,,4.39,34.28,2.61,2.85,2.02,,,3.56,7.12,2.25,2.25,,2.37,6.41,3.44,5.22,1.9,2.37,3.8,2.97,17.788889,10.505556,25.883333,0.0,,7.868056,54.313363
US_NY_36051,2020-08-21,ChIJ6yynZsJk0YkR63qYbR_jxtU,Q487578,geoId/36051,US,United States of America,NY,New York,36051,Livingston County,US,USA,2,0,0,178,6,,,63483,31916,31567,5852,8674,9978,6734,7195,9600,8144,4568,2738,1837992,42.73,-77.77,1659,81.161538,,,,-34,7,,3.37,6.73,4.21,13.59,2.52,6.97,4.69,,3.01,,5.77,4.33,2.04,2.77,1.8,3.25,3.85,,6.85,3.61,4.45,3.85,2.16,3.13,,6.37,5.41,2.16,,3.01,4.69,3.85,2.04,3.85,1.92,2.52,4.21,,1.68,5.65,1.8,18.52,5.29,3.25,9.74,3.01,2.77,2.4,1.92,,4.57,31.86,1.68,,,3.01,,4.21,8.78,2.28,1.68,2.16,1.68,7.09,2.52,3.49,,,2.28,,21.411111,12.733333,27.933333,0.0,,12.104167,56.400634
US_NY_36051,2020-08-22,ChIJ6yynZsJk0YkR63qYbR_jxtU,Q487578,geoId/36051,US,United States of America,NY,New York,36051,Livingston County,US,USA,2,1,0,179,6,,,63483,31916,31567,5852,8674,9978,6734,7195,9600,8144,4568,2738,1837992,42.73,-77.77,1659,81.161538,,,,,,1.94,3.74,6.45,4.52,15.1,,6.32,4.26,,2.71,,4.13,3.1,,4.26,2.06,2.45,2.84,,6.97,2.97,,1.81,2.58,4.26,2.32,5.93,5.03,3.1,2.45,,3.74,3.35,1.81,5.03,2.45,,4.0,,2.19,4.64,,19.22,7.22,1.81,10.32,2.58,3.1,2.71,3.35,1.81,2.84,31.48,2.71,1.81,,1.81,,5.68,7.61,,2.06,,,4.52,2.19,2.19,,2.19,4.0,1.81,22.777778,15.611111,29.233333,0.0,,14.243056,59.169083
US_NY_36051,2020-08-23,ChIJ6yynZsJk0YkR63qYbR_jxtU,Q487578,geoId/36051,US,United States of America,NY,New York,36051,Livingston County,US,USA,2,1,0,180,6,,,63483,31916,31567,5852,8674,9978,6734,7195,9600,8144,4568,2738,1837992,42.73,-77.77,1659,81.161538,,,,,,2.29,4.33,6.26,4.69,14.8,,6.26,4.45,1.8,,1.8,5.05,2.77,1.8,3.73,1.68,1.8,2.29,,6.01,2.17,2.53,3.73,2.65,3.49,2.89,6.74,5.65,1.8,2.53,,4.33,4.33,,3.49,3.85,2.77,3.85,2.04,4.21,5.41,1.68,18.89,5.05,2.89,10.95,1.68,3.49,4.21,1.8,2.29,4.33,34.77,,1.68,,2.65,,3.61,9.26,,2.04,,2.89,5.41,3.13,4.21,1.8,2.77,3.01,,22.95,17.011111,29.072222,0.0,,16.083333,67.068487
