location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_ID_16033,2020-01-01,ChIJhXpyRYu3VlMRX8iA9hM0_L8,Q156448,geoId/16033,US,United States of America,ID,Idaho,16033,Clark County,US,USA,2,,,,,,,879,453,426,113,142,103,109,110,108,95,67,32,1742084,44.28,-112.38,4572,-3.983333,-8.505556,0.488889,3.302,180.34,-5.865079,85.334235
US_ID_16033,2020-01-02,ChIJhXpyRYu3VlMRX8iA9hM0_L8,Q156448,geoId/16033,US,United States of America,ID,Idaho,16033,Clark County,US,USA,2,,,,,,,879,453,426,113,142,103,109,110,108,95,67,32,1742084,44.28,-112.38,4572,-3.055556,-7.294444,0.488889,5.305778,149.86,-6.103175,79.431514
US_ID_16033,2020-01-03,ChIJhXpyRYu3VlMRX8iA9hM0_L8,Q156448,geoId/16033,US,United States of America,ID,Idaho,16033,Clark County,US,USA,2,,,,,,,879,453,426,113,142,103,109,110,108,95,67,32,1742084,44.28,-112.38,4572,-4.177778,-8.8,0.383333,0.0,129.54,-7.293651,80.177963
US_ID_16033,2020-01-04,ChIJhXpyRYu3VlMRX8iA9hM0_L8,Q156448,geoId/16033,US,United States of America,ID,Idaho,16033,Clark County,US,USA,2,,,,,,,879,453,426,113,142,103,109,110,108,95,67,32,1742084,44.28,-112.38,4572,-6.022222,-13.311111,2.061111,0.141111,99.06,-8.801587,79.807858
US_ID_16033,2020-01-05,ChIJhXpyRYu3VlMRX8iA9hM0_L8,Q156448,geoId/16033,US,United States of America,ID,Idaho,16033,Clark County,US,USA,2,,,,,,,879,453,426,113,142,103,109,110,108,95,67,32,1742084,44.28,-112.38,4572,-7.838889,-13.894444,1.266667,0.395111,78.74,-11.460317,76.998764
US_ID_16033,2020-01-06,ChIJhXpyRYu3VlMRX8iA9hM0_L8,Q156448,geoId/16033,US,United States of America,ID,Idaho,16033,Clark County,US,USA,2,,,,,,,879,453,426,113,142,103,109,110,108,95,67,32,1742084,44.28,-112.38,4572,-6.022222,-10.477778,-2.077778,0.620889,78.74,-9.246032,79.183178
US_ID_16033,2020-01-07,ChIJhXpyRYu3VlMRX8iA9hM0_L8,Q156448,geoId/16033,US,United States of America,ID,Idaho,16033,Clark County,US,USA,2,,,,,,,879,453,426,113,142,103,109,110,108,95,67,32,1742084,44.28,-112.38,4572,-1.855556,-7.338889,2.188889,0.366889,78.74,-4.984127,80.146438
US_ID_16033,2020-01-08,ChIJhXpyRYu3VlMRX8iA9hM0_L8,Q156448,geoId/16033,US,United States of America,ID,Idaho,16033,Clark County,US,USA,2,,,,,,,879,453,426,113,142,103,109,110,108,95,67,32,1742084,44.28,-112.38,4572,-2.688889,-7.244444,2.005556,0.366889,78.74,-5.420635,80.569208
US_ID_16033,2020-01-09,ChIJhXpyRYu3VlMRX8iA9hM0_L8,Q156448,geoId/16033,US,United States of America,ID,Idaho,16033,Clark County,US,USA,2,,,,,,,879,453,426,113,142,103,109,110,108,95,67,32,1742084,44.28,-112.38,4572,-4.611111,-8.666667,-0.15,0.959556,78.74,-6.960317,81.671901
US_ID_16033,2020-01-10,ChIJhXpyRYu3VlMRX8iA9hM0_L8,Q156448,geoId/16033,US,United States of America,ID,Idaho,16033,Clark County,US,USA,2,,,,,,,879,453,426,113,142,103,109,110,108,95,67,32,1742084,44.28,-112.38,4572,-11.322222,-20.866667,-3.0,1.241778,78.74,-15.119048,73.485139
