location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IA_19087,2020-01-11,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,8.72,,,14.05,,,18.89,,37.31,,-2.466667,-4.788889,0.7,12.1412,-3.566667,92.374764
US_IA_19087,2020-01-12,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,11.49,,,10.53,,8.61,23.93,,37.81,,-4.177778,-6.027778,-2.105556,0.550333,-5.722222,89.235563
US_IA_19087,2020-01-13,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,6.17,,11.94,9.05,6.59,,28.81,9.05,35.4,7.41,-0.938889,-2.711111,0.722222,0.217714,-2.027778,91.548322
US_IA_19087,2020-01-14,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,7.21,7.21,7.61,8.81,6.01,,22.03,7.21,31.64,,1.961111,-0.961111,4.033333,0.254,0.677778,91.355543
US_IA_19087,2020-01-15,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,,5.84,12.45,12.45,7.39,,20.63,8.17,38.53,8.56,-0.544444,-2.65,1.494444,0.3048,-1.17284,94.815878
US_IA_19087,2020-01-16,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,,10.63,10.22,8.59,11.45,6.13,22.08,6.95,31.49,9.41,-10.683333,-15.355556,-2.527778,0.0,-14.544444,73.389558
US_IA_19087,2020-01-17,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,,,,10.47,,,19.74,,29.81,,-7.438889,-11.5,-2.4,0.2032,-9.766667,83.62483
US_IA_19087,2020-01-18,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,,,7.35,11.76,,,22.04,7.84,33.31,,-3.0,-12.216667,1.683333,5.0292,-4.766667,87.704292
US_IA_19087,2020-01-19,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,7.65,7.17,8.6,17.21,,,24.38,7.17,30.59,,-15.388889,-17.805556,-11.933333,0.2032,-19.544444,70.639694
US_IA_19087,2020-01-20,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,,11.65,9.86,18.38,10.76,,27.34,15.69,32.72,10.76,-12.432099,-13.709877,-9.259259,0.0,-15.166667,80.207866
US_IA_19087,2020-01-21,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,,9.74,8.52,11.36,,10.95,24.75,,40.57,8.11,-11.944444,-17.188889,-4.461111,0.0,-13.87037,84.281597
US_IA_19087,2020-01-22,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,6.03,7.24,8.04,15.28,6.43,,24.13,6.03,39.01,7.64,-2.472222,-5.361111,0.533333,0.0,-5.433333,80.345915
US_IA_19087,2020-01-23,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,6.65,8.31,7.48,11.64,7.9,6.65,29.09,17.04,41.15,19.53,0.311111,-0.722222,1.716667,0.889,-0.520833,93.61716
US_IA_19087,2020-01-24,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,,,,26.28,,9.64,28.03,10.95,38.54,11.83,0.65,0.166667,1.524691,2.6924,0.133333,96.430918
US_IA_19087,2020-01-25,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,,18.01,,21.19,,,32.84,9.01,36.02,11.65,0.211111,-0.761111,1.711111,1.3716,-1.277778,89.891189
US_IA_19087,2020-01-26,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,7.95,12.63,,24.79,,,34.61,8.89,34.14,9.35,-3.827778,-8.65,0.4,0.0,-5.290123,89.13
US_IA_19087,2020-01-27,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,6.77,,12.74,17.11,,6.37,39.01,5.97,41.0,7.16,-1.05,-2.461111,0.211111,0.0,-1.785714,94.172602
US_IA_19087,2020-01-28,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,,,18.17,22.71,7.43,,30.15,9.5,40.47,6.19,-3.205556,-5.433333,-0.583333,0.0,-4.316667,92.188264
US_IA_19087,2020-01-29,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,,8.2,11.22,22.44,10.79,6.91,29.35,8.2,45.75,11.22,-5.077778,-6.15,-2.844444,0.0,-6.166667,91.965435
US_IA_19087,2020-01-30,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,6.47,10.79,11.65,34.52,9.06,,38.83,8.2,38.83,9.06,-3.072222,-4.644444,-0.694444,0.0508,-4.7,88.694994
US_IA_19087,2020-01-31,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,,7.61,7.16,25.97,,,36.27,6.72,35.37,8.96,-0.594444,-3.527778,2.5,0.0,-2.055556,89.457151
US_IA_19087,2020-02-01,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,8.88,7.89,,16.77,7.4,,29.6,,30.09,8.39,1.7,1.011111,3.388889,0.211667,0.361111,90.930396
US_IA_19087,2020-02-02,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,8.08,,,16.64,,,25.19,7.61,29.47,,5.955556,2.005556,13.572222,0.0,0.544444,68.417309
US_IA_19087,2020-02-03,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,6.72,6.33,6.72,28.48,8.31,11.07,33.22,7.12,37.57,7.12,2.955556,-0.661111,7.511111,0.0,0.416667,83.655883
US_IA_19087,2020-02-04,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,9.99,,6.39,23.57,7.19,,37.16,7.19,37.16,10.79,0.838889,-1.111111,3.35,0.0,-4.111111,70.003588
US_IA_19087,2020-02-05,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,6.07,,8.9,19.81,7.28,8.09,38.82,,38.82,,-2.472222,-3.955556,-0.688889,0.0,-8.822222,62.046839
US_IA_19087,2020-02-06,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,6.6,7.83,6.18,27.62,11.96,,37.93,7.42,29.68,7.83,-2.916667,-7.272222,0.983333,0.042333,-7.516667,70.977147
US_IA_19087,2020-02-07,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,,9.27,6.74,17.69,7.58,,30.32,9.27,33.69,7.58,-3.272222,-6.894444,0.622222,0.0,-6.777778,76.996693
US_IA_19087,2020-02-08,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,,17.07,11.55,27.61,9.04,,23.09,,32.13,,-3.35,-6.577778,-0.022222,0.0635,-5.816667,83.185952
US_IA_19087,2020-02-09,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,7.27,8.72,8.72,22.3,,,33.44,,38.29,8.72,0.377778,-4.066667,4.888889,0.0,-2.055556,83.881779
US_IA_19087,2020-02-10,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,9.99,9.57,,25.39,10.41,9.57,31.63,6.66,45.37,,-1.844444,-5.327778,2.961111,0.3048,-4.3,83.547085
US_IA_19087,2020-02-11,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,,9.85,,20.12,13.55,9.85,35.72,11.09,44.34,11.09,-0.8,-3.211111,2.555556,0.0,-4.172222,78.153276
US_IA_19087,2020-02-12,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,,8.84,6.43,25.3,12.05,9.24,34.14,8.43,40.56,10.84,-1.416667,-4.1,1.772222,0.0,-4.1,82.036471
US_IA_19087,2020-02-13,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,,9.94,,26.66,15.36,9.04,28.92,6.78,39.76,10.39,-11.316667,-19.061111,0.311111,2.032,-13.733333,82.4739
US_IA_19087,2020-02-14,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,,,,,,,9.59,8.71,16.99,8.28,7.84,19.17,,29.2,6.97,-17.288889,-22.888889,-9.511111,0.0254,-21.705556,68.697474
US_IA_19087,2020-02-15,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,9,5,9,-8,,,,,18.7,,,31.69,8.31,46.76,10.39,-3.688889,-11.811111,4.861111,0.0,-8.466667,69.572089
US_IA_19087,2020-02-16,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,27,15,,-4,,7.16,,,18.62,12.41,,30.08,,35.33,,-0.316667,-6.422222,6.194444,0.0,-2.311111,86.530738
US_IA_19087,2020-02-17,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,5,-3,14,-6,,,12.04,,25.69,10.84,7.22,37.33,7.63,36.53,7.63,2.338889,0.211111,5.572222,0.1016,0.977778,90.891497
US_IA_19087,2020-02-18,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,3,-10,-7,0,,7.1,9.19,11.28,26.74,,7.52,31.75,6.27,48.46,6.68,0.961111,-2.661111,4.205556,0.41275,-1.844444,81.702747
US_IA_19087,2020-02-19,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,2,1,2,3,,,7.23,6.38,22.11,6.38,9.78,28.06,6.8,37.41,,-4.433333,-8.866667,-0.583333,0.0,-8.2,75.342445
US_IA_19087,2020-02-20,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,-2,-1,5,-1,,,8.62,9.05,18.1,14.65,6.89,28.01,7.76,31.89,,-8.244444,-13.438889,-3.805556,0.0,-14.7,59.986331
US_IA_19087,2020-02-21,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,16,1,5,-1,,7.06,15.88,,17.65,,10.15,30.44,7.94,40.15,8.82,-5.277778,-11.516667,4.85,0.0,-11.705556,60.719713
US_IA_19087,2020-02-22,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,20,9,0,3,,,9.17,8.66,21.4,8.15,,23.95,,36.69,,2.705556,-2.544444,12.177778,0.0,-5.794444,53.690604
US_IA_19087,2020-02-23,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,31,25,,5,,,7.86,,18.18,,,25.05,9.82,32.42,7.86,6.511111,0.761111,16.055556,0.0,-1.133333,58.266805
US_IA_19087,2020-02-24,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,5,11,-4,4,,,,6.34,24.95,,8.32,35.65,7.92,44.76,,4.383333,1.477778,10.672222,0.0,-0.538889,70.525957
US_IA_19087,2020-02-25,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,-1,-21,-2,1,,7.77,6.61,,21.37,,,34.97,8.94,43.12,9.71,2.255556,0.572222,5.433333,0.09525,-1.677778,75.574235
US_IA_19087,2020-02-26,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,10,-1,17,2,,7.75,10.61,10.61,30.19,11.01,8.97,38.75,,31.82,,0.316667,-1.561111,2.15,0.127,-4.933333,68.17092
US_IA_19087,2020-02-27,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,0,-10,16,-1,,8.66,,10.31,37.11,,10.31,53.19,7.01,31.34,7.01,-1.422222,-5.566667,3.961111,0.0,-7.283333,64.492384
US_IA_19087,2020-02-28,ChIJJ3UvvXGV5ocRaCg1fNfgLLA,Q178281,geoId/19087,US,United States of America,IA,Iowa,19087,Henry County,US,USA,2,,,,,,,20044,10366,9678,2336,2600,2626,2401,2377,2715,2461,1543,985,1790071,40.986667,-91.541944,1131,79.76,21,1,25,11,,,,,22.4,7.05,9.95,43.13,6.64,28.2,,-1.511111,-4.727778,1.7,0.0,-5.205556,76.177164
