location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48365,2020-01-01,ChIJf45KS2WuN4YRtQFtoMInw-M,Q156380,geoId/48365,US,United States of America,TX,Texas,48365,Panola County,US,USA,2,,,,,,,23211,11434,11777,2845,3234,2641,2759,2670,3056,3131,1899,976,1827489,32.16,-94.31,2127,76.266667,,,,,,,8.19,15.6,,19.11,12.48,29.26,7.41,5.411111,0.616667,11.8,0.0,,-0.15,67.988018
US_TX_48365,2020-01-02,ChIJf45KS2WuN4YRtQFtoMInw-M,Q156380,geoId/48365,US,United States of America,TX,Texas,48365,Panola County,US,USA,2,,,,,,,23211,11434,11777,2845,3234,2641,2759,2670,3056,3131,1899,976,1827489,32.16,-94.31,2127,76.266667,,,,,,6.24,6.24,12.83,6.93,16.64,5.89,27.39,8.67,11.327778,9.133333,14.272222,4.967111,,8.922222,85.281144
US_TX_48365,2020-01-03,ChIJf45KS2WuN4YRtQFtoMInw-M,Q156380,geoId/48365,US,United States of America,TX,Texas,48365,Panola County,US,USA,2,,,,,,,23211,11434,11777,2845,3234,2641,2759,2670,3056,3131,1899,976,1827489,32.16,-94.31,2127,76.266667,,,,,,8.97,7.85,13.83,7.85,18.69,,26.91,14.2,13.727778,10.977778,17.066667,11.176,,12.0,89.415293
US_TX_48365,2020-01-04,ChIJf45KS2WuN4YRtQFtoMInw-M,Q156380,geoId/48365,US,United States of America,TX,Texas,48365,Panola County,US,USA,2,,,,,,,23211,11434,11777,2845,3234,2641,2759,2670,3056,3131,1899,976,1827489,32.16,-94.31,2127,76.266667,,,,,,5.81,8.14,13.18,,12.79,11.63,25.96,6.2,8.994444,1.85,15.594444,0.0,,2.416667,63.696698
US_TX_48365,2020-01-05,ChIJf45KS2WuN4YRtQFtoMInw-M,Q156380,geoId/48365,US,United States of America,TX,Texas,48365,Panola County,US,USA,2,,,,,,,23211,11434,11777,2845,3234,2641,2759,2670,3056,3131,1899,976,1827489,32.16,-94.31,2127,76.266667,,,,,,,,12.24,,18.75,6.5,32.14,,9.461111,1.694444,21.838889,0.0,,2.294444,61.161351
US_TX_48365,2020-01-06,ChIJf45KS2WuN4YRtQFtoMInw-M,Q156380,geoId/48365,US,United States of America,TX,Texas,48365,Panola County,US,USA,2,,,,,,,23211,11434,11777,2845,3234,2641,2759,2670,3056,3131,1899,976,1827489,32.16,-94.31,2127,76.266667,,,,,,,7.73,13.0,,13.35,5.62,26.36,,12.466667,4.777778,21.366667,0.0,,5.655556,63.48652
US_TX_48365,2020-01-07,ChIJf45KS2WuN4YRtQFtoMInw-M,Q156380,geoId/48365,US,United States of America,TX,Texas,48365,Panola County,US,USA,2,,,,,,,23211,11434,11777,2845,3234,2641,2759,2670,3056,3131,1899,976,1827489,32.16,-94.31,2127,76.266667,,,,,,,5.89,11.12,6.21,15.04,5.89,23.87,,10.783333,2.5,17.783333,0.0,,-0.905556,44.435809
US_TX_48365,2020-01-08,ChIJf45KS2WuN4YRtQFtoMInw-M,Q156380,geoId/48365,US,United States of America,TX,Texas,48365,Panola County,US,USA,2,,,,,,,23211,11434,11777,2845,3234,2641,2759,2670,3056,3131,1899,976,1827489,32.16,-94.31,2127,76.266667,,,,,,6.86,8.42,11.85,6.24,19.65,6.55,28.07,8.42,7.211111,-0.955556,18.588889,0.0,,-1.588889,54.082544
US_TX_48365,2020-01-09,ChIJf45KS2WuN4YRtQFtoMInw-M,Q156380,geoId/48365,US,United States of America,TX,Texas,48365,Panola County,US,USA,2,,,,,,,23211,11434,11777,2845,3234,2641,2759,2670,3056,3131,1899,976,1827489,32.16,-94.31,2127,76.266667,,,,,,,11.04,10.15,5.67,24.17,5.07,27.16,6.27,14.088889,9.766667,20.177778,0.0,,9.405556,73.711078
US_TX_48365,2020-01-10,ChIJf45KS2WuN4YRtQFtoMInw-M,Q156380,geoId/48365,US,United States of America,TX,Texas,48365,Panola County,US,USA,2,,,,,,,23211,11434,11777,2845,3234,2641,2759,2670,3056,3131,1899,976,1827489,32.16,-94.31,2127,76.266667,,,,,,,5.74,7.74,6.02,18.93,4.59,22.95,,19.583333,17.872222,22.527778,0.508,,17.061111,85.458265
US_TX_48365,2020-01-11,ChIJf45KS2WuN4YRtQFtoMInw-M,Q156380,geoId/48365,US,United States of America,TX,Texas,48365,Panola County,US,USA,2,,,,,,,23211,11434,11777,2845,3234,2641,2759,2670,3056,3131,1899,976,1827489,32.16,-94.31,2127,76.266667,,,,,,8.32,,13.07,5.94,17.82,,26.14,,11.922222,2.672222,22.461111,36.98875,,10.138889,88.965339
US_TX_48365,2020-01-12,ChIJf45KS2WuN4YRtQFtoMInw-M,Q156380,geoId/48365,US,United States of America,TX,Texas,48365,Panola County,US,USA,2,,,,,,,23211,11434,11777,2845,3234,2641,2759,2670,3056,3131,1899,976,1827489,32.16,-94.31,2127,76.266667,,,,,,6.81,,11.62,12.42,18.03,,25.64,,2.911111,-1.044444,10.522222,13.518444,,0.405556,83.72924
US_TX_48365,2020-01-13,ChIJf45KS2WuN4YRtQFtoMInw-M,Q156380,geoId/48365,US,United States of America,TX,Texas,48365,Panola County,US,USA,2,,,,,,,23211,11434,11777,2845,3234,2641,2759,2670,3056,3131,1899,976,1827489,32.16,-94.31,2127,76.266667,,,,,,,8.7,9.82,,19.64,4.49,28.9,,7.85,2.5,16.472222,0.0,,5.194444,83.497044
US_TX_48365,2020-01-14,ChIJf45KS2WuN4YRtQFtoMInw-M,Q156380,geoId/48365,US,United States of America,TX,Texas,48365,Panola County,US,USA,2,,,,,,,23211,11434,11777,2845,3234,2641,2759,2670,3056,3131,1899,976,1827489,32.16,-94.31,2127,76.266667,,,,,,,5.54,6.8,6.8,25.71,,26.21,4.79,15.027778,13.066667,18.744444,15.070667,,14.133333,94.435509
US_TX_48365,2020-01-15,ChIJf45KS2WuN4YRtQFtoMInw-M,Q156380,geoId/48365,US,United States of America,TX,Texas,48365,Panola County,US,USA,2,,,,,,,23211,11434,11777,2845,3234,2641,2759,2670,3056,3131,1899,976,1827489,32.16,-94.31,2127,76.266667,,,,,,5.38,5.87,9.54,6.85,22.02,5.14,24.46,,19.627778,16.977778,24.0,2.681111,,18.534722,92.598909
US_TX_48365,2020-01-16,ChIJf45KS2WuN4YRtQFtoMInw-M,Q156380,geoId/48365,US,United States of America,TX,Texas,48365,Panola County,US,USA,2,,,,,,,23211,11434,11777,2845,3234,2641,2759,2670,3056,3131,1899,976,1827489,32.16,-94.31,2127,76.266667,,,,,,4.27,7.47,7.47,7.21,15.48,4.54,24.02,4.0,16.527778,11.45,21.461111,2.427111,,15.672222,94.746473
US_TX_48365,2020-01-17,ChIJf45KS2WuN4YRtQFtoMInw-M,Q156380,geoId/48365,US,United States of America,TX,Texas,48365,Panola County,US,USA,2,,,,,,,23211,11434,11777,2845,3234,2641,2759,2670,3056,3131,1899,976,1827489,32.16,-94.31,2127,76.266667,,,,,,5.74,7.17,7.17,8.89,16.35,,28.12,,11.222222,9.094444,15.711111,19.755556,,8.661111,84.415166
US_TX_48365,2020-01-18,ChIJf45KS2WuN4YRtQFtoMInw-M,Q156380,geoId/48365,US,United States of America,TX,Texas,48365,Panola County,US,USA,2,,,,,,,23211,11434,11777,2845,3234,2641,2759,2670,3056,3131,1899,976,1827489,32.16,-94.31,2127,76.266667,,,,,,,8.44,10.04,,18.89,8.04,22.9,,16.805556,12.755556,19.227778,5.503333,,14.4,85.776056
US_TX_48365,2020-01-19,ChIJf45KS2WuN4YRtQFtoMInw-M,Q156380,geoId/48365,US,United States of America,TX,Texas,48365,Panola County,US,USA,2,,,,,,,23211,11434,11777,2845,3234,2641,2759,2670,3056,3131,1899,976,1827489,32.16,-94.31,2127,76.266667,,,,,,6.36,7.15,13.11,,20.26,5.96,24.63,,7.683333,1.216667,14.366667,2.54,,-3.461111,45.382092
US_TX_48365,2020-01-20,ChIJf45KS2WuN4YRtQFtoMInw-M,Q156380,geoId/48365,US,United States of America,TX,Texas,48365,Panola County,US,USA,2,,,,,,,23211,11434,11777,2845,3234,2641,2759,2670,3056,3131,1899,976,1827489,32.16,-94.31,2127,76.266667,,,,,,,6.06,9.27,11.76,23.53,5.35,32.44,6.77,5.75,0.127778,12.827778,0.0,,-3.522222,51.607741
US_TX_48365,2020-01-21,ChIJf45KS2WuN4YRtQFtoMInw-M,Q156380,geoId/48365,US,United States of America,TX,Texas,48365,Panola County,US,USA,2,,,,,,,23211,11434,11777,2845,3234,2641,2759,2670,3056,3131,1899,976,1827489,32.16,-94.31,2127,76.266667,,,,,,4.28,5.13,12.84,5.99,26.81,,30.23,7.99,3.211111,-1.772222,9.266667,0.0,,-2.5,66.348999
US_TX_48365,2020-01-22,ChIJf45KS2WuN4YRtQFtoMInw-M,Q156380,geoId/48365,US,United States of America,TX,Texas,48365,Panola County,US,USA,2,,,,,,,23211,11434,11777,2845,3234,2641,2759,2670,3056,3131,1899,976,1827489,32.16,-94.31,2127,76.266667,,,,,,,4.0,11.19,7.72,20.78,,24.24,5.59,3.25,0.761111,6.727778,3.217333,,0.1,79.919106
US_TX_48365,2020-01-23,ChIJf45KS2WuN4YRtQFtoMInw-M,Q156380,geoId/48365,US,United States of America,TX,Texas,48365,Panola County,US,USA,2,,,,,,,23211,11434,11777,2845,3234,2641,2759,2670,3056,3131,1899,976,1827489,32.16,-94.31,2127,76.266667,,,,,,7.61,8.18,15.79,5.92,24.25,4.23,28.2,9.3,7.383333,4.483333,10.277778,29.407556,,6.477778,94.047703
US_TX_48365,2020-01-24,ChIJf45KS2WuN4YRtQFtoMInw-M,Q156380,geoId/48365,US,United States of America,TX,Texas,48365,Panola County,US,USA,2,,,,,,,23211,11434,11777,2845,3234,2641,2759,2670,3056,3131,1899,976,1827489,32.16,-94.31,2127,76.266667,,,,,,5.78,4.91,12.72,6.94,23.7,,29.48,7.51,6.616667,1.566667,13.561111,0.7112,,2.394444,74.725234
US_TX_48365,2020-01-25,ChIJf45KS2WuN4YRtQFtoMInw-M,Q156380,geoId/48365,US,United States of America,TX,Texas,48365,Panola County,US,USA,2,,,,,,,23211,11434,11777,2845,3234,2641,2759,2670,3056,3131,1899,976,1827489,32.16,-94.31,2127,76.266667,,,,,,,9.06,13.18,,21.0,,30.88,,6.919753,-0.481481,17.462963,0.0,,1.259259,67.544879
US_TX_48365,2020-01-26,ChIJf45KS2WuN4YRtQFtoMInw-M,Q156380,geoId/48365,US,United States of America,TX,Texas,48365,Panola County,US,USA,2,,,,,,,23211,11434,11777,2845,3234,2641,2759,2670,3056,3131,1899,976,1827489,32.16,-94.31,2127,76.266667,,,,,,6.48,9.37,19.09,6.12,28.09,8.29,28.82,,11.598765,9.240741,14.987654,3.01625,,8.401235,80.898182
