location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KY_21005,2020-01-01,ChIJXS9xuwnXaYgRQobZeo6-E30,Q486099,geoId/21005,US,United States of America,KY,Kentucky,21005,Anderson County,US,USA,2,,,,,,,22545,11060,11485,2910,3003,2641,2647,3218,3313,2598,1467,748,1846523,38.0,-84.99,529,75.86,,,,,6.03,9.05,6.03,,14.07,6.37,16.42,24.8,,,32.51,6.37,,4.524691,0.648148,9.62963,0.0,,-2.513889,60.137626
US_KY_21005,2020-01-02,ChIJXS9xuwnXaYgRQobZeo6-E30,Q486099,geoId/21005,US,United States of America,KY,Kentucky,21005,Anderson County,US,USA,2,,,,,,,22545,11060,11485,2910,3003,2641,2647,3218,3313,2598,1467,748,1846523,38.0,-84.99,529,75.86,,,,,13.76,13.07,7.57,,15.83,9.29,8.26,28.9,7.57,6.54,43.35,6.88,,6.802469,1.876543,11.228395,0.41275,,-0.236111,60.429139
US_KY_21005,2020-01-03,ChIJXS9xuwnXaYgRQobZeo6-E30,Q486099,geoId/21005,US,United States of America,KY,Kentucky,21005,Anderson County,US,USA,2,,,,,,,22545,11060,11485,2910,3003,2641,2647,3218,3313,2598,1467,748,1846523,38.0,-84.99,529,75.86,,,,,7.98,12.15,6.25,7.29,20.48,10.06,5.21,28.11,,6.59,43.38,,,11.166667,6.364198,12.450617,7.90575,,10.215278,93.640543
US_KY_21005,2020-01-04,ChIJXS9xuwnXaYgRQobZeo6-E30,Q486099,geoId/21005,US,United States of America,KY,Kentucky,21005,Anderson County,US,USA,2,,,,,,,22545,11060,11485,2910,3003,2641,2647,3218,3313,2598,1467,748,1846523,38.0,-84.99,529,75.86,,,,,10.05,7.71,8.38,6.03,19.44,6.03,5.7,22.12,7.37,6.03,39.89,6.37,9.05,6.759259,2.425926,12.462963,9.30275,,4.180556,83.705323
US_KY_21005,2020-01-05,ChIJXS9xuwnXaYgRQobZeo6-E30,Q486099,geoId/21005,US,United States of America,KY,Kentucky,21005,Anderson County,US,USA,2,,,,,,,22545,11060,11485,2910,3003,2641,2647,3218,3313,2598,1467,748,1846523,38.0,-84.99,529,75.86,,,,,9.69,8.02,8.69,,17.05,,8.69,26.41,5.35,5.35,34.43,6.68,5.68,3.067901,-1.691358,9.648148,0.85725,,-2.027778,69.164139
US_KY_21005,2020-01-06,ChIJXS9xuwnXaYgRQobZeo6-E30,Q486099,geoId/21005,US,United States of America,KY,Kentucky,21005,Anderson County,US,USA,2,,,,,,,22545,11060,11485,2910,3003,2641,2647,3218,3313,2598,1467,748,1846523,38.0,-84.99,529,75.86,,,,,10.52,6.37,,,15.93,8.29,7.33,17.21,6.05,7.01,39.52,5.74,5.42,4.530864,-1.802469,9.438272,0.0,,-2.791667,59.009044
US_KY_21005,2020-01-07,ChIJXS9xuwnXaYgRQobZeo6-E30,Q486099,geoId/21005,US,United States of America,KY,Kentucky,21005,Anderson County,US,USA,2,,,,,,,22545,11060,11485,2910,3003,2641,2647,3218,3313,2598,1467,748,1846523,38.0,-84.99,529,75.86,,,,,7.4,9.25,4.93,6.47,12.95,6.16,8.63,21.57,,,35.44,,6.16,3.962963,-1.45679,9.790123,0.0,,-4.236111,55.271567
US_KY_21005,2020-01-08,ChIJXS9xuwnXaYgRQobZeo6-E30,Q486099,geoId/21005,US,United States of America,KY,Kentucky,21005,Anderson County,US,USA,2,,,,,,,22545,11060,11485,2910,3003,2641,2647,3218,3313,2598,1467,748,1846523,38.0,-84.99,529,75.86,,,,,7.04,7.65,7.65,4.89,15.29,8.56,6.42,25.7,4.89,5.2,32.12,8.56,,4.9,1.0,9.583333,0.0,,-6.438272,44.219332
US_KY_21005,2020-01-09,ChIJXS9xuwnXaYgRQobZeo6-E30,Q486099,geoId/21005,US,United States of America,KY,Kentucky,21005,Anderson County,US,USA,2,,,,,,,22545,11060,11485,2910,3003,2641,2647,3218,3313,2598,1467,748,1846523,38.0,-84.99,529,75.86,,,,,17.47,8.89,5.52,,12.26,7.05,7.05,24.21,6.44,8.28,34.94,10.42,4.29,5.361111,-1.25,15.544444,0.0,,-5.679012,45.210172
US_KY_21005,2020-01-10,ChIJXS9xuwnXaYgRQobZeo6-E30,Q486099,geoId/21005,US,United States of America,KY,Kentucky,21005,Anderson County,US,USA,2,,,,,,,22545,11060,11485,2910,3003,2641,2647,3218,3313,2598,1467,748,1846523,38.0,-84.99,529,75.86,,,,,4.87,6.02,7.74,4.3,12.04,5.73,7.17,21.5,5.16,5.16,32.1,,4.01,15.061111,12.805556,18.683333,0.508,,5.351852,52.039885
