location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13293,2020-01-11,ChIJj0Uxk_1-84gRULKHhYqffxo,Q498377,geoId/13293,US,United States of America,GA,Georgia,13293,Upson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26201,12440,13761,3205,3229,3267,2857,3247,3809,3361,2136,1090,1029447,32.88,-84.3,849,73.071429,,,,,5.28,9.5,7.74,6.33,4.93,,14.07,7.04,5.28,,,,,7.39,20.76,,10.2,,42.58,6.69,7.39,19.283333,14.905556,22.277778,0.3556,16.811111,85.723934
US_GA_13293,2020-01-12,ChIJj0Uxk_1-84gRULKHhYqffxo,Q498377,geoId/13293,US,United States of America,GA,Georgia,13293,Upson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26201,12440,13761,3205,3229,3267,2857,3247,3809,3361,2136,1090,1029447,32.88,-84.3,849,73.071429,,,,,5.38,11.47,6.09,6.45,7.88,,11.83,7.88,,,,,5.38,7.17,31.18,8.6,10.04,8.24,44.09,8.6,5.38,16.433333,10.411111,21.938889,30.0228,13.783333,84.458595
US_GA_13293,2020-01-13,ChIJj0Uxk_1-84gRULKHhYqffxo,Q498377,geoId/13293,US,United States of America,GA,Georgia,13293,Upson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26201,12440,13761,3205,3229,3267,2857,3247,3809,3361,2136,1090,1029447,32.88,-84.3,849,73.071429,,,,,3.89,4.17,7.5,,5.55,,12.5,6.67,5.0,9.72,4.44,,4.17,6.94,18.89,4.72,7.22,5.83,41.66,6.94,5.28,17.894444,15.572222,20.305556,20.9804,16.744444,93.089605
US_GA_13293,2020-01-14,ChIJj0Uxk_1-84gRULKHhYqffxo,Q498377,geoId/13293,US,United States of America,GA,Georgia,13293,Upson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26201,12440,13761,3205,3229,3267,2857,3247,3809,3361,2136,1090,1029447,32.88,-84.3,849,73.071429,,,,,7.13,11.69,7.7,10.26,6.56,7.7,8.84,4.56,3.99,12.54,8.27,,,8.55,20.53,7.98,7.7,5.99,40.77,4.85,5.99,17.927778,15.233333,20.938889,15.494,16.922222,93.896164
US_GA_13293,2020-01-15,ChIJj0Uxk_1-84gRULKHhYqffxo,Q498377,geoId/13293,US,United States of America,GA,Georgia,13293,Upson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26201,12440,13761,3205,3229,3267,2857,3247,3809,3361,2136,1090,1029447,32.88,-84.3,849,73.071429,,,,,6.14,6.44,9.95,6.73,,7.61,10.24,,4.1,11.41,7.61,4.39,5.27,10.53,27.21,6.14,7.31,4.39,43.88,6.73,4.68,17.155556,13.455556,22.533333,11.768667,15.627778,90.791705
US_GA_13293,2020-01-16,ChIJj0Uxk_1-84gRULKHhYqffxo,Q498377,geoId/13293,US,United States of America,GA,Georgia,13293,Upson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26201,12440,13761,3205,3229,3267,2857,3247,3809,3361,2136,1090,1029447,32.88,-84.3,849,73.071429,,,,,,6.48,10.89,5.0,5.3,4.71,11.78,9.13,,10.6,7.36,4.71,4.71,11.48,23.85,,9.13,,33.27,,5.0,18.227778,14.322222,22.1,6.011333,13.405556,73.505218
US_GA_13293,2020-01-17,ChIJj0Uxk_1-84gRULKHhYqffxo,Q498377,geoId/13293,US,United States of America,GA,Georgia,13293,Upson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26201,12440,13761,3205,3229,3267,2857,3247,3809,3361,2136,1090,1029447,32.88,-84.3,849,73.071429,,,,,4.72,5.6,10.03,5.01,6.19,5.9,9.44,9.73,,10.32,7.67,4.13,,8.26,24.78,5.9,8.85,,40.11,9.44,5.6,12.105556,8.427778,18.722222,0.2032,-1.883333,37.819681
US_GA_13293,2020-01-18,ChIJj0Uxk_1-84gRULKHhYqffxo,Q498377,geoId/13293,US,United States of America,GA,Georgia,13293,Upson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26201,12440,13761,3205,3229,3267,2857,3247,3809,3361,2136,1090,1029447,32.88,-84.3,849,73.071429,,,,,6.01,7.14,10.15,7.89,,7.52,15.79,5.26,,10.15,,5.64,,7.89,28.19,8.64,10.9,,43.22,9.4,9.02,10.011111,6.75,15.955556,0.042333,1.722222,56.419527
US_GA_13293,2020-01-19,ChIJj0Uxk_1-84gRULKHhYqffxo,Q498377,geoId/13293,US,United States of America,GA,Georgia,13293,Upson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26201,12440,13761,3205,3229,3267,2857,3247,3809,3361,2136,1090,1029447,32.88,-84.3,849,73.071429,,,,,,9.35,10.43,5.75,6.47,5.39,12.95,8.27,,7.91,,6.47,,10.07,23.01,,7.55,5.39,40.63,7.55,6.83,11.755556,5.838889,16.005556,8.932333,5.255556,64.475467
US_GA_13293,2020-01-20,ChIJj0Uxk_1-84gRULKHhYqffxo,Q498377,geoId/13293,US,United States of America,GA,Georgia,13293,Upson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26201,12440,13761,3205,3229,3267,2857,3247,3809,3361,2136,1090,1029447,32.88,-84.3,849,73.071429,,,,,,5.98,8.79,8.09,4.92,8.09,11.96,6.33,5.27,17.23,4.92,,,8.09,27.43,,7.74,7.38,44.31,8.44,5.27,2.433333,-2.072222,8.538889,1.4478,-7.377778,48.458946
US_GA_13293,2020-01-21,ChIJj0Uxk_1-84gRULKHhYqffxo,Q498377,geoId/13293,US,United States of America,GA,Georgia,13293,Upson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26201,12440,13761,3205,3229,3267,2857,3247,3809,3361,2136,1090,1029447,32.88,-84.3,849,73.071429,,,,,,8.09,10.69,6.07,6.07,5.49,15.89,9.54,6.07,13.87,7.51,5.78,4.33,6.93,23.12,4.62,8.38,4.33,36.41,5.49,4.91,0.411111,-3.894444,6.438889,0.0,-7.95,53.540075
US_GA_13293,2020-01-22,ChIJj0Uxk_1-84gRULKHhYqffxo,Q498377,geoId/13293,US,United States of America,GA,Georgia,13293,Upson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26201,12440,13761,3205,3229,3267,2857,3247,3809,3361,2136,1090,1029447,32.88,-84.3,849,73.071429,,,,,,7.24,9.55,9.27,4.63,5.5,16.21,12.16,4.63,10.13,4.63,4.34,,7.53,28.66,8.4,6.95,6.66,37.35,6.37,8.11,2.205556,-4.133333,11.272222,0.0,-9.25,42.567928
US_GA_13293,2020-01-23,ChIJj0Uxk_1-84gRULKHhYqffxo,Q498377,geoId/13293,US,United States of America,GA,Georgia,13293,Upson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26201,12440,13761,3205,3229,3267,2857,3247,3809,3361,2136,1090,1029447,32.88,-84.3,849,73.071429,,,,,5.21,6.66,6.66,11.0,6.95,7.53,16.21,8.98,,7.82,4.05,,6.37,8.69,22.87,,6.66,5.21,41.98,6.66,6.95,6.488889,1.227778,11.144444,0.0,-3.222222,49.981922
US_GA_13293,2020-01-24,ChIJj0Uxk_1-84gRULKHhYqffxo,Q498377,geoId/13293,US,United States of America,GA,Georgia,13293,Upson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26201,12440,13761,3205,3229,3267,2857,3247,3809,3361,2136,1090,1029447,32.88,-84.3,849,73.071429,,,,,3.96,9.06,7.36,9.06,3.96,,17.55,7.08,3.96,9.34,7.36,4.53,5.38,9.06,28.03,5.95,7.08,5.66,37.65,,5.95,10.505556,5.65,16.705556,11.938,8.133333,85.277267
US_GA_13293,2020-01-25,ChIJj0Uxk_1-84gRULKHhYqffxo,Q498377,geoId/13293,US,United States of America,GA,Georgia,13293,Upson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26201,12440,13761,3205,3229,3267,2857,3247,3809,3361,2136,1090,1029447,32.88,-84.3,849,73.071429,,,,,5.23,8.59,7.84,7.09,,6.35,14.19,7.47,6.72,8.96,7.84,,,6.35,32.11,,10.45,5.6,35.84,5.23,7.84,7.005556,2.227778,14.133333,0.7112,1.827778,69.812829
US_GA_13293,2020-01-26,ChIJj0Uxk_1-84gRULKHhYqffxo,Q498377,geoId/13293,US,United States of America,GA,Georgia,13293,Upson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26201,12440,13761,3205,3229,3267,2857,3247,3809,3361,2136,1090,1029447,32.88,-84.3,849,73.071429,,,,,6.43,7.79,5.76,9.14,,6.77,30.81,10.84,,9.82,,,7.79,7.79,29.12,,6.09,5.76,45.04,4.74,,6.138889,0.816667,12.772222,0.0,0.544444,67.600717
US_GA_13293,2020-01-27,ChIJj0Uxk_1-84gRULKHhYqffxo,Q498377,geoId/13293,US,United States of America,GA,Georgia,13293,Upson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26201,12440,13761,3205,3229,3267,2857,3247,3809,3361,2136,1090,1029447,32.88,-84.3,849,73.071429,,,,,5.97,11.65,8.81,8.24,7.39,6.54,16.2,4.26,,9.95,3.98,6.82,5.68,9.95,34.96,8.81,11.37,,42.92,,4.26,9.638889,4.166667,13.555556,0.508,5.922222,77.696303
US_GA_13293,2020-01-28,ChIJj0Uxk_1-84gRULKHhYqffxo,Q498377,geoId/13293,US,United States of America,GA,Georgia,13293,Upson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26201,12440,13761,3205,3229,3267,2857,3247,3809,3361,2136,1090,1029447,32.88,-84.3,849,73.071429,,,,,,4.85,6.57,8.0,,4.57,19.99,8.85,,10.28,4.85,,5.71,10.56,37.41,4.85,10.28,7.71,34.84,9.99,5.71,8.233333,1.411111,16.605556,0.0,2.216667,65.870465
US_GA_13293,2020-01-29,ChIJj0Uxk_1-84gRULKHhYqffxo,Q498377,geoId/13293,US,United States of America,GA,Georgia,13293,Upson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26201,12440,13761,3205,3229,3267,2857,3247,3809,3361,2136,1090,1029447,32.88,-84.3,849,73.071429,,,,,,5.06,11.81,7.87,6.18,5.9,21.36,13.49,,11.24,4.22,6.75,,6.46,39.07,6.46,7.87,8.71,38.51,12.37,6.46,7.405556,2.15,14.277778,0.0,2.055556,69.161171
US_GA_13293,2020-01-30,ChIJj0Uxk_1-84gRULKHhYqffxo,Q498377,geoId/13293,US,United States of America,GA,Georgia,13293,Upson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26201,12440,13761,3205,3229,3267,2857,3247,3809,3361,2136,1090,1029447,32.88,-84.3,849,73.071429,,,,,7.14,8.85,9.43,8.0,6.28,,21.14,4.57,4.28,11.14,,4.57,4.57,12.28,33.13,5.71,5.43,4.57,42.27,8.28,,8.155556,2.172222,15.811111,0.254,3.527778,72.800451
US_GA_13293,2020-01-31,ChIJj0Uxk_1-84gRULKHhYqffxo,Q498377,geoId/13293,US,United States of America,GA,Georgia,13293,Upson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26201,12440,13761,3205,3229,3267,2857,3247,3809,3361,2136,1090,1029447,32.88,-84.3,849,73.071429,,,,,4.8,5.65,11.3,7.62,6.21,4.24,25.98,8.47,,8.19,4.52,5.08,6.78,6.78,27.39,5.37,8.75,6.21,36.43,7.06,,7.194444,3.833333,12.838889,0.635,4.366667,82.296518
US_GA_13293,2020-02-01,ChIJj0Uxk_1-84gRULKHhYqffxo,Q498377,geoId/13293,US,United States of America,GA,Georgia,13293,Upson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26201,12440,13761,3205,3229,3267,2857,3247,3809,3361,2136,1090,1029447,32.88,-84.3,849,73.071429,,,,,9.31,9.31,7.82,12.29,,8.94,24.58,11.17,10.43,10.43,5.21,,,13.78,25.33,,,5.21,43.95,,7.82,6.705556,4.738889,10.805556,4.120444,4.872222,88.191176
US_GA_13293,2020-02-02,ChIJj0Uxk_1-84gRULKHhYqffxo,Q498377,geoId/13293,US,United States of America,GA,Georgia,13293,Upson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26201,12440,13761,3205,3229,3267,2857,3247,3809,3361,2136,1090,1029447,32.88,-84.3,849,73.071429,,,,,,9.92,16.66,10.28,7.8,6.03,21.27,11.34,5.67,9.21,5.32,,,11.34,23.75,,11.7,,39.7,8.86,,8.933333,1.838889,18.344444,0.0,2.066667,62.230187
US_GA_13293,2020-02-03,ChIJj0Uxk_1-84gRULKHhYqffxo,Q498377,geoId/13293,US,United States of America,GA,Georgia,13293,Upson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26201,12440,13761,3205,3229,3267,2857,3247,3809,3361,2136,1090,1029447,32.88,-84.3,849,73.071429,,,,,7.11,7.96,10.81,7.11,8.25,5.97,16.78,7.68,,7.96,,4.55,6.54,9.95,27.59,6.26,7.96,5.12,44.08,7.68,3.98,12.461111,2.733333,24.538889,0.0,2.966667,52.748665
