location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47153,2020-01-01,ChIJ0VAo5QHyYIgRZLf8N8z-rpA,Q502351,geoId/47153,US,United States of America,TN,Tennessee,47153,Sequatchie County,US,USA,2,,,,,,,14767,7278,7489,1555,1860,1607,1635,1940,2139,2070,1370,591,1848200,35.37,-85.41,689,76.066667,,,,,25.27,32.49,3.462963,-2.469136,10.820988,0.0,,-3.62963,57.747833
US_TN_47153,2020-01-02,ChIJ0VAo5QHyYIgRZLf8N8z-rpA,Q502351,geoId/47153,US,United States of America,TN,Tennessee,47153,Sequatchie County,US,USA,2,,,,,,,14767,7278,7489,1555,1860,1607,1635,1940,2139,2070,1370,591,1848200,35.37,-85.41,689,76.066667,,,,,28.45,39.03,7.302469,3.845679,10.17284,0.0,,2.092593,67.691846
US_TN_47153,2020-01-03,ChIJ0VAo5QHyYIgRZLf8N8z-rpA,Q502351,geoId/47153,US,United States of America,TN,Tennessee,47153,Sequatchie County,US,USA,2,,,,,,,14767,7278,7489,1555,1860,1607,1635,1940,2139,2070,1370,591,1848200,35.37,-85.41,689,76.066667,,,,11.46,24.95,36.41,11.604938,8.771605,14.388889,38.063714,,11.203704,95.499087
US_TN_47153,2020-01-04,ChIJ0VAo5QHyYIgRZLf8N8z-rpA,Q502351,geoId/47153,US,United States of America,TN,Tennessee,47153,Sequatchie County,US,USA,2,,,,,,,14767,7278,7489,1555,1860,1607,1635,1940,2139,2070,1370,591,1848200,35.37,-85.41,689,76.066667,,,,13.68,23.04,42.47,9.981481,3.012346,13.722222,11.176,,7.259259,82.200858
US_TN_47153,2020-01-05,ChIJ0VAo5QHyYIgRZLf8N8z-rpA,Q502351,geoId/47153,US,United States of America,TN,Tennessee,47153,Sequatchie County,US,USA,2,,,,,,,14767,7278,7489,1555,1860,1607,1635,1940,2139,2070,1370,591,1848200,35.37,-85.41,689,76.066667,,,,,23.26,56.7,3.425926,-1.487654,10.845679,1.185333,,-2.231481,64.610236
US_TN_47153,2020-01-06,ChIJ0VAo5QHyYIgRZLf8N8z-rpA,Q502351,geoId/47153,US,United States of America,TN,Tennessee,47153,Sequatchie County,US,USA,2,,,,,,,14767,7278,7489,1555,1860,1607,1635,1940,2139,2070,1370,591,1848200,35.37,-85.41,689,76.066667,,,,17.49,29.39,44.78,5.290123,-1.308642,14.191358,0.0,,-0.157407,65.741523
US_TN_47153,2020-01-07,ChIJ0VAo5QHyYIgRZLf8N8z-rpA,Q502351,geoId/47153,US,United States of America,TN,Tennessee,47153,Sequatchie County,US,USA,2,,,,,,,14767,7278,7489,1555,1860,1607,1635,1940,2139,2070,1370,591,1848200,35.37,-85.41,689,76.066667,,,,17.71,24.67,44.91,8.925926,4.364198,11.722222,1.161143,,1.481481,58.832499
US_TN_47153,2020-01-08,ChIJ0VAo5QHyYIgRZLf8N8z-rpA,Q502351,geoId/47153,US,United States of America,TN,Tennessee,47153,Sequatchie County,US,USA,2,,,,,,,14767,7278,7489,1555,1860,1607,1635,1940,2139,2070,1370,591,1848200,35.37,-85.41,689,76.066667,,,,10.59,25.82,28.46,5.25,-1.561111,14.083333,0.9398,,-2.793651,53.951127
US_TN_47153,2020-01-09,ChIJ0VAo5QHyYIgRZLf8N8z-rpA,Q502351,geoId/47153,US,United States of America,TN,Tennessee,47153,Sequatchie County,US,USA,2,,,,,,,14767,7278,7489,1555,1860,1607,1635,1940,2139,2070,1370,591,1848200,35.37,-85.41,689,76.066667,,,,,24.28,46.01,5.816667,-1.6,15.422222,0.0,,-2.0,56.33369
US_TN_47153,2020-01-10,ChIJ0VAo5QHyYIgRZLf8N8z-rpA,Q502351,geoId/47153,US,United States of America,TN,Tennessee,47153,Sequatchie County,US,USA,2,,,,,,,14767,7278,7489,1555,1860,1607,1635,1940,2139,2070,1370,591,1848200,35.37,-85.41,689,76.066667,,,,9.69,30.27,33.3,14.394444,12.305556,17.1,0.0,,7.253968,61.146104
US_TN_47153,2020-01-11,ChIJ0VAo5QHyYIgRZLf8N8z-rpA,Q502351,geoId/47153,US,United States of America,TN,Tennessee,47153,Sequatchie County,US,USA,2,,,,,,,14767,7278,7489,1555,1860,1607,1635,1940,2139,2070,1370,591,1848200,35.37,-85.41,689,76.066667,,,,12.13,22.91,34.37,17.861111,15.366667,20.866667,0.85725,,14.698413,80.948658
US_TN_47153,2020-01-12,ChIJ0VAo5QHyYIgRZLf8N8z-rpA,Q502351,geoId/47153,US,United States of America,TN,Tennessee,47153,Sequatchie County,US,USA,2,,,,,,,14767,7278,7489,1555,1860,1607,1635,1940,2139,2070,1370,591,1848200,35.37,-85.41,689,76.066667,,,,12.61,29.67,46.73,11.188889,6.294444,17.633333,16.891,,7.97619,79.709667
US_TN_47153,2020-01-13,ChIJ0VAo5QHyYIgRZLf8N8z-rpA,Q502351,geoId/47153,US,United States of America,TN,Tennessee,47153,Sequatchie County,US,USA,2,,,,,,,14767,7278,7489,1555,1860,1607,1635,1940,2139,2070,1370,591,1848200,35.37,-85.41,689,76.066667,,,,9.49,12.66,43.03,9.694444,5.383333,16.777778,0.0,,7.428571,85.500854
US_TN_47153,2020-01-14,ChIJ0VAo5QHyYIgRZLf8N8z-rpA,Q502351,geoId/47153,US,United States of America,TN,Tennessee,47153,Sequatchie County,US,USA,2,,,,,,,14767,7278,7489,1555,1860,1607,1635,1940,2139,2070,1370,591,1848200,35.37,-85.41,689,76.066667,,,,,22.66,39.51,15.555556,13.122222,17.027778,5.30225,,14.34127,91.789643
US_TN_47153,2020-01-15,ChIJ0VAo5QHyYIgRZLf8N8z-rpA,Q502351,geoId/47153,US,United States of America,TN,Tennessee,47153,Sequatchie County,US,USA,2,,,,,,,14767,7278,7489,1555,1860,1607,1635,1940,2139,2070,1370,591,1848200,35.37,-85.41,689,76.066667,,,,12.27,23.32,35.59,15.905556,13.938889,18.65,10.57275,,15.02381,92.80439
US_TN_47153,2020-01-16,ChIJ0VAo5QHyYIgRZLf8N8z-rpA,Q502351,geoId/47153,US,United States of America,TN,Tennessee,47153,Sequatchie County,US,USA,2,,,,,,,14767,7278,7489,1555,1860,1607,1635,1940,2139,2070,1370,591,1848200,35.37,-85.41,689,76.066667,,,,15.62,22.13,37.11,12.761111,8.433333,17.872222,4.2545,,8.095238,72.957781
US_TN_47153,2020-01-17,ChIJ0VAo5QHyYIgRZLf8N8z-rpA,Q502351,geoId/47153,US,United States of America,TN,Tennessee,47153,Sequatchie County,US,USA,2,,,,,,,14767,7278,7489,1555,1860,1607,1635,1940,2139,2070,1370,591,1848200,35.37,-85.41,689,76.066667,,,,,19.66,36.7,5.211111,1.905556,10.738889,1.5494,,-5.142857,47.319857
US_TN_47153,2020-01-18,ChIJ0VAo5QHyYIgRZLf8N8z-rpA,Q502351,geoId/47153,US,United States of America,TN,Tennessee,47153,Sequatchie County,US,USA,2,,,,,,,14767,7278,7489,1555,1860,1607,1635,1940,2139,2070,1370,591,1848200,35.37,-85.41,689,76.066667,,,,10.53,25.28,37.92,8.088889,5.688889,11.216667,0.0,,-0.119048,55.559972
