location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18051,2020-01-01,ChIJfwz5VGHecYgR30TbEUcrKlM,Q506168,geoId/18051,US,United States of America,IN,Indiana,18051,Gibson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33721,16864,16857,4388,4359,4025,4016,4102,4811,4100,2382,1538,1804394,38.31,-87.58,1293,78.557143,,,,,,7.64,8.18,4.64,7.64,8.73,,4.64,5.46,19.09,12.55,5.73,7.09,4.91,7.37,,,6.0,7.37,23.46,5.46,6.55,4.09,7.09,,36.28,,4.91,4.36,4.36,4.36,3.761111,-1.305556,10.661111,0.0,,-1.638889,67.929694
US_IN_18051,2020-01-02,ChIJfwz5VGHecYgR30TbEUcrKlM,Q506168,geoId/18051,US,United States of America,IN,Indiana,18051,Gibson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33721,16864,16857,4388,4359,4025,4016,4102,4811,4100,2382,1538,1804394,38.31,-87.58,1293,78.557143,,,,,,4.93,7.88,,10.35,7.14,5.17,5.91,,18.97,8.62,5.42,8.38,,6.16,5.42,,5.42,8.62,29.31,3.94,7.39,3.45,3.69,6.16,37.69,4.19,6.9,4.93,6.65,4.68,6.866667,2.072222,10.555556,0.98425,,1.555556,69.057672
US_IN_18051,2020-01-03,ChIJfwz5VGHecYgR30TbEUcrKlM,Q506168,geoId/18051,US,United States of America,IN,Indiana,18051,Gibson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33721,16864,16857,4388,4359,4025,4016,4102,4811,4100,2382,1538,1804394,38.31,-87.58,1293,78.557143,,,,,,4.41,7.66,3.71,9.75,,6.04,6.04,4.18,17.65,10.22,4.41,10.45,6.27,5.8,4.41,,,7.43,25.31,5.8,6.73,3.48,7.2,4.88,39.7,,6.27,4.41,3.71,,8.983333,5.533333,10.083333,11.034889,,8.633333,97.71165
US_IN_18051,2020-01-04,ChIJfwz5VGHecYgR30TbEUcrKlM,Q506168,geoId/18051,US,United States of America,IN,Indiana,18051,Gibson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33721,16864,16857,4388,4359,4025,4016,4102,4811,4100,2382,1538,1804394,38.31,-87.58,1293,78.557143,,,,,,6.87,10.3,4.75,12.68,5.81,5.28,6.08,,15.58,8.45,3.7,8.98,6.34,,4.23,5.02,3.7,8.19,24.83,7.4,8.19,,,5.81,36.72,6.87,6.87,5.02,4.49,7.92,3.566667,1.45,7.211111,2.54,,1.922222,89.06477
US_IN_18051,2020-01-05,ChIJfwz5VGHecYgR30TbEUcrKlM,Q506168,geoId/18051,US,United States of America,IN,Indiana,18051,Gibson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33721,16864,16857,4388,4359,4025,4016,4102,4811,4100,2382,1538,1804394,38.31,-87.58,1293,78.557143,,,,,,4.08,10.6,,11.69,6.8,4.89,7.88,5.71,16.31,9.24,5.17,7.88,4.62,4.62,,4.62,4.35,4.35,15.77,6.53,4.08,4.89,,6.8,33.17,,,3.81,,,2.544444,-3.1,11.3,0.6604,,-1.2,76.381251
US_IN_18051,2020-01-06,ChIJfwz5VGHecYgR30TbEUcrKlM,Q506168,geoId/18051,US,United States of America,IN,Indiana,18051,Gibson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33721,16864,16857,4388,4359,4025,4016,4102,4811,4100,2382,1538,1804394,38.31,-87.58,1293,78.557143,,,,,,7.21,6.99,3.61,9.69,9.24,,7.21,4.06,13.75,9.92,3.83,10.14,4.28,,4.51,4.06,,3.83,22.31,8.56,6.08,,5.41,4.51,38.54,5.18,3.38,5.63,3.83,4.06,3.7,-2.888889,9.461111,0.1778,,-2.338889,64.825594
US_IN_18051,2020-01-07,ChIJfwz5VGHecYgR30TbEUcrKlM,Q506168,geoId/18051,US,United States of America,IN,Indiana,18051,Gibson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33721,16864,16857,4388,4359,4025,4016,4102,4811,4100,2382,1538,1804394,38.31,-87.58,1293,78.557143,,,,,,3.43,4.5,3.22,12.01,5.15,6.22,5.58,,10.72,8.79,3.65,9.65,5.15,3.0,,4.07,5.58,5.15,24.44,7.5,6.43,3.22,4.07,4.93,40.31,3.22,4.29,4.72,6.22,4.07,2.344444,-3.555556,8.75,0.0254,,-3.055556,67.716272
US_IN_18051,2020-01-08,ChIJfwz5VGHecYgR30TbEUcrKlM,Q506168,geoId/18051,US,United States of America,IN,Indiana,18051,Gibson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33721,16864,16857,4388,4359,4025,4016,4102,4811,4100,2382,1538,1804394,38.31,-87.58,1293,78.557143,,,,,,4.95,4.51,4.95,7.96,9.68,6.88,3.44,3.87,11.61,7.31,3.44,8.6,3.87,4.51,4.51,3.01,3.44,5.38,24.94,4.95,5.8,,,5.38,37.63,3.01,9.46,9.03,3.23,3.87,2.655556,-1.8,7.222222,0.0,,-5.611111,54.660682
US_IN_18051,2020-01-09,ChIJfwz5VGHecYgR30TbEUcrKlM,Q506168,geoId/18051,US,United States of America,IN,Indiana,18051,Gibson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33721,16864,16857,4388,4359,4025,4016,4102,4811,4100,2382,1538,1804394,38.31,-87.58,1293,78.557143,,,,,,4.26,5.33,3.62,9.17,7.46,4.69,5.97,5.75,15.13,8.53,5.12,10.23,3.62,4.26,,,4.69,4.9,27.29,6.82,6.61,2.98,6.18,5.12,33.47,3.62,10.66,5.12,5.33,4.48,5.95,0.033333,13.288889,0.0254,,-3.1,52.592571
US_IN_18051,2020-01-10,ChIJfwz5VGHecYgR30TbEUcrKlM,Q506168,geoId/18051,US,United States of America,IN,Indiana,18051,Gibson County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33721,16864,16857,4388,4359,4025,4016,4102,4811,4100,2382,1538,1804394,38.31,-87.58,1293,78.557143,,,,,,3.33,6.23,4.16,9.35,7.9,6.65,4.99,5.4,12.47,7.69,4.36,8.1,5.82,4.78,3.12,,3.74,5.2,25.35,4.16,7.07,3.95,3.33,,31.38,,8.94,4.78,4.16,4.36,12.177778,7.833333,14.733333,16.199556,,8.672222,79.402756
