location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_transit_stations,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VA_51005,2020-01-11,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,15.54,,21.52,37.06,13.866667,8.0,18.911111,1.61925,50.8,10.966667,83.559358
US_VA_51005,2020-01-12,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,,17.2,22.36,35.55,14.027778,7.666667,19.261111,17.187333,,8.527778,69.915203
US_VA_51005,2020-01-13,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,10.54,12.46,20.61,44.58,7.894444,4.111111,15.255556,0.508,,3.9,77.102223
US_VA_51005,2020-01-14,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,13.68,18.57,27.36,31.27,8.9,4.433333,13.877778,4.47675,,7.588889,91.59642
US_VA_51005,2020-01-15,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,9.58,19.16,21.17,32.77,8.977778,2.911111,15.088889,0.79375,,6.183333,82.994429
US_VA_51005,2020-01-16,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,7.65,14.28,30.09,42.84,9.061111,2.233333,14.844444,0.3048,,1.555556,60.054885
US_VA_51005,2020-01-17,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,17.07,18.1,26.37,42.41,-1.05,-4.677778,4.027778,0.0254,,-10.322222,50.510896
US_VA_51005,2020-01-18,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,,26.41,29.78,43.83,0.727778,-3.938889,5.288889,0.677333,,-6.638889,58.298758
US_VA_51005,2020-01-19,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,,18.02,25.57,45.91,2.016667,-4.816667,8.338889,4.572,,-2.933333,70.444591
US_VA_51005,2020-01-20,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,11.95,22.19,29.59,41.54,-6.088889,-9.305556,-1.994444,0.084667,,-12.111111,63.9634
US_VA_51005,2020-01-21,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,8.48,35.04,30.52,55.39,-6.466667,-10.883333,-0.516667,0.0,30.48,-12.161111,65.227611
US_VA_51005,2020-01-22,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,,25.04,33.02,42.61,-3.938889,-11.222222,6.166667,0.0,30.48,-11.755556,55.265533
US_VA_51005,2020-01-23,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,12.47,29.83,41.21,45.55,-0.055556,-6.544444,7.177778,0.0,,-10.505556,47.286628
US_VA_51005,2020-01-24,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,11.57,37.47,32.51,37.47,3.8,-1.983333,7.783333,2.173111,,-1.994444,66.523391
US_VA_51005,2020-01-25,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,10.22,26.83,31.94,31.3,4.922222,0.705556,8.994444,25.0698,,2.75,86.199443
US_VA_51005,2020-01-26,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,8.57,40.0,38.86,40.58,1.127778,-0.794444,5.85,0.889,,-2.983333,74.967164
US_VA_51005,2020-01-27,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,8.97,38.0,39.06,45.39,1.888889,-2.444444,6.530864,0.09525,,-1.277778,80.292241
US_VA_51005,2020-01-28,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,,28.52,36.3,41.49,1.633333,-1.655556,5.438889,0.127,,-2.488889,75.531909
US_VA_51005,2020-01-29,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,,29.71,46.11,47.13,0.783333,-1.422222,4.538889,0.0254,,-3.238889,75.07537
US_VA_51005,2020-01-30,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,17.25,35.04,38.28,38.82,0.122222,-2.644444,3.666667,0.254,,-3.027778,80.267645
US_VA_51005,2020-01-31,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,13.88,33.3,38.85,39.41,1.9,-1.255556,4.905556,0.395111,,-0.911111,82.087549
US_VA_51005,2020-02-01,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,,24.99,27.37,44.03,2.648148,-1.228395,7.765432,0.1524,,1.061728,89.624204
US_VA_51005,2020-02-02,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,,25.12,28.11,35.28,5.766667,-0.422222,14.561111,1.778,,-1.25,61.431268
US_VA_51005,2020-02-03,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,,22.04,20.54,49.08,12.511111,2.238889,17.494444,0.0762,30.48,-0.016667,42.734874
US_VA_51005,2020-02-04,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,10.99,19.98,25.48,36.97,13.355556,5.955556,17.733333,0.254,,4.961111,57.232349
US_VA_51005,2020-02-05,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,,19.66,30.68,40.75,11.462963,6.462963,16.179012,4.402667,,9.802469,89.801304
US_VA_51005,2020-02-06,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,,19.47,33.24,39.89,8.259259,4.419753,12.5,19.27225,,7.462963,94.95097
US_VA_51005,2020-02-07,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,,24.5,24.5,38.18,4.322222,-1.972222,11.766667,32.766,,1.888889,83.027908
US_VA_51005,2020-02-08,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,10.28,18.74,32.05,40.51,-1.066667,-4.133333,5.422222,1.9812,30.48,-6.411111,68.548148
US_VA_51005,2020-02-09,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,11.85,18.36,18.36,36.13,1.605556,-4.155556,8.783333,0.60325,50.8,-3.705556,68.008439
US_VA_51005,2020-02-10,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,7.94,17.86,23.32,39.69,5.494444,-1.955556,9.338889,3.81,40.64,-0.227778,67.15986
US_VA_51005,2020-02-11,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,8.54,19.93,26.1,26.1,10.209877,3.845679,14.302469,14.224,,9.209877,93.580969
US_VA_51005,2020-02-12,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,11.74,16.85,27.06,42.89,4.505556,1.677778,11.583333,3.175,,0.722222,77.046511
US_VA_51005,2020-02-13,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,7.83,14.62,21.41,23.5,8.401235,2.962963,14.197531,8.240889,,6.561728,88.366792
US_VA_51005,2020-02-14,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,,,,,17.99,19.08,35.98,-0.25,-4.377778,5.166667,3.429,,-6.383333,64.609945
US_VA_51005,2020-02-15,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,11,-7,-4,,14.34,28.05,32.42,-4.666667,-11.005556,4.705556,0.0762,,-10.961111,62.020587
US_VA_51005,2020-02-16,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,3,-6,0,,15.64,22.86,40.9,2.777778,-5.038889,11.255556,0.0,50.8,-4.922222,57.292447
US_VA_51005,2020-02-17,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,9,11,-10,9.04,16.48,27.64,40.39,5.405556,-2.577778,11.988889,0.0,,-1.194444,62.677289
US_VA_51005,2020-02-18,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,3,11,5,8.63,10.55,21.1,33.09,7.238889,0.266667,12.583333,0.73025,,2.933333,74.661984
US_VA_51005,2020-02-19,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,7,5,5,,13.79,20.15,32.88,5.494444,0.777778,11.461111,3.7084,,-0.916667,63.764111
US_VA_51005,2020-02-20,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,7,0,1,,17.77,20.38,41.8,-0.222222,-2.661111,6.361111,0.09525,,-6.016667,65.432086
US_VA_51005,2020-02-21,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,8,-2,13,8.66,13.53,20.02,35.71,-2.461111,-8.094444,3.066667,0.141111,,-11.65,49.680905
US_VA_51005,2020-02-22,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,22,0,4,10.16,,15.88,34.94,-0.15,-8.55,10.066667,0.0,,-13.938889,35.049597
US_VA_51005,2020-02-23,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,22,2,-2,12.0,11.37,31.58,34.1,2.861111,-7.583333,13.677778,0.0,,-10.333333,38.090421
US_VA_51005,2020-02-24,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,12,-6,7,11.02,21.51,29.38,49.32,4.688889,-4.333333,12.977778,0.084667,,-3.472222,56.063252
US_VA_51005,2020-02-25,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,10,2,2,15.23,23.93,33.72,45.14,8.727778,2.516667,15.494444,7.239,,6.155556,84.042233
US_VA_51005,2020-02-26,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,23,-3,2,12.65,33.21,48.5,34.27,9.205556,3.194444,15.144444,0.9652,,5.966667,80.347984
US_VA_51005,2020-02-27,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,16,6,1,,22.73,42.88,38.75,-0.116667,-3.9,8.244444,7.0104,,-5.227778,70.014391
US_VA_51005,2020-02-28,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,19,11,11,11.79,15.55,49.32,45.57,-1.038889,-4.422222,2.977778,0.127,50.8,-7.277778,63.867676
US_VA_51005,2020-02-29,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,25,-9,2,10.76,24.68,28.48,36.7,-2.45,-6.155556,1.85,0.9144,54.61,-8.227778,65.729768
US_VA_51005,2020-03-01,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,31,-2,4,13.58,23.28,35.57,47.85,0.566667,-7.138889,11.872222,0.1524,60.113333,-11.161111,41.665251
US_VA_51005,2020-03-02,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,24,-2,5,8.66,24.36,33.02,37.35,6.038889,-1.788889,12.988889,0.145143,,-2.994444,53.08975
US_VA_51005,2020-03-03,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,16,18,0,15.17,23.3,40.1,39.56,9.994444,2.427778,16.222222,4.4196,,6.572222,79.647434
US_VA_51005,2020-03-04,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,13,9,0,16.95,23.73,42.94,41.25,9.627778,3.027778,16.166667,2.6162,,-3.372222,40.216649
US_VA_51005,2020-03-05,ChIJ_RMOkZfDTIgR0OGnjOCAOcQ,Q488675,geoId/51005,US,United States of America,VA,Virginia,51005,Alleghany County,US,USA,2,,,,,,,15128,7396,7732,1425,1740,1547,1434,1799,2311,2267,1735,870,2532612,37.78,-80.01,1162,76.783333,20,4,2,10.83,23.82,46.01,34.64,7.816667,1.377778,14.022222,0.0,,-2.822222,47.129018
