location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_workplaces,search_trends_allergy,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NV_32029,2020-01-01,ChIJhaeiwvQbmYAR6_pmeV-ns7c,Q484431,geoId/32029,US,United States of America,NV,Nevada,32029,Storey County,US,USA,2,,,,,,,3976,2030,1946,214,328,283,342,449,721,895,565,179,166470,39.45,-119.53,683,80.6,,,,23.33,35.56,3.802469,-2.666667,11.703704,0.0,,-2.259259,65.628626
US_NV_32029,2020-01-02,ChIJhaeiwvQbmYAR6_pmeV-ns7c,Q484431,geoId/32029,US,United States of America,NV,Nevada,32029,Storey County,US,USA,2,,,,,,,3976,2030,1946,214,328,283,342,449,721,895,565,179,166470,39.45,-119.53,683,80.6,,,,27.14,27.14,2.635802,-4.092593,10.888889,0.084667,,-4.41358,60.405851
US_NV_32029,2020-01-03,ChIJhaeiwvQbmYAR6_pmeV-ns7c,Q484431,geoId/32029,US,United States of America,NV,Nevada,32029,Storey County,US,USA,2,,,,,,,3976,2030,1946,214,328,283,342,449,721,895,565,179,166470,39.45,-119.53,683,80.6,,,,15.88,31.04,2.481481,-4.037037,12.296296,0.0,,-4.876543,60.74838
US_NV_32029,2020-01-04,ChIJhaeiwvQbmYAR6_pmeV-ns7c,Q484431,geoId/32029,US,United States of America,NV,Nevada,32029,Storey County,US,USA,2,,,,,,,3976,2030,1946,214,328,283,342,449,721,895,565,179,166470,39.45,-119.53,683,80.6,,,,24.32,27.92,6.265432,-2.259259,12.703704,0.0,,-5.234568,45.382477
US_NV_32029,2020-01-05,ChIJhaeiwvQbmYAR6_pmeV-ns7c,Q484431,geoId/32029,US,United States of America,NV,Nevada,32029,Storey County,US,USA,2,,,,,,,3976,2030,1946,214,328,283,342,449,721,895,565,179,166470,39.45,-119.53,683,80.6,,,,20.12,32.01,2.259259,-3.567901,10.660494,0.47625,,-5.808642,56.530209
US_NV_32029,2020-01-06,ChIJhaeiwvQbmYAR6_pmeV-ns7c,Q484431,geoId/32029,US,United States of America,NV,Nevada,32029,Storey County,US,USA,2,,,,,,,3976,2030,1946,214,328,283,342,449,721,895,565,179,166470,39.45,-119.53,683,80.6,,,,19.28,47.0,-0.654321,-7.635802,10.024691,0.0,,-8.141975,57.608643
US_NV_32029,2020-01-07,ChIJhaeiwvQbmYAR6_pmeV-ns7c,Q484431,geoId/32029,US,United States of America,NV,Nevada,32029,Storey County,US,USA,2,,,,,,,3976,2030,1946,214,328,283,342,449,721,895,565,179,166470,39.45,-119.53,683,80.6,,,,17.19,30.09,0.598765,-7.08642,11.938272,0.0,,-6.932099,57.64041
US_NV_32029,2020-01-08,ChIJhaeiwvQbmYAR6_pmeV-ns7c,Q484431,geoId/32029,US,United States of America,NV,Nevada,32029,Storey County,US,USA,2,,,,,,,3976,2030,1946,214,328,283,342,449,721,895,565,179,166470,39.45,-119.53,683,80.6,,,,14.93,25.51,2.027778,-5.894444,11.044444,0.399143,30.48,-6.961111,53.051564
US_NV_32029,2020-01-09,ChIJhaeiwvQbmYAR6_pmeV-ns7c,Q484431,geoId/32029,US,United States of America,NV,Nevada,32029,Storey County,US,USA,2,,,,,,,3976,2030,1946,214,328,283,342,449,721,895,565,179,166470,39.45,-119.53,683,80.6,,,,29.09,27.19,0.861111,-3.755556,5.0,0.592667,,-6.244444,60.558687
US_NV_32029,2020-01-10,ChIJhaeiwvQbmYAR6_pmeV-ns7c,Q484431,geoId/32029,US,United States of America,NV,Nevada,32029,Storey County,US,USA,2,,,,,,,3976,2030,1946,214,328,283,342,449,721,895,565,179,166470,39.45,-119.53,683,80.6,,,,19.07,18.41,-3.633333,-10.522222,8.444444,0.9398,,-9.972222,62.76186
