location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MI_26101,2020-01-28,ChIJRWp_YrpCHogRPxUSaocrMSM,Q502727,geoId/26101,US,United States of America,MI,Michigan,26101,Manistee County,US,USA,2,,,,,,,24393,12563,11830,2089,2669,2631,2362,2600,3698,4301,2607,1436,1907321,44.3,-86.31,3317,77.775,,,,,,8.44,8.07,,,23.84,10.27,6.97,7.7,38.15,,8.44,39.62,9.17,,-0.777778,-2.094444,0.705556,0.181429,99.06,-3.007937,85.211276
US_MI_26101,2020-01-29,ChIJRWp_YrpCHogRPxUSaocrMSM,Q502727,geoId/26101,US,United States of America,MI,Michigan,26101,Manistee County,US,USA,2,,,,,,,24393,12563,11830,2089,2669,2631,2362,2600,3698,4301,2607,1436,1907321,44.3,-86.31,3317,77.775,,,,,,8.32,10.59,,,20.81,8.32,,6.43,35.19,9.46,5.67,32.92,6.05,,-2.238889,-3.194444,-1.022222,0.141111,99.06,-5.777778,76.524853
US_MI_26101,2020-01-30,ChIJRWp_YrpCHogRPxUSaocrMSM,Q502727,geoId/26101,US,United States of America,MI,Michigan,26101,Manistee County,US,USA,2,,,,,,,24393,12563,11830,2089,2669,2631,2362,2600,3698,4301,2607,1436,1907321,44.3,-86.31,3317,77.775,,,,,,9.18,,,,24.24,,,5.88,29.02,6.61,6.24,37.47,8.08,,-1.694444,-2.766667,-0.627778,0.0,99.06,-4.444444,81.011107
US_MI_26101,2020-01-31,ChIJRWp_YrpCHogRPxUSaocrMSM,Q502727,geoId/26101,US,United States of America,MI,Michigan,26101,Manistee County,US,USA,2,,,,,,,24393,12563,11830,2089,2669,2631,2362,2600,3698,4301,2607,1436,1907321,44.3,-86.31,3317,77.775,,,,,5.13,9.16,7.33,8.06,,24.56,8.06,,7.7,39.95,7.33,9.9,33.36,7.7,6.6,-0.85,-1.805556,0.605556,0.036286,99.06,-2.801587,86.435017
US_MI_26101,2020-02-01,ChIJRWp_YrpCHogRPxUSaocrMSM,Q502727,geoId/26101,US,United States of America,MI,Michigan,26101,Manistee County,US,USA,2,,,,,,,24393,12563,11830,2089,2669,2631,2362,2600,3698,4301,2607,1436,1907321,44.3,-86.31,3317,77.775,,,,,7.82,8.23,9.05,,,18.1,,,6.17,22.62,7.4,,35.78,6.17,6.99,1.105556,-0.277778,1.85,0.145143,99.06,-1.039683,86.753021
US_MI_26101,2020-02-02,ChIJRWp_YrpCHogRPxUSaocrMSM,Q502727,geoId/26101,US,United States of America,MI,Michigan,26101,Manistee County,US,USA,2,,,,,,,24393,12563,11830,2089,2669,2631,2362,2600,3698,4301,2607,1436,1907321,44.3,-86.31,3317,77.775,,,,,7.08,6.68,7.86,7.47,6.68,12.19,7.08,,,25.95,,10.22,36.56,5.9,,2.638889,0.716667,5.65,0.127,78.74,-0.595238,80.796247
US_MI_26101,2020-02-03,ChIJRWp_YrpCHogRPxUSaocrMSM,Q502727,geoId/26101,US,United States of America,MI,Michigan,26101,Manistee County,US,USA,2,,,,,,,24393,12563,11830,2089,2669,2631,2362,2600,3698,4301,2607,1436,1907321,44.3,-86.31,3317,77.775,,,,,8.17,8.52,7.46,7.46,,22.01,9.23,6.04,7.46,36.22,8.17,,35.86,8.17,6.04,1.955556,-2.588889,5.072222,0.0,78.74,-1.777778,77.828506
US_MI_26101,2020-02-04,ChIJRWp_YrpCHogRPxUSaocrMSM,Q502727,geoId/26101,US,United States of America,MI,Michigan,26101,Manistee County,US,USA,2,,,,,,,24393,12563,11830,2089,2669,2631,2362,2600,3698,4301,2607,1436,1907321,44.3,-86.31,3317,77.775,,,,,4.81,,6.87,5.84,,25.07,5.84,,6.52,38.46,8.24,,31.25,5.15,,-0.566667,-3.955556,2.75,0.0,78.74,-5.444444,69.550069
US_MI_26101,2020-02-05,ChIJRWp_YrpCHogRPxUSaocrMSM,Q502727,geoId/26101,US,United States of America,MI,Michigan,26101,Manistee County,US,USA,2,,,,,,,24393,12563,11830,2089,2669,2631,2362,2600,3698,4301,2607,1436,1907321,44.3,-86.31,3317,77.775,,,,,9.56,7.79,11.34,5.67,,14.52,8.5,6.73,7.08,30.82,,8.15,35.78,,,-6.072222,-10.616667,-2.372222,0.0,50.8,-11.761905,64.99848
US_MI_26101,2020-02-06,ChIJRWp_YrpCHogRPxUSaocrMSM,Q502727,geoId/26101,US,United States of America,MI,Michigan,26101,Manistee County,US,USA,2,,,,,,,24393,12563,11830,2089,2669,2631,2362,2600,3698,4301,2607,1436,1907321,44.3,-86.31,3317,77.775,,,,,5.28,7.04,9.15,8.8,5.99,26.06,5.99,,7.04,27.46,4.93,,37.32,,,-4.088889,-7.238889,-1.077778,0.0,50.8,-9.5,66.63602
US_MI_26101,2020-02-07,ChIJRWp_YrpCHogRPxUSaocrMSM,Q502727,geoId/26101,US,United States of America,MI,Michigan,26101,Manistee County,US,USA,2,,,,,,,24393,12563,11830,2089,2669,2631,2362,2600,3698,4301,2607,1436,1907321,44.3,-86.31,3317,77.775,,,,,,6.37,11.32,5.31,8.84,21.23,6.37,,,22.99,6.37,,29.71,,6.01,-3.616667,-7.161111,-0.677778,0.108857,50.8,-7.071429,79.519869
US_MI_26101,2020-02-08,ChIJRWp_YrpCHogRPxUSaocrMSM,Q502727,geoId/26101,US,United States of America,MI,Michigan,26101,Manistee County,US,USA,2,,,,,,,24393,12563,11830,2089,2669,2631,2362,2600,3698,4301,2607,1436,1907321,44.3,-86.31,3317,77.775,,,,,7.54,11.11,8.33,11.51,5.95,19.45,9.92,,,22.22,7.54,,40.88,,7.54,-5.983333,-10.088889,-1.844444,0.254,78.74,-9.920635,74.709714
US_MI_26101,2020-02-09,ChIJRWp_YrpCHogRPxUSaocrMSM,Q502727,geoId/26101,US,United States of America,MI,Michigan,26101,Manistee County,US,USA,2,,,,,,,24393,12563,11830,2089,2669,2631,2362,2600,3698,4301,2607,1436,1907321,44.3,-86.31,3317,77.775,,,,,,8.02,,,6.49,17.94,5.72,,,25.57,7.63,,36.26,6.11,,-2.572222,-5.733333,-0.561111,0.145143,129.54,-6.0,77.442328
US_MI_26101,2020-02-10,ChIJRWp_YrpCHogRPxUSaocrMSM,Q502727,geoId/26101,US,United States of America,MI,Michigan,26101,Manistee County,US,USA,2,,,,,,,24393,12563,11830,2089,2669,2631,2362,2600,3698,4301,2607,1436,1907321,44.3,-86.31,3317,77.775,,,,,8.08,10.01,,,6.54,12.7,8.85,,,29.26,,9.62,41.96,,,-1.933333,-3.794444,-0.094444,1.669143,129.54,-4.190476,82.403593
US_MI_26101,2020-02-11,ChIJRWp_YrpCHogRPxUSaocrMSM,Q502727,geoId/26101,US,United States of America,MI,Michigan,26101,Manistee County,US,USA,2,,,,,,,24393,12563,11830,2089,2669,2631,2362,2600,3698,4301,2607,1436,1907321,44.3,-86.31,3317,77.775,,,,,,8.89,10.31,13.87,5.33,19.2,8.53,8.18,5.69,22.4,8.53,4.98,39.47,,5.69,-3.205556,-6.105556,-0.472222,0.0,129.54,-6.388889,79.698387
US_MI_26101,2020-02-12,ChIJRWp_YrpCHogRPxUSaocrMSM,Q502727,geoId/26101,US,United States of America,MI,Michigan,26101,Manistee County,US,USA,2,,,,,,,24393,12563,11830,2089,2669,2631,2362,2600,3698,4301,2607,1436,1907321,44.3,-86.31,3317,77.775,,,,,5.38,7.74,6.39,7.06,5.04,12.78,9.42,,6.05,22.53,4.71,5.72,34.98,5.38,,-1.244444,-5.138889,2.205556,0.0,129.54,-5.746032,71.653266
US_MI_26101,2020-02-13,ChIJRWp_YrpCHogRPxUSaocrMSM,Q502727,geoId/26101,US,United States of America,MI,Michigan,26101,Manistee County,US,USA,2,,,,,,,24393,12563,11830,2089,2669,2631,2362,2600,3698,4301,2607,1436,1907321,44.3,-86.31,3317,77.775,,,,,,5.6,10.14,9.09,5.95,17.49,9.09,5.25,9.09,29.38,,,34.27,5.95,,-7.111111,-11.561111,1.027778,0.362857,200.66,-9.928571,78.755246
US_MI_26101,2020-02-14,ChIJRWp_YrpCHogRPxUSaocrMSM,Q502727,geoId/26101,US,United States of America,MI,Michigan,26101,Manistee County,US,USA,2,,,,,,,24393,12563,11830,2089,2669,2631,2362,2600,3698,4301,2607,1436,1907321,44.3,-86.31,3317,77.775,,,,,7.71,9.92,8.45,,5.51,13.59,6.98,,,24.24,5.88,,32.32,,6.98,-11.522222,-14.122222,-7.288889,0.072571,180.34,-15.674603,70.131733
US_MI_26101,2020-02-15,ChIJRWp_YrpCHogRPxUSaocrMSM,Q502727,geoId/26101,US,United States of America,MI,Michigan,26101,Manistee County,US,USA,2,,,,,,,24393,12563,11830,2089,2669,2631,2362,2600,3698,4301,2607,1436,1907321,44.3,-86.31,3317,77.775,18,16,4,,,9.62,5.78,7.7,5.78,16.55,,,7.7,18.09,,,33.49,,,-6.172222,-11.127778,-0.755556,0.0,180.34,-10.515873,72.882549
US_MI_26101,2020-02-16,ChIJRWp_YrpCHogRPxUSaocrMSM,Q502727,geoId/26101,US,United States of America,MI,Michigan,26101,Manistee County,US,USA,2,,,,,,,24393,12563,11830,2089,2669,2631,2362,2600,3698,4301,2607,1436,1907321,44.3,-86.31,3317,77.775,22,17,1,,9.3,5.82,6.2,,,18.61,11.63,,,23.65,7.37,,32.18,,,-1.694444,-5.838889,0.277778,0.0,129.54,-7.103175,66.180899
US_MI_26101,2020-02-17,ChIJRWp_YrpCHogRPxUSaocrMSM,Q502727,geoId/26101,US,United States of America,MI,Michigan,26101,Manistee County,US,USA,2,,,,,,,24393,12563,11830,2089,2669,2631,2362,2600,3698,4301,2607,1436,1907321,44.3,-86.31,3317,77.775,-12,8,-11,,8.05,8.05,8.4,5.95,,17.86,12.95,7.0,8.05,25.56,6.65,5.25,36.76,5.6,,-6.038889,-12.411111,0.155556,0.0,129.54,-11.880952,67.025092
US_MI_26101,2020-02-18,ChIJRWp_YrpCHogRPxUSaocrMSM,Q502727,geoId/26101,US,United States of America,MI,Michigan,26101,Manistee County,US,USA,2,,,,,,,24393,12563,11830,2089,2669,2631,2362,2600,3698,4301,2607,1436,1907321,44.3,-86.31,3317,77.775,-1,-3,-3,,5.83,11.66,9.07,9.07,4.86,15.22,8.42,,7.13,26.23,5.51,4.86,32.39,5.18,8.74,-0.816667,-2.666667,1.316667,1.17475,200.66,-3.206349,84.217197
US_MI_26101,2020-02-19,ChIJRWp_YrpCHogRPxUSaocrMSM,Q502727,geoId/26101,US,United States of America,MI,Michigan,26101,Manistee County,US,USA,2,,,,,,,24393,12563,11830,2089,2669,2631,2362,2600,3698,4301,2607,1436,1907321,44.3,-86.31,3317,77.775,-1,1,2,,5.03,9.38,9.72,5.7,6.7,18.43,9.72,9.05,10.39,24.47,9.05,,39.22,7.04,4.69,-6.783333,-9.666667,-1.616667,0.03175,200.66,-12.730159,61.262838
US_MI_26101,2020-02-20,ChIJRWp_YrpCHogRPxUSaocrMSM,Q502727,geoId/26101,US,United States of America,MI,Michigan,26101,Manistee County,US,USA,2,,,,,,,24393,12563,11830,2089,2669,2631,2362,2600,3698,4301,2607,1436,1907321,44.3,-86.31,3317,77.775,-7,8,-1,,4.74,8.13,8.47,,7.12,13.89,8.81,5.76,6.1,19.31,,7.12,30.83,6.78,4.74,-9.183333,-11.583333,-6.677778,0.0,200.66,-15.087302,61.080554
US_MI_26101,2020-02-21,ChIJRWp_YrpCHogRPxUSaocrMSM,Q502727,geoId/26101,US,United States of America,MI,Michigan,26101,Manistee County,US,USA,2,,,,,,,24393,12563,11830,2089,2669,2631,2362,2600,3698,4301,2607,1436,1907321,44.3,-86.31,3317,77.775,1,6,-3,,5.33,9.0,7.34,,5.0,15.01,6.0,,5.67,23.68,,6.0,29.34,8.0,6.34,-5.388889,-10.788889,0.877778,0.0,149.86,-11.206349,64.050583
US_MI_26101,2020-02-22,ChIJRWp_YrpCHogRPxUSaocrMSM,Q502727,geoId/26101,US,United States of America,MI,Michigan,26101,Manistee County,US,USA,2,,,,,,,24393,12563,11830,2089,2669,2631,2362,2600,3698,4301,2607,1436,1907321,44.3,-86.31,3317,77.775,29,12,10,,,8.86,,,,18.48,6.93,,6.93,24.64,,5.78,28.88,,,0.855556,-1.733333,4.022222,0.0,99.06,-4.761905,66.040869
US_MI_26101,2020-02-23,ChIJRWp_YrpCHogRPxUSaocrMSM,Q502727,geoId/26101,US,United States of America,MI,Michigan,26101,Manistee County,US,USA,2,,,,,,,24393,12563,11830,2089,2669,2631,2362,2600,3698,4301,2607,1436,1907321,44.3,-86.31,3317,77.775,28,14,3,,,11.09,10.32,5.74,,16.82,7.65,,,19.88,6.5,,32.12,,,3.316667,0.138889,6.427778,0.0,78.74,-2.055556,67.680624
US_MI_26101,2020-02-24,ChIJRWp_YrpCHogRPxUSaocrMSM,Q502727,geoId/26101,US,United States of America,MI,Michigan,26101,Manistee County,US,USA,2,,,,,,,24393,12563,11830,2089,2669,2631,2362,2600,3698,4301,2607,1436,1907321,44.3,-86.31,3317,77.775,-1,7,4,,7.06,9.3,10.27,6.42,5.77,15.08,10.27,,8.34,26.3,8.66,5.45,40.74,8.02,4.49,2.327778,-3.427778,5.777778,0.0,50.8,-2.650794,70.354097
