location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MN_27057,2020-01-01,ChIJ-feQRteQt1IR8E2DpaYsjwU,Q486218,geoId/27057,US,United States of America,MN,Minnesota,27057,Hubbard County,US,USA,2,,,,,,,20965,10620,10345,2379,2399,1735,2127,2122,3283,3439,2297,1184,1796048,47.1,-94.91,2588,82.171429,,,,,9.43,11.65,8.32,17.75,8.88,26.07,,28.85,,-9.205556,-15.35,-2.083333,0.0,408.94,-11.172222,85.708172
US_MN_27057,2020-01-02,ChIJ-feQRteQt1IR8E2DpaYsjwU,Q486218,geoId/27057,US,United States of America,MN,Minnesota,27057,Hubbard County,US,USA,2,,,,,,,20965,10620,10345,2379,2399,1735,2127,2122,3283,3439,2297,1184,1796048,47.1,-94.91,2588,82.171429,,,,,7.78,10.69,,14.58,8.26,28.67,,38.39,7.29,-2.905556,-4.672222,-1.211111,0.423333,381.0,-4.466667,89.118719
US_MN_27057,2020-01-03,ChIJ-feQRteQt1IR8E2DpaYsjwU,Q486218,geoId/27057,US,United States of America,MN,Minnesota,27057,Hubbard County,US,USA,2,,,,,,,20965,10620,10345,2379,2399,1735,2127,2122,3283,3439,2297,1184,1796048,47.1,-94.91,2588,82.171429,,,,,,8.05,8.52,16.09,,29.82,,38.34,,-5.661111,-8.338889,-2.322222,0.0,381.0,-7.277778,88.495466
US_MN_27057,2020-01-04,ChIJ-feQRteQt1IR8E2DpaYsjwU,Q486218,geoId/27057,US,United States of America,MN,Minnesota,27057,Hubbard County,US,USA,2,,,,,,,20965,10620,10345,2379,2399,1735,2127,2122,3283,3439,2297,1184,1796048,47.1,-94.91,2588,82.171429,,,,,,8.94,,17.31,10.05,36.86,,38.54,,-5.983333,-8.827778,-4.066667,0.0,381.0,-7.116667,91.796408
US_MN_27057,2020-01-05,ChIJ-feQRteQt1IR8E2DpaYsjwU,Q486218,geoId/27057,US,United States of America,MN,Minnesota,27057,Hubbard County,US,USA,2,,,,,,,20965,10620,10345,2379,2399,1735,2127,2122,3283,3439,2297,1184,1796048,47.1,-94.91,2588,82.171429,,,,,,14.69,,18.64,11.3,28.8,,29.93,,-3.45,-6.45,0.283333,0.0,381.0,-6.355556,80.39271
US_MN_27057,2020-01-06,ChIJ-feQRteQt1IR8E2DpaYsjwU,Q486218,geoId/27057,US,United States of America,MN,Minnesota,27057,Hubbard County,US,USA,2,,,,,,,20965,10620,10345,2379,2399,1735,2127,2122,3283,3439,2297,1184,1796048,47.1,-94.91,2588,82.171429,,,,,,,,13.6,,26.19,,33.74,,-6.372222,-13.1,-0.416667,0.0,381.0,-9.683333,77.520014
US_MN_27057,2020-01-07,ChIJ-feQRteQt1IR8E2DpaYsjwU,Q486218,geoId/27057,US,United States of America,MN,Minnesota,27057,Hubbard County,US,USA,2,,,,,,,20965,10620,10345,2379,2399,1735,2127,2122,3283,3439,2297,1184,1796048,47.1,-94.91,2588,82.171429,,,,,,8.53,11.55,16.06,8.03,27.61,8.03,29.12,,-9.077778,-17.205556,-2.994444,0.0,381.0,-13.222222,71.975068
US_MN_27057,2020-01-08,ChIJ-feQRteQt1IR8E2DpaYsjwU,Q486218,geoId/27057,US,United States of America,MN,Minnesota,27057,Hubbard County,US,USA,2,,,,,,,20965,10620,10345,2379,2399,1735,2127,2122,3283,3439,2297,1184,1796048,47.1,-94.91,2588,82.171429,,,,,,8.95,7.96,13.43,7.46,36.3,,34.31,7.96,-21.572222,-29.127778,-16.161111,0.0,381.0,-24.811111,75.146635
US_MN_27057,2020-01-09,ChIJ-feQRteQt1IR8E2DpaYsjwU,Q486218,geoId/27057,US,United States of America,MN,Minnesota,27057,Hubbard County,US,USA,2,,,,,,,20965,10620,10345,2379,2399,1735,2127,2122,3283,3439,2297,1184,1796048,47.1,-94.91,2588,82.171429,,,,,9.5,10.5,,13.5,8.5,31.51,,31.51,,-11.205556,-16.255556,-6.722222,0.254,381.0,-15.655556,69.741443
US_MN_27057,2020-01-10,ChIJ-feQRteQt1IR8E2DpaYsjwU,Q486218,geoId/27057,US,United States of America,MN,Minnesota,27057,Hubbard County,US,USA,2,,,,,,,20965,10620,10345,2379,2399,1735,2127,2122,3283,3439,2297,1184,1796048,47.1,-94.91,2588,82.171429,,,,,,9.89,8.4,,,29.66,,28.67,7.42,-14.1,-19.877778,-7.761111,0.084667,381.0,-18.055556,72.090022
