location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_TX_48007,2020-01-13,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,5.18,5.76,13.83,5.47,6.91,8.35,7.49,5.76,,12.96,,7.2,4.61,7.2,20.45,7.49,6.63,6.91,41.77,5.18,5.76,17.345679,16.12963,20.290123,0.09525,16.972222,93.62504
US_TX_48007,2020-01-14,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,,7.3,10.23,8.18,7.3,9.35,10.23,7.6,5.55,10.81,,7.3,,13.44,30.68,5.55,6.14,6.43,38.86,8.77,4.09,20.679012,19.444444,22.401235,0.282222,20.180556,95.383928
US_TX_48007,2020-01-15,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,5.57,7.32,12.3,7.91,4.39,6.15,9.08,5.86,4.1,7.91,4.1,,5.27,7.91,26.37,10.55,8.5,5.27,39.84,6.74,6.15,21.04321,20.12963,22.734568,0.0,20.277778,95.33766
US_TX_48007,2020-01-16,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,,4.23,16.37,6.77,7.34,5.64,7.9,,4.8,10.16,3.95,,4.23,7.9,22.58,7.05,8.47,,36.69,6.77,4.51,21.067901,20.04321,23.197531,0.0,20.25,94.112705
US_TX_48007,2020-01-17,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,,8.31,8.6,5.45,7.17,,11.75,8.03,6.3,8.88,,6.3,,,18.34,4.01,5.45,,35.82,5.45,5.16,20.895062,19.759259,23.049383,0.0,19.527778,90.834735
US_TX_48007,2020-01-18,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,,9.37,12.05,7.36,5.02,,11.71,11.04,4.69,7.7,,,,6.69,21.09,5.69,9.04,,44.18,7.03,8.37,21.117284,19.592593,23.777778,0.127,20.083333,93.135341
US_TX_48007,2020-01-19,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,4.61,7.91,6.92,7.91,6.59,4.94,13.51,4.61,5.6,9.23,,,,6.59,17.47,6.26,7.91,6.26,27.02,6.92,7.25,14.222222,9.197531,19.759259,6.124222,7.097222,60.457059
US_TX_48007,2020-01-20,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,6.34,8.01,16.69,8.68,5.34,8.68,12.35,5.68,6.01,8.35,,5.68,7.01,7.68,24.37,8.35,8.35,5.34,40.4,9.35,5.68,12.123457,7.574074,16.425926,0.0,2.055556,49.529646
US_TX_48007,2020-01-21,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,6.1,6.39,9.88,,7.56,13.08,16.56,6.97,4.94,9.88,,,6.97,10.17,29.06,4.94,7.56,5.52,46.5,6.1,4.94,13.425926,9.12963,17.592593,0.0,5.833333,58.412789
US_TX_48007,2020-01-22,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,,5.04,10.35,8.23,6.37,5.84,15.13,7.17,,7.7,4.51,5.31,11.68,5.84,22.57,5.04,3.72,4.25,34.52,9.29,5.04,16.666667,15.549383,18.030864,1.905,13.722222,80.416112
US_TX_48007,2020-01-23,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,,9.49,8.66,6.14,4.19,3.91,15.64,4.47,5.03,7.54,5.3,4.47,4.19,6.14,19.27,3.91,5.03,,36.3,3.91,4.47,17.419753,13.524691,22.253086,6.604,14.902778,83.882538
US_TX_48007,2020-01-24,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,4.27,8.26,9.4,,6.27,5.7,19.08,7.12,6.27,6.84,,8.83,,7.12,32.19,5.7,9.68,,33.9,7.41,,14.308642,9.006173,19.345679,0.0,8.972222,68.552971
US_TX_48007,2020-01-25,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,,10.15,10.15,8.4,7.7,,24.5,5.95,5.25,5.95,,5.6,,11.2,36.05,,5.95,,40.95,6.3,6.3,16.154321,12.820988,19.820988,0.03175,13.208333,79.731055
US_TX_48007,2020-01-26,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,,,10.3,6.98,5.32,7.64,20.94,9.64,,8.97,5.98,4.99,4.99,6.98,32.57,,7.64,,37.55,,7.31,19.030864,17.518519,22.740741,0.818444,17.583333,90.740821
US_TX_48007,2020-01-27,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,6.82,5.93,11.56,6.52,4.74,4.15,19.56,6.52,5.04,11.56,4.74,,4.15,8.3,37.63,4.74,9.19,4.74,36.45,6.82,5.33,15.876543,11.314815,20.950617,0.0,14.694444,91.121788
US_TX_48007,2020-01-28,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,4.12,5.3,12.96,6.18,5.89,4.71,15.31,6.18,7.07,5.59,4.71,6.18,,7.95,25.32,5.3,8.54,5.0,37.1,10.3,,18.580247,16.481481,24.41358,0.0635,16.236111,84.98427
US_TX_48007,2020-01-29,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,,7.81,9.01,7.51,5.11,7.51,21.64,10.22,6.01,9.62,,,,8.71,37.26,6.61,9.01,,36.66,8.71,,15.067901,9.67284,21.87037,0.366889,4.625,48.493106
US_TX_48007,2020-01-30,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,,5.22,9.86,6.67,6.38,4.64,26.67,7.25,5.51,13.62,5.8,4.35,,9.56,31.02,6.38,5.22,4.93,41.16,5.22,,12.271605,10.037037,16.191358,0.03175,8.680556,76.805056
US_TX_48007,2020-01-31,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,5.93,8.76,5.93,6.22,5.37,4.8,17.24,7.91,5.09,8.76,4.24,5.09,4.24,3.96,27.42,3.96,4.52,,36.74,3.96,,12.91358,10.919753,17.135802,0.084667,9.166667,76.441489
US_TX_48007,2020-02-01,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,,,11.82,5.73,,5.37,20.77,,,10.74,,,,6.45,27.21,8.23,6.8,,36.16,10.03,6.8,13.04321,7.691358,20.716049,0.0,5.833333,59.452173
US_TX_48007,2020-02-02,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,,9.24,8.22,,7.19,8.22,16.09,7.53,6.16,8.56,,,,6.85,22.25,4.79,7.19,8.22,36.63,,5.14,15.074074,9.839506,20.450617,0.028222,9.333333,67.217588
US_TX_48007,2020-02-03,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,,7.91,9.6,7.62,6.21,7.34,13.56,7.91,6.5,6.21,,,,11.58,26.27,6.21,4.52,3.95,39.26,5.37,,18.537037,16.796296,21.58642,0.03175,15.777778,82.775639
US_TX_48007,2020-02-04,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,5.43,8.0,12.85,7.71,4.28,5.14,11.99,8.85,,6.0,5.43,4.0,,10.0,19.71,6.57,10.0,5.14,33.7,7.14,6.28,20.141975,19.135802,22.833333,0.0,18.125,87.192987
US_TX_48007,2020-02-05,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,6.56,5.13,8.55,7.13,4.85,6.84,14.26,9.12,5.13,6.27,,6.84,3.99,5.7,23.67,,,4.56,39.63,4.28,4.28,13.049383,7.0,19.820988,0.0,11.930556,89.705473
US_TX_48007,2020-02-06,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,6.33,7.77,9.49,,6.04,6.04,18.99,8.06,4.89,12.08,4.03,6.33,,8.06,29.06,6.91,6.33,4.32,37.69,6.33,4.89,7.919753,3.45679,15.611111,0.0635,-0.111111,54.743814
US_TX_48007,2020-02-07,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,6.73,7.01,10.65,12.61,5.04,5.33,16.25,11.77,7.57,8.41,6.17,5.61,3.92,6.73,21.3,4.48,6.73,,34.47,4.76,6.45,12.876543,6.648148,19.796296,0.028222,2.402778,49.591915
US_TX_48007,2020-02-08,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,,7.2,9.94,6.85,8.91,,23.3,,,6.17,,,,10.96,25.36,6.51,8.22,5.83,31.87,6.85,8.57,18.018519,14.734568,21.679012,0.084667,15.444444,79.700641
US_TX_48007,2020-02-09,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,5.53,8.13,10.09,5.53,5.86,5.53,16.59,8.46,,6.18,6.51,5.21,5.53,6.83,25.7,6.51,7.48,,39.04,7.48,7.16,19.493827,17.919753,21.487654,0.056444,18.277778,89.780648
US_TX_48007,2020-02-10,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,,7.6,10.41,9.29,5.07,4.5,19.98,9.57,7.6,7.6,6.75,5.35,3.94,9.57,30.67,6.75,8.16,7.32,28.7,5.63,8.72,20.783951,19.746914,22.864198,0.0,19.861111,93.199404
US_TX_48007,2020-02-11,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,3.81,7.88,7.34,8.15,5.44,5.44,14.41,7.61,6.52,4.89,6.25,4.08,,8.7,26.37,5.44,4.89,,37.52,3.81,8.15,14.91358,11.12963,21.524691,0.0,14.680556,95.166094
US_TX_48007,2020-02-12,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,4.42,11.32,8.84,4.14,4.97,5.8,11.32,7.46,,6.91,4.7,,4.42,7.18,25.13,4.97,6.91,5.52,33.42,5.8,,11.154321,9.32716,13.092593,0.0,10.180556,92.18457
US_TX_48007,2020-02-13,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,,6.33,7.29,5.38,6.02,,14.57,7.29,,5.38,5.38,,5.7,6.97,28.51,6.97,4.43,,44.66,8.24,6.97,12.203704,8.240741,17.5,0.0,8.194444,74.918834
US_TX_48007,2020-02-14,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,,,,,,,,8.54,,5.8,4.27,14.34,4.27,,10.07,,,,10.98,19.53,4.27,,,32.65,,6.41,10.191358,5.808642,15.524691,0.0,5.680556,71.541715
US_TX_48007,2020-02-15,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,19,4,60,-1,,5.32,6.03,11.36,8.16,,9.23,16.33,6.39,,8.16,,,5.68,5.32,23.78,8.87,8.52,,42.95,5.32,9.23,14.290123,10.222222,19.925926,0.028222,11.305556,78.636483
US_TX_48007,2020-02-16,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,19,11,41,-2,,5.27,6.26,9.88,7.25,5.27,,15.49,8.57,,6.59,5.27,7.91,8.24,11.53,22.41,5.27,9.88,7.25,44.15,8.57,,17.654321,15.166667,21.993827,0.0,16.694444,91.49375
US_TX_48007,2020-02-17,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,5,4,,-10,2,,6.04,13.67,8.27,11.13,,17.17,12.08,4.45,8.59,4.77,,,10.18,27.34,7.95,6.68,4.45,45.79,9.22,5.09,19.864198,18.135802,23.098765,0.0,19.125,93.842608
US_TX_48007,2020-02-18,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,8,-2,,4,0,,8.55,10.55,7.98,4.56,5.99,17.96,10.27,,8.55,,5.42,,7.7,25.09,6.56,7.7,5.13,35.07,8.55,4.56,20.765432,19.512346,23.290123,0.056444,19.694444,93.392965
US_TX_48007,2020-02-19,ChIJJxJm5H5JaIYRwOZqhsJvLFU,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2,,,,,,,25392,12573,12819,2638,2591,2621,2473,2578,3620,4060,3271,1540,1828408,28.1,-96.99,1367,76.32,1,6,-4,1,2,,5.58,10.05,7.26,4.47,6.42,11.72,7.54,5.03,8.38,5.3,,,7.82,21.5,6.98,5.58,6.42,40.48,,,16.222222,13.592593,21.037037,0.03175,15.069444,91.707806
