location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13233,2020-10-18,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,8,0,1673,25,,,0,0,1,2,1,1,1,2,0,0,25,32,151,388,229,272,230,124,99,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,5,9,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,18,29,25,22,15,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,2,-1,-12,1,4.98,8.54,,12.33,8.06,6.4,6.64,5.69,4.03,10.2,5.46,,3.79,6.64,6.88,3.79,3.56,5.22,4.27,4.51,6.17,4.51,9.01,22.29,6.4,3.32,13.28,3.32,,5.69,4.98,45.3,4.51,9.25,5.93,,4.27,5.22,13.977778,6.105556,21.972222,0.0,7.462963,64.818044
US_GA_13233,2020-10-19,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,43,0,1716,25,,,0,0,0,0,0,0,0,0,0,0,25,32,151,388,229,272,230,124,99,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,5,9,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,18,29,25,22,15,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,-6,-10,-20,3,,11.1,,13.82,10.2,4.3,6.8,4.76,7.25,9.06,6.57,3.17,4.08,4.3,10.65,4.76,7.02,3.17,4.3,4.3,4.98,,6.12,28.55,4.98,,9.06,3.4,5.66,5.44,5.89,44.18,4.3,8.16,9.06,4.76,5.89,3.85,17.294444,10.038889,24.533333,0.0,12.296296,72.643955
US_GA_13233,2020-10-20,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,13,0,1729,25,,,0,0,0,2,2,0,1,1,1,0,25,32,151,390,231,272,231,125,100,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,5,9,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,18,29,25,22,15,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,-2,3,-15,3,5.0,9.26,7.59,13.7,10.55,3.7,5.74,5.37,3.15,8.7,,7.78,5.18,2.78,7.22,4.07,3.89,,3.52,3.89,2.78,,8.15,29.99,6.29,3.15,8.15,3.15,5.55,4.07,6.48,39.25,6.11,7.22,6.48,3.33,3.7,3.89,18.35,12.144444,25.966667,0.0,13.740741,74.875453
US_GA_13233,2020-10-21,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,9,0,1738,25,,,0,0,2,3,0,2,1,2,2,1,25,32,153,393,231,274,232,127,102,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,5,9,0,0,0,0,0,1,0,0,2,0,1,0,1,1,4,19,29,25,24,15,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,-8,4,-14,2,5.32,7.04,3.23,10.46,11.6,5.13,6.27,7.04,3.23,10.27,4.18,4.94,2.66,6.08,10.08,4.37,7.22,3.23,6.84,4.18,5.13,3.04,8.18,33.65,8.94,3.61,10.27,,3.99,4.37,6.27,37.64,7.04,5.32,6.27,3.42,5.7,,19.833333,12.966667,27.294444,0.0,15.845679,77.630119
US_GA_13233,2020-10-22,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,34,1,1772,26,,,0,1,1,1,10,8,7,8,5,2,25,33,154,394,241,282,239,135,107,51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,7,5,10,0,0,0,0,1,3,2,2,1,3,1,0,1,1,5,22,31,27,25,18,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,-3,11,-13,2,5.06,8.25,3.0,12.19,8.44,5.81,6.94,,3.75,7.88,4.88,5.81,3.19,6.75,8.81,4.88,4.69,3.75,3.0,2.62,4.31,,7.31,26.07,6.0,3.56,12.19,,4.13,3.19,,41.07,4.13,11.06,5.25,4.69,3.56,,19.855556,15.05,25.905556,0.0,16.481481,81.193877
US_GA_13233,2020-10-23,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,5,1,1777,27,,,0,0,0,2,3,-1,2,1,0,-2,25,33,154,396,244,281,241,136,107,49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,7,6,10,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,22,31,27,25,18,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,-4,-1,-14,2,5.22,6.38,3.48,9.66,8.89,3.67,4.45,5.41,,10.63,4.25,4.45,4.45,6.38,7.73,3.67,5.61,2.71,4.64,4.64,4.45,,9.86,31.12,7.34,,8.12,,3.87,,4.83,36.53,,7.15,6.76,4.83,4.45,,20.979167,15.75,27.340278,0.0,16.555556,76.135947
US_GA_13233,2020-10-24,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,3,0,1780,27,,,0,0,0,0,0,2,0,1,0,0,25,33,154,396,244,283,241,137,107,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,6,10,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,22,31,27,25,18,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,-5,-3,-8,1,6.59,6.59,4.23,10.12,7.06,8.0,5.65,5.17,,7.53,4.94,5.65,3.53,5.17,8.47,4.94,,,7.76,5.41,5.17,5.17,5.65,25.41,4.0,4.0,6.35,,4.94,4.23,4.0,43.76,4.23,5.17,5.65,4.71,4.94,4.0,18.811111,15.938889,24.55,7.62,17.506173,91.74649
US_GA_13233,2020-10-25,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,7,0,1787,27,,,0,0,0,1,0,1,2,0,2,2,25,33,154,397,244,284,243,137,109,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,6,10,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,22,31,27,25,18,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,-4,4,-11,2,3.33,8.1,,12.14,12.14,7.14,6.67,4.05,3.33,9.29,3.81,6.43,,6.91,6.91,4.52,6.19,3.57,4.05,7.62,7.38,,8.33,21.19,8.33,4.29,9.05,,6.19,7.14,4.05,45.48,4.29,9.05,7.38,5.0,3.81,,19.005556,16.361111,23.144444,35.814,17.475309,90.4907
US_GA_13233,2020-10-26,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,37,1,1824,28,,,0,0,0,1,1,1,1,0,0,0,25,33,154,398,245,285,244,137,109,51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,8,6,10,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,22,31,27,25,18,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,-5,-8,-19,3,7.01,7.47,4.3,11.99,10.18,6.79,6.56,4.98,3.39,9.73,4.53,6.33,3.62,5.66,8.37,4.3,5.88,3.17,3.17,4.07,7.24,,8.6,25.57,7.47,,12.9,4.75,4.75,4.75,7.47,40.27,3.39,7.47,6.79,4.07,6.11,,19.138889,16.938889,22.838889,0.5334,17.462963,89.751247
US_GA_13233,2020-10-27,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,6,0,1830,28,,,0,0,1,1,2,0,1,0,1,0,25,33,155,399,247,285,245,137,110,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,6,10,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,22,31,27,25,18,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,1,3,-13,2,5.05,7.21,3.06,8.83,8.29,6.49,3.24,4.87,3.42,9.55,2.88,4.51,3.24,4.14,6.67,3.79,3.06,5.05,7.21,5.05,6.13,3.96,8.83,24.33,6.67,,6.49,,4.33,4.14,6.49,41.09,4.69,6.67,5.59,3.96,4.69,2.7,19.227778,17.183333,22.927778,0.036286,17.574074,90.122382
US_GA_13233,2020-10-28,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,4,1,1834,29,,,0,-1,0,1,3,2,2,0,0,0,25,32,155,400,250,287,247,137,110,51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,9,6,10,0,0,0,1,1,1,0,1,1,0,1,0,1,2,6,23,31,28,26,18,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,-6,9,-13,3,5.12,5.82,3.88,9.17,11.29,3.35,5.82,4.94,3.88,8.29,3.17,4.76,4.23,4.23,9.17,,4.58,4.23,2.65,4.58,4.58,,9.88,26.1,5.12,3.7,8.82,,4.41,3.35,5.12,34.57,10.23,8.64,6.35,4.06,5.12,,21.322222,18.6,23.694444,13.250333,20.314815,93.744487
US_GA_13233,2020-10-29,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,17,0,1851,29,,,1,1,0,2,3,4,2,0,4,0,26,33,155,402,253,291,249,137,114,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,6,10,0,0,0,0,0,1,0,0,0,0,1,0,1,2,6,24,31,28,26,18,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,14,3,-37,0,6.44,6.44,4.14,8.97,8.51,5.29,,4.6,,8.28,4.14,4.83,,,6.9,5.29,,3.68,4.14,3.68,,5.98,5.98,19.31,6.21,,8.05,3.22,5.06,,4.83,35.87,3.22,5.75,4.14,,,,22.538889,16.727778,25.688889,21.801667,19.104938,80.697103
US_GA_13233,2020-10-30,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,8,0,1859,29,,,0,0,0,2,1,0,2,1,0,2,26,33,155,404,254,291,251,138,114,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,6,10,0,0,0,0,0,1,0,1,0,0,1,0,1,2,6,25,31,29,26,18,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,2,2,-26,2,5.81,6.05,4.84,8.72,4.84,5.08,6.78,5.57,,9.44,4.12,5.57,,5.08,7.99,,,3.87,4.6,5.33,,,7.26,20.82,5.33,3.63,7.5,,3.87,3.87,3.63,39.22,3.87,5.57,,,5.08,,11.733333,9.35,15.761111,13.208,5.444444,64.922343
US_GA_13233,2020-10-31,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,12,0,1871,29,,,0,0,1,0,1,2,3,1,3,1,26,33,156,404,255,293,254,139,117,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,6,10,0,0,0,0,0,0,0,0,0,0,1,0,1,2,6,25,31,29,26,18,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,8,10,-8,-3,8.94,7.37,4.21,6.31,10.26,6.58,,5.52,4.47,10.26,,4.74,5.26,5.79,6.84,5.0,4.47,,4.21,5.0,6.31,4.47,7.89,17.89,,3.68,4.74,,,4.21,,39.46,,5.52,6.31,3.95,4.21,,10.555556,4.688889,18.544444,0.0,4.697531,66.375059
US_GA_13233,2020-11-01,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,3,0,1874,29,,,0,-1,0,0,0,0,2,1,1,0,26,32,156,404,255,293,256,140,118,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,6,10,0,0,0,0,0,0,0,0,0,0,1,0,1,2,6,25,31,29,26,18,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,5,7,-7,1,5.94,7.6,3.8,12.59,27.55,,7.36,3.56,,6.41,3.33,5.22,,21.38,8.07,4.28,3.8,,6.65,5.46,5.94,4.28,5.22,22.33,5.94,,6.65,,9.97,5.22,5.22,36.58,4.51,6.17,4.99,3.56,4.99,,14.883333,9.716667,20.177778,0.028222,8.944444,67.293367
US_GA_13233,2020-11-02,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,56,0,1930,29,,,0,0,0,0,0,1,0,0,0,0,26,32,156,404,255,294,256,140,118,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,6,10,0,0,0,0,0,0,0,0,0,0,1,0,1,2,6,25,31,29,26,18,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,2,-5,-19,4,6.56,7.46,3.39,12.44,24.19,5.2,5.43,6.33,,10.4,4.07,6.11,5.43,16.96,10.63,,,5.43,3.84,6.56,5.43,,9.04,25.32,6.78,3.17,8.82,,6.56,4.52,5.2,40.02,4.07,7.24,6.78,5.43,5.65,,8.344444,1.661111,17.411111,0.0,-5.635802,36.318037
US_GA_13233,2020-11-03,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,6,0,1936,29,,,0,0,1,2,0,0,1,0,2,0,26,32,157,406,255,294,257,140,120,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,6,10,0,0,0,0,0,0,0,1,0,0,1,0,1,2,6,25,31,30,26,18,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,11,5,-14,2,3.3,5.55,5.21,8.5,11.8,3.99,4.17,3.3,5.21,8.5,2.6,4.86,4.17,8.68,7.29,3.12,4.68,4.17,5.03,,5.03,,5.73,23.77,4.86,5.21,5.55,3.3,5.73,4.17,4.51,38.18,3.12,6.59,5.55,3.82,7.29,2.78,6.95,-0.144444,18.155556,0.0,-1.432099,54.703962
US_GA_13233,2020-11-04,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,30,0,1966,29,,,0,2,2,0,1,3,1,0,3,3,26,34,159,406,256,297,258,140,123,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,6,10,0,0,0,0,0,0,0,0,1,1,1,0,1,2,6,25,31,30,27,19,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,-7,-7,-14,3,4.04,6.91,2.36,11.62,9.6,4.55,4.38,5.39,,8.25,2.69,6.4,4.21,6.57,7.92,4.71,3.87,5.22,3.03,3.2,4.04,2.53,7.07,25.77,5.22,,5.89,,3.2,4.21,5.05,36.21,3.87,4.04,6.74,4.71,5.73,,9.988889,1.2,20.75,0.0,3.302469,62.411704
US_GA_13233,2020-11-05,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,32,0,1998,29,,,0,0,2,4,3,1,4,1,1,0,26,34,161,410,259,298,262,141,124,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,6,10,0,0,0,0,0,0,2,0,0,2,1,0,1,2,6,25,33,30,27,21,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,-4,-9,-14,4,5.62,7.91,7.55,8.08,7.38,6.32,5.97,4.57,2.46,10.01,,6.32,,6.5,8.96,2.99,6.5,4.74,4.04,2.46,5.45,2.81,7.03,20.55,5.8,,7.38,,5.27,4.57,7.73,35.84,6.85,6.5,6.32,5.09,2.99,3.34,11.838889,4.111111,20.361111,0.0,6.438272,69.388927
US_GA_13233,2020-11-06,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,21,-1,2019,28,,,0,0,0,0,0,0,3,-1,0,0,26,34,161,410,259,298,265,140,124,57,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,3,8,6,10,0,0,0,0,0,0,0,0,1,0,1,0,1,2,6,25,33,30,28,21,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,-5,-9,-16,4,2.74,6.39,,13.33,10.59,4.2,3.83,4.02,2.92,6.94,3.83,4.02,4.75,7.3,7.67,,4.75,3.83,4.38,2.74,3.1,,8.58,20.26,6.02,2.74,10.41,2.74,4.02,4.02,4.38,35.05,6.75,5.84,5.48,4.02,4.38,4.2,14.472222,6.45,23.683333,0.0,9.425926,70.379207
US_GA_13233,2020-11-07,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,15,1,2034,29,,,0,1,0,3,1,3,0,0,1,0,26,35,161,413,260,301,265,140,125,57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,8,7,10,0,0,0,0,0,0,0,0,0,0,1,0,1,2,6,25,33,30,28,21,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,10,-2,-5,0,5.38,7.49,3.51,11.46,5.85,,6.78,,,10.53,,6.78,5.15,4.68,6.08,,3.51,4.21,3.98,4.44,7.72,5.15,4.68,21.99,4.68,5.61,7.49,3.74,4.44,3.98,5.61,40.23,5.85,7.72,6.08,3.51,4.91,,16.322222,9.916667,23.0,0.0,13.216049,80.28185
US_GA_13233,2020-11-08,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,6,0,2040,29,,,0,0,0,0,1,0,1,1,0,0,26,35,161,413,261,301,266,141,125,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,7,10,0,0,0,0,0,0,0,0,0,0,1,0,1,2,6,25,33,30,28,21,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,2,0,-8,2,6.48,7.87,5.79,10.42,10.42,7.64,5.32,4.17,,9.03,,4.63,,7.87,6.25,5.32,3.94,5.32,3.94,4.4,3.47,,7.41,18.52,4.4,,8.33,,4.63,3.47,4.86,42.59,5.09,6.02,6.02,3.94,6.25,,19.444444,13.983333,24.105556,0.09525,15.611111,78.51849
US_GA_13233,2020-11-09,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,6,0,2046,29,,,0,0,0,0,1,0,1,1,0,1,26,35,161,413,262,301,267,142,125,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,7,10,0,0,0,0,0,0,0,0,0,0,1,0,1,2,6,25,33,30,28,21,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,-4,-14,-19,3,4.42,9.96,,13.27,10.84,7.52,5.31,5.75,4.2,10.62,3.98,6.64,4.2,6.42,10.18,3.98,7.3,3.98,5.75,,4.2,,10.62,28.09,6.42,3.1,7.74,,6.19,3.54,4.65,41.15,3.54,6.86,7.08,8.41,6.19,,20.677778,16.455556,25.061111,0.028222,15.858025,74.025726
US_GA_13233,2020-11-10,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,31,0,2077,29,,,0,0,1,3,2,1,5,1,1,0,26,35,162,416,264,302,272,143,126,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,7,10,0,0,0,0,0,0,0,0,0,0,1,0,1,2,6,25,33,30,28,21,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,-3,-7,-14,3,5.01,6.98,,11.27,10.38,4.47,5.19,3.4,3.22,9.66,2.86,3.94,2.5,5.9,9.84,5.37,6.44,4.11,6.08,5.37,6.26,3.4,8.41,26.48,7.69,2.68,7.69,2.68,4.65,2.86,6.08,35.42,5.37,7.16,6.08,6.62,4.83,2.86,19.844444,17.85,22.805556,0.0,17.333333,85.346064
US_GA_13233,2020-11-11,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,13,1,2090,30,,,0,0,0,2,2,0,1,2,2,2,26,35,162,418,266,302,273,145,128,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,9,7,10,0,0,0,0,0,0,1,2,1,0,1,0,1,2,6,25,34,32,29,21,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,-4,0,-17,4,4.07,7.08,3.89,10.79,8.31,4.6,7.08,,3.19,8.14,2.65,5.49,2.65,5.31,11.68,5.31,7.25,7.43,3.71,4.95,6.19,2.83,6.01,29.02,7.25,3.71,7.78,,6.37,3.01,6.55,38.92,4.42,8.67,5.66,6.19,,,21.472222,18.927778,25.177778,2.074333,20.228395,91.981023
