location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_6,cumulative_confirmed_age_6,new_deceased_age_6,cumulative_deceased_age_6,new_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_6,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_parks,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WA_53059,2020-01-01,ChIJM83bk070llQReFYW9S2o4b8,Q304791,geoId/53059,US,United States of America,WA,Washington,53059,Skamania County,US,USA,2,,,,,,,,,,,,,,,,,,,,11809,6007,5802,1145,1315,1089,1355,1437,1930,2069,972,497,1153324,46.03,-121.91,4361,80.4,,,,26.88,42.36,10.08642,4.450617,12.753086,10.95375,,7.87037,86.296498
US_WA_53059,2020-01-02,ChIJM83bk070llQReFYW9S2o4b8,Q304791,geoId/53059,US,United States of America,WA,Washington,53059,Skamania County,US,USA,2,,,,,,,,,,,,,,,,,,,,11809,6007,5802,1145,1315,1089,1355,1437,1930,2069,972,497,1153324,46.03,-121.91,4361,80.4,,,,26.35,36.23,7.691358,5.246914,12.530864,2.413,,5.358025,85.595085
US_WA_53059,2020-01-03,ChIJM83bk070llQReFYW9S2o4b8,Q304791,geoId/53059,US,United States of America,WA,Washington,53059,Skamania County,US,USA,2,,,,,,,,,,,,,,,,,,,,11809,6007,5802,1145,1315,1089,1355,1437,1930,2069,972,497,1153324,46.03,-121.91,4361,80.4,,,,28.38,42.57,9.216049,4.654321,11.814815,1.143,,5.104938,75.91869
US_WA_53059,2020-01-04,ChIJM83bk070llQReFYW9S2o4b8,Q304791,geoId/53059,US,United States of America,WA,Washington,53059,Skamania County,US,USA,2,,,,,,,,,,,,,,,,,,,,11809,6007,5802,1145,1315,1089,1355,1437,1930,2069,972,497,1153324,46.03,-121.91,4361,80.4,,,,25.11,27.63,7.648148,3.265432,14.290123,6.25475,,3.919753,77.447457
US_WA_53059,2020-01-05,ChIJM83bk070llQReFYW9S2o4b8,Q304791,geoId/53059,US,United States of America,WA,Washington,53059,Skamania County,US,USA,2,,,,,,,,,,,,,,,,,,,,11809,6007,5802,1145,1315,1089,1355,1437,1930,2069,972,497,1153324,46.03,-121.91,4361,80.4,,,,16.84,39.56,6.598765,3.679012,9.981481,1.905,,3.919753,83.07765
US_WA_53059,2020-01-06,ChIJM83bk070llQReFYW9S2o4b8,Q304791,geoId/53059,US,United States of America,WA,Washington,53059,Skamania County,US,USA,2,,,,,,,,,,,,,,,,,,,,11809,6007,5802,1145,1315,1089,1355,1437,1930,2069,972,497,1153324,46.03,-121.91,4361,80.4,,,,15.95,28.53,7.561728,5.074074,10.567901,6.4135,,5.228395,85.363882
US_WA_53059,2020-01-07,ChIJM83bk070llQReFYW9S2o4b8,Q304791,geoId/53059,US,United States of America,WA,Washington,53059,Skamania County,US,USA,2,,,,,,,,,,,,,,,,,,,,11809,6007,5802,1145,1315,1089,1355,1437,1930,2069,972,497,1153324,46.03,-121.91,4361,80.4,,,,21.19,40.75,10.635802,6.580247,13.419753,9.3345,,6.67284,77.006057
US_WA_53059,2020-01-08,ChIJM83bk070llQReFYW9S2o4b8,Q304791,geoId/53059,US,United States of America,WA,Washington,53059,Skamania County,US,USA,2,,,,,,,,,,,,,,,,,,,,11809,6007,5802,1145,1315,1089,1355,1437,1930,2069,972,497,1153324,46.03,-121.91,4361,80.4,,,,29.38,29.38,7.425926,4.833333,12.888889,5.42925,,4.944444,84.421466
US_WA_53059,2020-01-09,ChIJM83bk070llQReFYW9S2o4b8,Q304791,geoId/53059,US,United States of America,WA,Washington,53059,Skamania County,US,USA,2,,,,,,,,,,,,,,,,,,,,11809,6007,5802,1145,1315,1089,1355,1437,1930,2069,972,497,1153324,46.03,-121.91,4361,80.4,,,,31.63,23.08,3.358025,0.617284,7.944444,3.7465,,1.339506,86.896068
US_WA_53059,2020-01-10,ChIJM83bk070llQReFYW9S2o4b8,Q304791,geoId/53059,US,United States of America,WA,Washington,53059,Skamania County,US,USA,2,,,,,,,,,,,,,,,,,,,,11809,6007,5802,1145,1315,1089,1355,1437,1930,2069,972,497,1153324,46.03,-121.91,4361,80.4,,,,25.43,35.27,4.864198,1.888889,8.074074,0.34925,,2.555556,85.125924
US_WA_53059,2020-01-11,ChIJM83bk070llQReFYW9S2o4b8,Q304791,geoId/53059,US,United States of America,WA,Washington,53059,Skamania County,US,USA,2,,,,,,,,,,,,,,,,,,,,11809,6007,5802,1145,1315,1089,1355,1437,1930,2069,972,497,1153324,46.03,-121.91,4361,80.4,,,,14.35,34.61,6.969136,3.87037,8.62963,15.01775,,4.018519,81.707475
US_WA_53059,2020-01-12,ChIJM83bk070llQReFYW9S2o4b8,Q304791,geoId/53059,US,United States of America,WA,Washington,53059,Skamania County,US,USA,2,,,,,,,,,,,,,,,,,,,,11809,6007,5802,1145,1315,1089,1355,1437,1930,2069,972,497,1153324,46.03,-121.91,4361,80.4,,,,,26.97,5.746914,4.425926,7.950617,7.366,,3.166667,83.714473
US_WA_53059,2020-01-13,ChIJM83bk070llQReFYW9S2o4b8,Q304791,geoId/53059,US,United States of America,WA,Washington,53059,Skamania County,US,USA,2,,,,,,,,,,,,,,,,,,,,11809,6007,5802,1145,1315,1089,1355,1437,1930,2069,972,497,1153324,46.03,-121.91,4361,80.4,,,,14.88,39.16,3.493827,2.469136,7.41358,9.81075,,0.944444,83.611958
US_WA_53059,2020-01-14,ChIJM83bk070llQReFYW9S2o4b8,Q304791,geoId/53059,US,United States of America,WA,Washington,53059,Skamania County,US,USA,2,,,,,,,,,,,,,,,,,,,,11809,6007,5802,1145,1315,1089,1355,1437,1930,2069,972,497,1153324,46.03,-121.91,4361,80.4,,,,16.12,30.7,2.17284,0.253086,4.654321,3.90525,,-0.228395,84.30203
