location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13227,2021-08-15,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,0,0,3961,81,0,3257,0,0,0,0,0,0,0,0,0,0,30,44,162,437,365,443,484,386,296,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,23,27,0,0,0,0,0,0,0,0,0,0,3,1,1,7,14,21,33,52,75,40,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,15,-2,-4,,7.2,9.19,4.97,18.88,6.96,5.96,5.71,,22.85,4.72,13.16,,4.22,8.69,5.46,4.22,3.48,4.97,,5.46,9.19,30.8,8.2,14.9,6.96,4.97,5.22,49.43,5.71,11.18,8.2,,5.71,24.822222,21.361111,32.911111,1.354667,20.644444,77.765954
US_GA_13227,2021-08-16,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,46,0,4007,81,46,3303,3,1,3,3,5,6,5,2,4,2,33,45,165,440,370,449,489,388,300,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,23,27,0,0,0,0,0,0,1,1,0,0,3,1,1,7,14,21,34,53,75,40,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,14,6,-4,2,5.62,5.18,5.4,22.03,7.78,6.7,5.62,4.32,21.81,,11.88,3.46,6.05,7.78,4.32,4.1,7.78,3.89,4.32,4.1,7.34,36.93,8.42,11.45,4.1,5.18,5.62,42.12,3.67,10.58,7.99,4.75,5.62,25.122222,21.511111,30.611111,8.41375,21.116667,78.61348
US_GA_13227,2021-08-17,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,45,0,4052,81,0,3303,0,2,4,3,2,0,2,2,1,1,33,47,169,443,372,449,491,390,301,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,23,27,0,0,0,0,0,0,0,0,0,0,3,1,1,7,14,21,34,53,75,40,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,0,-9,-9,9,6.99,8.05,4.45,12.08,7.63,7.21,6.57,3.81,15.26,3.6,7.21,2.97,3.81,11.02,4.87,5.93,11.23,4.66,5.51,4.66,9.54,28.19,7.84,9.54,5.3,3.39,4.45,41.96,4.24,8.9,8.69,5.51,5.72,22.311111,21.116667,26.477778,20.47875,21.1,92.983629
US_GA_13227,2021-08-18,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,39,0,4091,81,0,3303,0,2,2,5,1,1,4,2,0,0,33,49,171,448,373,450,495,392,301,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,23,27,0,0,0,0,0,0,0,0,0,1,3,1,1,7,14,21,34,53,75,41,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,15,4,-2,2,5.96,5.08,5.3,16.34,8.61,7.73,6.62,3.75,13.91,3.75,9.05,3.75,4.42,9.28,4.64,5.52,5.96,5.3,3.75,6.18,9.05,35.33,7.73,13.25,5.3,6.62,7.95,43.51,5.96,9.28,9.05,5.74,3.31,24.266667,19.088889,31.738889,29.9466,20.366667,79.075356
US_GA_13227,2021-08-19,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,36,0,4127,81,57,3360,0,0,1,0,0,1,4,1,0,-1,33,49,172,448,373,451,499,393,301,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,23,27,0,0,0,0,0,1,0,1,1,0,3,1,1,7,14,22,34,54,76,41,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,10,3,-2,5,8.62,8.4,4.42,17.03,7.52,8.62,5.09,,14.6,4.87,7.52,4.42,3.32,11.5,5.97,5.09,6.19,,8.62,4.64,9.95,32.73,11.28,9.73,6.41,4.42,5.75,38.92,6.19,9.51,4.64,5.53,5.31,25.333333,20.583333,31.155556,5.878286,22.327778,83.639538
US_GA_13227,2021-08-20,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,27,0,4154,81,0,3360,1,1,3,3,5,0,3,0,1,0,34,50,175,451,378,451,502,393,302,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,23,27,0,0,0,0,0,0,1,0,0,0,3,1,1,7,14,22,35,54,76,41,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,8,-11,-4,4,5.82,5.82,6.72,17.7,7.39,6.5,5.6,4.26,15.9,3.36,8.96,4.03,,8.51,,6.27,5.38,6.94,4.93,3.81,8.06,32.93,6.5,6.27,3.81,6.5,4.48,47.26,5.6,8.06,6.27,,3.36,24.822222,21.75,30.933333,7.747,21.877778,83.859054
US_GA_13227,2021-08-21,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,0,0,4154,81,48,3408,0,0,0,0,0,0,0,0,0,0,34,50,175,451,378,451,502,393,302,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,23,27,0,0,0,0,0,0,0,0,0,0,3,1,1,7,14,22,35,54,76,41,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,12,-5,7,,6.63,10.2,7.39,19.12,8.67,10.2,8.41,,18.1,,11.73,4.84,4.08,13.0,6.12,5.1,5.86,3.57,4.08,4.08,9.69,33.4,5.61,9.43,5.86,6.37,6.12,41.81,,11.98,9.94,6.37,,24.833333,22.011111,29.216667,4.66725,22.533333,87.135167
US_GA_13227,2021-08-22,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,0,0,4154,81,0,3408,0,0,0,0,0,0,0,0,0,0,34,50,175,451,378,451,502,393,302,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,23,27,0,0,0,0,0,0,0,0,0,0,3,1,1,7,14,22,35,54,76,41,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,8,-7,-1,,8.92,5.94,5.45,16.84,11.39,7.43,6.93,4.95,19.57,5.7,9.66,5.2,6.44,7.92,4.21,4.95,6.19,3.47,5.2,4.71,8.17,27.49,11.64,12.14,5.45,5.94,4.95,46.56,7.68,12.14,7.18,,6.19,25.216049,22.864198,29.154321,6.168571,22.796296,86.563519
US_GA_13227,2021-08-23,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,63,0,4217,81,0,3408,0,1,6,6,6,2,6,8,3,1,34,51,181,457,384,453,508,401,305,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,23,27,0,0,0,1,2,0,0,1,0,0,3,1,1,8,16,22,35,55,76,41,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,12,3,-2,2,5.25,5.25,4.75,21.77,10.26,4.75,5.5,,12.01,3.5,9.01,4.0,5.0,8.51,5.0,10.26,7.26,4.0,,8.01,10.51,30.27,8.26,10.76,5.75,5.75,5.5,40.78,5.0,8.51,4.25,3.75,6.5,26.401235,21.493827,32.765432,4.205111,21.493827,74.595412
US_GA_13227,2021-08-24,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,40,0,4257,81,0,3408,0,4,1,4,-1,2,4,1,1,0,34,55,182,461,383,455,512,402,306,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,23,27,0,0,0,-1,0,0,1,1,0,0,3,1,1,7,16,22,36,56,76,41,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,8,-3,-7,5,7.44,6.28,3.72,23.72,8.84,10.23,5.35,4.65,21.63,5.81,10.93,3.49,,14.42,3.95,6.74,6.74,4.65,,4.88,7.67,42.09,10.23,14.88,6.28,3.49,8.37,43.72,5.81,14.19,6.74,6.74,5.81,26.983333,21.677778,33.588889,0.0254,21.444444,72.114753
US_GA_13227,2021-08-25,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,27,1,4284,82,85,3493,0,0,2,2,2,1,1,2,1,0,34,55,184,463,385,456,513,404,307,132,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,10,23,28,0,0,0,0,0,0,0,1,0,0,3,1,1,7,16,22,36,57,76,41,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,14,-4,-5,3,4.95,9.68,5.4,21.16,6.53,8.78,5.4,3.83,18.69,6.08,9.23,5.63,7.43,8.78,5.85,4.5,5.85,5.85,3.15,6.75,10.58,32.87,8.11,10.58,6.75,6.75,6.08,40.52,4.95,8.11,7.88,3.83,5.63,26.755556,21.588889,33.833333,0.451556,22.1,75.836184
US_GA_13227,2021-08-26,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,31,0,4315,82,1,3494,0,2,1,3,2,0,1,5,1,0,34,57,185,466,387,456,514,409,308,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,23,28,0,0,0,0,0,0,0,0,0,0,3,1,1,7,16,22,36,57,76,41,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,15,6,-1,4,4.51,6.99,4.96,15.55,8.34,6.99,6.54,3.38,16.9,4.96,7.89,5.63,4.06,11.04,5.86,5.63,6.54,7.66,4.06,6.54,8.79,35.16,8.34,9.69,6.54,5.41,5.63,47.33,5.18,9.24,3.83,,4.73,25.3,21.266667,32.561111,5.983111,21.211111,78.341705
US_GA_13227,2021-08-27,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,40,0,4355,82,0,3494,0,1,3,2,0,3,5,0,1,0,34,58,188,468,387,459,519,409,309,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,23,28,0,0,0,0,0,0,0,0,0,0,3,1,1,7,16,22,36,57,76,41,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,11,-4,-4,4,6.12,7.02,4.08,19.48,7.93,4.76,5.44,4.3,13.82,3.4,10.2,,,7.7,6.12,5.21,7.48,5.89,,5.89,7.93,31.26,8.38,11.33,,4.98,3.85,45.76,4.08,12.46,7.93,4.98,9.74,26.038889,21.238889,32.066667,0.0508,21.377778,75.66571
US_GA_13227,2021-08-28,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,0,0,4355,82,0,3494,0,0,0,0,0,0,0,0,0,0,34,58,188,468,387,459,519,409,309,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,23,28,0,0,0,0,0,0,0,0,0,0,3,1,1,7,16,22,36,57,76,41,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,11,3,3,,7.02,8.58,7.28,17.15,4.94,9.1,8.32,,11.96,,8.06,,3.9,8.06,,8.06,7.54,,7.54,4.94,8.84,31.71,6.5,10.91,,5.46,5.2,42.62,4.94,9.36,9.62,4.16,6.76,26.227778,22.088889,32.05,0.1778,21.394444,74.929642
US_GA_13227,2021-08-29,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,0,0,4355,82,46,3540,0,0,0,0,0,0,0,0,0,0,34,58,188,468,387,459,519,409,309,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,23,28,0,0,0,0,0,0,0,0,0,0,3,1,1,7,16,22,36,57,76,41,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,14,3,-3,,5.69,5.2,5.2,22.27,10.14,5.2,6.68,,15.59,3.71,8.66,4.45,5.2,7.17,6.18,4.21,6.18,5.44,5.69,4.45,7.67,23.5,9.9,12.37,7.17,3.71,6.18,44.53,5.44,11.88,6.68,6.68,7.17,26.411111,22.366667,31.544444,0.028222,21.344444,73.827398
US_GA_13227,2021-08-30,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,54,0,4409,82,0,3540,0,0,9,8,6,6,6,4,0,0,34,58,197,476,393,465,525,413,309,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,23,28,0,0,0,0,1,0,1,1,1,0,3,1,1,7,17,22,37,58,77,41,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,7,2,-5,4,,5.87,6.3,18.48,6.96,8.91,8.91,,20.0,3.04,11.74,3.26,3.48,11.52,5.0,6.74,8.48,5.87,4.57,5.65,8.26,34.13,8.7,12.39,3.91,,4.35,41.74,5.22,15.65,10.65,,4.35,25.345679,21.882716,31.45679,3.519714,21.462963,79.228234
US_GA_13227,2021-08-31,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,30,0,4439,82,0,3540,1,1,1,1,2,2,2,4,0,0,35,59,198,477,395,467,527,417,309,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,23,28,0,0,0,0,0,0,0,0,0,0,3,1,1,7,17,22,37,58,77,41,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,-1,-10,-8,9,4.83,7.14,3.78,20.16,8.4,7.35,5.04,4.2,13.86,,9.45,3.15,3.99,7.56,5.46,3.15,5.88,4.41,,5.25,8.82,31.92,7.98,8.61,,5.67,5.88,40.73,3.99,7.77,7.14,4.62,6.51,22.994444,21.75,27.511111,17.74825,21.683333,92.386679
US_GA_13227,2021-09-01,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,21,0,4460,82,123,3663,0,0,3,2,2,1,2,2,-1,0,35,59,201,479,397,468,529,419,308,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,23,28,0,0,0,0,0,0,0,0,0,0,3,1,1,7,17,22,37,58,77,41,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,18,4,-4,3,9.1,6.22,3.11,16.88,9.55,5.77,6.0,,15.1,4.44,11.1,,6.66,10.21,5.77,6.0,9.1,5.55,,5.11,11.77,34.86,6.66,12.21,4.44,4.44,6.88,41.75,3.33,10.66,7.11,7.33,7.99,23.827778,21.194444,28.788889,30.48,20.133333,79.99055
US_GA_13227,2021-09-02,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,59,0,4519,82,0,3663,0,0,1,9,2,2,5,3,0,0,35,59,202,488,399,470,534,422,308,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,23,28,0,0,0,0,0,0,0,0,0,0,3,1,1,7,17,22,37,58,77,41,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,26,7,-1,2,7.75,5.92,3.19,17.08,7.75,4.33,6.83,5.24,13.89,,7.52,5.47,3.65,9.34,5.24,6.83,10.02,4.33,5.24,5.47,9.57,32.57,8.43,13.44,5.7,5.24,8.88,48.52,7.52,10.02,6.38,3.19,7.06,23.472222,18.605556,29.272222,0.1524,18.338889,73.114056
US_GA_13227,2021-09-03,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,75,1,4594,83,48,3711,0,2,12,8,4,8,6,4,2,2,35,61,214,496,403,478,540,426,310,134,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,11,23,28,0,0,0,0,0,0,0,0,0,1,3,1,1,7,17,22,37,58,77,42,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,22,2,-12,5,5.57,7.75,4.6,17.19,8.23,8.96,3.63,3.39,15.25,4.6,11.14,5.57,5.81,7.99,3.63,4.6,9.68,5.33,3.87,4.12,8.71,30.02,9.68,10.89,3.63,4.36,4.12,50.35,5.08,10.89,4.6,3.87,3.87,22.044444,17.416667,28.872222,0.0254,15.894444,68.551629
US_GA_13227,2021-09-04,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,0,0,4594,83,0,3711,0,0,0,0,0,0,0,0,0,0,35,61,214,496,403,478,540,426,310,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,23,28,0,0,0,0,0,0,0,0,0,0,3,1,1,7,17,22,37,58,77,42,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,20,12,-9,,6.45,8.69,5.21,14.14,4.96,4.71,6.95,3.97,15.63,3.47,3.97,5.21,,7.44,6.7,4.71,7.69,3.72,8.44,,8.19,27.05,7.69,10.67,,3.47,5.46,44.17,3.47,8.69,5.71,3.47,5.96,21.388889,15.283951,28.314815,0.0,15.432099,69.000652
US_GA_13227,2021-09-05,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,0,0,4594,83,0,3711,0,0,0,0,0,0,0,0,0,0,35,61,214,496,403,478,540,426,310,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,23,28,0,0,0,0,0,0,0,0,0,0,3,1,1,7,17,22,37,58,77,42,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,25,8,-9,,4.78,6.04,4.78,21.15,8.56,7.3,5.29,7.05,16.87,5.54,5.79,4.03,4.78,10.57,7.05,5.54,4.78,7.3,3.78,6.8,7.55,28.7,12.59,10.32,,4.53,5.54,45.58,4.28,11.33,8.31,,4.28,21.794444,14.777778,29.677778,0.0,16.444444,71.800721
US_GA_13227,2021-09-06,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,0,0,4594,83,0,3711,0,0,0,0,0,0,0,0,0,0,35,61,214,496,403,478,540,426,310,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,23,28,0,0,0,0,0,0,0,0,0,0,3,1,1,7,17,22,37,58,77,42,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,8,0,-65,16,6.85,7.09,3.54,19.14,9.45,5.91,5.2,3.54,17.01,4.25,6.85,,5.43,11.11,5.91,4.73,5.2,7.56,3.31,4.73,9.69,33.08,7.56,13.23,4.25,6.38,4.73,39.22,4.02,13.47,4.25,6.38,4.25,24.222222,17.388889,29.511111,1.49225,20.561111,80.195959
US_GA_13227,2021-09-07,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,82,5,4676,88,1,3712,1,2,6,13,12,4,15,6,5,0,36,63,220,509,415,482,555,432,315,134,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,4,12,26,28,0,0,0,0,0,0,1,2,2,0,3,1,1,7,17,22,38,60,79,42,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,14,4,-5,4,6.25,6.03,7.37,16.97,5.36,4.91,6.92,5.14,15.19,3.35,8.26,4.24,3.8,10.94,5.14,7.59,6.25,7.15,3.57,3.13,11.61,32.16,8.71,12.51,4.69,3.13,7.59,46.01,5.14,12.06,5.81,6.03,7.37,23.155556,19.511111,29.211111,1.87325,20.394444,84.610043
US_GA_13227,2021-09-08,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,59,0,4735,88,113,3825,0,0,2,3,3,2,3,2,2,0,36,63,222,512,418,484,558,434,317,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,26,28,0,0,0,0,0,0,0,2,0,0,3,1,1,7,17,22,38,62,79,42,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,10,-5,-3,3,11.37,9.58,8.47,16.94,10.03,7.13,5.35,3.12,12.93,5.35,9.58,,6.46,12.93,4.46,10.47,6.91,5.79,4.23,6.46,10.7,39.0,9.36,14.71,4.68,6.24,,43.45,4.9,11.81,8.02,,6.91,23.872222,19.811111,29.372222,17.68475,21.222222,85.184189
