location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VA_51143,2020-01-01,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,6.43,10.79,4.73,11.54,6.81,4.92,,5.68,4.73,,18.17,3.79,10.41,5.11,3.6,9.08,4.92,6.06,4.35,3.6,3.79,6.43,,7.76,22.33,5.11,2.65,7.0,2.65,,3.79,4.54,42.58,3.79,7.38,7.76,3.41,4.73,5.11,,6.394444,1.061111,12.005556,0.0,,-2.209877,54.214627
US_VA_51143,2020-01-02,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,5.43,10.08,3.68,9.88,7.56,9.11,,6.78,5.43,,21.7,,12.98,3.29,2.71,10.85,3.68,5.81,,6.98,4.84,,4.26,7.36,25.97,7.95,3.49,6.39,4.07,4.26,4.84,4.46,45.93,5.62,7.75,7.75,5.04,4.84,2.91,,4.844444,-0.505556,12.488889,0.0,,-0.851852,67.28863
US_VA_51143,2020-01-03,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,4.58,9.53,4.77,14.11,10.11,7.25,,6.1,4.38,,21.55,2.67,12.78,4.0,,7.63,5.53,3.81,4.0,7.44,5.34,6.1,6.48,6.1,23.64,4.58,2.86,8.01,,3.81,7.25,4.77,40.23,3.05,6.1,5.53,4.2,8.01,4.38,3.05,8.083333,2.422222,11.661111,7.112,,6.975309,93.179906
US_VA_51143,2020-01-04,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,4.68,8.0,3.32,10.54,8.59,5.66,3.71,3.71,2.93,,16.79,4.29,8.98,4.29,4.68,8.2,6.83,7.81,4.29,3.32,3.71,4.49,,9.37,23.62,7.42,4.68,5.66,3.12,,4.49,5.27,39.62,3.12,5.86,5.08,5.08,4.1,,,12.5,7.955556,16.194444,16.792222,,10.91358,91.127605
US_VA_51143,2020-01-05,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,6.2,12.6,4.85,8.34,8.34,5.82,,8.34,5.82,4.46,18.23,3.1,13.57,3.1,5.43,7.75,4.07,4.65,5.82,6.01,4.26,6.4,,8.14,21.71,7.37,4.26,6.98,3.1,3.3,3.3,5.43,46.73,3.1,4.46,6.79,3.68,,4.85,5.04,5.488889,1.005556,13.944444,2.6924,,-3.530864,52.691232
US_VA_51143,2020-01-06,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,5.76,7.87,4.03,10.55,9.6,5.76,4.61,7.29,2.88,3.65,20.73,4.8,11.52,4.8,5.37,9.6,,7.1,5.76,5.37,4.41,6.72,3.65,8.25,26.68,7.1,4.41,7.49,,6.53,4.99,4.03,39.53,3.07,3.65,2.88,5.57,5.76,4.99,3.45,5.388889,-1.116667,13.716667,0.0,,-3.938272,51.363611
US_VA_51143,2020-01-07,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,5.33,7.5,2.67,8.33,7.83,5.17,3.67,6.33,4.33,2.67,12.16,4.0,6.83,2.5,3.17,6.5,4.33,5.17,4.17,4.33,3.5,5.0,,12.33,24.0,3.67,2.83,6.17,3.0,3.67,4.0,4.33,38.16,6.5,5.83,5.5,2.5,5.67,3.17,3.33,2.133333,-2.527778,11.2,1.834444,50.8,-2.740741,71.327077
US_VA_51143,2020-01-08,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,5.31,8.22,2.4,12.15,9.93,5.99,4.28,7.02,4.11,3.08,16.26,4.11,9.24,5.65,4.45,9.76,5.65,6.16,4.62,3.77,5.82,5.65,3.08,7.36,29.96,6.33,3.25,7.53,3.08,3.94,4.96,,32.19,,9.07,5.14,4.11,5.31,5.48,3.42,4.372222,-2.777778,12.944444,2.9972,,-4.481481,53.132838
US_VA_51143,2020-01-09,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,5.17,8.78,,12.4,8.27,5.0,3.1,5.68,6.89,3.27,16.71,4.31,8.78,2.58,2.58,9.3,4.31,7.58,5.86,4.13,2.93,4.48,,8.78,27.56,6.37,3.1,5.68,2.76,2.58,4.65,5.51,37.2,3.96,8.78,5.68,4.31,4.82,6.54,,2.783333,-3.438889,11.472222,0.0,,-6.203704,52.448577
US_VA_51143,2020-01-10,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,6.39,6.22,2.76,11.57,8.29,5.7,4.49,6.91,6.22,2.59,19.35,5.36,10.71,3.8,4.15,9.67,4.66,5.36,5.36,4.84,4.15,5.7,3.63,6.91,25.05,5.53,3.28,8.46,,5.36,6.05,5.36,34.03,4.66,7.08,5.01,3.63,5.36,3.46,4.15,5.816667,-1.494444,12.683333,0.0,,0.209877,68.350109
