location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VA_51143,2020-01-11,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,5.3,11.92,5.11,13.62,8.89,6.43,4.35,7.38,4.54,3.22,20.24,4.92,9.46,3.4,3.6,7.19,3.6,6.24,7.38,3.78,4.73,7.0,4.54,10.97,22.7,8.32,3.4,6.05,3.78,4.35,5.49,4.54,41.81,4.54,6.05,4.92,3.4,5.11,3.03,3.97,14.244444,6.683333,19.855556,0.959556,,12.037037,88.038341
US_VA_51143,2020-01-12,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,3.26,9.4,5.18,10.74,6.33,5.75,,7.29,3.07,3.26,16.11,,9.59,2.69,4.22,9.4,4.03,6.91,4.03,6.71,4.79,4.22,5.37,7.67,25.89,6.71,2.88,8.25,3.45,4.41,4.03,4.79,35.48,,6.91,4.79,3.45,,2.88,3.84,18.244444,12.544444,21.133333,12.446,,12.58642,70.30694
US_VA_51143,2020-01-13,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,6.34,6.01,4.01,12.19,6.84,7.51,3.0,5.51,4.34,3.67,16.86,2.5,10.52,5.01,5.17,10.02,5.17,5.17,4.17,6.18,4.17,3.67,4.17,10.18,23.04,8.51,6.18,8.51,4.34,3.84,4.51,4.84,44.9,4.17,8.35,6.34,4.84,4.17,4.67,4.67,13.4,10.827778,19.044444,2.822222,,11.222222,89.38203
US_VA_51143,2020-01-14,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,4.54,6.06,4.71,10.43,8.08,6.56,4.38,6.39,4.71,4.21,15.82,4.54,8.75,4.21,3.37,11.27,3.2,4.88,5.55,3.53,4.21,3.7,4.38,9.93,23.05,5.72,3.53,6.06,3.2,4.71,5.72,,39.54,3.7,5.55,4.71,4.54,4.54,3.2,2.86,13.672222,10.955556,16.438889,10.780889,,12.574074,95.840821
US_VA_51143,2020-01-15,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,5.8,7.34,3.07,8.54,9.73,4.61,4.1,6.14,3.41,3.75,13.31,3.24,11.27,,4.95,8.88,4.95,4.95,3.75,3.93,4.61,4.95,3.93,7.51,22.53,4.78,3.75,5.97,3.24,5.46,4.1,5.29,39.94,2.39,6.66,2.9,5.29,6.32,,4.44,12.827778,8.044444,18.138889,2.7432,,9.580247,82.384683
US_VA_51143,2020-01-16,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,4.88,7.92,3.54,10.78,8.76,6.9,5.56,7.41,4.71,,9.77,2.69,7.41,2.69,5.56,10.27,3.54,4.88,4.71,4.38,3.03,3.87,,8.25,23.41,6.23,4.04,6.4,2.53,3.2,3.2,6.74,36.71,4.04,7.92,6.57,5.56,6.57,3.87,3.71,13.688889,8.705556,17.327778,0.0254,,4.808642,55.97269
US_VA_51143,2020-01-17,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,3.66,6.97,4.01,10.1,6.62,6.45,4.18,8.36,4.53,2.79,14.98,3.31,9.06,,2.61,8.19,3.31,7.67,3.48,,4.7,5.4,,9.58,25.09,5.05,2.61,9.06,3.14,3.14,4.36,5.05,36.93,3.14,4.01,4.53,5.58,4.18,2.61,,4.105556,0.094444,13.061111,0.0,,-10.320988,34.795496
US_VA_51143,2020-01-18,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,4.67,9.15,4.48,15.18,7.4,6.81,3.12,6.23,4.28,2.73,18.1,,10.32,3.12,4.28,8.18,4.87,3.31,6.81,6.23,5.84,4.48,3.7,8.76,23.55,7.98,3.7,9.15,,3.89,5.06,2.73,43.41,5.45,6.23,5.84,3.12,3.7,2.92,3.5,2.433333,0.177778,6.35,0.282222,,-5.691358,55.636097
US_VA_51143,2020-01-19,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,4.36,7.57,5.49,10.98,5.87,6.44,2.65,6.25,3.98,,15.15,4.73,8.33,4.54,3.98,8.33,4.17,4.92,4.92,4.54,5.11,7.2,3.79,7.0,27.45,6.06,5.3,7.57,,3.22,4.73,5.11,45.06,3.79,6.06,5.49,2.84,3.6,3.98,3.79,6.361111,1.505556,10.75,2.3495,,-0.111111,64.213416
US_VA_51143,2020-01-20,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,5.62,8.06,4.69,9.75,7.88,9.19,3.0,5.25,4.31,2.62,18.94,4.69,10.88,4.12,5.44,12.0,4.12,4.88,4.31,5.25,5.62,3.56,5.62,8.25,24.94,6.38,2.81,8.62,,5.62,7.88,5.44,42.75,5.06,9.56,7.12,5.06,5.06,3.94,4.69,-1.005556,-4.461111,6.0,0.0,,-11.160494,46.533544
US_VA_51143,2020-01-21,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,4.93,10.26,4.54,10.66,7.3,6.71,4.74,7.5,3.95,2.76,22.89,3.55,9.87,3.95,5.13,11.64,6.32,3.75,7.7,4.93,3.55,12.43,2.96,8.49,31.38,7.89,4.14,4.74,3.75,7.11,9.67,4.74,51.12,4.54,6.91,4.34,5.92,5.13,4.34,3.16,-2.246914,-6.858025,3.339506,0.0,,-12.361111,46.023474
US_VA_51143,2020-01-22,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,7.54,8.28,3.86,11.04,7.36,5.52,4.05,4.78,6.44,3.13,20.98,3.31,12.51,3.13,5.34,11.96,5.15,10.86,5.52,5.34,5.89,10.49,3.13,8.46,27.79,8.83,3.86,6.81,3.31,6.44,9.38,5.89,45.08,8.1,7.54,6.26,5.71,4.78,,4.6,-0.966667,-6.244444,6.433333,0.0,,-10.691358,48.327833
US_VA_51143,2020-01-23,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,4.13,8.78,4.13,8.95,7.06,3.96,2.58,4.3,2.41,3.44,21.52,3.44,10.15,2.93,3.79,9.12,3.96,6.88,5.51,6.02,4.47,5.16,4.13,9.81,29.61,6.02,2.93,7.06,3.44,4.99,4.65,2.93,36.15,2.93,6.2,6.2,3.27,5.85,4.65,3.27,-0.355556,-6.955556,7.261111,0.0,,-7.524691,59.461345
US_VA_51143,2020-01-24,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,4.51,7.19,,10.7,7.02,3.34,4.85,5.68,4.51,3.01,20.9,5.52,10.87,2.67,4.35,9.7,4.35,5.68,4.18,3.85,4.01,6.02,,8.19,31.09,6.02,3.34,8.53,3.51,4.01,5.18,3.01,38.95,5.18,5.35,4.51,4.51,5.68,4.85,2.51,5.15,-3.027778,12.511111,0.98425,,1.234568,77.434546
US_VA_51143,2020-01-25,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,6.85,9.88,4.03,8.87,6.85,5.85,3.02,7.86,,,21.17,,9.88,5.64,3.83,7.66,4.23,6.25,4.84,4.64,4.84,7.46,3.23,7.66,33.87,6.45,,7.86,3.63,3.43,3.43,5.04,44.75,6.85,6.25,7.46,3.23,5.44,5.44,,10.005556,4.0,14.016667,33.556222,,5.993827,77.22351
US_VA_51143,2020-01-26,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,6.46,12.38,2.69,13.27,7.71,6.28,,6.28,5.38,,28.88,5.38,10.76,3.41,4.49,8.07,4.84,7.17,4.66,3.95,6.1,3.77,2.87,8.07,38.03,4.84,2.69,7.53,2.51,3.41,3.41,5.2,38.21,5.56,6.64,6.82,6.64,4.49,3.23,3.05,4.155556,-1.472222,11.794444,1.2192,,-2.296296,63.421884
US_VA_51143,2020-01-27,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,6.07,6.07,2.7,11.97,10.12,7.25,4.22,5.73,5.4,3.71,29.85,2.87,11.47,5.23,4.22,9.11,4.55,7.59,5.57,3.04,4.22,5.06,2.36,9.78,34.4,4.05,2.36,8.09,3.2,2.7,3.88,4.38,39.63,6.24,6.58,4.72,3.54,4.72,4.05,2.7,3.466667,-2.238889,10.827778,0.0,,-0.592593,75.26287
US_VA_51143,2020-01-28,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,4.73,6.42,4.9,9.13,7.1,8.45,3.04,5.58,3.38,4.9,23.33,4.39,10.14,4.06,3.89,9.13,4.39,5.24,5.41,,4.23,4.9,3.89,7.78,31.78,8.62,,7.95,3.38,5.92,3.89,4.9,40.23,4.9,11.49,7.95,6.25,5.41,4.39,4.06,5.927778,-0.305556,10.8,0.3302,,-1.320988,59.982214
US_VA_51143,2020-01-29,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,5.53,8.3,4.06,9.4,11.25,6.45,4.79,6.09,6.45,3.5,28.58,4.79,11.06,5.53,5.16,9.22,2.95,5.53,5.16,3.87,3.69,5.53,3.32,8.85,42.41,5.9,3.32,7.38,,,6.09,4.43,43.89,6.27,18.44,5.9,5.35,4.06,6.82,4.98,2.616667,-2.483333,9.238889,0.0,,-2.950617,67.6126
US_VA_51143,2020-01-30,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,4.0,8.18,,8.36,7.99,6.0,3.63,4.54,3.63,2.91,31.07,3.81,10.36,2.73,3.63,10.72,6.36,6.18,6.18,3.09,5.27,3.81,3.27,8.36,36.34,4.91,3.27,6.36,,4.0,4.36,4.36,34.7,3.09,9.08,5.63,5.45,5.27,3.09,3.09,4.15,-1.633333,8.488889,0.0,,-3.012346,60.334175
US_VA_51143,2020-01-31,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,5.15,9.47,2.49,9.47,8.97,5.15,,4.82,4.32,3.49,30.23,4.82,12.62,2.99,6.14,8.8,3.99,5.98,6.31,3.32,4.15,6.48,2.66,7.97,32.22,7.31,2.99,7.31,3.49,4.65,5.81,4.32,38.36,5.15,8.97,5.32,4.98,4.32,3.15,2.99,1.333333,-3.022222,7.105556,1.411111,,-2.54321,75.733683
US_VA_51143,2020-02-01,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,7.24,8.02,,12.33,7.24,7.63,4.31,6.07,7.44,2.94,24.27,3.91,10.37,3.13,,12.33,6.26,5.48,6.46,4.7,5.68,5.09,3.52,7.05,28.38,5.48,4.5,8.02,,,3.52,3.72,46.19,4.7,7.63,5.87,7.24,5.48,3.72,4.5,3.966667,-0.977778,8.983333,5.588,,2.111111,88.001672
US_VA_51143,2020-02-02,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,6.98,6.98,,3.77,9.24,7.92,,8.11,6.04,2.83,25.84,3.02,10.18,,6.41,8.3,3.77,4.71,5.28,4.9,3.21,5.66,5.09,6.6,28.48,8.11,,8.3,3.96,4.9,6.41,6.41,45.07,3.21,7.36,6.98,5.09,4.71,5.47,3.77,7.677778,0.161111,16.705556,0.127,,-0.722222,55.397996
US_VA_51143,2020-02-03,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,4.78,9.04,3.58,10.58,8.53,5.63,3.24,6.99,4.09,,23.03,3.41,13.82,3.58,4.61,11.26,3.24,6.14,8.02,4.95,3.58,4.26,4.95,8.02,29.0,5.63,4.26,7.85,4.95,4.43,5.29,4.78,38.89,2.73,5.8,5.63,5.97,4.43,3.58,3.92,13.866667,2.65,22.177778,0.0,,0.438272,40.205767
US_VA_51143,2020-02-04,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,7.58,7.39,3.5,16.14,6.81,7.97,4.86,8.56,5.06,3.11,27.23,3.31,14.0,3.69,5.06,12.25,6.42,8.95,6.03,5.64,5.45,6.03,5.45,7.78,32.87,8.17,4.08,7.97,4.47,5.64,7.2,7.39,40.45,4.28,5.06,8.75,7.2,6.22,4.86,4.67,15.666667,8.922222,21.127778,0.1905,,4.950617,49.502634
US_VA_51143,2020-02-05,ChIJkwV67U5VTYgRmb4n30LHMtk,Q513744,geoId/51143,US,United States of America,VA,Virginia,51143,Pittsylvania County,US,USA,2,,,,,,,61309,30195,31114,5729,7293,6360,6253,7533,9847,9211,6144,2939,2532631,36.82,-79.4,2533,75.88125,,,,,5.47,9.57,3.32,13.28,10.55,7.42,4.1,4.88,6.84,3.32,28.33,5.27,13.87,3.13,7.03,11.92,4.49,7.23,9.57,6.25,6.64,4.3,3.13,11.33,33.8,7.42,4.3,6.64,5.27,3.13,5.47,6.45,41.41,3.71,8.21,7.42,5.47,4.69,3.13,3.13,14.166667,10.466667,18.672222,1.411111,,11.265432,84.268336
