location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48373,2020-01-11,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,5.66,11.01,6.92,8.49,7.55,6.6,7.86,,13.21,5.03,9.75,,,11.95,4.72,,,,5.66,5.03,16.35,20.44,8.49,7.86,,,,44.97,5.97,6.6,8.49,7.23,6.92,15.04321,7.240741,23.574074,27.105429,,12.006173,82.288377
US_TX_48373,2020-01-12,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,6.04,12.72,5.41,8.59,5.73,6.68,5.09,6.04,17.18,5.73,12.09,,5.73,13.36,5.41,7.32,7.32,,,5.41,9.86,24.5,9.86,10.18,4.77,,6.68,39.77,4.45,8.59,9.86,5.41,5.41,5.666667,1.111111,13.518519,4.120444,,2.82716,82.082441
US_TX_48373,2020-01-13,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,3.87,8.22,4.84,9.91,7.01,7.98,9.43,5.32,13.3,4.11,11.12,4.11,3.87,13.06,3.87,4.35,5.08,5.08,4.84,3.63,9.67,26.6,6.53,7.01,5.8,5.56,6.53,45.45,4.35,8.22,7.01,4.84,3.63,11.518519,5.882716,17.179012,0.217714,,9.45679,87.260206
US_TX_48373,2020-01-14,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,4.57,7.69,,13.7,7.93,7.45,7.93,,18.26,3.6,12.74,,3.85,15.14,,6.73,5.53,7.69,3.85,6.49,15.38,23.07,5.53,11.78,6.73,5.53,6.97,42.77,5.05,7.69,3.85,7.69,,19.308642,14.358025,23.660494,7.112,,18.376543,94.403319
US_TX_48373,2020-01-15,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,5.35,7.05,5.84,9.73,9.49,7.3,6.57,4.87,13.14,3.41,8.52,,5.35,12.65,3.41,5.11,5.11,8.27,,7.3,18.0,31.38,6.57,6.81,5.84,5.84,11.19,37.47,,8.76,5.84,6.81,4.87,21.95679,19.493827,26.197531,6.821714,,20.253086,90.168213
US_TX_48373,2020-01-16,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,4.62,5.35,5.59,11.91,8.51,5.35,5.11,5.35,14.59,3.4,11.19,4.38,3.89,12.16,3.89,6.81,4.86,4.86,7.29,4.62,12.89,27.72,6.08,9.0,,3.89,8.27,37.45,3.89,6.08,4.13,6.08,,20.759259,18.024691,24.58642,0.0,,19.030864,90.039952
US_TX_48373,2020-01-17,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,4.16,9.78,6.11,12.72,9.29,5.62,4.89,,10.76,3.67,8.31,,6.36,9.05,5.13,8.07,7.83,5.13,5.62,3.42,10.76,29.59,7.83,7.09,4.65,5.13,,33.99,3.91,8.31,7.09,3.91,6.6,17.339506,14.574074,22.216049,0.5715,,15.216049,87.377581
US_TX_48373,2020-01-18,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,4.45,7.95,,12.4,10.81,6.99,6.36,,16.53,,10.49,,,11.76,5.09,5.4,10.17,5.4,,5.72,11.13,28.93,6.68,4.77,6.36,9.22,,43.55,7.63,12.72,7.63,4.77,4.77,20.030864,17.253086,22.864198,1.197429,,18.080247,88.597093
US_TX_48373,2020-01-19,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,,7.62,4.76,16.82,5.39,5.71,7.62,4.76,13.65,,14.91,4.76,4.44,12.69,,5.71,6.98,5.71,7.3,6.98,11.11,28.24,6.35,8.25,5.39,8.57,7.3,40.62,6.35,8.57,5.71,8.25,5.71,11.450617,5.320988,19.030864,4.15925,,0.08642,45.625356
US_TX_48373,2020-01-20,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,,8.13,4.69,13.46,8.76,7.51,5.95,4.38,16.9,,15.02,,6.26,13.46,6.57,,7.2,9.07,6.26,7.2,16.58,39.43,5.63,8.76,6.26,8.13,6.88,47.25,5.63,10.95,6.26,5.63,6.57,7.54321,1.08642,15.549383,0.0,,-1.438272,53.404606
US_TX_48373,2020-01-21,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,7.31,6.3,10.08,14.12,7.06,5.54,4.29,6.3,24.2,4.79,12.86,,6.05,9.07,,4.79,8.32,4.54,,9.33,12.1,28.23,10.08,6.55,5.54,8.32,10.59,43.35,4.79,6.55,7.56,5.29,5.04,6.475309,0.333333,14.253086,0.0,,-0.481481,61.594631
US_TX_48373,2020-01-22,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,3.8,9.03,,10.7,10.22,6.18,6.89,5.71,20.92,,8.56,,4.99,11.41,4.52,4.28,5.47,5.23,6.89,5.94,11.17,30.19,4.75,8.08,4.04,6.18,6.42,42.31,3.8,7.13,7.61,,6.89,7.611111,4.04321,11.888889,0.508,,3.641975,76.074249
US_TX_48373,2020-01-23,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,3.72,8.44,3.47,8.44,7.44,3.97,4.96,,27.54,3.97,10.17,4.47,4.47,11.16,4.47,4.71,6.45,5.71,,5.71,12.16,38.46,5.96,7.44,6.45,5.21,4.71,40.69,4.22,5.71,5.71,7.44,6.95,13.438272,9.006173,15.919753,25.109714,,11.709877,89.423289
US_TX_48373,2020-01-24,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,3.53,7.82,4.04,9.08,9.58,8.07,5.8,,22.7,,11.1,,6.56,10.34,5.55,,6.05,3.78,,4.54,11.6,37.33,8.07,8.83,5.55,4.29,8.07,46.91,5.55,9.58,,5.04,8.32,9.481481,2.197531,18.574074,2.568222,,3.703704,67.33868
US_TX_48373,2020-01-25,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,,9.63,5.46,16.7,8.35,5.46,10.28,,28.58,7.07,9.63,,6.1,11.88,7.39,7.07,6.1,,,7.71,11.24,41.42,10.28,11.88,7.07,8.67,6.42,40.78,4.5,8.03,5.14,5.14,8.03,9.648148,2.654321,18.962963,0.0,,3.87037,67.454187
US_TX_48373,2020-01-26,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,5.35,6.24,5.05,10.1,10.4,5.94,5.35,4.46,31.79,5.35,13.37,5.94,,9.8,,,6.24,7.72,7.13,6.83,9.8,35.95,4.16,7.72,4.16,4.75,8.02,46.05,4.46,5.94,8.32,8.02,5.94,15.506173,12.771605,20.518519,5.334,,12.04321,80.100251
US_TX_48373,2020-01-27,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,5.45,6.88,5.22,14.46,9.48,6.64,4.98,4.74,27.03,4.03,12.8,,4.5,11.62,7.11,4.5,4.27,,4.98,4.74,14.46,44.81,10.2,10.43,7.82,6.4,8.06,42.44,4.5,7.11,8.06,6.17,5.69,12.820988,9.283951,18.04321,0.818444,,10.95679,88.525651
US_TX_48373,2020-01-28,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,7.23,4.58,4.58,11.57,7.23,4.82,8.92,3.37,21.21,4.34,13.01,,7.95,12.53,4.1,7.23,7.23,4.34,,5.78,10.12,40.25,9.88,8.19,7.23,6.75,7.95,40.49,6.03,14.94,,8.19,5.3,12.574074,9.864198,16.037037,0.036286,,10.746914,88.8084
US_TX_48373,2020-01-29,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,5.21,7.93,5.45,10.66,10.41,6.2,,4.71,29.74,3.96,13.88,4.46,5.95,14.13,,7.43,7.19,5.45,3.96,4.96,12.64,37.67,6.69,4.21,8.43,4.46,5.7,42.63,4.71,11.4,8.43,10.66,,9.981481,7.395062,14.907407,9.144,,6.722222,80.470202
US_TX_48373,2020-01-30,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,7.38,,7.12,14.5,9.92,7.12,6.11,,43.0,5.6,12.21,4.07,6.87,9.67,5.09,9.41,7.12,3.82,4.58,5.09,10.43,43.25,9.92,6.62,6.36,5.09,5.85,44.78,3.82,6.87,6.36,6.36,7.63,10.037037,8.382716,12.648148,0.0,,7.462963,84.224063
US_TX_48373,2020-01-31,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,,,3.62,7.75,8.53,7.49,5.17,,37.99,5.17,14.47,,4.91,11.63,4.39,9.3,7.75,6.46,5.43,3.88,13.95,40.31,7.49,5.94,5.43,4.13,6.98,42.38,7.75,6.2,5.17,6.46,4.13,10.777778,8.41358,14.17284,0.036286,,7.919753,82.641641
US_TX_48373,2020-02-01,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,5.43,8.3,,11.17,10.85,,8.3,6.38,28.41,,15.96,6.38,,9.89,,9.26,6.38,5.11,7.02,5.75,7.98,39.26,7.34,10.85,,5.75,5.43,43.09,7.02,9.57,7.98,,5.43,9.697531,2.419753,19.765432,0.0,,3.04321,63.355242
US_TX_48373,2020-02-02,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,7.06,6.14,6.14,13.5,7.36,6.75,9.21,,25.16,6.14,15.96,4.3,5.83,8.9,,6.14,8.59,,5.22,5.52,9.21,36.52,6.44,6.14,6.75,7.06,7.36,44.49,,9.21,8.59,,6.44,12.839506,4.209877,24.796296,0.0,,3.87037,55.091389
US_TX_48373,2020-02-03,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,7.71,6.99,,10.36,8.68,9.16,5.3,5.06,30.37,,16.39,3.37,4.34,15.67,,8.68,9.16,4.82,,4.1,13.26,40.25,12.77,6.51,4.82,6.75,8.92,43.38,6.03,8.2,7.47,9.4,6.75,16.851852,9.481481,23.851852,0.0,,11.314815,70.054527
US_TX_48373,2020-02-04,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,4.38,6.08,,11.2,6.08,5.84,4.62,,19.72,,12.9,5.36,5.6,13.39,3.9,5.11,7.3,4.38,3.41,4.62,11.44,27.99,11.44,7.3,7.79,,6.82,47.71,7.3,7.55,6.33,6.33,5.36,21.382716,17.67284,25.314815,0.036286,,17.691358,79.642184
US_TX_48373,2020-02-05,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,5.72,9.06,4.05,13.83,8.82,6.44,7.39,6.2,22.17,,10.49,3.58,8.35,10.25,5.01,7.39,4.53,7.15,5.48,6.44,10.73,32.66,6.44,7.63,6.2,4.29,5.48,41.72,3.34,9.06,3.58,5.72,8.58,12.401235,6.62963,22.469136,0.108857,,10.62963,89.000781
US_TX_48373,2020-02-06,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,4.61,4.85,5.09,8.97,3.88,5.09,4.61,,23.77,3.4,10.91,,5.33,13.34,,5.09,4.12,,4.61,3.88,9.94,31.52,6.06,8.49,5.58,7.52,8.97,38.56,,6.55,3.88,7.28,6.06,5.660494,2.574074,10.253086,2.177143,,0.820988,71.596708
US_TX_48373,2020-02-07,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,6.41,7.64,4.93,10.6,11.1,5.92,5.92,,20.47,3.95,14.06,,,10.11,12.58,3.7,4.93,3.45,4.93,4.93,11.59,40.94,7.15,8.38,4.68,4.93,4.19,37.48,4.19,9.37,3.7,5.42,4.19,7.722222,-1.055556,21.567901,0.903111,,-1.049383,54.310517
US_TX_48373,2020-02-08,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,6.35,6.04,6.67,13.66,8.89,6.99,,6.99,21.92,,12.07,4.45,,11.75,11.12,,5.4,4.76,6.67,,11.75,36.85,11.12,8.26,7.94,9.53,4.45,37.17,,7.94,8.58,,5.4,13.117284,6.179012,21.191358,0.0,,5.030864,58.111468
US_TX_48373,2020-02-09,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,7.0,11.26,,13.08,7.91,6.08,4.26,,18.25,,12.17,7.3,,13.08,9.43,8.21,7.3,4.87,5.78,4.87,9.74,31.03,10.34,8.82,6.69,6.69,7.61,47.46,,6.08,6.08,7.3,4.87,17.549383,12.666667,22.648148,0.0,,14.54321,82.574231
US_TX_48373,2020-02-10,ChIJ0bDiw-jyOIYRPrqcrZnzyQc,Q113375,geoId/48373,US,United States of America,TX,Texas,48373,Polk County,US,USA,2,,,,,,,48990,26461,22529,5448,5559,5738,5985,5801,7129,8022,3940,1368,1841042,30.8,-94.83,2874,74.222222,,,,,,,4.22,7.03,,10.08,7.27,7.27,4.92,6.8,23.44,6.09,12.19,4.69,5.39,10.08,6.33,3.28,4.92,,,,12.19,30.94,7.97,8.91,5.86,5.39,5.63,42.2,,7.97,4.92,6.8,4.69,21.790123,17.851852,25.783951,1.778,,19.802469,88.622704
