location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_autoimmune_disease,search_trends_back_pain,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_bruise,search_trends_burn,search_trends_candidiasis,search_trends_chest_pain,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_dementia,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_dizziness,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_hay_fever,search_trends_headache,search_trends_heart_arrhythmia,search_trends_heartburn,search_trends_hypertension,search_trends_hypothyroidism,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_nausea,search_trends_obesity,search_trends_pain,search_trends_panic_attack,search_trends_paresthesia,search_trends_perspiration,search_trends_psychosis,search_trends_scar,search_trends_sinusitis,search_trends_skin_condition,search_trends_skin_rash,search_trends_skin_ulcer,search_trends_sleep_disorder,search_trends_sore_throat,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_PA_42033,2021-02-06,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,42,5,5790,109,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-11,-1,,-22,-7,4,2.45,5.01,8.74,3.15,8.27,3.5,7.92,4.89,2.21,4.31,2.33,5.71,4.78,1.98,3.61,1.98,3.15,3.38,,7.46,4.66,3.96,3.61,,5.59,3.5,9.91,3.26,1.86,2.33,3.73,5.48,3.15,2.68,2.68,4.2,,4.08,,1.86,4.89,,15.38,5.24,2.56,5.83,3.38,2.91,4.66,,2.56,8.74,34.85,,2.45,,2.1,2.33,,3.38,7.46,,2.56,,2.21,5.94,3.85,3.5,2.91,3.96,3.26,3.15,-2.111111,-4.927778,1.588889,0.580571,-10.633333,52.27022
US_PA_42033,2021-02-07,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,23,1,5813,110,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-22,-6,,-59,-7,4,2.56,4.0,9.01,4.0,9.45,1.89,7.12,6.89,,5.67,1.56,5.34,4.67,,2.89,,1.56,2.45,1.67,5.78,4.34,2.56,3.45,,4.45,2.0,11.01,5.67,1.89,2.11,3.67,5.11,2.78,3.11,4.67,5.0,,4.78,2.22,4.67,6.89,,19.34,7.67,2.33,6.45,2.56,3.0,5.0,3.0,2.56,7.23,39.13,,1.78,2.0,,2.45,3.22,3.89,8.45,,2.22,,3.45,7.78,6.23,4.89,3.0,3.45,3.22,3.67,-5.394444,-9.455556,-0.2,0.0,-11.627778,61.665594
US_PA_42033,2021-02-08,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,5,-1,5818,109,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-18,-5,,-27,-17,8,2.71,4.94,6.29,4.16,9.97,3.49,8.52,6.0,2.9,5.13,1.36,7.17,4.84,2.23,3.87,1.74,2.32,4.46,2.23,7.26,3.97,4.16,3.97,,6.29,3.2,9.97,4.75,2.32,3.2,1.74,4.36,4.65,2.23,4.46,3.97,,5.13,2.71,2.32,8.72,1.36,21.11,5.33,2.42,6.58,3.2,7.07,5.52,2.32,2.23,7.36,41.35,1.65,1.74,1.94,2.81,1.65,2.03,5.71,6.68,2.32,3.58,1.36,3.2,6.1,4.36,4.55,1.84,2.32,2.9,2.9,-9.316667,-15.366667,-2.105556,0.197556,-16.188889,57.639421
US_PA_42033,2021-02-09,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,37,1,5855,110,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-20,-10,,-31,-20,9,2.77,5.34,5.25,2.97,9.11,3.07,9.11,7.62,1.58,4.85,2.67,6.63,5.34,2.87,3.27,1.98,1.39,4.16,1.49,8.91,4.95,4.55,4.36,1.68,5.64,2.57,9.9,4.55,2.97,2.87,2.97,3.96,1.88,3.17,4.26,3.17,,4.75,3.37,3.27,9.5,3.46,23.16,5.74,3.86,7.92,3.76,5.84,5.44,2.18,2.48,6.83,40.09,2.28,2.08,1.98,1.58,2.87,2.28,4.55,7.42,2.28,2.28,2.48,3.17,5.84,5.44,4.36,3.17,2.57,4.16,2.18,-3.9,-7.661111,-0.672222,0.762,-7.638889,75.425187
US_PA_42033,2021-02-10,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,30,0,5885,110,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-9,-1,,-26,-16,7,1.99,5.07,6.26,3.87,8.54,3.48,10.73,6.36,1.59,5.26,1.39,6.95,3.97,1.79,3.67,2.19,2.09,3.08,1.39,5.76,3.77,3.18,3.38,1.59,5.17,3.28,11.32,3.58,2.19,2.09,3.58,5.17,3.58,1.69,3.87,4.07,,6.95,2.19,1.79,10.33,2.48,20.26,6.36,2.88,7.55,3.87,5.86,6.16,2.98,1.39,8.74,36.95,2.78,2.48,2.19,1.69,1.59,1.69,3.77,6.75,3.28,2.19,1.59,2.19,7.05,5.36,5.76,2.38,3.18,3.87,3.48,-4.255556,-7.355556,-1.327778,0.290286,-8.777778,71.062414
US_PA_42033,2021-02-11,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,44,0,5929,110,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-13,-6,,-27,-19,8,2.79,5.09,7.38,4.39,8.58,2.0,12.57,5.39,2.29,4.59,2.5,6.79,4.49,,5.19,1.8,1.5,2.79,,7.48,4.19,3.79,3.49,1.6,6.39,2.0,12.87,4.99,,2.99,2.89,5.19,2.89,2.69,5.59,4.89,,5.69,3.49,4.19,9.18,2.4,22.85,6.49,2.69,3.99,3.39,5.59,5.99,2.1,1.8,13.37,38.32,2.6,2.5,1.5,,2.5,2.4,4.49,6.49,2.4,2.0,1.9,4.29,7.48,5.09,4.99,2.99,1.6,2.99,4.19,-4.383333,-5.716667,-2.277778,1.814286,-7.516667,78.99699
US_PA_42033,2021-02-12,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,29,0,5958,110,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-17,-5,,-28,-20,8,1.56,5.19,7.05,4.15,8.3,2.39,10.27,6.12,1.97,5.71,2.49,5.29,3.63,2.39,3.22,1.87,,,1.87,6.22,4.67,2.59,2.7,1.97,5.08,2.08,9.86,5.81,1.56,2.7,2.18,6.02,2.7,2.18,4.88,4.98,,5.08,3.94,3.94,7.68,2.59,20.02,6.22,4.56,7.57,2.39,5.39,4.98,1.66,1.56,10.06,40.46,1.66,1.87,1.45,2.8,1.56,,5.19,5.91,2.39,3.22,,2.7,7.68,4.77,4.56,3.11,2.7,2.49,3.01,-6.455556,-9.511111,-3.588889,0.15875,-11.572222,67.187437
US_PA_42033,2021-02-13,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,24,0,5982,110,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-11,0,,-27,-10,6,2.19,3.0,7.62,4.27,8.54,,6.46,4.04,2.65,3.12,,5.2,3.58,2.65,3.12,1.62,,2.89,1.73,8.43,3.81,3.35,3.58,,3.46,1.96,9.93,3.0,,,2.89,4.85,3.12,2.42,3.81,4.85,,3.92,3.0,5.08,6.93,,20.32,4.62,4.16,6.93,1.96,3.81,3.81,2.54,,6.81,36.94,1.62,1.85,,1.96,,2.08,4.16,7.39,,1.85,,1.85,5.31,6.35,6.46,1.73,1.96,2.19,2.42,-6.011111,-7.75,-4.4,0.03175,-10.75,69.631664
US_PA_42033,2021-02-14,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,21,1,6003,111,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-5,1,,-20,-11,3,1.81,4.42,7.25,3.74,8.39,2.83,7.37,4.19,1.93,3.85,,5.78,3.97,2.15,3.29,1.93,1.81,2.61,,5.89,4.31,3.85,3.85,1.93,5.78,2.38,8.28,6.58,,2.72,2.95,4.53,3.74,3.29,4.19,4.87,,3.63,1.81,2.15,8.05,2.38,19.84,5.89,3.51,6.12,1.81,4.99,3.85,2.95,2.38,7.59,39.56,1.81,1.59,,,2.04,,2.95,4.53,2.27,2.95,1.81,2.27,4.99,3.97,4.31,2.49,1.81,3.63,2.27,-4.194444,-6.777778,-1.994444,0.0,-6.022222,87.302598
US_PA_42033,2021-02-15,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,5,0,6008,111,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-31,-14,,-40,-30,13,3.24,5.79,6.28,2.55,9.02,3.43,11.08,5.2,1.67,4.9,2.25,5.49,4.22,2.45,3.43,1.57,,2.75,1.86,5.49,3.43,3.43,3.92,1.76,7.36,1.96,11.87,4.71,1.86,1.86,2.55,6.18,3.24,1.86,5.2,4.41,,4.61,2.84,4.32,8.63,2.35,23.83,5.2,4.02,7.36,3.24,6.37,5.39,2.65,1.76,8.24,40.2,2.84,1.86,1.57,2.35,,1.67,4.9,6.57,1.86,1.96,1.57,2.94,7.45,5.59,5.29,2.25,3.43,3.92,2.45,-3.355556,-5.127778,-1.377778,0.0,-5.583333,84.811438
US_PA_42033,2021-02-16,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,30,0,6038,111,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-28,-18,,-39,-25,13,1.69,4.87,7.55,2.48,8.45,2.48,8.55,4.87,2.39,4.17,1.69,5.96,5.67,2.88,2.78,1.89,1.79,3.58,,6.46,5.77,3.78,3.28,1.79,6.66,2.29,12.13,3.98,2.39,3.68,2.48,6.06,3.48,2.58,6.46,4.28,,3.78,3.08,3.98,7.85,2.09,21.07,6.16,2.68,6.26,3.98,6.46,6.36,2.58,2.68,8.85,38.47,2.48,2.58,,2.68,2.98,1.89,4.87,7.06,2.39,1.79,,3.88,5.27,5.47,5.57,2.29,2.68,3.38,3.58,-0.855556,-6.266667,2.533333,10.50925,-2.972222,85.707952
US_PA_42033,2021-02-17,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,32,1,6070,112,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-8,3,,-28,-17,6,3.7,5.0,7.81,5.71,9.51,4.61,8.41,5.61,2.5,5.11,,6.31,3.6,3.8,5.21,1.4,2.5,3.0,1.4,7.01,5.71,5.0,2.7,1.9,5.71,3.6,10.91,3.5,2.2,3.4,2.6,3.8,2.8,2.6,4.5,5.81,1.9,5.0,4.0,3.2,8.61,2.1,24.93,6.11,3.5,6.61,4.61,7.01,5.91,2.4,2.2,11.61,38.44,1.6,1.9,2.5,2.6,1.6,,5.3,7.01,1.8,2.8,1.4,3.7,5.0,4.91,4.71,2.2,2.2,4.3,,-8.15,-12.583333,-0.627778,1.560286,-12.838889,69.16732
US_PA_42033,2021-02-18,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,22,0,6092,112,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-23,-15,,-36,-27,13,1.56,4.77,6.43,4.38,8.38,3.02,8.86,6.72,1.36,4.97,1.56,5.36,4.68,2.63,4.38,1.85,1.95,2.53,1.66,6.92,5.65,3.8,1.95,1.66,6.04,2.53,12.18,4.87,,2.92,2.05,5.36,4.48,3.41,3.21,3.41,,4.29,2.63,1.66,7.6,2.05,21.82,7.11,3.99,7.6,3.8,5.94,4.29,2.44,2.34,11.59,39.35,1.66,2.53,1.66,2.14,1.95,2.92,3.99,6.92,2.44,2.24,2.05,2.34,6.62,5.07,4.58,1.85,3.51,4.19,3.12,-5.405556,-9.416667,-3.605556,1.233714,-8.277778,80.439085
US_PA_42033,2021-02-19,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,14,1,6106,113,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-23,-13,,-33,-16,9,2.27,4.84,7.12,3.36,9.1,2.67,9.98,5.24,2.08,4.25,4.65,5.63,2.37,1.68,4.25,1.38,1.88,2.47,,6.62,3.85,3.06,2.57,2.37,4.75,1.68,10.08,4.25,1.68,4.94,4.25,6.03,2.27,2.67,4.75,4.25,,3.95,3.46,4.45,8.6,1.68,21.16,5.54,3.46,5.93,2.97,5.44,3.26,2.77,2.87,9.59,37.47,1.68,2.47,1.98,,1.78,2.57,3.95,6.53,2.57,2.27,1.78,2.17,6.03,6.23,5.14,2.97,2.57,2.17,2.27,-3.95,-5.407407,-1.864198,1.233714,-5.95,86.198159
US_PA_42033,2021-02-20,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,16,0,6122,113,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-12,-4,,-19,-8,5,1.72,3.9,9.29,3.1,9.52,3.56,7.34,6.08,,2.75,2.98,6.31,3.79,,2.18,1.61,1.61,2.64,,5.97,3.9,3.21,2.18,2.18,5.39,3.1,9.64,4.59,1.72,3.33,2.64,4.47,3.1,3.1,3.9,4.7,1.61,5.62,,2.75,8.95,2.18,19.05,6.08,2.87,6.42,3.1,4.25,5.97,4.02,2.41,10.33,37.41,,3.21,1.61,1.95,2.75,1.61,3.56,4.7,1.95,2.18,2.52,3.21,5.97,4.13,5.39,3.21,2.06,2.75,3.79,-7.067901,-9.518519,-4.438272,0.217714,-11.259259,72.207889
US_PA_42033,2021-02-21,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,14,0,6136,113,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-6,-1,,-38,-10,3,3.06,4.53,7.81,4.75,9.05,2.26,8.6,6.11,2.04,4.3,,6.57,4.3,2.6,4.75,2.15,2.38,2.83,,6.68,4.3,2.26,3.85,,5.32,3.4,10.41,3.85,,,3.62,6.0,3.62,2.83,4.08,5.43,2.04,5.77,3.06,2.94,8.83,1.7,21.5,6.11,3.85,6.9,3.85,2.15,4.3,2.38,2.15,6.68,40.52,,2.72,1.7,1.7,2.83,2.04,4.08,5.89,2.38,2.94,,3.17,5.55,4.64,5.77,3.96,3.17,5.32,3.17,-6.588889,-13.605556,0.366667,0.0635,-13.188889,59.710673
US_PA_42033,2021-02-22,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,13,0,6149,113,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-39,-23,,-35,-31,14,2.88,4.31,7.6,2.26,8.93,3.59,7.29,5.24,2.46,3.18,2.88,5.44,4.72,2.57,4.52,1.95,3.29,,,8.62,6.47,4.52,3.59,1.75,7.39,2.36,9.45,5.03,1.75,2.57,3.08,5.24,3.08,2.57,3.59,4.31,1.54,5.54,3.7,4.21,8.62,3.29,20.12,6.26,3.18,7.39,3.39,3.59,5.75,3.49,3.08,5.96,43.63,2.05,3.49,1.44,2.36,3.29,1.75,4.62,7.08,,2.36,,3.29,6.98,4.11,4.93,2.46,1.44,2.88,3.08,-0.683333,-3.022222,2.866667,0.870857,-6.177778,66.468542
US_PA_42033,2021-02-23,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,20,1,6169,114,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-8,4,,-18,-17,7,1.99,3.69,5.98,3.99,8.67,3.99,11.47,6.38,2.89,5.08,2.29,6.88,5.48,3.49,6.48,3.09,1.79,2.69,1.5,7.38,3.89,3.89,3.49,1.79,7.38,1.7,10.87,5.38,1.89,3.29,2.49,6.88,3.09,3.09,3.79,3.89,,5.58,3.49,3.49,9.57,2.39,27.32,7.08,3.49,6.78,4.79,6.38,5.88,3.99,2.59,11.07,42.37,,2.19,1.7,,1.4,2.99,3.19,6.98,2.39,3.69,,3.89,6.28,4.99,5.28,3.49,3.39,4.19,2.09,2.016667,-2.772222,5.8,3.273778,-2.627778,71.489687
US_PA_42033,2021-02-24,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,26,0,6195,114,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-3,4,,-17,-17,6,4.04,5.15,6.97,3.03,9.7,3.33,10.4,6.97,3.33,3.03,2.32,6.57,4.24,1.82,5.55,2.32,2.02,2.63,2.52,5.86,3.64,4.34,3.43,1.62,6.67,1.62,14.14,3.74,,4.34,3.64,4.85,3.84,3.84,5.76,4.75,1.41,5.05,2.32,3.74,9.9,3.54,23.33,6.77,3.43,7.17,3.13,6.46,6.36,2.63,3.43,7.98,44.64,3.13,2.22,3.03,,3.94,2.42,5.35,7.47,2.22,1.72,1.72,3.23,6.77,5.55,5.96,3.84,2.73,3.84,1.82,5.05,-2.844444,14.105556,0.108857,-2.05,60.377068
US_PA_42033,2021-02-25,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,19,0,6214,114,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-2,1,,-22,-16,6,2.91,4.41,7.22,3.11,11.33,3.41,7.52,6.72,2.0,4.11,2.41,4.41,3.61,2.61,6.51,1.9,,2.41,,5.81,4.31,3.81,3.71,,4.51,3.01,9.32,3.81,,3.11,2.51,5.51,3.71,2.51,4.71,4.11,1.7,4.11,2.91,2.71,9.42,3.21,20.35,6.62,4.61,6.82,3.21,5.81,4.51,3.31,1.4,10.22,41.3,,2.1,1.9,2.81,3.01,,5.51,7.52,2.0,2.91,1.9,2.71,8.02,5.31,5.91,4.11,3.11,4.91,1.9,3.055556,-2.066667,11.744444,0.66675,-4.294444,58.717135
US_PA_42033,2021-02-26,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,16,0,6230,114,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-13,-5,,-9,-15,7,2.01,4.73,7.25,3.22,8.46,3.12,7.86,3.32,2.72,3.02,1.81,4.73,4.93,1.41,2.62,2.32,,2.12,2.32,5.44,2.42,3.12,2.62,2.72,5.64,,8.36,3.63,2.22,2.32,1.81,3.02,2.62,2.22,5.34,3.02,,3.63,2.12,3.52,7.45,2.82,19.34,5.54,2.62,5.04,2.42,5.64,5.74,2.62,2.52,9.87,36.36,1.41,1.71,,1.71,1.81,1.91,3.52,4.33,2.22,2.12,,3.22,7.45,4.73,4.73,1.81,2.42,3.83,1.41,0.066667,-5.522222,4.722222,0.0,-8.161111,53.991935
US_PA_42033,2021-02-27,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,28,0,6258,114,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-4,-3,,-12,-3,4,3.08,6.04,9.23,4.22,9.35,2.96,6.27,5.47,2.39,3.31,1.6,5.81,3.08,1.71,3.53,2.39,3.31,2.28,,6.61,4.1,3.08,2.85,1.82,4.1,1.6,9.23,3.76,,2.85,3.08,3.99,3.65,3.19,5.01,5.81,1.82,3.99,,3.42,7.07,1.71,18.92,4.79,4.22,6.16,3.19,2.85,4.45,,2.51,10.14,39.89,,3.76,,2.28,1.82,1.94,2.51,4.9,,2.51,,2.39,6.84,4.56,3.19,1.6,3.42,3.19,3.19,3.433333,-1.272222,8.172222,0.28575,0.25,79.754372
US_PA_42033,2021-02-28,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,7,0,6265,114,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-4,-2,,-24,-5,3,3.11,5.89,8.01,,8.34,1.67,7.34,6.12,1.89,2.22,2.33,6.45,4.89,1.78,3.45,2.33,,1.78,,5.56,5.0,3.56,2.56,2.11,4.11,1.78,8.01,4.0,2.33,2.78,2.22,6.0,3.89,3.11,3.67,5.89,,5.45,2.11,4.11,7.12,,18.35,4.56,5.0,6.45,3.67,4.78,4.78,3.78,1.89,7.34,41.81,,3.67,,2.0,,,4.11,5.56,,3.11,,1.78,7.23,3.45,5.45,2.0,2.56,3.78,3.0,3.472222,-0.2,7.15,0.798286,1.972222,90.013441
US_PA_42033,2021-03-01,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,19,0,6284,114,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-8,-3,,-17,-18,7,2.78,4.87,7.85,3.58,10.93,3.68,9.64,8.15,3.78,4.47,1.89,5.27,3.48,2.68,4.57,2.09,1.69,2.98,1.79,7.65,5.27,5.27,3.58,3.28,6.96,,11.93,3.88,1.79,3.58,2.58,4.97,3.18,1.89,3.68,3.88,1.69,4.37,2.78,2.38,9.54,3.68,22.07,6.76,3.48,6.16,2.78,6.56,5.07,2.09,2.19,9.54,41.74,1.89,2.38,1.39,1.89,2.68,1.59,4.47,7.55,,2.38,2.19,4.08,6.46,5.37,5.76,2.88,1.89,3.88,2.29,4.166667,-0.633333,8.616667,14.76375,0.988889,79.85035
US_PA_42033,2021-03-02,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,24,0,6308,114,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,0,2,,-19,-16,6,2.78,5.07,5.57,3.28,10.34,3.28,13.52,5.47,2.88,4.28,3.48,7.85,6.26,2.39,5.07,1.69,1.89,2.29,1.39,8.65,4.37,4.08,3.68,2.88,7.55,2.19,10.84,4.28,2.29,4.37,2.09,6.46,3.68,2.09,6.46,3.38,2.19,3.78,2.58,3.88,10.54,2.19,24.36,6.96,4.28,5.96,2.58,6.66,5.67,2.88,3.68,9.44,44.24,2.29,2.98,,3.18,2.68,2.88,3.28,6.86,1.69,3.28,1.69,3.88,6.86,5.57,6.76,2.98,4.08,4.17,2.78,-3.716667,-8.005556,2.416667,1.651,-12.522222,50.632988
US_PA_42033,2021-03-03,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,26,0,6334,114,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,2,7,,-14,-16,5,1.71,5.93,9.05,3.92,9.65,4.02,10.96,6.13,3.42,4.12,2.21,6.74,6.13,1.81,3.52,1.81,2.81,1.41,2.81,7.74,4.12,4.83,4.42,2.92,6.64,2.01,14.48,6.33,2.11,2.61,2.31,6.54,4.83,2.01,4.62,3.92,1.41,4.53,3.12,2.92,9.85,2.51,21.42,6.74,4.53,6.64,4.02,6.43,5.03,4.32,2.51,7.44,40.72,3.12,1.61,1.41,2.11,2.41,1.81,5.23,7.04,2.21,3.12,,3.92,6.84,4.42,4.93,1.81,4.12,6.03,,2.244444,-6.305556,10.772222,0.0,-8.1,46.575363
US_PA_42033,2021-03-04,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,28,0,6362,114,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-3,-2,,-24,-15,7,3.25,4.24,7.79,4.14,10.45,3.65,11.44,5.32,2.37,4.63,2.27,5.42,5.52,3.75,4.14,1.68,2.37,2.46,3.35,8.08,5.42,4.24,4.34,1.58,6.41,2.86,11.63,4.93,2.27,3.06,2.76,5.22,3.55,3.94,5.82,5.42,1.97,5.42,2.96,3.15,10.05,2.07,22.57,7.1,2.17,6.9,3.25,7.2,6.41,3.65,2.07,12.12,42.88,1.97,1.87,1.68,2.56,,1.87,4.24,6.41,2.07,2.17,2.17,3.45,5.13,4.93,6.31,1.97,2.56,6.8,2.07,1.661111,-3.211111,9.25,0.0,-4.2,65.331992
