location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_autoimmune_disease,search_trends_back_pain,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_bruise,search_trends_burn,search_trends_candidiasis,search_trends_chest_pain,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_dementia,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_dizziness,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_hay_fever,search_trends_headache,search_trends_heart_arrhythmia,search_trends_heartburn,search_trends_hypertension,search_trends_hypothyroidism,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_nausea,search_trends_obesity,search_trends_pain,search_trends_panic_attack,search_trends_paresthesia,search_trends_perspiration,search_trends_psychosis,search_trends_scar,search_trends_sinusitis,search_trends_skin_condition,search_trends_skin_rash,search_trends_skin_ulcer,search_trends_sleep_disorder,search_trends_sore_throat,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_PA_42033,2020-03-09,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,,,,,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,10,14,,10,-1,0,2.51,4.8,6.86,3.54,9.94,3.66,5.94,5.48,2.29,4.11,3.31,4.91,5.03,2.63,3.88,,,3.08,,27.88,2.29,10.86,2.17,1.83,2.86,2.17,8.8,3.66,2.4,2.17,2.06,5.26,6.51,2.4,3.77,3.77,2.29,4.8,1.6,2.51,7.43,3.43,49.93,5.03,,7.43,2.17,5.14,4.91,2.86,2.74,5.48,34.51,1.71,2.51,2.4,2.06,,2.4,4.68,10.97,,1.94,4.23,2.4,6.86,4.0,4.91,2.4,4.34,,1.94,11.922222,4.844444,19.516667,0.0,-6.544444,27.220354
US_PA_42033,2020-03-10,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,,,,,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,10,9,,1,0,1,2.33,4.87,6.77,3.49,11.22,3.07,9.95,6.46,1.91,2.54,1.91,6.56,4.13,1.91,3.71,1.91,2.01,2.33,,30.59,3.39,10.37,3.39,3.49,4.87,2.33,10.59,5.72,,2.86,3.39,5.61,6.46,2.65,4.97,4.55,,3.71,1.91,4.02,8.68,1.69,53.03,6.03,3.39,5.93,2.75,4.87,4.13,2.75,3.17,6.35,36.94,1.48,,1.59,2.65,1.91,1.8,4.76,8.36,2.12,2.86,4.23,2.43,5.08,5.61,3.49,2.54,2.43,2.96,1.59,11.894444,5.588889,17.816667,1.088571,3.666667,57.389526
US_PA_42033,2020-03-11,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,,,,,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,8,10,,-3,0,0,2.18,6.33,5.29,3.63,10.9,4.36,8.2,5.81,3.32,4.05,3.43,3.94,3.32,2.08,2.91,1.56,1.76,2.91,1.66,43.08,2.6,14.43,2.39,2.28,4.57,,8.72,5.4,,1.87,,5.29,7.99,1.66,3.94,2.8,1.76,2.91,2.08,2.18,6.85,2.7,76.92,7.58,2.8,5.81,2.91,5.71,3.53,2.49,2.08,6.64,33.84,,2.08,1.76,1.87,2.6,,4.26,7.27,,2.6,2.91,3.53,5.29,4.78,4.26,2.08,3.11,3.11,2.39,3.25,-1.283333,9.038889,2.322286,0.594444,82.949727
US_PA_42033,2020-03-12,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,,,,,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,15,13,,2,0,-1,2.01,3.91,5.39,2.11,8.03,2.96,6.13,5.71,2.96,2.54,1.8,4.01,2.22,2.11,4.44,1.48,2.54,1.9,1.9,47.97,,15.32,2.01,,5.07,1.48,8.98,5.6,1.48,2.64,2.11,5.71,8.77,1.8,3.91,4.01,1.69,4.23,2.64,2.22,6.55,3.17,93.19,6.13,2.43,7.4,2.85,4.97,3.8,2.01,2.11,8.66,32.75,2.22,1.58,2.11,1.69,2.54,3.91,3.38,8.56,,1.48,2.75,2.64,6.55,4.97,4.12,2.43,3.17,3.49,2.01,8.094444,0.755556,15.444444,0.1524,3.844444,74.599097
US_PA_42033,2020-03-13,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,,,,,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,8,17,,19,2,1,,3.2,4.54,2.58,12.37,,6.39,3.81,4.02,2.37,,4.33,2.37,1.44,2.68,,,3.51,1.86,40.83,2.27,10.83,1.86,1.75,3.3,1.75,7.42,5.88,1.96,1.65,2.68,3.92,8.87,3.09,3.71,2.78,,3.4,2.17,3.81,6.39,2.78,81.04,6.19,1.96,5.46,1.65,2.37,4.74,2.58,3.09,4.54,28.15,1.75,1.96,,1.44,1.75,2.17,3.4,7.84,1.75,,3.51,2.06,3.81,2.58,3.2,,5.36,3.4,1.96,11.472222,8.388889,14.944444,2.358571,3.116667,56.588955
US_PA_42033,2020-03-14,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,,,,,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,6,14,,2,1,0,,3.66,6.93,4.32,10.46,1.96,6.15,4.05,4.05,,1.83,5.23,3.27,,2.22,,1.96,2.75,,39.49,2.22,16.08,2.88,2.09,4.18,2.48,7.45,6.01,,2.62,4.05,6.67,13.08,2.09,3.27,3.4,2.22,4.05,,2.35,4.84,,72.44,5.62,2.48,6.15,2.88,3.14,5.62,2.75,2.62,6.15,32.82,,,,,2.35,2.62,4.58,7.58,1.83,,2.88,,3.92,2.62,3.53,1.96,2.88,2.09,,4.433333,-0.272222,11.705556,0.6096,-6.755556,44.438343
US_PA_42033,2020-03-15,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,,,,,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,16,17,,-5,-2,0,,3.81,8.75,5.2,9.26,,5.33,4.57,3.42,2.16,2.66,3.93,5.58,,3.55,,2.03,,,43.38,3.93,13.95,2.41,,3.68,2.03,6.72,3.55,,,3.04,3.04,14.33,2.16,3.55,5.07,2.66,4.44,,3.3,3.3,2.54,84.35,5.2,2.92,5.96,,4.44,3.55,,2.79,4.69,34.88,,1.78,,2.79,2.79,4.06,3.81,7.87,,3.04,3.81,2.92,5.45,1.78,3.93,3.04,2.54,2.92,3.3,3.366667,-0.388889,9.466667,1.04775,-2.666667,65.189706
US_PA_42033,2020-03-16,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,,,,,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,10,28,,15,-14,4,1.74,5.09,5.44,4.4,13.43,,7.29,6.02,3.94,1.85,3.94,5.79,5.56,,3.12,,,4.17,2.43,39.12,2.78,14.24,3.01,2.08,3.47,,7.64,4.63,,1.62,,6.71,13.89,2.78,3.94,3.01,3.47,3.59,,3.12,8.33,,100.0,7.99,3.01,6.37,1.97,3.47,4.05,2.55,1.85,4.98,35.07,1.85,2.31,,,2.08,3.12,3.7,9.03,,3.24,3.82,3.7,3.94,3.36,5.32,1.97,2.78,,3.12,2.466667,-3.677778,8.761111,0.2794,-8.194444,45.628688
US_PA_42033,2020-03-17,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,,,,,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-21,12,,16,-20,7,2.27,4.65,8.39,4.54,12.02,2.04,7.14,5.33,2.83,2.27,2.27,5.33,3.29,2.5,3.06,1.59,2.27,2.72,1.81,43.21,3.17,14.4,2.83,1.81,2.95,2.04,9.07,3.86,,2.04,2.27,5.1,13.61,2.95,3.97,3.29,1.93,4.54,2.04,2.83,7.26,3.4,82.22,6.24,2.27,5.22,3.74,2.72,4.2,1.81,2.27,4.65,35.72,1.7,2.61,,,2.38,3.29,3.74,6.92,1.93,1.81,5.22,2.61,4.08,4.08,3.74,2.5,4.2,2.04,1.7,5.305556,2.1,7.333333,0.85725,2.538889,82.470213
US_PA_42033,2020-03-18,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,,,,,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-25,3,,6,-24,9,,4.25,5.85,3.79,13.08,2.52,8.84,6.66,5.05,3.79,2.52,4.25,3.56,1.84,1.95,,1.95,3.1,2.64,36.83,3.21,13.88,2.98,1.95,4.47,2.06,7.11,4.02,,2.52,2.64,5.62,20.54,2.06,4.93,3.1,2.75,5.39,2.18,3.9,8.61,1.61,61.85,7.69,2.87,5.97,1.72,3.79,4.47,3.44,2.87,6.08,44.41,,1.61,,1.84,2.52,2.29,4.47,8.03,1.84,,4.82,1.61,3.33,3.67,3.21,1.61,1.84,2.75,,4.95,-1.788889,11.483333,0.254,-1.483333,63.346988
US_PA_42033,2020-03-19,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,,,,,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-22,7,,1,-24,10,,3.44,7.21,3.77,9.36,2.69,4.73,15.38,3.33,3.12,2.9,3.55,4.09,2.26,2.26,,2.04,3.55,2.48,38.73,2.48,12.59,2.8,,4.09,2.69,7.53,5.38,1.61,1.72,2.58,3.77,19.69,3.33,5.16,3.66,2.37,3.44,2.58,3.12,6.24,1.51,66.17,5.38,2.48,5.92,2.69,4.95,3.33,2.69,2.15,5.7,38.09,1.72,1.72,2.04,1.83,2.15,2.9,4.3,8.18,1.51,2.04,3.98,3.01,5.92,4.2,5.16,1.83,2.04,2.69,,9.594444,4.766667,13.816667,16.129,7.861111,88.973934
US_PA_42033,2020-03-20,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,,,,,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-37,2,,-4,-27,13,,2.28,5.97,3.04,11.51,,6.4,8.68,4.12,2.28,3.15,4.45,3.37,,1.74,,2.71,2.71,2.06,33.21,1.95,11.18,2.28,,4.12,,7.92,6.62,,2.39,1.63,2.93,13.57,2.39,5.75,2.17,,2.39,2.5,3.04,7.71,,56.55,6.62,2.06,4.67,2.39,2.93,3.8,2.5,1.95,6.29,35.49,1.84,,,,,2.93,3.69,6.08,,,2.6,1.52,3.69,2.82,4.02,2.17,2.28,,,15.644444,8.755556,21.133333,7.112,12.972222,84.242939
US_PA_42033,2020-03-21,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,,,,,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-42,-4,,-2,-21,9,2.37,4.98,6.88,2.73,9.61,,7.24,10.32,3.91,2.02,2.49,4.63,3.56,2.02,2.02,,,1.78,2.25,30.84,3.56,11.03,2.85,1.78,2.61,,7.0,5.46,,2.37,2.02,5.69,12.34,2.13,4.15,4.15,,2.96,2.02,2.73,6.17,,53.25,6.17,2.13,5.57,2.02,2.13,4.15,2.13,2.85,5.69,34.28,2.02,,,,2.25,2.37,2.73,5.69,,,4.51,1.78,5.46,2.61,4.15,1.9,3.32,3.2,2.13,3.166667,-0.794444,12.177778,4.826,-3.183333,63.5047
US_PA_42033,2020-03-22,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,,,,,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-32,-6,,-14,-21,,2.69,5.27,9.6,3.4,9.72,,6.91,6.56,1.99,,2.23,5.39,3.4,,2.81,,,2.11,2.46,29.04,,11.59,3.75,2.11,3.04,2.81,5.97,2.34,1.99,3.16,3.28,4.33,9.95,2.81,4.57,3.98,2.11,4.57,2.11,2.81,5.62,,53.75,6.21,2.69,7.03,2.34,3.98,3.86,2.11,2.34,3.75,34.54,,1.99,2.58,,1.76,,5.04,7.49,,3.04,2.34,1.99,4.8,2.81,4.57,3.16,4.22,1.76,1.87,1.111111,-4.227778,7.044444,0.0,-9.461111,45.410205
US_PA_42033,2020-03-23,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,,,,,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-44,-15,,-17,-40,17,,6.15,8.91,4.03,9.97,,7.63,10.39,4.03,3.18,3.5,6.15,2.54,2.02,2.33,,,2.02,2.02,31.07,2.44,9.76,3.39,2.12,4.77,2.44,7.85,3.61,,3.61,3.39,4.77,14.74,2.86,4.45,3.08,2.86,4.45,1.8,4.03,7.21,2.23,53.55,5.51,2.65,7.0,2.65,3.61,4.14,2.12,2.44,5.41,37.54,2.54,1.91,,1.59,,2.54,2.86,6.68,1.59,2.02,3.5,2.86,3.71,3.5,6.04,2.33,3.08,3.39,2.12,2.716667,-1.638889,6.272222,0.79375,-0.05,82.064136
US_PA_42033,2020-03-24,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,,,1,0,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-34,-10,,-8,-38,15,1.91,4.89,8.61,4.36,12.97,2.13,7.55,8.61,4.57,4.04,3.19,4.78,2.66,,4.15,,1.49,2.87,2.66,32.53,2.55,12.12,2.98,1.91,2.87,2.44,7.66,3.51,1.7,2.76,3.19,5.32,13.82,2.13,5.1,3.93,2.98,5.1,2.13,2.87,5.85,,57.2,6.27,3.51,6.38,2.02,3.51,5.0,3.83,2.23,5.21,33.06,2.13,2.02,2.02,3.51,1.49,3.62,5.0,8.19,2.55,2.23,3.51,2.34,3.72,3.51,4.25,1.91,2.98,2.66,2.87,4.522222,1.594444,9.277778,5.729111,1.327778,79.916453
US_PA_42033,2020-03-25,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,1,0,2,0,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-39,-19,,-16,-39,16,,5.03,8.35,3.64,12.21,3.53,7.18,4.39,3.64,1.71,2.25,4.07,3.11,2.14,3.53,,1.71,2.14,2.89,34.92,2.57,9.53,3.11,1.71,3.53,1.61,8.03,3.86,,1.82,2.57,5.57,13.28,3.21,5.14,3.86,2.57,5.57,1.71,3.32,8.35,,58.05,7.39,3.0,7.07,3.0,4.39,6.32,2.79,1.82,5.14,33.2,1.71,,,,,3.11,3.75,7.93,1.5,,2.25,1.82,3.96,4.93,4.18,3.32,3.32,2.68,2.68,4.966667,2.083333,9.272222,1.778,1.722222,79.65731
US_PA_42033,2020-03-26,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,0,0,2,0,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-35,-15,,-3,-39,14,,5.31,8.63,3.21,11.84,2.44,7.75,5.98,3.65,2.99,2.44,5.2,4.65,,3.54,,2.21,2.55,1.55,29.77,3.98,9.3,1.66,1.55,4.98,4.21,6.75,4.76,,3.65,,5.2,11.62,3.54,5.2,2.32,3.43,4.76,2.21,3.1,5.87,1.55,52.69,6.2,3.98,5.64,1.66,5.42,4.65,2.32,,4.65,30.55,,,2.32,2.1,,2.21,4.54,9.3,2.1,2.32,2.1,3.21,5.2,3.54,3.65,1.66,2.55,1.99,2.88,8.077778,1.65,17.305556,0.4826,2.305556,67.295357
US_PA_42033,2020-03-27,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,0,0,2,0,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-42,-20,,-15,-38,16,1.61,5.05,7.42,3.44,12.15,2.8,8.06,6.77,3.33,2.47,2.58,4.3,4.3,1.5,,,1.83,3.76,,27.64,3.33,9.03,3.44,2.58,5.59,,7.21,5.16,1.83,2.9,2.47,4.84,10.43,1.72,5.27,2.9,3.01,4.41,1.94,3.55,6.77,1.61,41.94,6.88,3.12,5.05,2.58,3.98,4.73,2.58,1.94,5.16,37.74,1.5,,,1.5,1.83,2.69,3.66,6.77,2.47,3.01,3.01,1.94,5.7,6.13,4.84,3.23,3.12,2.15,2.37,11.194444,5.477778,15.872222,2.286,7.061111,75.782715
US_PA_42033,2020-03-28,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,0,0,2,0,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-49,-26,-34,-12,-27,13,1.9,4.59,7.16,4.03,11.98,,6.94,7.95,4.03,2.69,3.25,4.37,3.25,2.91,3.47,,1.9,3.58,1.57,27.31,2.24,10.74,2.24,2.02,4.25,2.69,6.94,2.35,,,2.46,4.48,11.86,3.25,3.47,3.81,1.57,4.59,,3.69,6.71,,38.84,7.28,2.24,6.94,1.57,2.24,3.36,2.69,,6.49,36.49,,,2.24,2.13,,,4.14,7.28,,2.46,5.15,2.57,6.04,3.13,4.37,3.69,3.69,2.35,,9.988889,7.472222,15.261111,7.329714,7.838889,86.545761
US_PA_42033,2020-03-29,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,0,0,2,0,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-33,-18,,-21,-23,,2.14,4.39,7.99,4.16,10.69,2.14,6.42,7.76,2.59,2.7,3.83,5.63,3.26,2.14,2.36,2.7,,1.8,3.04,26.33,2.36,7.32,3.04,2.7,3.71,1.91,7.32,4.5,,,2.93,4.5,6.3,2.25,4.28,4.5,2.59,4.73,,2.48,7.54,2.03,40.85,5.4,2.81,4.95,1.8,2.93,6.53,2.59,,5.96,35.79,1.57,,2.14,2.14,2.93,2.48,3.49,6.19,,2.36,3.15,,5.51,2.48,4.73,3.26,2.25,2.03,2.03,13.694444,9.166667,20.094444,15.58925,9.733333,78.323585
US_PA_42033,2020-03-30,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,2,0,4,0,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-39,-19,,-11,-39,15,1.92,6.56,6.86,2.32,10.39,3.13,9.38,8.17,3.63,2.52,2.62,5.04,3.13,1.72,3.43,1.81,2.22,2.62,1.61,25.92,2.22,7.67,2.72,,5.95,1.72,8.47,4.34,,1.81,1.72,5.34,9.38,2.62,4.84,3.33,3.13,5.85,2.02,3.63,6.66,,42.26,6.66,3.83,5.65,2.32,4.03,5.04,2.72,2.32,4.24,35.9,1.61,1.81,1.51,1.92,1.41,,4.03,6.46,,2.32,2.82,2.52,3.93,4.44,4.34,2.92,3.23,,1.72,10.227778,6.277778,17.577778,2.57175,1.972222,57.50194
US_PA_42033,2020-03-31,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,0,0,4,0,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-34,-16,,-8,-39,15,1.75,4.94,7.83,4.22,10.5,1.44,8.13,6.49,2.99,3.4,2.37,4.12,4.22,,2.06,,1.44,2.57,1.85,25.02,2.47,8.03,3.09,1.65,5.25,1.44,7.83,4.53,2.16,2.68,1.75,5.56,9.47,2.99,4.32,3.81,1.65,4.43,2.68,3.5,6.79,1.85,37.78,6.49,3.81,5.35,3.09,5.46,5.25,2.88,2.47,5.04,33.77,,1.75,,2.27,2.16,2.37,2.78,6.79,,2.78,1.54,2.27,3.91,4.22,5.35,2.47,1.75,2.16,2.57,5.627778,3.827778,9.388889,0.544286,1.872222,77.043528
US_PA_42033,2020-04-01,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,0,0,4,0,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-29,-6,,-11,-40,15,3.1,5.0,8.39,2.8,10.29,3.0,7.09,6.0,3.6,1.9,2.0,3.0,3.7,1.9,3.0,,,2.3,,24.18,1.7,8.69,1.8,,4.8,1.5,7.5,3.0,1.5,2.1,2.6,6.3,9.79,4.0,3.8,4.2,2.0,4.6,1.4,5.3,6.4,2.3,38.07,5.6,3.1,5.4,2.5,4.8,4.8,2.6,2.5,5.1,32.88,,,1.6,,1.9,2.7,2.4,5.1,,3.3,2.7,2.9,5.8,3.9,2.7,2.4,3.2,2.9,2.5,6.677778,3.866667,11.216667,1.161143,2.083333,72.78236
US_PA_42033,2020-04-02,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,0,0,4,0,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-38,-19,,-11,-41,16,2.74,5.37,8.11,3.04,10.23,2.43,7.4,7.9,4.26,2.13,2.33,4.86,3.85,1.82,2.23,1.42,,2.84,2.13,22.49,2.84,5.47,3.14,1.82,3.34,2.13,7.4,3.95,1.72,2.43,2.43,6.28,9.42,2.23,4.96,3.44,2.23,4.15,1.82,6.18,6.08,1.93,39.21,5.47,3.44,5.07,2.43,4.26,7.09,3.04,1.62,6.89,35.67,,1.93,,2.53,2.23,2.13,4.05,6.79,1.82,3.34,1.52,2.53,5.17,3.34,3.44,2.63,2.53,3.24,3.04,6.155556,0.122222,12.561111,0.3302,-4.822222,45.404312
US_PA_42033,2020-04-03,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,1,0,5,0,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-40,-14,,-11,-40,18,,3.15,12.79,4.47,10.15,1.62,7.71,6.7,2.03,2.74,1.42,5.89,4.67,,2.44,1.42,2.03,1.83,2.64,20.61,2.74,5.38,2.54,1.42,4.47,2.03,5.79,3.76,1.42,3.04,2.44,4.97,5.58,1.93,5.08,2.64,2.74,3.45,2.13,4.26,6.29,2.33,35.02,4.77,3.15,4.06,3.55,4.06,5.08,2.54,1.42,5.99,31.67,,,,,,2.23,3.04,7.51,2.33,2.23,1.42,,4.16,2.94,4.57,1.83,1.83,2.13,7.0,7.777778,0.833333,14.116667,0.0,-3.65,44.492528
US_PA_42033,2020-04-04,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,2,0,7,0,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-47,-17,,-12,-30,10,1.83,3.66,12.58,3.66,11.09,2.17,7.78,8.35,3.32,2.17,2.52,4.12,3.89,2.29,1.72,,2.63,1.94,1.83,21.73,3.09,6.98,3.2,,6.86,,6.18,4.12,,1.72,2.97,4.12,7.43,2.86,2.86,4.0,3.66,4.35,,4.12,6.29,,34.88,5.03,2.29,6.06,1.83,3.43,5.26,2.06,,6.29,33.63,1.72,2.29,,2.52,,2.52,3.32,6.86,,1.83,2.17,1.6,5.38,3.09,3.77,2.97,2.52,2.4,7.09,8.516667,2.188889,14.311111,0.0,2.422222,65.61872
US_PA_42033,2020-04-05,ChIJjxFfEZA7zIkRJad31RHS2gI,Q494233,geoId/42033,US,United States of America,PA,Pennsylvania,42033,Clearfield County,US,USA,2,0,0,7,0,,,79799,41856,37943,7672,8484,9795,9298,10638,12163,10676,6777,4296,416663,41.0,-78.47,2988,78.12,-38,-17,,-24,-31,,2.58,5.04,11.99,3.25,10.54,2.24,6.84,7.96,2.58,,,3.25,4.37,2.02,4.82,2.24,,3.03,2.8,17.49,2.58,4.26,3.7,,3.7,,5.72,2.8,2.69,1.79,1.68,4.71,6.84,2.8,4.82,5.27,2.58,5.83,2.35,3.36,3.59,,31.73,3.7,3.48,6.61,2.35,3.81,4.71,2.13,,4.37,36.32,2.69,1.79,,,,2.24,2.69,5.83,1.57,2.92,2.58,1.79,5.72,2.69,4.48,1.68,1.91,1.57,4.37,11.133333,4.083333,19.822222,0.0,4.6,64.227974
