location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13279,2020-10-10,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,6,1,1443,54,,,0,0,2,1,2,1,0,-1,1,0,17,25,109,286,215,206,180,163,122,79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,4,20,24,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,17,13,32,23,17,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,-15,-7,-15,,,,7.89,11.63,,6.23,9.97,,12.88,,,7.48,17.45,,7.89,,36.55,,,25.861111,21.861111,31.016667,3.937,21.383333,76.462631
US_GA_13279,2020-10-11,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,4,0,1447,54,,,0,0,0,1,0,1,1,0,1,0,17,25,109,287,215,207,181,163,123,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,20,24,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,17,13,32,23,17,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,-12,,-9,,,9.34,16.13,,7.64,,12.73,8.49,11.04,,6.79,,22.07,,11.88,8.91,37.78,8.06,,25.833333,22.977778,30.838889,0.508,21.983333,79.503254
US_GA_13279,2020-10-12,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,5,0,1452,54,,,1,0,1,0,0,0,0,0,0,0,18,25,110,287,215,207,181,163,123,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,20,24,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,17,13,32,23,17,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,-15,-6,-24,6,,8.84,10.26,5.3,5.3,7.07,9.9,7.43,13.08,6.01,5.3,13.08,30.06,6.37,12.02,,47.74,6.72,7.78,24.127778,21.455556,28.733333,0.0,20.572222,80.724403
US_GA_13279,2020-10-13,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,5,0,1457,54,,,0,0,0,0,2,1,1,1,1,0,18,25,110,287,217,208,182,164,124,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,20,24,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,17,13,32,23,17,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,-8,-5,-20,5,5.69,11.07,16.45,10.75,4.74,4.74,8.54,,12.97,5.38,,10.12,29.41,5.06,13.28,7.59,41.43,12.33,5.38,23.683333,17.5,31.75,0.0,19.1,75.589841
US_GA_13279,2020-10-14,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,6,0,1463,54,,,0,0,0,2,1,0,3,0,0,0,18,25,110,289,218,208,185,164,124,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,20,24,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,17,13,32,23,17,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,-15,-1,-13,3,4.93,4.93,12.76,4.35,6.96,6.96,8.7,6.09,15.37,5.22,,11.02,29.01,6.96,8.41,6.38,42.93,4.93,,22.672222,16.472222,30.711111,0.0,17.366667,72.144874
US_GA_13279,2020-10-15,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,8,1,1471,55,,,0,0,1,4,0,0,2,0,1,0,18,25,111,293,218,208,187,164,125,79,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,4,21,24,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,17,13,32,23,17,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,-8,0,-14,4,5.69,5.69,8.83,4.27,4.27,5.12,9.11,7.69,15.94,3.99,7.4,8.26,24.77,6.83,5.98,5.98,47.26,8.54,5.41,23.738889,18.511111,30.355556,0.0,19.838889,78.879333
US_GA_13279,2020-10-16,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,2,1,1473,56,,,0,0,0,0,1,0,0,0,1,0,18,25,111,293,219,208,187,164,126,79,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,4,22,24,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,17,13,32,24,17,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,-10,0,-12,3,,7.02,6.46,4.77,4.77,,6.18,5.33,6.46,,5.05,11.79,19.93,3.93,5.9,4.21,30.32,5.05,,23.116667,17.933333,28.727778,0.0,17.605556,71.317107
US_GA_13279,2020-10-17,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,8,0,1481,56,,,0,1,0,2,-1,1,3,1,1,0,18,26,111,295,218,209,190,165,127,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,22,24,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,17,13,32,24,17,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,-12,-1,-6,,,,10.74,,,,9.92,,8.68,,6.61,9.09,14.46,,11.15,,38.42,6.61,,17.622222,11.438889,25.033333,0.0,9.733333,60.009341
US_GA_13279,2020-10-18,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,4,0,1485,56,,,0,0,0,0,1,0,1,0,1,1,18,26,111,295,219,209,191,165,128,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,22,24,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,17,13,32,24,17,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,-12,,-7,,8.71,10.79,12.45,,,,14.11,,,,,,26.55,,7.47,6.22,38.59,6.22,9.13,17.861111,11.988889,26.583333,0.0,11.688889,67.258612
US_GA_13279,2020-10-19,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,11,0,1496,56,,,0,0,0,0,0,0,0,0,0,0,18,26,111,295,219,209,191,165,128,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,22,24,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,17,13,32,24,17,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,-10,-3,-11,4,3.98,5.97,10.23,6.82,,5.68,10.51,4.55,9.66,5.12,,9.66,21.03,7.39,6.82,,36.09,5.4,,20.277778,13.166667,28.072222,0.0,14.061111,67.587308
US_GA_13279,2020-10-20,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,4,0,1500,56,,,0,0,0,1,0,1,1,0,1,0,18,26,111,296,219,210,192,165,129,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,22,24,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,17,13,32,24,17,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,-9,-7,-13,3,4.22,5.35,13.79,5.91,5.07,6.19,9.29,4.22,14.64,5.63,,9.85,21.39,4.79,12.1,4.22,38.56,7.6,,20.822222,15.0,27.966667,0.0,16.955556,78.669657
US_GA_13279,2020-10-21,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,2,0,1502,56,,,0,0,0,0,0,4,0,0,0,0,18,26,111,296,219,214,192,165,129,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,22,24,0,0,0,1,0,0,0,0,0,0,0,0,1,5,1,17,13,32,24,17,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,-11,-2,-12,2,4.65,6.84,10.39,6.02,6.84,7.11,8.2,4.92,9.84,4.65,,5.47,25.43,7.11,6.02,6.29,38.28,6.02,4.38,22.972222,19.361111,29.594444,0.326571,19.588889,81.485896
US_GA_13279,2020-10-22,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,8,1,1510,57,,,0,0,1,5,2,1,2,0,0,1,18,26,112,301,221,215,194,165,129,81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,4,22,25,0,0,0,0,0,0,0,0,1,0,0,0,1,5,1,17,13,32,25,17,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,-9,-1,-10,2,,5.74,8.2,8.2,,5.47,7.66,4.65,10.39,4.92,4.38,8.2,25.7,5.47,7.66,4.65,37.19,9.02,6.29,23.105556,19.794444,29.194444,3.6195,19.716667,81.369169
US_GA_13279,2020-10-23,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,5,0,1515,57,,,0,0,3,1,0,1,1,0,0,0,18,26,115,302,221,216,195,165,129,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,22,25,0,0,0,0,0,1,0,0,0,1,0,0,1,5,1,18,13,32,25,18,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,-10,1,-14,2,,6.6,10.05,6.03,5.17,,,4.88,9.47,,,8.32,18.37,4.59,5.45,5.17,28.42,5.74,6.6,23.066667,18.966667,29.411111,0.197556,19.272222,79.341176
US_GA_13279,2020-10-24,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,3,-1,1518,56,,,0,0,0,1,1,0,0,2,-1,0,18,26,115,303,222,216,195,167,128,81,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,5,4,21,25,0,0,0,0,0,0,0,0,-1,0,0,0,1,5,1,18,13,32,24,18,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,-15,-1,-11,,9.56,,8.73,,,6.65,9.98,6.65,8.32,,,9.98,25.36,,,,32.02,,,22.033333,16.588889,29.6,0.0,17.961111,77.789586
US_GA_13279,2020-10-25,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,2,0,1520,56,,,0,0,0,0,1,1,0,0,0,0,18,26,115,303,223,217,195,167,128,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,21,25,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,18,13,32,24,18,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,-15,,-12,,,6.24,14.14,6.24,7.07,9.15,10.81,,9.98,,,12.06,26.62,7.9,,,43.67,7.9,,23.033333,19.3,28.566667,2.54,19.616667,81.163367
US_GA_13279,2020-10-26,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,6,0,1526,56,,,0,0,0,3,0,1,0,0,0,0,18,26,115,306,223,218,195,167,128,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,21,25,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,18,13,32,24,18,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,-12,-3,-11,3,3.88,5.27,11.65,8.6,4.44,8.6,7.77,4.44,12.48,6.66,,11.37,20.8,4.99,12.76,5.83,38.28,7.77,8.32,22.094444,18.805556,27.022222,0.0,19.661111,86.23121
US_GA_13279,2020-10-27,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,19,0,1545,56,,,0,0,0,9,8,1,1,0,0,0,18,26,115,315,231,219,196,167,128,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,21,25,0,0,0,0,0,0,0,0,1,0,0,0,1,5,1,18,13,32,25,18,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,-10,-2,-13,3,5.07,,15.5,6.76,4.23,,7.05,,5.64,,,9.02,21.98,8.17,8.17,6.48,35.23,7.33,4.23,22.422222,18.472222,29.522222,0.0,18.755556,79.850436
US_GA_13279,2020-10-28,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,3,0,1548,56,,,0,0,0,2,1,0,0,0,0,0,18,26,115,317,232,219,196,167,128,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,21,25,0,0,0,0,0,0,1,0,0,0,0,0,1,5,1,18,14,32,25,18,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,-8,0,-14,3,4.23,5.64,8.75,6.49,7.62,6.21,8.18,5.36,9.59,5.36,3.95,6.49,25.39,,6.77,6.77,37.53,5.92,7.62,25.05,20.744444,30.538889,0.0,20.877778,77.739943
US_GA_13279,2020-10-29,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,7,0,1555,56,,,0,0,0,0,1,0,1,0,0,3,18,26,115,317,233,219,197,167,128,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,21,25,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,18,14,32,25,18,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,-7,-6,-14,4,5.25,7.58,7.58,4.37,7.58,5.54,,,11.95,4.66,,8.16,17.2,6.71,5.83,7.29,39.06,6.12,6.71,25.322222,23.4,28.605556,12.192,22.4,84.005567
US_GA_13279,2020-10-30,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,5,0,1560,56,,,0,1,0,-1,2,4,0,0,1,0,18,27,115,316,235,223,197,167,129,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,21,25,0,0,0,0,0,1,0,0,2,0,0,0,1,5,1,19,14,32,27,18,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,-8,4,-12,0,6.01,7.51,7.51,4.51,4.81,5.11,8.41,,9.01,5.11,6.01,6.31,17.12,,5.41,,36.05,4.81,4.21,17.827778,9.988889,25.65,4.064,9.305556,57.507106
US_GA_13279,2020-10-31,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,7,1,1567,57,,,0,0,0,3,1,2,1,0,0,0,18,27,115,319,236,225,198,167,129,84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,4,21,26,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,19,14,32,27,18,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,-3,6,-11,,7.39,9.13,10.43,,7.39,,7.83,,10.43,,,10.43,15.65,,12.17,,34.78,10.43,,15.266667,10.261111,21.733333,0.0,9.905556,70.471489
US_GA_13279,2020-11-01,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,5,0,1572,57,,,0,2,0,0,1,0,2,0,0,0,18,29,115,319,237,225,200,167,129,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,21,26,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,19,14,32,27,18,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,-7,,-10,,,7.51,9.59,17.93,,,10.01,,8.34,,,9.18,25.86,7.51,10.84,,34.2,,7.92,17.588889,13.472222,23.327778,0.127,14.45,81.920032
US_GA_13279,2020-11-02,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,4,1,1576,58,,,0,0,0,0,0,0,1,0,1,1,18,29,115,319,237,225,201,167,130,85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,4,22,26,0,0,0,0,0,0,0,0,1,0,0,0,1,5,1,19,14,32,28,18,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,-5,-3,-14,3,,7.38,7.94,9.65,5.39,8.23,12.2,8.23,7.66,,,13.05,19.29,5.96,6.24,,42.56,6.24,7.94,13.261111,6.044444,19.405556,0.0,0.677778,42.368323
US_GA_13279,2020-11-03,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,6,0,1582,58,,,0,0,1,1,3,1,0,0,0,0,18,29,116,320,240,226,201,167,130,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,22,26,0,0,0,0,0,0,0,0,0,1,0,0,1,5,1,19,14,32,28,19,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,0,4,-17,1,,,7.63,4.21,5.52,5.79,8.15,6.05,11.31,4.73,3.94,11.31,22.62,6.31,6.31,5.0,32.61,6.05,,9.066667,0.888889,21.166667,0.0,0.338889,54.50202
US_GA_13279,2020-11-04,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,4,3,1586,61,,,0,0,0,1,2,0,0,0,-1,0,18,29,116,321,242,226,201,167,129,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,22,26,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,19,14,32,28,19,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,-6,4,-16,3,,8.31,9.32,5.79,,4.28,7.05,4.79,8.56,5.54,4.03,7.56,19.39,4.53,6.55,8.06,30.73,3.53,7.81,11.644444,2.494444,23.338889,0.0,4.205556,60.687252
US_GA_13279,2020-11-05,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,4,0,1590,61,,,0,1,0,0,0,3,0,0,0,0,18,30,116,321,242,229,201,167,129,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,22,26,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,19,14,32,28,19,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,-7,3,-9,3,,5.1,10.73,,5.63,4.83,8.86,,13.69,5.1,,13.42,21.47,7.51,8.59,7.25,29.79,5.1,4.83,16.366667,9.377778,26.3,0.0,10.766667,69.570968
US_GA_13279,2020-11-06,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,3,0,1593,61,,,0,0,0,0,0,1,0,0,0,0,18,30,116,321,242,230,201,167,129,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,22,26,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,19,14,32,28,19,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,-13,-4,-12,2,5.12,6.46,7.27,,4.04,6.73,7.81,4.58,7.81,,,5.93,18.05,4.58,6.2,3.77,31.79,5.66,5.12,20.255556,14.405556,27.227778,0.036286,15.25,73.059223
US_GA_13279,2020-11-07,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,5,1,1598,62,,,1,0,0,0,0,1,2,1,0,0,19,30,116,321,242,231,203,168,129,85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,4,23,26,0,0,0,0,0,0,1,0,1,1,0,0,1,5,1,19,15,32,29,20,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,-5,-6,-15,,,6.02,10.43,,,,8.03,,10.43,,,,23.27,,7.22,,35.31,,,22.066667,18.561111,27.838889,0.635,18.305556,79.43645
US_GA_13279,2020-11-08,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,1,0,1599,62,,,0,0,0,0,0,0,1,0,0,0,19,30,116,321,242,231,204,168,129,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,23,26,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,19,15,32,29,20,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,-7,,-12,,,7.46,9.42,9.03,5.89,9.42,10.99,6.28,6.28,,,7.85,25.11,,7.85,,39.24,7.46,,21.6,19.272222,26.344444,0.381,18.988889,85.222268
