location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13279,2020-01-01,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,,7.74,15.92,7.31,,8.17,15.92,13.34,6.88,,,,27.53,,15.06,,43.88,6.45,,8.927778,2.977778,16.344444,0.0,-0.111111,53.440908
US_GA_13279,2020-01-02,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,,11.21,8.31,7.23,,6.87,19.52,13.01,10.85,8.31,5.06,10.48,28.92,5.42,8.31,5.42,50.25,9.4,5.42,10.455556,4.661111,18.372222,0.0,4.922222,69.288983
US_GA_13279,2020-01-03,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,5.42,8.68,9.76,,7.96,,17.72,8.68,,8.68,5.42,5.06,25.31,6.51,8.32,5.79,31.46,9.04,12.29,19.816667,12.705556,26.994444,0.0,15.072222,74.216144
US_GA_13279,2020-01-04,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,9.42,7.78,9.83,6.96,,,14.33,6.14,13.1,,,,27.44,,11.47,,48.32,9.42,7.78,18.733333,14.6,23.944444,5.207,14.972222,78.901015
US_GA_13279,2020-01-05,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,9.47,8.18,14.21,9.04,8.18,,13.78,9.04,,6.89,,9.9,23.68,8.18,7.32,,34.88,,7.75,8.638889,2.588889,15.988889,1.143,-1.238889,50.046407
US_GA_13279,2020-01-06,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,10.24,5.61,7.59,6.93,4.95,5.61,10.57,6.27,10.24,,5.61,14.86,24.76,8.59,6.93,4.95,44.24,6.6,,8.888889,2.327778,19.211111,0.0,2.622222,65.088325
US_GA_13279,2020-01-07,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,5.53,4.95,10.78,5.24,5.24,5.53,11.65,9.03,6.7,6.99,,9.9,22.42,6.41,4.08,7.57,43.68,4.95,5.24,10.761111,4.072222,19.15,0.0,5.361111,69.400103
US_GA_13279,2020-01-08,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,4.71,7.49,6.1,6.66,4.99,6.38,11.37,4.71,8.04,,,10.26,21.91,6.38,5.55,6.38,32.72,10.82,8.6,8.905556,0.244444,18.122222,0.0,-1.638889,48.050567
US_GA_13279,2020-01-09,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,,6.28,9.82,6.55,5.18,6.28,10.37,,7.37,5.73,,7.37,22.1,7.37,6.28,5.18,36.83,7.37,6.0,8.655556,0.188889,21.555556,0.0,3.111111,68.354483
US_GA_13279,2020-01-10,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,7.13,7.4,12.89,,6.03,5.21,8.5,4.39,9.32,4.39,,5.49,19.2,7.95,7.95,4.94,33.18,7.68,,16.855556,12.466667,23.444444,0.0,11.861111,72.501077
US_GA_13279,2020-01-11,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,,10.54,10.96,,8.85,8.85,11.38,,8.43,,,10.12,21.92,8.43,6.32,,43.42,11.8,9.27,20.15,15.177778,25.361111,0.0,17.4,84.28758
US_GA_13279,2020-01-12,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,,11.29,15.06,,,7.53,9.62,10.46,16.73,,,7.11,21.75,,8.37,7.53,34.3,7.95,,20.805556,17.577778,24.966667,20.701,18.822222,88.605214
US_GA_13279,2020-01-13,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,,6.02,12.04,6.28,4.71,5.23,8.37,6.8,13.08,4.97,4.19,8.63,22.76,5.23,8.63,6.02,33.49,7.85,5.23,20.366667,17.533333,25.011111,0.762,18.916667,91.547544
US_GA_13279,2020-01-14,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,6.98,4.3,6.18,5.64,,5.91,9.13,5.37,9.67,,,9.67,24.17,6.45,11.01,5.64,34.65,7.52,4.83,20.188889,16.561111,25.961111,0.0,17.566667,85.090393
US_GA_13279,2020-01-15,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,4.01,8.55,11.49,5.88,4.54,5.08,10.69,8.29,11.49,5.61,,9.62,21.92,4.81,6.68,5.88,33.68,7.22,5.88,19.405556,16.35,25.216667,0.0,16.888889,85.461206
US_GA_13279,2020-01-16,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,,5.49,12.02,7.57,6.01,6.79,6.27,5.22,8.62,,4.96,6.27,21.16,5.22,8.1,5.75,31.6,7.31,5.49,19.711111,16.422222,25.05,0.0,16.227778,80.37337
US_GA_13279,2020-01-17,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,4.67,4.4,7.15,6.32,5.77,4.67,9.07,4.67,10.72,4.4,,10.72,19.25,5.77,5.5,4.95,29.7,5.22,,12.833333,7.95,20.477778,0.0,-1.016667,38.588165
US_GA_13279,2020-01-18,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,,6.74,7.17,,,,12.64,9.27,10.54,7.59,,,27.82,9.27,,,34.14,9.27,,11.222222,5.95,20.811111,0.0,4.211111,62.107358
US_GA_13279,2020-01-19,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,,8.84,13.04,10.1,,7.15,12.62,7.57,12.2,,,7.99,24.4,8.84,12.62,,52.17,7.57,9.26,15.6,7.872222,19.088889,0.127,10.522222,71.841648
US_GA_13279,2020-01-20,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,5.37,11.51,17.26,9.21,6.91,6.91,21.48,12.28,15.34,,8.06,13.04,35.67,7.29,7.67,9.21,52.94,13.43,,5.527778,0.822222,9.227778,0.0,-4.8,47.463933
US_GA_13279,2020-01-21,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,5.32,6.91,7.44,5.58,4.52,8.24,16.74,7.44,9.83,,3.99,10.1,23.39,5.85,3.72,4.25,38.0,3.72,5.85,1.894444,-1.583333,7.283333,0.0,-5.905556,56.683129
US_GA_13279,2020-01-22,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,3.83,7.94,11.78,6.57,6.85,4.38,14.24,9.04,10.68,7.12,,9.04,29.58,,6.57,6.57,38.9,8.49,5.75,3.91358,-0.925926,12.709877,0.0,-7.993827,41.640106
US_GA_13279,2020-01-23,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,6.47,8.62,10.78,8.36,,5.66,12.4,9.43,8.62,4.58,4.31,6.47,30.46,6.2,6.74,5.66,39.35,7.01,6.74,7.006173,2.950617,12.006173,0.0,0.148148,61.979682
US_GA_13279,2020-01-24,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,4.42,8.56,7.73,6.07,7.18,5.8,11.87,6.07,5.25,,,5.25,28.43,4.97,6.62,,35.61,10.21,6.07,12.987654,7.783951,19.820988,2.794,11.222222,89.070613
US_GA_13279,2020-01-25,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,,10.41,7.08,7.5,7.5,,16.25,7.5,11.66,,,6.67,23.74,7.5,6.25,,39.57,,,10.91358,4.753086,16.123457,1.016,5.716049,70.510803
US_GA_13279,2020-01-26,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,6.1,7.72,10.57,6.5,6.91,,22.35,8.53,15.85,,,9.75,38.2,6.1,11.38,8.53,38.2,,6.1,8.351852,1.969136,16.17284,0.0,1.228395,60.99981
US_GA_13279,2020-01-27,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,4.55,5.88,9.36,8.02,4.81,4.81,20.86,7.22,9.36,4.55,4.01,10.16,31.82,3.74,8.02,4.01,32.89,6.68,,10.864198,6.074074,14.679012,1.27,6.425926,74.173381
US_GA_13279,2020-01-28,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,4.11,,18.07,6.02,7.12,4.11,22.73,7.67,15.88,7.12,5.2,10.4,39.7,9.58,8.49,11.23,41.35,9.86,4.93,9.746914,2.907407,16.91358,0.03175,4.339506,69.136501
US_GA_13279,2020-01-29,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,3.6,5.65,12.85,11.05,6.42,8.48,21.59,11.05,7.2,5.4,,6.94,31.1,7.45,7.45,9.51,38.3,11.82,6.94,6.85,2.427778,13.766667,0.0,4.388889,84.480145
US_GA_13279,2020-01-30,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,3.94,6.3,10.24,7.61,4.72,3.67,27.3,11.03,10.5,6.83,,8.66,40.69,7.35,9.19,,34.65,9.71,6.56,10.438889,5.477778,16.027778,3.81,7.005556,79.329621
US_GA_13279,2020-01-31,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,5.81,6.82,8.33,7.58,,3.79,22.22,7.83,9.6,4.54,,8.33,27.02,5.05,7.83,7.07,29.29,6.31,,8.25,6.316667,11.805556,0.254,5.222222,81.296419
US_GA_13279,2020-02-01,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,,8.9,8.9,7.68,8.9,,25.07,7.68,8.09,,,10.11,31.14,12.13,,,48.13,,,6.927778,6.027778,9.233333,4.953,6.044444,94.164159
US_GA_13279,2020-02-02,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,,14.91,10.35,7.46,7.46,,30.65,14.08,12.01,6.21,,8.28,31.06,6.21,6.63,,40.17,9.94,,9.583333,4.172222,17.355556,0.0,3.744444,67.038926
US_GA_13279,2020-02-03,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,,6.64,11.35,7.75,6.37,9.69,16.61,8.03,14.4,,4.71,11.07,30.46,5.26,8.86,8.03,38.21,4.98,5.81,12.411111,3.244444,23.716667,0.0,4.144444,57.333824
US_GA_13279,2020-02-04,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,5.63,8.31,12.59,6.97,4.29,5.36,21.7,8.84,10.45,6.43,5.63,13.4,31.62,8.31,5.36,6.16,39.39,7.77,,14.344444,6.711111,22.688889,0.0,9.716667,73.942889
US_GA_13279,2020-02-05,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,5.93,9.43,9.7,5.93,6.2,5.93,16.97,6.2,10.24,4.31,,8.62,28.55,4.58,5.12,6.2,35.83,5.93,6.2,17.472222,12.255556,24.777778,0.0,13.561111,77.903197
US_GA_13279,2020-02-06,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,4.28,8.83,9.9,5.08,4.81,5.08,15.51,9.63,7.76,4.28,5.88,11.23,22.47,6.69,3.75,5.35,36.91,4.55,5.62,21.077778,17.311111,25.911111,5.842,18.016667,83.042912
US_GA_13279,2020-02-07,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,4.67,7.47,9.33,6.22,4.36,7.16,15.56,8.09,7.16,4.98,4.67,8.09,27.07,4.98,4.67,6.84,33.91,6.22,5.29,13.144444,7.933333,20.766667,32.512,6.9,66.169732
US_GA_13279,2020-02-08,ChIJKRuhUFWG8IgRyzhI7Jlm4l4,Q376822,geoId/13279,US,United States of America,GA,Georgia,13279,Toombs County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26859,12711,14148,3820,3946,3307,3262,3171,3346,2962,1969,1076,1074322,32.12,-82.34,955,74.366667,,,,,,9.2,13.8,,,,17.15,11.71,10.04,,,6.69,30.53,,7.95,,30.95,,6.27,6.761111,0.627778,14.6,0.0,1.077778,67.528417
