location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AL_01091,2020-01-01,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,11.77,12.5,35.31,41.19,4.938889,-1.216667,13.827778,0.0,-0.255556,67.274764
US_AL_01091,2020-01-02,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,,19.07,27.68,49.83,11.888889,7.916667,19.511111,2.82575,8.877778,80.89829
US_AL_01091,2020-01-03,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,10.2,15.31,28.06,58.67,17.155556,14.105556,21.894444,50.64125,16.111111,93.28439
US_AL_01091,2020-01-04,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,,13.76,21.33,40.6,13.122222,9.15,15.266667,14.7955,8.166667,71.54381
US_AL_01091,2020-01-05,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,,11.43,21.42,33.56,5.755556,-1.383333,14.888889,0.0,0.055556,66.450729
US_AL_01091,2020-01-06,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,14.54,13.91,25.92,35.41,8.922222,1.905556,19.538889,0.0,4.933333,72.443839
US_AL_01091,2020-01-07,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,9.4,,13.82,28.75,12.266667,7.344444,16.305556,0.0,4.077778,56.619951
US_AL_01091,2020-01-08,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,8.84,12.99,32.22,44.18,6.244444,-2.188889,17.627778,0.0,-1.355556,57.227359
US_AL_01091,2020-01-09,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,,9.73,24.07,37.38,7.75,-0.561111,19.327778,0.0,2.088889,67.048604
US_AL_01091,2020-01-10,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,,,24.69,28.64,17.616667,15.011111,22.266667,0.0,11.833333,68.485167
US_AL_01091,2020-01-11,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,,12.84,18.91,30.4,20.372222,17.6,23.222222,10.63625,17.866667,84.572802
US_AL_01091,2020-01-12,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,,22.92,22.16,41.26,12.922222,7.633333,18.683333,20.4978,9.477778,80.861506
US_AL_01091,2020-01-13,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,9.18,9.18,21.43,35.21,14.95,11.866667,18.838889,0.47625,12.555556,87.465118
US_AL_01091,2020-01-14,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,12.78,8.67,18.71,40.62,18.494444,16.055556,20.705556,20.92325,17.655556,94.483354
US_AL_01091,2020-01-15,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,12.53,10.6,22.64,50.1,17.511111,13.411111,22.15,30.1625,16.666667,91.574141
US_AL_01091,2020-01-16,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,9.07,10.02,22.43,30.06,17.777778,14.794444,20.094444,0.47625,14.3,79.731931
US_AL_01091,2020-01-17,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,,13.27,20.15,28.01,13.933333,9.027778,20.683333,0.112889,1.011111,41.334083
US_AL_01091,2020-01-18,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,13.83,13.1,31.29,37.84,15.105556,11.955556,18.438889,0.0,6.933333,56.45098
US_AL_01091,2020-01-19,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,,,23.34,51.79,10.383333,4.072222,16.988889,6.096,1.111111,52.630901
US_AL_01091,2020-01-20,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,9.89,21.76,33.63,40.88,2.405556,-2.155556,8.094444,0.127,-7.666667,46.905609
US_AL_01091,2020-01-21,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,9.47,18.43,18.43,35.87,-0.066667,-3.772222,5.638889,0.0,-7.711111,55.332675
US_AL_01091,2020-01-22,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,7.61,11.89,23.77,25.2,0.8,-4.938889,9.244444,0.0,-6.977778,54.261107
US_AL_01091,2020-01-23,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,,14.34,29.16,30.11,5.888889,2.816667,8.933333,0.0,0.911111,68.420464
US_AL_01091,2020-01-24,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,,14.25,27.07,37.52,10.733333,6.855556,16.0,8.41375,6.688889,75.765719
US_AL_01091,2020-01-25,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,10.62,21.25,31.88,38.96,6.055556,-0.577778,13.055556,0.0762,0.822222,68.254004
US_AL_01091,2020-01-26,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,10.57,18.5,33.04,46.92,6.35,0.6,12.527778,0.0,3.366667,78.40358
US_AL_01091,2020-01-27,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,6.93,26.32,22.16,32.79,10.122222,7.583333,14.572222,1.016,7.855556,83.456601
US_AL_01091,2020-01-28,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,12.11,22.43,35.88,34.09,7.722222,0.566667,17.855556,0.15875,3.266667,69.914327
US_AL_01091,2020-01-29,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,,27.78,39.62,30.06,9.261111,6.244444,14.561111,0.1905,5.322222,73.745041
US_AL_01091,2020-01-30,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,10.21,25.52,34.33,32.47,7.461111,0.333333,16.616667,4.289778,4.233333,76.695044
US_AL_01091,2020-01-31,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,14.12,26.02,38.38,23.38,9.522222,5.572222,14.377778,0.0,6.422222,79.594927
US_AL_01091,2020-02-01,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,10.59,31.78,28.25,50.84,9.927778,7.916667,12.288889,0.03175,6.133333,76.04134
US_AL_01091,2020-02-02,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,,23.45,34.11,50.45,8.288889,-0.216667,21.211111,0.2032,1.811111,61.123704
US_AL_01091,2020-02-03,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,9.92,25.51,28.82,36.85,13.166667,4.483333,23.505556,0.0,6.411111,61.507678
US_AL_01091,2020-02-04,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,,24.37,22.07,35.87,17.377778,14.094444,22.005556,0.03175,12.977778,73.82643
US_AL_01091,2020-02-05,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,14.07,16.63,19.19,27.29,19.522222,17.838889,21.872222,1.5875,18.233333,90.588149
US_AL_01091,2020-02-06,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,12.04,13.01,26.5,28.43,14.883333,7.45,21.844444,52.54625,12.888889,89.879574
US_AL_01091,2020-02-07,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,12.49,23.64,15.61,21.41,5.533333,1.005556,10.894444,33.655,0.777778,70.770357
US_AL_01091,2020-02-08,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,,29.26,33.02,36.77,7.833333,2.138889,15.85,0.635,1.811111,62.855295
US_AL_01091,2020-02-09,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,10.63,21.25,30.46,51.01,9.461111,2.488889,20.1,0.2286,4.555556,69.860715
US_AL_01091,2020-02-10,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,,19.03,25.69,28.55,16.077778,12.561111,20.533333,0.4445,11.488889,71.228226
US_AL_01091,2020-02-11,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,16.34,12.71,21.78,41.75,17.961111,13.083333,22.005556,74.96175,16.6,91.491115
US_AL_01091,2020-02-12,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,10.57,12.87,21.61,35.4,15.320988,11.296296,25.055556,14.308667,12.763889,85.055112
US_AL_01091,2020-02-13,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,8.51,21.04,13.88,23.73,15.320988,8.314815,23.62963,7.0485,11.625,81.285277
US_AL_01091,2020-02-14,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,,,,11.44,13.83,20.03,20.03,6.234568,0.944444,11.728395,7.055556,-1.583333,57.220549
US_AL_01091,2020-02-15,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,3,-7,9,,16.14,25.36,29.2,6.037037,-1.907407,16.506173,0.0,-3.680556,48.887783
US_AL_01091,2020-02-16,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,-5,1,4,,16.74,24.41,37.66,9.962963,6.580247,14.740741,0.8255,5.333333,69.984223
US_AL_01091,2020-02-17,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,-4,-1,-15,16.33,18.85,27.64,39.58,12.623457,9.104938,18.265432,2.652889,10.569444,84.260857
US_AL_01091,2020-02-18,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,1,0,3,,13.99,27.53,29.79,17.45679,14.166667,23.049383,4.2545,16.319444,89.549971
US_AL_01091,2020-02-19,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,0,-3,3,9.34,17.35,20.46,30.69,13.55,10.416667,20.477778,13.462,11.288889,90.513968
US_AL_01091,2020-02-20,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,-10,-4,2,11.67,10.0,20.84,32.09,9.616667,6.188889,11.527778,14.82725,7.977778,91.24338
US_AL_01091,2020-02-21,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,3,-1,2,14.34,10.43,19.11,28.24,4.705556,0.127778,9.272222,35.65525,-1.355556,64.5056
US_AL_01091,2020-02-22,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,-1,3,2,11.94,21.77,23.87,37.91,4.144444,-2.8,13.744444,0.0,-2.622222,60.230589
US_AL_01091,2020-02-23,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,-2,10,0,14.57,17.34,24.98,38.16,7.733333,1.888889,14.466667,0.0,1.944444,65.323141
US_AL_01091,2020-02-24,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,-1,-11,2,,17.72,21.45,32.18,12.188889,8.511111,16.633333,0.4445,7.777778,73.786766
US_AL_01091,2020-02-25,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,16,-16,4,,20.82,23.08,37.56,15.377778,10.766667,17.411111,8.98525,12.055556,80.717369
US_AL_01091,2020-02-26,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,27,-1,4,9.27,15.29,43.55,34.74,9.777778,6.627778,14.794444,0.0,6.366667,78.643755
US_AL_01091,2020-02-27,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,31,13,2,9.98,23.14,29.04,25.41,5.916667,1.188889,10.716667,0.6858,-3.422222,50.476233
US_AL_01091,2020-02-28,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,22,11,-2,7.06,16.32,18.97,33.97,5.566667,-2.105556,16.888889,0.0,-1.788889,57.552556
US_AL_01091,2020-02-29,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,33,7,2,14.99,17.84,31.41,37.12,9.344444,0.45,19.055556,0.0,-0.688889,48.580484
US_AL_01091,2020-03-01,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,30,22,2,15.76,19.35,27.23,36.54,10.327778,2.45,20.888889,0.0,2.844444,58.029645
US_AL_01091,2020-03-02,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,21,8,0,,21.1,33.16,28.0,16.238889,12.561111,22.127778,1.3335,11.433333,71.54824
US_AL_01091,2020-03-03,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,44,27,0,12.25,19.0,31.67,26.61,19.677778,17.027778,22.966667,7.62,17.466667,85.745901
US_AL_01091,2020-03-04,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,16,2,2,11.97,21.38,42.33,37.62,15.355556,12.144444,20.194444,37.4015,14.211111,92.83076
US_AL_01091,2020-03-05,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,26,13,6,9.3,19.49,38.98,32.34,12.344444,11.277778,15.561111,59.46775,10.8,88.613476
US_AL_01091,2020-03-06,ChIJS2WYEO11hYgR3lA_VhrYavM,Q501074,geoId/01091,US,United States of America,AL,Alabama,01091,Marengo County,US,USA,2,,,,,,,19396,9123,10273,2400,2437,2386,2121,2286,2657,2526,1596,987,1848788,32.241944,-87.789444,2546,75.2,13,2,3,10.91,14.55,34.55,31.82,11.161111,5.55,17.027778,12.7762,2.955556,55.991069
