location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MO_29091,2020-01-01,ChIJaUil5gST0IcR0hRzyye0F7M,Q484607,geoId/29091,US,United States of America,MO,Missouri,29091,Howell County,US,USA,2,,,,,,,40074,19541,20533,5287,5154,4752,4593,4684,5217,5057,3330,2000,1180506,36.77,-91.89,2404,75.6375,,,,,,6.49,9.22,7.52,11.28,5.81,7.86,6.15,,18.79,10.93,6.15,7.17,9.22,6.15,,,5.12,10.59,22.21,5.81,6.83,5.12,,4.78,47.49,,7.52,5.47,7.17,6.15,4.283333,-2.422222,12.477778,0.0,,-5.645833,47.265213
US_MO_29091,2020-01-02,ChIJaUil5gST0IcR0hRzyye0F7M,Q484607,geoId/29091,US,United States of America,MO,Missouri,29091,Howell County,US,USA,2,,,,,,,40074,19541,20533,5287,5154,4752,4593,4684,5217,5057,3330,2000,1180506,36.77,-91.89,2404,75.6375,,,,,,5.04,4.75,5.34,12.76,5.93,6.23,7.12,6.23,15.43,10.98,6.83,10.98,6.23,5.34,,5.34,5.34,13.65,32.94,7.72,9.5,7.12,8.01,9.2,45.4,5.04,12.17,11.57,6.53,6.83,8.361111,5.516667,11.722222,0.0,,3.395833,71.040771
US_MO_29091,2020-01-03,ChIJaUil5gST0IcR0hRzyye0F7M,Q484607,geoId/29091,US,United States of America,MO,Missouri,29091,Howell County,US,USA,2,,,,,,,40074,19541,20533,5287,5154,4752,4593,4684,5217,5057,3330,2000,1180506,36.77,-91.89,2404,75.6375,,,,,,5.36,9.83,4.17,5.66,10.72,7.74,6.25,,19.36,11.62,7.15,13.7,,8.94,4.17,7.45,4.17,11.32,30.68,8.34,6.55,7.15,4.17,8.34,45.27,5.36,10.13,15.19,4.47,6.25,8.783333,5.794444,10.944444,5.6642,,7.555556,91.953743
US_MO_29091,2020-01-04,ChIJaUil5gST0IcR0hRzyye0F7M,Q484607,geoId/29091,US,United States of America,MO,Missouri,29091,Howell County,US,USA,2,,,,,,,40074,19541,20533,5287,5154,4752,4593,4684,5217,5057,3330,2000,1180506,36.77,-91.89,2404,75.6375,,,,,,,9.14,4.9,14.36,7.51,6.53,4.9,,15.99,12.73,,9.14,5.55,7.18,,6.86,5.55,7.18,32.32,,7.18,,4.9,6.2,42.76,8.49,6.86,,5.55,4.9,3.661111,0.255556,8.094444,1.3208,,-2.833333,62.676522
US_MO_29091,2020-01-05,ChIJaUil5gST0IcR0hRzyye0F7M,Q484607,geoId/29091,US,United States of America,MO,Missouri,29091,Howell County,US,USA,2,,,,,,,40074,19541,20533,5287,5154,4752,4593,4684,5217,5057,3330,2000,1180506,36.77,-91.89,2404,75.6375,,,,,,7.32,12.64,4.99,11.98,10.65,9.32,6.99,4.66,18.63,18.63,,11.64,5.66,6.99,,,5.99,9.65,30.94,10.31,12.31,,,,47.24,5.99,6.32,6.65,6.65,7.32,4.45,-3.105556,14.877778,0.0,,-3.861111,53.623713
US_MO_29091,2020-01-06,ChIJaUil5gST0IcR0hRzyye0F7M,Q484607,geoId/29091,US,United States of America,MO,Missouri,29091,Howell County,US,USA,2,,,,,,,40074,19541,20533,5287,5154,4752,4593,4684,5217,5057,3330,2000,1180506,36.77,-91.89,2404,75.6375,,,,,,5.39,7.55,,14.03,11.87,4.05,4.32,4.86,10.52,8.9,5.66,7.01,5.39,9.17,,6.47,6.47,11.6,28.05,4.32,9.44,6.74,5.93,7.55,42.89,5.12,7.82,5.39,4.86,6.74,4.155556,-3.2,11.844444,0.0,,-3.680556,55.235655
US_MO_29091,2020-01-07,ChIJaUil5gST0IcR0hRzyye0F7M,Q484607,geoId/29091,US,United States of America,MO,Missouri,29091,Howell County,US,USA,2,,,,,,,40074,19541,20533,5287,5154,4752,4593,4684,5217,5057,3330,2000,1180506,36.77,-91.89,2404,75.6375,,,,,,4.86,9.17,4.32,10.79,7.55,7.01,6.75,6.75,12.95,6.21,5.13,13.49,5.13,8.36,7.28,5.67,4.32,8.63,32.38,6.47,8.63,6.75,7.28,10.52,40.74,4.86,9.17,6.47,8.09,5.13,5.038889,0.033333,11.816667,0.0,,-4.194444,50.204397
US_MO_29091,2020-01-08,ChIJaUil5gST0IcR0hRzyye0F7M,Q484607,geoId/29091,US,United States of America,MO,Missouri,29091,Howell County,US,USA,2,,,,,,,40074,19541,20533,5287,5154,4752,4593,4684,5217,5057,3330,2000,1180506,36.77,-91.89,2404,75.6375,,,,,,3.82,8.73,9.28,11.46,8.18,6.27,4.91,4.09,16.09,9.55,10.91,13.91,4.91,5.18,,,6.27,9.55,36.01,10.37,7.37,5.18,6.55,8.73,40.37,6.27,8.18,7.91,6.27,5.73,6.105556,-1.961111,15.883333,0.0,,-4.798611,44.20978
US_MO_29091,2020-01-09,ChIJaUil5gST0IcR0hRzyye0F7M,Q484607,geoId/29091,US,United States of America,MO,Missouri,29091,Howell County,US,USA,2,,,,,,,40074,19541,20533,5287,5154,4752,4593,4684,5217,5057,3330,2000,1180506,36.77,-91.89,2404,75.6375,,,,,,5.83,6.35,6.88,10.59,10.59,6.88,3.97,5.03,15.89,8.74,9.0,12.44,9.0,,5.56,4.5,4.5,10.59,29.12,5.29,7.94,6.62,5.03,7.41,44.48,7.41,13.5,7.41,6.35,7.68,10.372222,7.938889,12.794444,0.127,,2.791667,59.111377
US_MO_29091,2020-01-10,ChIJaUil5gST0IcR0hRzyye0F7M,Q484607,geoId/29091,US,United States of America,MO,Missouri,29091,Howell County,US,USA,2,,,,,,,40074,19541,20533,5287,5154,4752,4593,4684,5217,5057,3330,2000,1180506,36.77,-91.89,2404,75.6375,,,,,,3.96,10.16,4.71,9.91,7.18,6.69,4.21,6.19,14.37,7.68,4.46,8.18,5.7,4.21,5.2,4.21,6.19,4.21,22.3,6.44,7.43,7.18,4.96,8.18,37.41,,8.42,5.7,,4.46,14.788889,12.016667,17.444444,10.668,,13.909722,94.344367
