location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_TX_48489,2020-01-15,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,,11.84,29.59,,40.25,24.088889,22.05,27.844444,0.0,20.592593,77.917971
US_TX_48489,2020-01-16,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,,13.64,30.84,,45.08,23.688889,21.933333,27.061111,0.0,20.657407,80.240192
US_TX_48489,2020-01-17,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,,11.04,31.27,,41.7,23.116667,20.972222,26.95,0.056444,18.435185,72.658125
US_TX_48489,2020-01-18,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,,,20.23,12.45,45.12,22.333333,19.222222,27.216667,0.0,18.444444,78.890449
US_TX_48489,2020-01-19,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,,,20.81,,48.31,17.5,13.694444,24.377778,0.0254,10.675926,64.558756
US_TX_48489,2020-01-20,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,11.01,,25.09,11.62,36.1,14.572222,11.327778,18.722222,0.0,4.490741,51.99608
US_TX_48489,2020-01-21,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,,12.7,26.0,12.1,47.77,14.544444,10.005556,19.033333,0.0,7.092593,62.80101
US_TX_48489,2020-01-22,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,12.05,22.29,31.33,13.25,48.2,18.766667,16.783333,22.75,0.03175,13.657407,70.733211
US_TX_48489,2020-01-23,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,11.14,32.17,29.7,,40.83,18.5,13.377778,24.95,0.6096,13.935185,73.420382
US_TX_48489,2020-01-24,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,15.83,36.4,32.45,,30.86,16.961111,12.166667,22.711111,0.084667,11.583333,71.078005
US_TX_48489,2020-01-25,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,14.49,24.14,33.0,,43.46,18.133333,13.555556,23.605556,0.0,14.222222,78.208467
US_TX_48489,2020-01-26,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,13.53,20.64,27.76,,44.14,20.9,16.816667,26.8,0.0254,16.611111,74.190207
US_TX_48489,2020-01-27,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,9.38,15.23,35.16,11.72,39.26,18.611111,13.638889,25.727778,0.0,14.407407,75.06035
US_TX_48489,2020-01-28,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,8.78,31.01,35.69,10.53,47.98,20.727778,17.116667,26.888889,0.0,16.064815,72.921628
US_TX_48489,2020-01-29,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,,17.5,34.4,,36.82,16.761111,9.266667,24.055556,0.0,2.666667,39.335364
US_TX_48489,2020-01-30,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,,36.38,46.7,,40.02,15.038889,11.444444,20.822222,0.0,9.296296,70.016884
US_TX_48489,2020-01-31,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,,31.11,35.38,,38.43,14.627778,12.188889,18.611111,1.778,10.87037,78.68623
US_TX_48489,2020-02-01,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,13.74,26.67,35.56,,36.37,14.45,9.333333,21.066667,0.508,5.925926,56.50993
US_TX_48489,2020-02-02,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,13.97,25.0,25.0,15.44,47.06,15.511111,7.594444,23.811111,0.0,6.740741,55.866255
US_TX_48489,2020-02-03,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,9.4,18.17,30.7,,49.51,19.977778,16.377778,24.833333,0.0,14.546296,69.817166
US_TX_48489,2020-02-04,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,,19.94,28.39,10.27,33.23,22.383333,19.111111,28.444444,0.1905,17.37037,71.347724
US_TX_48489,2020-02-05,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,11.7,18.71,32.16,9.94,35.67,16.783333,9.727778,24.844444,0.0254,14.009259,82.590787
US_TX_48489,2020-02-06,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,13.24,24.76,30.52,13.82,38.58,10.65,4.811111,19.25,0.0,0.027778,46.835681
US_TX_48489,2020-02-07,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,,20.35,27.53,,33.52,14.2,6.616667,24.622222,0.0,5.222222,56.162814
US_TX_48489,2020-02-08,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,23.76,23.0,32.2,,28.36,19.3,13.305556,25.4,0.0,14.842593,74.783447
US_TX_48489,2020-02-09,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,10.88,15.22,18.13,16.68,32.63,22.794444,20.716667,26.577778,0.0,19.490741,78.064548
US_TX_48489,2020-02-10,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,14.24,18.23,33.04,,35.89,24.466667,22.244444,29.422222,0.0,20.638889,75.510999
US_TX_48489,2020-02-11,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,14.6,19.09,28.07,,40.99,21.855556,15.216667,26.294444,0.0,19.5,84.962984
US_TX_48489,2020-02-12,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,,15.65,21.25,,35.23,11.894444,10.066667,15.311111,0.366889,9.685185,87.854383
US_TX_48489,2020-02-13,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,13.54,17.49,29.9,12.41,32.16,14.255556,10.288889,19.666667,0.0762,8.212963,65.64157
US_TX_48489,2020-02-14,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,,,,,,,14.02,22.56,,32.93,13.616667,9.294444,18.738889,0.0,7.62037,69.144213
US_TX_48489,2020-02-15,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,4,-2,,-2,,21.34,18.29,26.67,12.95,29.72,17.25,11.861111,25.75,0.0,11.083333,66.600042
US_TX_48489,2020-02-16,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,9,3,,-4,,11.88,23.07,32.15,13.98,46.13,21.072222,17.05,26.35,0.0,17.564815,78.955124
US_TX_48489,2020-02-17,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,8,-1,,-19,,9.82,24.21,36.65,,40.58,23.316667,20.016667,28.061111,0.0254,19.351852,75.383226
US_TX_48489,2020-02-18,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,17,3,,4,,,13.39,27.33,8.92,36.25,23.972222,21.272222,29.216667,0.0,19.231481,71.881689
US_TX_48489,2020-02-19,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,1,3,,-1,,,20.01,22.79,,46.14,19.205556,14.288889,26.183333,0.084667,16.611111,84.376589
US_TX_48489,2020-02-20,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,-2,-1,,-2,,,18.68,24.72,,31.31,13.744444,10.388889,17.172222,0.3556,12.148148,91.512759
US_TX_48489,2020-02-21,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,-3,-2,,3,,,11.75,17.04,,21.75,10.166667,8.722222,13.583333,1.4478,5.685185,74.613301
US_TX_48489,2020-02-22,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,7,-4,,0,,,16.4,23.53,,26.38,12.322222,7.588889,19.35,0.127,6.101852,67.062916
US_TX_48489,2020-02-23,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,1,12,,-5,,12.13,20.22,23.59,10.11,48.53,18.705556,13.716667,25.161111,0.0,14.231481,73.728686
US_TX_48489,2020-02-24,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,3,-6,,5,,13.66,13.09,27.89,11.95,38.71,22.266667,19.194444,27.888889,0.0,17.731481,71.877148
US_TX_48489,2020-02-25,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,7,1,,2,,,15.62,35.16,,45.2,20.422222,17.011111,25.988889,0.056444,16.75,77.994428
US_TX_48489,2020-02-26,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,18,2,,-3,,,18.16,43.26,8.01,37.38,16.738889,12.772222,23.966667,0.056444,1.166667,33.950166
US_TX_48489,2020-02-27,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,14,1,,-4,,,24.55,43.65,,29.46,10.8,3.461111,17.75,0.0,-3.768519,36.782913
US_TX_48489,2020-02-28,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,4,11,,-1,,19.96,22.18,36.04,,24.95,13.111111,5.388889,22.422222,0.0,1.583333,46.601515
US_TX_48489,2020-02-29,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,9,1,,2,,12.06,24.83,52.5,,33.34,16.244444,8.861111,24.011111,0.0,6.925926,55.302096
US_TX_48489,2020-03-01,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,17,16,,-2,,11.47,15.52,32.39,,33.07,21.494444,17.883333,28.183333,0.0,14.509259,61.982514
US_TX_48489,2020-03-02,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,9,3,,7,,11.49,25.72,59.1,8.76,36.66,22.266667,18.955556,28.538889,0.0,17.953704,72.973278
US_TX_48489,2020-03-03,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,36,12,,-1,,,27.8,45.24,,43.6,22.283333,19.705556,26.122222,0.0,19.842593,82.924043
US_TX_48489,2020-03-04,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,22,11,,-1,,14.47,21.71,36.74,,30.62,23.088889,20.933333,27.561111,0.0,16.555556,63.980943
US_TX_48489,2020-03-05,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,10,9,,-1,,15.22,32.79,38.06,9.37,28.11,19.055556,14.511111,26.422222,0.0762,6.240741,42.982691
US_TX_48489,2020-03-06,ChIJ4QOP9T9wb4YReDpoAt7twIg,Q114503,geoId/48489,US,United States of America,TX,Texas,48489,Willacy County,US,USA,2,,,,,,,21508,11910,9598,2830,3056,3986,3075,2447,2143,1917,1310,744,1828376,26.49,-97.6,2031,78.75,6,6,,-1,,9.09,25.58,47.74,,34.1,17.616667,10.438889,24.144444,0.0,6.833333,48.943527
