location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MN_27091,2020-01-01,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,8.96,9.46,8.46,26.88,,,33.85,7.96,43.31,8.96,-4.567901,-9.462963,1.438272,0.141111,-6.969136,83.431797
US_MN_27091,2020-01-02,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,10.09,7.46,7.02,27.63,6.58,7.46,32.45,6.58,33.77,,0.308642,-2.216049,1.987654,0.0,-1.37037,88.577135
US_MN_27091,2020-01-03,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,10.52,,,18.3,9.15,9.15,35.68,,35.68,7.32,-0.864198,-3.246914,0.882716,0.0,-1.814815,93.332864
US_MN_27091,2020-01-04,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,10.23,16.38,8.7,20.98,,,29.68,10.75,38.89,,-5.166667,-9.401235,-1.080247,0.508,-6.802469,88.389827
US_MN_27091,2020-01-05,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,8.87,,7.39,20.7,10.84,,30.56,,33.02,,0.104938,-4.345679,3.858025,0.141111,-3.444444,77.151372
US_MN_27091,2020-01-06,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,5.91,,7.1,25.62,9.46,,31.14,,40.21,,-2.759259,-6.395062,1.722222,0.0,-5.555556,81.231782
US_MN_27091,2020-01-07,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,6.19,7.74,9.28,12.76,7.74,,24.75,,33.65,8.12,-3.765432,-9.203704,0.246914,0.0,-5.895062,85.263126
US_MN_27091,2020-01-08,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,8.29,10.27,9.08,16.98,6.71,7.11,35.93,,37.91,9.48,-12.987654,-16.691358,-7.858025,0.0,-16.888889,72.633118
US_MN_27091,2020-01-09,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,5.91,7.88,7.88,15.37,6.3,,24.43,9.06,27.19,6.3,-3.191358,-9.401235,2.839506,0.0,-6.450617,78.326573
US_MN_27091,2020-01-10,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,,7.96,8.36,14.34,8.36,,22.7,,31.06,9.96,-7.888889,-13.222222,-3.561728,0.0,-10.339506,82.652929
US_MN_27091,2020-01-11,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,12.05,9.43,8.91,17.81,,,28.82,,41.39,,-16.9375,-20.048611,-13.9375,0.0,-20.25,75.5731
US_MN_27091,2020-01-12,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,9.48,9.48,,17.97,7.49,8.98,22.96,7.49,38.93,,-12.8125,-18.013889,-5.75,0.0,-14.736111,85.595468
US_MN_27091,2020-01-13,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,,6.04,10.07,16.11,6.85,,22.16,,35.45,,-5.833333,-9.777778,-2.847222,0.8636,-6.736111,93.397931
US_MN_27091,2020-01-14,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,10.01,8.86,6.93,12.32,10.01,8.86,22.33,,33.49,6.54,-3.826389,-9.722222,-0.013889,0.0,-5.590278,87.634117
US_MN_27091,2020-01-15,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,5.66,5.66,9.43,12.44,,,23.38,,33.93,10.56,-10.416667,-17.041667,-7.673611,0.0,-12.402778,85.432742
US_MN_27091,2020-01-16,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,,11.01,,17.84,,,27.7,,34.16,5.69,-20.722222,-24.409722,-15.840278,0.03175,-24.979167,68.70086
US_MN_27091,2020-01-17,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,9.56,,,14.11,,,29.58,,34.13,7.74,-12.8125,-19.0625,-5.527778,0.0,-15.548611,80.051988
US_MN_27091,2020-01-18,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,8.22,7.74,8.7,12.57,10.15,,23.69,,35.29,,-10.020833,-19.270833,-2.6875,1.016,-11.694444,87.62277
US_MN_27091,2020-01-19,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,11.06,7.21,9.62,17.79,,,24.05,,40.88,7.69,-19.402778,-21.131944,-16.902778,0.181429,-22.541667,76.240769
US_MN_27091,2020-01-20,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,12.67,11.03,6.95,15.53,7.36,,27.79,6.54,36.37,6.95,-17.930556,-21.583333,-13.395833,0.0,-20.6875,79.078896
US_MN_27091,2020-01-21,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,5.76,8.06,,20.73,8.83,6.53,30.71,6.91,34.55,8.06,-16.694444,-21.5,-9.270833,0.0,-18.986111,82.547511
US_MN_27091,2020-01-22,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,8.59,,9.38,11.72,16.02,6.64,26.95,7.03,29.3,,-1.561728,-8.240741,1.339506,0.4445,-2.932099,90.481534
US_MN_27091,2020-01-23,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,,6.26,5.87,19.96,9.0,,48.15,,37.58,5.87,-0.253086,-1.611111,0.638889,1.342571,-0.82716,95.972244
US_MN_27091,2020-01-24,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,,9.01,6.55,29.89,11.88,7.37,28.66,,33.58,,-1.840278,-2.5625,-1.215278,0.508,-2.798611,93.27695
US_MN_27091,2020-01-25,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,9.24,13.59,10.87,25.0,,,39.13,,36.95,11.41,-2.791667,-4.25,-1.506944,0.0,-4.569444,87.691976
US_MN_27091,2020-01-26,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,,,9.38,20.73,7.9,,35.54,7.9,38.99,9.87,-3.819444,-8.152778,-0.388889,0.0,-4.993056,91.640816
US_MN_27091,2020-01-27,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,7.71,6.81,14.52,28.13,7.71,,40.38,6.81,38.57,,-3.854167,-7.208333,-1.354167,0.0,-4.673611,94.095336
US_MN_27091,2020-01-28,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,10.79,6.79,,16.79,6.0,,33.98,11.19,31.98,,-8.765432,-10.092593,-6.746914,0.0,-9.95679,91.172805
US_MN_27091,2020-01-29,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,,8.9,7.28,27.1,8.09,6.47,40.44,6.07,35.19,8.9,-8.611111,-10.345679,-5.944444,0.0,-10.04321,89.496439
US_MN_27091,2020-01-30,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,,5.91,,29.54,12.6,,41.75,6.3,30.33,7.88,-6.740741,-10.697531,-2.104938,0.0,-7.722222,92.83591
US_MN_27091,2020-01-31,ChIJfz9h57GC9IcRY7LE9UuwIUw,Q284439,geoId/27091,US,United States of America,MN,Minnesota,27091,Martin County,US,USA,2,,,,,,,19866,9852,10014,2331,2394,1980,2182,2002,2822,2952,1690,1513,1792987,43.68,-94.56,1890,81.3,,,,,,7.77,,27.58,7.38,6.6,37.29,,27.97,6.6,-1.338889,-2.361111,-0.016667,0.0,-1.883333,96.134156
