location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_HI_15005,2020-01-01,ChIJ-cbdeVXGqn4Rohy0nF5gfuc,Q494546,geoId/15005,US,United States of America,HI,Hawaii,15005,Kalawao County,US,USA,2,,,,,,,86,41,45,0,0,1,10,9,20,22,7,17,166564,21.196944,-156.967222,136,23.333333,19.265432,26.864198,0.056444,16.787037,67.926641
US_HI_15005,2020-01-02,ChIJ-cbdeVXGqn4Rohy0nF5gfuc,Q494546,geoId/15005,US,United States of America,HI,Hawaii,15005,Kalawao County,US,USA,2,,,,,,,86,41,45,0,0,1,10,9,20,22,7,17,166564,21.196944,-156.967222,136,22.839506,18.87037,26.537037,0.762,18.398148,76.501491
US_HI_15005,2020-01-03,ChIJ-cbdeVXGqn4Rohy0nF5gfuc,Q494546,geoId/15005,US,United States of America,HI,Hawaii,15005,Kalawao County,US,USA,2,,,,,,,86,41,45,0,0,1,10,9,20,22,7,17,166564,21.196944,-156.967222,136,23.098765,19.530864,25.919753,2.95275,19.546296,81.581852
US_HI_15005,2020-01-04,ChIJ-cbdeVXGqn4Rohy0nF5gfuc,Q494546,geoId/15005,US,United States of America,HI,Hawaii,15005,Kalawao County,US,USA,2,,,,,,,86,41,45,0,0,1,10,9,20,22,7,17,166564,21.196944,-156.967222,136,23.419753,21.722222,25.666667,3.1115,20.533333,82.423315
US_HI_15005,2020-01-05,ChIJ-cbdeVXGqn4Rohy0nF5gfuc,Q494546,geoId/15005,US,United States of America,HI,Hawaii,15005,Kalawao County,US,USA,2,,,,,,,86,41,45,0,0,1,10,9,20,22,7,17,166564,21.196944,-156.967222,136,24.148148,22.333333,26.814815,3.556,19.759259,77.345562
US_HI_15005,2020-01-06,ChIJ-cbdeVXGqn4Rohy0nF5gfuc,Q494546,geoId/15005,US,United States of America,HI,Hawaii,15005,Kalawao County,US,USA,2,,,,,,,86,41,45,0,0,1,10,9,20,22,7,17,166564,21.196944,-156.967222,136,24.345679,22.382716,26.814815,0.169333,17.675926,67.332646
US_HI_15005,2020-01-07,ChIJ-cbdeVXGqn4Rohy0nF5gfuc,Q494546,geoId/15005,US,United States of America,HI,Hawaii,15005,Kalawao County,US,USA,2,,,,,,,86,41,45,0,0,1,10,9,20,22,7,17,166564,21.196944,-156.967222,136,24.154321,22.234568,26.617284,0.41275,18.027778,69.513941
US_HI_15005,2020-01-08,ChIJ-cbdeVXGqn4Rohy0nF5gfuc,Q494546,geoId/15005,US,United States of America,HI,Hawaii,15005,Kalawao County,US,USA,2,,,,,,,86,41,45,0,0,1,10,9,20,22,7,17,166564,21.196944,-156.967222,136,23.432099,21.419753,26.0,0.0635,18.0,72.601001
US_HI_15005,2020-01-09,ChIJ-cbdeVXGqn4Rohy0nF5gfuc,Q494546,geoId/15005,US,United States of America,HI,Hawaii,15005,Kalawao County,US,USA,2,,,,,,,86,41,45,0,0,1,10,9,20,22,7,17,166564,21.196944,-156.967222,136,23.277778,21.024691,26.154321,0.8255,18.083333,73.67894
US_HI_15005,2020-01-10,ChIJ-cbdeVXGqn4Rohy0nF5gfuc,Q494546,geoId/15005,US,United States of America,HI,Hawaii,15005,Kalawao County,US,USA,2,,,,,,,86,41,45,0,0,1,10,9,20,22,7,17,166564,21.196944,-156.967222,136,23.216049,21.228395,25.37037,2.286,19.111111,78.891908
US_HI_15005,2020-01-11,ChIJ-cbdeVXGqn4Rohy0nF5gfuc,Q494546,geoId/15005,US,United States of America,HI,Hawaii,15005,Kalawao County,US,USA,2,,,,,,,86,41,45,0,0,1,10,9,20,22,7,17,166564,21.196944,-156.967222,136,23.555556,21.648148,25.746914,1.04775,20.092593,82.312819
US_HI_15005,2020-01-12,ChIJ-cbdeVXGqn4Rohy0nF5gfuc,Q494546,geoId/15005,US,United States of America,HI,Hawaii,15005,Kalawao County,US,USA,2,,,,,,,86,41,45,0,0,1,10,9,20,22,7,17,166564,21.196944,-156.967222,136,23.567901,21.888889,25.864198,1.7145,20.288889,81.038111
US_HI_15005,2020-01-13,ChIJ-cbdeVXGqn4Rohy0nF5gfuc,Q494546,geoId/15005,US,United States of America,HI,Hawaii,15005,Kalawao County,US,USA,2,,,,,,,86,41,45,0,0,1,10,9,20,22,7,17,166564,21.196944,-156.967222,136,24.04321,22.092593,26.506173,10.31875,19.777778,75.480259
US_HI_15005,2020-01-14,ChIJ-cbdeVXGqn4Rohy0nF5gfuc,Q494546,geoId/15005,US,United States of America,HI,Hawaii,15005,Kalawao County,US,USA,2,,,,,,,86,41,45,0,0,1,10,9,20,22,7,17,166564,21.196944,-156.967222,136,24.302469,22.265432,26.320988,0.0,18.592593,71.791592
US_HI_15005,2020-01-15,ChIJ-cbdeVXGqn4Rohy0nF5gfuc,Q494546,geoId/15005,US,United States of America,HI,Hawaii,15005,Kalawao County,US,USA,2,,,,,,,86,41,45,0,0,1,10,9,20,22,7,17,166564,21.196944,-156.967222,136,23.740741,21.734568,26.08642,0.09525,18.694444,74.464363
US_HI_15005,2020-01-16,ChIJ-cbdeVXGqn4Rohy0nF5gfuc,Q494546,geoId/15005,US,United States of America,HI,Hawaii,15005,Kalawao County,US,USA,2,,,,,,,86,41,45,0,0,1,10,9,20,22,7,17,166564,21.196944,-156.967222,136,23.530864,21.006173,26.17284,0.0635,19.175926,77.613379
US_HI_15005,2020-01-17,ChIJ-cbdeVXGqn4Rohy0nF5gfuc,Q494546,geoId/15005,US,United States of America,HI,Hawaii,15005,Kalawao County,US,USA,2,,,,,,,86,41,45,0,0,1,10,9,20,22,7,17,166564,21.196944,-156.967222,136,23.037037,20.283951,26.203704,1.30175,19.916667,83.581539
US_HI_15005,2020-01-18,ChIJ-cbdeVXGqn4Rohy0nF5gfuc,Q494546,geoId/15005,US,United States of America,HI,Hawaii,15005,Kalawao County,US,USA,2,,,,,,,86,41,45,0,0,1,10,9,20,22,7,17,166564,21.196944,-156.967222,136,22.462963,20.574074,25.030864,1.30175,17.194444,74.36282
US_HI_15005,2020-01-19,ChIJ-cbdeVXGqn4Rohy0nF5gfuc,Q494546,geoId/15005,US,United States of America,HI,Hawaii,15005,Kalawao County,US,USA,2,,,,,,,86,41,45,0,0,1,10,9,20,22,7,17,166564,21.196944,-156.967222,136,22.320988,20.45679,24.709877,0.09525,16.0,69.605707
US_HI_15005,2020-01-20,ChIJ-cbdeVXGqn4Rohy0nF5gfuc,Q494546,geoId/15005,US,United States of America,HI,Hawaii,15005,Kalawao County,US,USA,2,,,,,,,86,41,45,0,0,1,10,9,20,22,7,17,166564,21.196944,-156.967222,136,22.851852,20.37037,25.796296,0.34925,18.037037,75.831557
US_HI_15005,2020-01-21,ChIJ-cbdeVXGqn4Rohy0nF5gfuc,Q494546,geoId/15005,US,United States of America,HI,Hawaii,15005,Kalawao County,US,USA,2,,,,,,,86,41,45,0,0,1,10,9,20,22,7,17,166564,21.196944,-156.967222,136,22.481481,17.975309,26.358025,0.028222,16.416667,70.009318
US_HI_15005,2020-01-22,ChIJ-cbdeVXGqn4Rohy0nF5gfuc,Q494546,geoId/15005,US,United States of America,HI,Hawaii,15005,Kalawao County,US,USA,2,,,,,,,86,41,45,0,0,1,10,9,20,22,7,17,166564,21.196944,-156.967222,136,21.574074,16.685185,26.395062,0.0,15.583333,69.600217
