location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MO_29055,2020-01-01,ChIJw1roeLsm2ocRiJ5DM7XurYA,Q484461,geoId/29055,US,United States of America,MO,Missouri,29055,Crawford County,US,USA,2,,,,,,,24107,11904,12203,2903,3143,2652,2719,2765,3604,3161,2050,1110,1180505,37.98,-91.3,1926,75.16,,,,,,,12.42,,11.88,8.1,8.64,24.84,10.26,49.69,,4.638889,-2.994444,13.861111,0.0,,-4.62963,50.701172
US_MO_29055,2020-01-02,ChIJw1roeLsm2ocRiJ5DM7XurYA,Q484461,geoId/29055,US,United States of America,MO,Missouri,29055,Crawford County,US,USA,2,,,,,,,24107,11904,12203,2903,3143,2652,2719,2765,3604,3161,2050,1110,1180505,37.98,-91.3,1926,75.16,,,,,,7.75,9.3,8.27,18.61,11.89,13.96,24.81,,45.48,8.27,8.083333,3.638889,12.75,0.0,,0.969136,60.731486
US_MO_29055,2020-01-03,ChIJw1roeLsm2ocRiJ5DM7XurYA,Q484461,geoId/29055,US,United States of America,MO,Missouri,29055,Crawford County,US,USA,2,,,,,,,24107,11904,12203,2903,3143,2652,2719,2765,3604,3161,2050,1110,1180505,37.98,-91.3,1926,75.16,,,,,,10.53,12.54,9.03,16.55,13.04,10.53,24.07,8.02,43.63,,6.122222,3.211111,10.177778,0.0254,,4.302469,88.597294
US_MO_29055,2020-01-04,ChIJw1roeLsm2ocRiJ5DM7XurYA,Q484461,geoId/29055,US,United States of America,MO,Missouri,29055,Crawford County,US,USA,2,,,,,,,24107,11904,12203,2903,3143,2652,2719,2765,3604,3161,2050,1110,1180505,37.98,-91.3,1926,75.16,,,,,,,9.97,9.45,19.94,13.64,,29.91,,45.66,9.97,2.444444,0.083333,5.888889,0.0,,-2.061728,71.885114
US_MO_29055,2020-01-05,ChIJw1roeLsm2ocRiJ5DM7XurYA,Q484461,geoId/29055,US,United States of America,MO,Missouri,29055,Crawford County,US,USA,2,,,,,,,24107,11904,12203,2903,3143,2652,2719,2765,3604,3161,2050,1110,1180505,37.98,-91.3,1926,75.16,,,,,,10.51,9.46,,13.14,10.51,,25.76,,37.33,,2.911111,-3.788889,12.722222,0.0,,-4.407407,58.623347
US_MO_29055,2020-01-06,ChIJw1roeLsm2ocRiJ5DM7XurYA,Q484461,geoId/29055,US,United States of America,MO,Missouri,29055,Crawford County,US,USA,2,,,,,,,24107,11904,12203,2903,3143,2652,2719,2765,3604,3161,2050,1110,1180505,37.98,-91.3,1926,75.16,,,,,,6.88,8.26,7.8,7.8,11.47,,26.15,,43.59,7.8,2.727778,-5.127778,10.716667,0.0,,-5.685185,53.211989
US_MO_29055,2020-01-07,ChIJw1roeLsm2ocRiJ5DM7XurYA,Q484461,geoId/29055,US,United States of America,MO,Missouri,29055,Crawford County,US,USA,2,,,,,,,24107,11904,12203,2903,3143,2652,2719,2765,3604,3161,2050,1110,1180505,37.98,-91.3,1926,75.16,,,,,,7.48,10.12,,13.64,7.92,10.56,34.32,14.08,32.56,6.16,3.672222,-1.661111,9.666667,0.0,,-4.901235,53.479571
US_MO_29055,2020-01-08,ChIJw1roeLsm2ocRiJ5DM7XurYA,Q484461,geoId/29055,US,United States of America,MO,Missouri,29055,Crawford County,US,USA,2,,,,,,,24107,11904,12203,2903,3143,2652,2719,2765,3604,3161,2050,1110,1180505,37.98,-91.3,1926,75.16,,,,,,,11.76,9.58,6.97,10.45,7.84,32.22,,39.19,12.19,4.227778,-2.677778,10.816667,0.0,,-6.450617,45.773907
US_MO_29055,2020-01-09,ChIJw1roeLsm2ocRiJ5DM7XurYA,Q484461,geoId/29055,US,United States of America,MO,Missouri,29055,Crawford County,US,USA,2,,,,,,,24107,11904,12203,2903,3143,2652,2719,2765,3604,3161,2050,1110,1180505,37.98,-91.3,1926,75.16,,,,,,11.18,14.62,8.17,12.04,9.46,10.32,30.96,7.31,42.14,8.6,10.072222,5.283333,13.622222,0.2032,,1.179012,53.928873
US_MO_29055,2020-01-10,ChIJw1roeLsm2ocRiJ5DM7XurYA,Q484461,geoId/29055,US,United States of America,MO,Missouri,29055,Crawford County,US,USA,2,,,,,,,24107,11904,12203,2903,3143,2652,2719,2765,3604,3161,2050,1110,1180505,37.98,-91.3,1926,75.16,,,,,,,9.29,,9.73,12.83,,25.22,6.64,38.94,,13.405556,10.027778,16.611111,20.658667,30.48,12.407407,93.942916
