location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NE_31111,2020-01-01,ChIJw4zfwTwWdocRJDfy6guOB28,Q496096,geoId/31111,US,United States of America,NE,Nebraska,31111,Lincoln County,US,USA,2,,,,,,,35265,17419,17846,4477,4717,3800,4371,4157,4600,4654,2640,1849,1425478,41.05,-100.75,6669,79.7125,,,,,,5.5,11.84,6.33,12.66,9.63,5.78,6.05,,19.27,,12.38,,5.78,4.95,7.16,4.68,,,,4.95,6.88,28.07,7.71,7.16,,3.85,4.13,43.21,6.61,7.16,6.33,4.13,4.4,-2.561728,-8.796296,7.04321,0.03175,99.06,-7.347222,71.348129
US_NE_31111,2020-01-02,ChIJw4zfwTwWdocRJDfy6guOB28,Q496096,geoId/31111,US,United States of America,NE,Nebraska,31111,Lincoln County,US,USA,2,,,,,,,35265,17419,17846,4477,4717,3800,4371,4157,4600,4654,2640,1849,1425478,41.05,-100.75,6669,79.7125,,,,,,4.13,6.96,6.45,9.28,8.51,6.71,5.42,,19.6,,12.12,3.61,5.16,11.35,8.25,6.19,6.19,4.9,,5.42,7.48,26.56,,,5.16,4.38,5.67,45.13,6.19,5.42,6.45,6.19,,1.549383,-4.04321,6.358025,0.0635,78.74,-1.548611,79.576834
US_NE_31111,2020-01-03,ChIJw4zfwTwWdocRJDfy6guOB28,Q496096,geoId/31111,US,United States of America,NE,Nebraska,31111,Lincoln County,US,USA,2,,,,,,,35265,17419,17846,4477,4717,3800,4371,4157,4600,4654,2640,1849,1425478,41.05,-100.75,6669,79.7125,,,,,,4.63,9.77,5.91,9.51,7.71,5.91,,3.6,21.6,4.37,11.83,,3.86,10.8,4.63,6.43,5.4,8.23,3.86,6.43,8.74,32.91,5.66,7.71,4.37,3.6,4.63,37.8,,6.94,5.66,8.23,5.4,0.308642,-3.141975,4.765432,0.03175,50.8,-3.659722,74.180883
US_NE_31111,2020-01-04,ChIJw4zfwTwWdocRJDfy6guOB28,Q496096,geoId/31111,US,United States of America,NE,Nebraska,31111,Lincoln County,US,USA,2,,,,,,,35265,17419,17846,4477,4717,3800,4371,4157,4600,4654,2640,1849,1425478,41.05,-100.75,6669,79.7125,,,,,,5.43,10.6,,8.15,8.7,4.89,5.71,4.35,16.03,5.16,8.97,5.16,4.35,9.51,,7.61,4.62,5.98,6.25,3.8,6.25,29.35,5.16,8.7,,,4.35,43.48,,6.79,5.98,7.61,4.62,0.419753,-6.444444,11.12963,0.0,30.48,-4.847222,68.311361
US_NE_31111,2020-01-05,ChIJw4zfwTwWdocRJDfy6guOB28,Q496096,geoId/31111,US,United States of America,NE,Nebraska,31111,Lincoln County,US,USA,2,,,,,,,35265,17419,17846,4477,4717,3800,4371,4157,4600,4654,2640,1849,1425478,41.05,-100.75,6669,79.7125,,,,,,5.11,11.56,7.79,13.17,4.84,4.84,5.38,,18.81,4.84,9.41,,4.57,8.33,6.72,5.64,7.26,,4.03,,5.91,18.81,5.38,6.72,,4.03,3.76,44.07,5.91,4.57,5.64,5.38,3.76,4.17284,-1.851852,9.907407,0.0,30.48,-4.708333,52.409102
US_NE_31111,2020-01-06,ChIJw4zfwTwWdocRJDfy6guOB28,Q496096,geoId/31111,US,United States of America,NE,Nebraska,31111,Lincoln County,US,USA,2,,,,,,,35265,17419,17846,4477,4717,3800,4371,4157,4600,4654,2640,1849,1425478,41.05,-100.75,6669,79.7125,,,,,,4.0,7.77,3.53,10.36,9.42,7.3,6.36,3.53,15.07,,9.89,,4.47,9.89,6.36,3.3,,,,,8.01,28.72,5.89,4.94,,3.53,6.12,42.38,,3.3,6.12,5.89,5.18,0.296296,-4.981481,6.783951,0.0,30.48,-6.548611,60.283807
US_NE_31111,2020-01-07,ChIJw4zfwTwWdocRJDfy6guOB28,Q496096,geoId/31111,US,United States of America,NE,Nebraska,31111,Lincoln County,US,USA,2,,,,,,,35265,17419,17846,4477,4717,3800,4371,4157,4600,4654,2640,1849,1425478,41.05,-100.75,6669,79.7125,,,,,,3.69,7.38,3.92,10.84,6.69,5.77,9.0,5.08,16.84,,9.23,,5.08,7.84,6.0,6.23,3.69,6.46,3.92,4.84,9.92,32.53,8.54,6.0,5.08,6.0,4.61,35.3,,6.46,7.15,4.15,4.38,0.469136,-6.611111,11.123457,0.0,,-6.708333,58.891666
US_NE_31111,2020-01-08,ChIJw4zfwTwWdocRJDfy6guOB28,Q496096,geoId/31111,US,United States of America,NE,Nebraska,31111,Lincoln County,US,USA,2,,,,,,,35265,17419,17846,4477,4717,3800,4371,4157,4600,4654,2640,1849,1425478,41.05,-100.75,6669,79.7125,,,,,,5.37,5.61,4.21,9.58,9.35,6.31,4.44,6.08,16.36,,8.64,,4.67,7.01,7.01,3.27,3.74,4.21,4.21,3.74,7.71,31.08,8.88,6.31,4.91,7.24,8.41,34.35,5.14,11.45,7.71,4.67,4.44,-1.253086,-5.475309,5.802469,0.0,,-4.680556,76.905215
US_NE_31111,2020-01-09,ChIJw4zfwTwWdocRJDfy6guOB28,Q496096,geoId/31111,US,United States of America,NE,Nebraska,31111,Lincoln County,US,USA,2,,,,,,,35265,17419,17846,4477,4717,3800,4371,4157,4600,4654,2640,1849,1425478,41.05,-100.75,6669,79.7125,,,,,,5.38,8.19,3.51,7.95,8.19,4.68,5.14,3.98,9.82,,8.65,,5.85,7.72,4.91,3.27,6.08,6.31,,,7.72,34.38,5.38,5.85,6.08,4.44,5.14,39.29,4.91,10.06,6.78,,5.38,1.265432,-4.623457,8.203704,0.0,,-3.8125,69.105819
US_NE_31111,2020-01-10,ChIJw4zfwTwWdocRJDfy6guOB28,Q496096,geoId/31111,US,United States of America,NE,Nebraska,31111,Lincoln County,US,USA,2,,,,,,,35265,17419,17846,4477,4717,3800,4371,4157,4600,4654,2640,1849,1425478,41.05,-100.75,6669,79.7125,,,,,,3.52,9.15,,9.38,9.38,3.52,5.86,,15.95,,10.09,,4.22,8.68,4.93,3.28,5.86,4.93,,4.22,6.8,28.62,4.22,5.16,3.52,,5.86,35.66,4.46,6.33,3.52,7.27,,-3.358025,-9.666667,2.67284,0.09525,,-5.388889,84.475025
US_NE_31111,2020-01-11,ChIJw4zfwTwWdocRJDfy6guOB28,Q496096,geoId/31111,US,United States of America,NE,Nebraska,31111,Lincoln County,US,USA,2,,,,,,,35265,17419,17846,4477,4717,3800,4371,4157,4600,4654,2640,1849,1425478,41.05,-100.75,6669,79.7125,,,,,,5.22,7.14,,8.79,6.86,9.06,,,20.32,,6.04,,5.77,6.86,,4.39,7.69,4.39,,4.12,6.32,31.03,6.04,7.69,,7.96,6.32,40.09,,6.59,9.61,3.84,,-12.0,-18.376543,-2.179012,0.508,,-15.506944,74.294788
