location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IA_19041,2020-01-01,ChIJxcCRxRjWjIcRcI1Uhwf9gVo,Q156488,geoId/19041,US,United States of America,IA,Iowa,19041,Clay County,US,USA,2,,,,,,,16141,7932,8209,1986,1980,1743,1965,1744,2183,2200,1286,1054,1646305,43.080833,-95.149444,1483,80.05,,,,,8.62,,,17.71,,19.14,,31.59,,-3.944444,-8.794444,1.994444,0.0,-6.05,85.449563
US_IA_19041,2020-01-02,ChIJxcCRxRjWjIcRcI1Uhwf9gVo,Q156488,geoId/19041,US,United States of America,IA,Iowa,19041,Clay County,US,USA,2,,,,,,,16141,7932,8209,1986,1980,1743,1965,1744,2183,2200,1286,1054,1646305,43.080833,-95.149444,1483,80.05,,,,,,7.67,8.1,16.62,10.23,24.72,,36.23,,0.533333,-2.344444,2.4,0.0,-0.694444,91.59065
US_IA_19041,2020-01-03,ChIJxcCRxRjWjIcRcI1Uhwf9gVo,Q156488,geoId/19041,US,United States of America,IA,Iowa,19041,Clay County,US,USA,2,,,,,,,16141,7932,8209,1986,1980,1743,1965,1744,2183,2200,1286,1054,1646305,43.080833,-95.149444,1483,80.05,,,,,7.42,9.17,10.04,17.9,,22.26,9.6,36.23,,-0.927778,-3.661111,1.155556,0.0,-1.555556,95.598458
US_IA_19041,2020-01-04,ChIJxcCRxRjWjIcRcI1Uhwf9gVo,Q156488,geoId/19041,US,United States of America,IA,Iowa,19041,Clay County,US,USA,2,,,,,,,16141,7932,8209,1986,1980,1743,1965,1744,2183,2200,1286,1054,1646305,43.080833,-95.149444,1483,80.05,,,,,7.21,,7.7,14.91,13.47,21.16,7.7,25.97,,-4.522222,-9.361111,0.238889,0.592667,-5.855556,90.531966
US_IA_19041,2020-01-05,ChIJxcCRxRjWjIcRcI1Uhwf9gVo,Q156488,geoId/19041,US,United States of America,IA,Iowa,19041,Clay County,US,USA,2,,,,,,,16141,7932,8209,1986,1980,1743,1965,1744,2183,2200,1286,1054,1646305,43.080833,-95.149444,1483,80.05,,,,,10.74,,7.94,12.61,9.34,20.55,,35.49,,1.105556,-2.7,4.205556,0.0508,-2.372222,77.732386
US_IA_19041,2020-01-06,ChIJxcCRxRjWjIcRcI1Uhwf9gVo,Q156488,geoId/19041,US,United States of America,IA,Iowa,19041,Clay County,US,USA,2,,,,,,,16141,7932,8209,1986,1980,1743,1965,1744,2183,2200,1286,1054,1646305,43.080833,-95.149444,1483,80.05,,,,,10.77,11.17,10.77,11.97,6.78,33.11,7.18,23.94,7.18,-2.022222,-5.244444,1.622222,0.0,-4.061111,86.12553
US_IA_19041,2020-01-07,ChIJxcCRxRjWjIcRcI1Uhwf9gVo,Q156488,geoId/19041,US,United States of America,IA,Iowa,19041,Clay County,US,USA,2,,,,,,,16141,7932,8209,1986,1980,1743,1965,1744,2183,2200,1286,1054,1646305,43.080833,-95.149444,1483,80.05,,,,,6.35,10.32,7.94,16.28,9.53,28.59,5.96,32.56,,-2.922222,-7.672222,1.011111,0.0,-4.572222,88.527493
US_IA_19041,2020-01-08,ChIJxcCRxRjWjIcRcI1Uhwf9gVo,Q156488,geoId/19041,US,United States of America,IA,Iowa,19041,Clay County,US,USA,2,,,,,,,16141,7932,8209,1986,1980,1743,1965,1744,2183,2200,1286,1054,1646305,43.080833,-95.149444,1483,80.05,,,,,6.35,5.95,7.94,18.26,11.11,40.88,,32.15,11.91,-10.394444,-14.183333,-4.833333,0.0,-14.688889,70.894318
US_IA_19041,2020-01-09,ChIJxcCRxRjWjIcRcI1Uhwf9gVo,Q156488,geoId/19041,US,United States of America,IA,Iowa,19041,Clay County,US,USA,2,,,,,,,16141,7932,8209,1986,1980,1743,1965,1744,2183,2200,1286,1054,1646305,43.080833,-95.149444,1483,80.05,,,,,8.22,9.01,,13.71,7.83,27.81,9.01,34.08,11.36,-2.15,-7.35,3.827778,0.0,-5.788889,76.361844
US_IA_19041,2020-01-10,ChIJxcCRxRjWjIcRcI1Uhwf9gVo,Q156488,geoId/19041,US,United States of America,IA,Iowa,19041,Clay County,US,USA,2,,,,,,,16141,7932,8209,1986,1980,1743,1965,1744,2183,2200,1286,1054,1646305,43.080833,-95.149444,1483,80.05,,,,,5.86,11.32,,12.1,10.93,25.38,7.03,25.38,7.03,-7.194444,-12.85,-2.616667,0.0,-9.35,84.723933
