location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_AL_01107,2020-01-01,ChIJwfbgMF1lhogRp3yT3z9v17g,Q949766,geoId/01107,US,United States of America,AL,Alabama,01107,Pickens County,US,USA,2,,,,,,,20204,10089,10115,2156,2366,2656,2561,2414,2978,2550,1635,888,1848796,33.278611,-88.093056,78,2305,74.32,,,,18.19,29.27,5.234568,-0.549383,13.024691,0.0,,-0.935185,64.856039
US_AL_01107,2020-01-02,ChIJwfbgMF1lhogRp3yT3z9v17g,Q949766,geoId/01107,US,United States of America,AL,Alabama,01107,Pickens County,US,USA,2,,,,,,,20204,10089,10115,2156,2366,2656,2561,2414,2978,2550,1635,888,1848796,33.278611,-88.093056,78,2305,74.32,,,,27.6,28.35,10.777778,8.018519,16.555556,1.100667,,6.490741,76.774451
US_AL_01107,2020-01-03,ChIJwfbgMF1lhogRp3yT3z9v17g,Q949766,geoId/01107,US,United States of America,AL,Alabama,01107,Pickens County,US,USA,2,,,,,,,20204,10089,10115,2156,2366,2656,2561,2414,2978,2550,1635,888,1848796,33.278611,-88.093056,78,2305,74.32,,,,20.93,23.26,15.62963,13.969136,19.08642,63.5,,13.425926,89.880734
US_AL_01107,2020-01-04,ChIJwfbgMF1lhogRp3yT3z9v17g,Q949766,geoId/01107,US,United States of America,AL,Alabama,01107,Pickens County,US,USA,2,,,,,,,20204,10089,10115,2156,2366,2656,2561,2414,2978,2550,1635,888,1848796,33.278611,-88.093056,78,2305,74.32,,,,16.05,33.7,11.882716,7.475309,14.469136,12.446,,6.425926,71.33876
US_AL_01107,2020-01-05,ChIJwfbgMF1lhogRp3yT3z9v17g,Q949766,geoId/01107,US,United States of America,AL,Alabama,01107,Pickens County,US,USA,2,,,,,,,20204,10089,10115,2156,2366,2656,2561,2414,2978,2550,1635,888,1848796,33.278611,-88.093056,78,2305,74.32,,,,27.56,26.72,4.950617,-1.246914,14.395062,0.0,,-0.787037,68.388131
US_AL_01107,2020-01-06,ChIJwfbgMF1lhogRp3yT3z9v17g,Q949766,geoId/01107,US,United States of America,AL,Alabama,01107,Pickens County,US,USA,2,,,,,,,20204,10089,10115,2156,2366,2656,2561,2414,2978,2550,1635,888,1848796,33.278611,-88.093056,78,2305,74.32,,,,25.72,46.76,9.141975,2.333333,19.290123,0.0,,4.314815,72.095092
US_AL_01107,2020-01-07,ChIJwfbgMF1lhogRp3yT3z9v17g,Q949766,geoId/01107,US,United States of America,AL,Alabama,01107,Pickens County,US,USA,2,,,,,,,20204,10089,10115,2156,2366,2656,2561,2414,2978,2550,1635,888,1848796,33.278611,-88.093056,78,2305,74.32,,,,23.37,44.23,12.012346,6.407407,15.567901,0.03175,,3.518519,57.221024
US_AL_01107,2020-01-08,ChIJwfbgMF1lhogRp3yT3z9v17g,Q949766,geoId/01107,US,United States of America,AL,Alabama,01107,Pickens County,US,USA,2,,,,,,,20204,10089,10115,2156,2366,2656,2561,2414,2978,2550,1635,888,1848796,33.278611,-88.093056,78,2305,74.32,,,,23.91,34.78,6.04321,-1.950617,17.283951,0.0,,-1.37037,59.874455
US_AL_01107,2020-01-09,ChIJwfbgMF1lhogRp3yT3z9v17g,Q949766,geoId/01107,US,United States of America,AL,Alabama,01107,Pickens County,US,USA,2,,,,,,,20204,10089,10115,2156,2366,2656,2561,2414,2978,2550,1635,888,1848796,33.278611,-88.093056,78,2305,74.32,,,,24.65,32.63,8.259259,0.790123,18.376543,0.0,,1.12963,61.956597
US_AL_01107,2020-01-10,ChIJwfbgMF1lhogRp3yT3z9v17g,Q949766,geoId/01107,US,United States of America,AL,Alabama,01107,Pickens County,US,USA,2,,,,,,,20204,10089,10115,2156,2366,2656,2561,2414,2978,2550,1635,888,1848796,33.278611,-88.093056,78,2305,74.32,,,,31.02,27.41,17.012346,15.006173,20.783951,1.481667,,10.796296,67.857269
US_AL_01107,2020-01-11,ChIJwfbgMF1lhogRp3yT3z9v17g,Q949766,geoId/01107,US,United States of America,AL,Alabama,01107,Pickens County,US,USA,2,,,,,,,20204,10089,10115,2156,2366,2656,2561,2414,2978,2550,1635,888,1848796,33.278611,-88.093056,78,2305,74.32,,,,14.84,26.71,19.228395,16.512346,22.41358,5.503333,,15.824074,83.23452
US_AL_01107,2020-01-12,ChIJwfbgMF1lhogRp3yT3z9v17g,Q949766,geoId/01107,US,United States of America,AL,Alabama,01107,Pickens County,US,USA,2,,,,,,,20204,10089,10115,2156,2366,2656,2561,2414,2978,2550,1635,888,1848796,33.278611,-88.093056,78,2305,74.32,,,,19.47,40.57,11.111111,6.697531,16.45679,24.420286,,6.592593,77.680895
US_AL_01107,2020-01-13,ChIJwfbgMF1lhogRp3yT3z9v17g,Q949766,geoId/01107,US,United States of America,AL,Alabama,01107,Pickens County,US,USA,2,,,,,,,20204,10089,10115,2156,2366,2656,2561,2414,2978,2550,1635,888,1848796,33.278611,-88.093056,78,2305,74.32,,,,23.57,38.39,11.555556,7.808642,17.37037,0.042333,,7.824074,85.023304
US_AL_01107,2020-01-14,ChIJwfbgMF1lhogRp3yT3z9v17g,Q949766,geoId/01107,US,United States of America,AL,Alabama,01107,Pickens County,US,USA,2,,,,,,,20204,10089,10115,2156,2366,2656,2561,2414,2978,2550,1635,888,1848796,33.278611,-88.093056,78,2305,74.32,,,,11.17,32.19,17.024691,14.851852,18.58642,11.726333,,14.722222,90.030255
US_AL_01107,2020-01-15,ChIJwfbgMF1lhogRp3yT3z9v17g,Q949766,geoId/01107,US,United States of America,AL,Alabama,01107,Pickens County,US,USA,2,,,,,,,20204,10089,10115,2156,2366,2656,2561,2414,2978,2550,1635,888,1848796,33.278611,-88.093056,78,2305,74.32,,,,18.79,25.06,17.17284,13.981481,21.722222,21.771429,,14.833333,86.849438
US_AL_01107,2020-01-16,ChIJwfbgMF1lhogRp3yT3z9v17g,Q949766,geoId/01107,US,United States of America,AL,Alabama,01107,Pickens County,US,USA,2,,,,,,,20204,10089,10115,2156,2366,2656,2561,2414,2978,2550,1635,888,1848796,33.278611,-88.093056,78,2305,74.32,,,,16.5,35.76,16.950617,13.290123,19.623457,2.159,,12.175926,75.752694
