location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_ND_38067,2020-01-01,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,,37.08,-7.246914,-11.666667,-0.024691,0.072571,56.726667,-9.354167,86.650392
US_ND_38067,2020-01-02,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,,41.84,-3.722222,-7.722222,0.308642,0.1016,56.726667,-5.098765,90.300294
US_ND_38067,2020-01-03,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,29.16,29.16,-3.740741,-5.962963,-1.104938,0.0,149.86,-5.728395,86.207992
US_ND_38067,2020-01-04,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,,52.9,-6.339506,-9.401235,-2.907407,0.0,149.86,-7.858025,89.062627
US_ND_38067,2020-01-05,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,,48.5,-2.907407,-6.969136,2.512346,0.0,56.726667,-6.679012,75.292356
US_ND_38067,2020-01-06,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,,50.07,-5.895062,-12.802469,0.833333,0.028222,139.7,-9.475309,76.0311
US_ND_38067,2020-01-07,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,38.05,54.8,-11.098765,-17.469136,-0.783951,0.056444,144.78,-16.216049,66.043746
US_ND_38067,2020-01-08,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,27.13,48.55,-20.938272,-25.91358,-16.617284,0.254,142.24,-24.055556,76.017451
US_ND_38067,2020-01-09,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,,36.61,-12.5,-17.41358,-9.518519,0.9144,152.4,-15.339506,79.385944
US_ND_38067,2020-01-10,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,28.65,55.7,-18.179012,-22.518519,-10.691358,0.0635,142.24,-22.746914,67.423923
US_ND_38067,2020-01-11,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,,,-24.487654,-28.777778,-17.901235,0.028222,142.24,-27.783951,74.115981
US_ND_38067,2020-01-12,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,42.37,62.54,-14.574074,-18.888889,-9.580247,0.0,139.7,-18.234568,73.724141
US_ND_38067,2020-01-13,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,,29.34,-8.37037,-9.87037,-6.141975,0.0,182.88,-10.549383,84.343237
US_ND_38067,2020-01-14,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,27.28,,-12.87037,-20.561728,-6.055556,0.762,144.78,-15.41358,81.252756
US_ND_38067,2020-01-15,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,26.13,39.97,-21.37037,-23.765432,-20.098765,2.4384,184.785,-25.271605,70.810448
US_ND_38067,2020-01-16,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,26.79,26.79,-27.154321,-31.524691,-22.37037,0.056444,174.625,-32.117284,62.800232
US_ND_38067,2020-01-17,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,23.59,41.29,-16.858025,-26.290123,-5.679012,0.0,174.625,-20.141975,75.66997
US_ND_38067,2020-01-18,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,,43.24,-12.234568,-18.320988,-5.197531,7.2136,259.715,-14.006173,86.656805
US_ND_38067,2020-01-19,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,,42.96,-16.450617,-18.08642,-14.561728,0.4572,272.415,-19.395062,78.043967
US_ND_38067,2020-01-20,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,33.78,41.29,-21.407407,-27.104938,-14.876543,0.028222,339.513333,-24.351852,77.165611
US_ND_38067,2020-01-21,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,,33.68,-13.41358,-17.080247,-7.037037,0.0,290.195,-16.512346,77.657083
US_ND_38067,2020-01-22,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,30.95,27.7,-7.481481,-13.666667,-3.475309,0.0,267.97,-9.024691,88.826646
US_ND_38067,2020-01-23,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,36.02,40.71,-5.969136,-10.08642,-3.475309,0.0,270.51,-7.351852,90.045209
US_ND_38067,2020-01-24,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,44.44,44.44,-5.808642,-6.648148,-4.450617,0.0,267.97,-7.037037,91.127733
US_ND_38067,2020-01-25,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,42.13,44.24,-5.660494,-7.123457,-4.783951,0.0,262.89,-7.472222,86.668162
US_ND_38067,2020-01-26,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,,,-6.876543,-8.117284,-5.58642,0.0,262.89,-7.534722,94.773553
US_ND_38067,2020-01-27,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,32.45,47.9,-9.975309,-11.648148,-7.037037,0.0508,267.97,-11.340278,89.925154
US_ND_38067,2020-01-28,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,38.89,,-12.506173,-15.382716,-9.796296,0.0,260.35,-13.965278,88.307051
US_ND_38067,2020-01-29,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,33.88,38.72,-10.203704,-11.697531,-8.0,0.3048,270.51,-12.104167,85.734469
US_ND_38067,2020-01-30,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,50.19,,-6.771605,-8.253086,-4.555556,0.03175,280.035,-7.539683,94.223712
US_ND_38067,2020-01-31,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,29.52,53.82,-4.351852,-5.527778,-2.425926,0.0,280.035,-5.229167,93.423662
US_ND_38067,2020-02-01,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,54.98,,-3.432099,-10.734568,2.382716,0.0,262.89,-7.061728,76.367058
US_ND_38067,2020-02-02,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,,41.16,-0.240741,-5.345679,3.598765,0.0,247.65,-2.919753,82.370855
US_ND_38067,2020-02-03,ChIJZwK17bTuw1IRsR0McL1ybxk,Q48920,geoId/38067,US,United States of America,ND,North Dakota,38067,Pembina County,US,USA,2,,,,,,,6962,3658,3304,786,762,626,880,688,1029,1101,584,506,1740299,48.77,-97.55,2905,81.18,,,37.22,-9.728395,-16.808642,0.209877,0.0,222.885,-14.54321,68.010388
