location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13291,2020-07-24,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,11,1,162,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,11,16,,-17,,5.71,7.3,13.65,8.57,7.62,5.08,12.06,5.08,12.7,6.03,7.62,9.52,24.44,9.52,11.43,,43.16,7.93,12.06,24.838889,20.572222,30.844444,1.87325,20.516667,77.546135
US_GA_13291,2020-07-25,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,5,1,167,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,23,39,,-2,,,8.08,12.93,7.76,,,10.66,,7.11,7.76,6.46,8.08,22.3,,11.31,,42.02,8.4,4.53,24.727778,20.133333,32.033333,8.212667,20.244444,76.534268
US_GA_13291,2020-07-26,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,7,0,174,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,15,,,-11,,8.9,,17.81,6.93,9.56,7.92,5.61,6.27,13.19,,4.62,9.56,19.46,6.93,11.54,,47.16,14.18,8.9,24.366667,19.311111,32.116667,0.4064,20.077778,77.280206
US_GA_13291,2020-07-27,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,2,0,176,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,15,19,,-23,,,5.78,15.09,11.23,11.88,7.38,7.06,,13.8,,4.49,13.16,26.96,7.7,14.77,,40.77,11.88,8.67,25.827778,20.233333,32.777778,0.381,20.788889,74.224933
US_GA_13291,2020-07-28,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,4,0,180,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,15,21,,-19,,,6.52,13.04,6.19,22.82,,5.22,,4.89,5.22,7.82,12.06,27.06,7.5,13.69,,44.66,7.82,6.52,25.677778,20.666667,32.544444,2.9972,21.072222,76.158425
US_GA_13291,2020-07-29,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,4,0,184,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,21,23,,-19,,4.86,7.13,15.56,10.7,17.18,6.49,11.35,4.54,10.05,5.19,4.86,10.38,26.91,8.11,12.97,,50.26,13.62,11.67,25.566667,21.627778,31.716667,0.0,21.522222,78.604449
US_GA_13291,2020-07-30,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,13,0,197,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,18,21,,-23,,,9.44,13.84,10.38,11.64,7.24,6.61,,10.07,5.98,6.29,8.81,21.7,5.98,11.64,7.86,42.15,11.32,6.29,25.355556,22.266667,30.466667,3.513667,22.266667,83.388337
US_GA_13291,2020-07-31,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,0,0,197,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,13,17,,-15,,,7.25,14.83,6.31,9.15,,5.99,6.94,7.57,6.31,6.62,8.2,23.66,,15.14,,39.75,8.2,5.36,26.790123,22.783951,32.87037,4.318,22.351852,77.029352
US_GA_13291,2020-08-01,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,8,0,205,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,18,44,,-3,,,8.14,18.66,4.75,9.16,6.45,9.5,,10.52,8.82,,11.53,23.75,7.46,17.3,4.75,37.99,9.5,7.12,25.805556,21.022222,32.027778,9.180286,20.85,74.436908
US_GA_13291,2020-08-02,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,13,0,218,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,18,,,-3,,,10.47,12.5,8.11,9.46,6.75,10.13,,22.63,,,5.74,28.03,,10.13,5.74,44.24,7.43,5.74,25.472222,20.172222,31.983333,0.0,19.988889,72.079103
US_GA_13291,2020-08-03,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,9,0,227,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,11,8,,-23,,,5.84,16.29,11.07,11.37,4.61,13.22,4.92,11.07,5.53,5.53,8.3,24.59,,11.99,9.53,38.12,9.22,4.3,23.066667,20.155556,29.216667,8.9916,20.505556,85.820158
US_GA_13291,2020-08-04,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,8,0,235,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,12,20,,-20,,6.49,8.76,14.93,4.54,6.17,5.19,8.44,,12.33,8.11,6.49,6.82,36.35,7.14,11.36,7.79,39.59,14.28,11.04,23.188889,18.472222,30.238889,3.410857,19.272222,79.030549
US_GA_13291,2020-08-05,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,3,0,238,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,13,29,,-21,,7.1,9.04,16.14,6.46,6.46,11.3,13.23,,12.59,5.49,6.46,10.97,18.72,6.13,13.23,7.1,40.67,9.36,5.49,24.083333,19.083333,30.933333,1.185333,19.666667,76.664342
US_GA_13291,2020-08-06,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,4,1,242,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,12,17,,-23,,5.41,10.18,19.72,10.49,9.86,8.59,7.95,5.41,10.81,6.36,7.95,7.63,27.67,6.04,16.22,,43.25,9.86,7.31,24.144444,19.788889,31.072222,2.0828,20.733333,81.440471
US_GA_13291,2020-08-07,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,14,0,256,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,8,6,,-20,,,,13.88,7.42,11.3,6.78,7.42,,14.2,8.07,6.13,10.98,27.44,6.78,10.33,8.07,36.48,10.33,9.04,24.033333,20.122222,30.894444,3.302,20.805556,82.28759
US_GA_13291,2020-08-08,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,4,0,260,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,20,44,,-8,,,9.02,16.31,6.94,6.59,7.64,7.29,,9.02,,,8.68,25.68,8.33,6.94,,42.69,11.45,7.64,24.711111,19.411111,32.138889,0.550333,20.05,75.705886
US_GA_13291,2020-08-09,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,3,0,263,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,12,,,-14,,7.55,7.55,19.92,,5.49,6.52,9.27,,8.24,6.18,6.52,7.21,21.98,,6.87,,44.98,9.27,8.93,25.094444,19.566667,32.45,0.41275,20.405556,75.483332
US_GA_13291,2020-08-10,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,1,0,264,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,13,12,,-23,,,6.59,11.61,8.47,10.67,,7.85,4.39,10.98,,4.39,12.24,19.77,7.53,12.87,4.39,44.88,10.04,8.79,23.655556,20.15,30.788889,4.7244,20.677778,83.662175
US_GA_13291,2020-08-11,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,21,0,285,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,11,16,,-22,,4.82,9.0,16.71,7.07,,5.78,6.75,,12.21,4.82,,7.71,26.99,9.0,8.68,5.46,37.6,9.32,7.39,24.611111,20.366667,32.266667,5.152571,20.916667,80.022233
US_GA_13291,2020-08-12,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,13,0,298,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,11,17,,-24,,4.86,8.43,11.34,9.07,9.4,8.1,8.75,,11.34,5.18,,11.99,18.47,,11.34,,45.37,8.75,8.43,25.85,20.511111,33.027778,0.0,20.95,74.576401
US_GA_13291,2020-08-13,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,15,0,313,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,9,10,,-23,,5.12,6.41,14.73,7.05,9.61,8.97,6.08,,14.09,5.76,,9.29,22.42,6.08,8.65,,48.04,8.33,10.89,25.327778,20.3,32.811111,0.677333,20.866667,76.534227
US_GA_13291,2020-08-14,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,11,0,324,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,3,9,,-22,,,5.76,17.28,5.12,6.08,6.72,8.96,4.8,13.12,,,11.2,23.04,,9.6,,40.95,8.64,10.24,23.794444,20.5,30.466667,11.2776,21.188889,85.536726
US_GA_13291,2020-08-15,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,7,0,331,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,19,30,,-10,,,6.72,13.45,7.06,7.4,,6.72,,9.75,6.39,,9.41,19.84,,10.42,,38.66,6.39,6.05,23.95,21.011111,29.122222,17.1704,21.661111,87.171957
US_GA_13291,2020-08-16,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,0,0,331,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,20,,,-16,,6.42,7.13,13.19,6.42,,7.49,8.91,,16.04,,7.84,8.56,24.6,12.48,8.2,9.62,44.92,8.2,12.12,24.483333,19.461111,31.027778,1.580444,19.794444,75.309177
US_GA_13291,2020-08-17,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,4,0,335,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,,,,,,8.66,7.38,12.51,6.09,5.77,6.42,,,12.19,5.13,,7.06,20.53,8.02,10.26,5.45,42.34,8.34,6.74,24.255556,19.455556,30.45,0.0,19.905556,76.99266
US_GA_13291,2020-08-18,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,28,0,363,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,,,,,,4.17,7.44,11.61,5.36,6.25,7.14,5.95,,8.63,,5.06,5.95,19.35,5.66,7.74,5.06,34.24,,,23.161111,16.544444,30.633333,1.49225,16.833333,68.024117
US_GA_13291,2020-08-19,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,8,0,371,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,,,,,,,8.72,12.03,7.52,7.52,5.11,8.12,4.81,12.63,6.01,5.41,6.32,21.35,6.92,9.92,,39.09,7.22,6.92,23.05,18.133333,30.233333,0.0,19.155556,78.90513
US_GA_13291,2020-08-20,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,13,0,384,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,,,,,,,5.11,15.33,5.71,8.12,5.11,7.21,,11.72,4.81,,10.82,20.74,5.41,8.72,4.51,43.28,8.42,9.92,22.1,18.355556,28.872222,16.002,19.383333,84.710676
US_GA_13291,2020-08-21,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,2,0,386,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,,,,,,,6.15,18.75,10.45,7.38,4.61,11.68,5.53,9.84,4.61,,7.99,17.83,5.84,8.3,5.84,41.51,11.99,7.07,21.283333,19.077778,26.422222,20.4724,19.716667,90.820611
US_GA_13291,2020-08-22,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,11,0,397,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,,,,,,,10.95,12.72,9.18,10.95,8.83,6.71,,9.54,6.0,,6.71,24.73,6.36,8.83,9.18,54.4,11.66,7.07,22.472222,18.766667,28.638889,14.6304,19.666667,84.259031
US_GA_13291,2020-08-23,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,6,0,403,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,,,,,,6.5,7.86,17.09,6.5,7.52,9.57,7.18,5.13,8.2,6.15,5.13,8.2,22.56,4.79,7.86,6.5,41.36,5.81,5.81,23.455556,19.805556,29.055556,2.830286,20.311111,82.607456
US_GA_13291,2020-08-24,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,10,0,413,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,,,,,,,7.14,13.98,8.33,7.43,4.76,10.11,,14.87,4.76,5.95,9.22,35.69,5.95,11.9,4.46,42.83,9.22,6.25,23.527778,20.544444,28.838889,2.6924,21.133333,86.54184
US_GA_13291,2020-08-25,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,10,0,423,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,,,,,,4.88,8.23,17.06,10.36,9.14,9.45,10.36,5.49,10.06,,7.92,9.45,26.82,,11.28,6.4,42.36,11.28,7.31,23.005556,21.45,26.027778,2.3368,21.705556,92.539661
US_GA_13291,2020-08-26,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,4,0,427,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,,,,,,4.28,6.42,10.4,6.73,9.48,,10.09,9.17,10.7,,7.03,8.56,24.46,9.17,9.78,5.5,39.75,4.59,6.12,24.138889,21.166667,30.45,5.914571,21.983333,87.930969
US_GA_13291,2020-08-27,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,22,1,449,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,,,,,,,8.98,16.1,8.67,8.67,6.81,11.45,,12.38,4.95,4.33,8.36,25.38,9.29,13.0,4.33,45.51,9.29,7.12,24.938889,20.355556,31.333333,4.346222,21.922222,83.532947
US_GA_13291,2020-08-28,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,14,1,463,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,,,,,,4.94,5.56,12.35,9.88,7.41,4.32,8.03,6.17,14.2,8.34,5.56,8.34,24.7,6.48,10.19,,38.28,4.94,9.57,25.338889,22.116667,30.216667,3.302,22.605556,84.973657
US_GA_13291,2020-08-29,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,0,0,463,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,,,,,,7.97,6.64,8.3,6.97,7.97,,7.3,5.31,9.96,,4.98,9.3,21.25,7.64,12.29,6.31,45.82,11.62,6.64,25.605556,22.666667,30.416667,8.001,21.677778,79.132388
US_GA_13291,2020-08-30,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,11,1,474,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,,,,,,7.08,5.73,14.83,10.79,5.73,7.42,9.78,,10.11,6.74,,9.78,23.26,5.06,12.47,,40.79,12.81,,25.838889,21.966667,31.95,0.479778,21.805556,78.626431
