location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_transit_stations,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VA_51025,2020-01-01,ChIJT6us_i4JsokRWzWVckjWX9o,Q494180,geoId/51025,US,United States of America,VA,Virginia,51025,Brunswick County,US,USA,2,,,,,,,16570,8824,7746,1459,1661,2408,2036,1999,2400,2306,1465,836,2534167,36.76,-77.86,1475,75.95,,,,17.41,22.38,5.772222,-0.783333,12.783333,0.0,,-1.388889,60.243182
US_VA_51025,2020-01-02,ChIJT6us_i4JsokRWzWVckjWX9o,Q494180,geoId/51025,US,United States of America,VA,Virginia,51025,Brunswick County,US,USA,2,,,,,,,16570,8824,7746,1459,1661,2408,2036,1999,2400,2306,1465,836,2534167,36.76,-77.86,1475,75.95,,,,18.04,37.8,5.827778,-1.4,15.905556,0.0,,-1.027778,61.662646
US_VA_51025,2020-01-03,ChIJT6us_i4JsokRWzWVckjWX9o,Q494180,geoId/51025,US,United States of America,VA,Virginia,51025,Brunswick County,US,USA,2,,,,,,,16570,8824,7746,1459,1661,2408,2036,1999,2400,2306,1465,836,2534167,36.76,-77.86,1475,75.95,,,,24.41,28.61,9.327778,3.616667,14.338889,4.233333,,6.972222,85.381025
US_VA_51025,2020-01-04,ChIJT6us_i4JsokRWzWVckjWX9o,Q494180,geoId/51025,US,United States of America,VA,Virginia,51025,Brunswick County,US,USA,2,,,,,,,16570,8824,7746,1459,1661,2408,2036,1999,2400,2306,1465,836,2534167,36.76,-77.86,1475,75.95,,,,19.98,44.49,14.094444,8.594444,16.7,12.276667,,13.255556,94.748777
US_VA_51025,2020-01-05,ChIJT6us_i4JsokRWzWVckjWX9o,Q494180,geoId/51025,US,United States of America,VA,Virginia,51025,Brunswick County,US,USA,2,,,,,,,16570,8824,7746,1459,1661,2408,2036,1999,2400,2306,1465,836,2534167,36.76,-77.86,1475,75.95,,,,16.64,34.15,6.972222,1.55,14.577778,5.390444,,-0.566667,58.904386
US_VA_51025,2020-01-06,ChIJT6us_i4JsokRWzWVckjWX9o,Q494180,geoId/51025,US,United States of America,VA,Virginia,51025,Brunswick County,US,USA,2,,,,,,,16570,8824,7746,1459,1661,2408,2036,1999,2400,2306,1465,836,2534167,36.76,-77.86,1475,75.95,,,,22.72,39.55,4.705556,-1.211111,13.427778,0.3556,,-1.9,62.546972
US_VA_51025,2020-01-07,ChIJT6us_i4JsokRWzWVckjWX9o,Q494180,geoId/51025,US,United States of America,VA,Virginia,51025,Brunswick County,US,USA,2,,,,,,,16570,8824,7746,1459,1661,2408,2036,1999,2400,2306,1465,836,2534167,36.76,-77.86,1475,75.95,,,,14.5,34.64,1.822222,-2.977778,11.8,1.862667,,-0.661111,83.84691
US_VA_51025,2020-01-08,ChIJT6us_i4JsokRWzWVckjWX9o,Q494180,geoId/51025,US,United States of America,VA,Virginia,51025,Brunswick County,US,USA,2,,,,,,,16570,8824,7746,1459,1661,2408,2036,1999,2400,2306,1465,836,2534167,36.76,-77.86,1475,75.95,,,,20.18,25.83,4.033333,-2.894444,12.177778,3.7338,,-2.788889,61.333525
US_VA_51025,2020-01-09,ChIJT6us_i4JsokRWzWVckjWX9o,Q494180,geoId/51025,US,United States of America,VA,Virginia,51025,Brunswick County,US,USA,2,,,,,,,16570,8824,7746,1459,1661,2408,2036,1999,2400,2306,1465,836,2534167,36.76,-77.86,1475,75.95,,,,21.07,21.07,1.127778,-4.344444,10.5,0.0,,-5.488889,61.902914
US_VA_51025,2020-01-10,ChIJT6us_i4JsokRWzWVckjWX9o,Q494180,geoId/51025,US,United States of America,VA,Virginia,51025,Brunswick County,US,USA,2,,,,,,,16570,8824,7746,1459,1661,2408,2036,1999,2400,2306,1465,836,2534167,36.76,-77.86,1475,75.95,,,,14.97,26.95,6.222222,-2.861111,16.933333,0.0,,2.222222,75.666817
US_VA_51025,2020-01-11,ChIJT6us_i4JsokRWzWVckjWX9o,Q494180,geoId/51025,US,United States of America,VA,Virginia,51025,Brunswick County,US,USA,2,,,,,,,16570,8824,7746,1459,1661,2408,2036,1999,2400,2306,1465,836,2534167,36.76,-77.86,1475,75.95,,,,22.19,28.66,15.916667,11.672222,21.322222,0.141111,,12.866667,82.293695
US_VA_51025,2020-01-12,ChIJT6us_i4JsokRWzWVckjWX9o,Q494180,geoId/51025,US,United States of America,VA,Virginia,51025,Brunswick County,US,USA,2,,,,,,,16570,8824,7746,1459,1661,2408,2036,1999,2400,2306,1465,836,2534167,36.76,-77.86,1475,75.95,,,,,31.0,18.911111,12.555556,21.188889,4.543778,,14.811111,77.470579
US_VA_51025,2020-01-13,ChIJT6us_i4JsokRWzWVckjWX9o,Q494180,geoId/51025,US,United States of America,VA,Virginia,51025,Brunswick County,US,USA,2,,,,,,,16570,8824,7746,1459,1661,2408,2036,1999,2400,2306,1465,836,2534167,36.76,-77.86,1475,75.95,,,,18.36,37.44,14.877778,11.111111,19.911111,4.261556,,13.422222,91.156996
US_VA_51025,2020-01-14,ChIJT6us_i4JsokRWzWVckjWX9o,Q494180,geoId/51025,US,United States of America,VA,Virginia,51025,Brunswick County,US,USA,2,,,,,,,16570,8824,7746,1459,1661,2408,2036,1999,2400,2306,1465,836,2534167,36.76,-77.86,1475,75.95,,,,17.53,30.28,13.811111,11.694444,17.061111,12.022667,,13.355556,97.103853
US_VA_51025,2020-01-15,ChIJT6us_i4JsokRWzWVckjWX9o,Q494180,geoId/51025,US,United States of America,VA,Virginia,51025,Brunswick County,US,USA,2,,,,,,,16570,8824,7746,1459,1661,2408,2036,1999,2400,2306,1465,836,2534167,36.76,-77.86,1475,75.95,,,,,31.5,12.866667,9.883333,16.322222,3.4544,,11.205556,89.750306
US_VA_51025,2020-01-16,ChIJT6us_i4JsokRWzWVckjWX9o,Q494180,geoId/51025,US,United States of America,VA,Virginia,51025,Brunswick County,US,USA,2,,,,,,,16570,8824,7746,1459,1661,2408,2036,1999,2400,2306,1465,836,2534167,36.76,-77.86,1475,75.95,,,,19.35,30.18,13.4,9.588889,16.166667,0.0254,,6.522222,63.297164
US_VA_51025,2020-01-17,ChIJT6us_i4JsokRWzWVckjWX9o,Q494180,geoId/51025,US,United States of America,VA,Virginia,51025,Brunswick County,US,USA,2,,,,,,,16570,8824,7746,1459,1661,2408,2036,1999,2400,2306,1465,836,2534167,36.76,-77.86,1475,75.95,,,,20.59,31.26,3.288889,-1.616667,13.177778,0.0254,,-8.911111,40.711765
US_VA_51025,2020-01-18,ChIJT6us_i4JsokRWzWVckjWX9o,Q494180,geoId/51025,US,United States of America,VA,Virginia,51025,Brunswick County,US,USA,2,,,,,,,16570,8824,7746,1459,1661,2408,2036,1999,2400,2306,1465,836,2534167,36.76,-77.86,1475,75.95,,,,16.27,42.82,1.077778,-2.65,6.222222,0.03175,,-5.25,63.083587
US_VA_51025,2020-01-19,ChIJT6us_i4JsokRWzWVckjWX9o,Q494180,geoId/51025,US,United States of America,VA,Virginia,51025,Brunswick County,US,USA,2,,,,,,,16570,8824,7746,1459,1661,2408,2036,1999,2400,2306,1465,836,2534167,36.76,-77.86,1475,75.95,,,,13.92,29.57,7.772222,0.227778,11.633333,2.229556,,2.655556,70.26928
US_VA_51025,2020-01-20,ChIJT6us_i4JsokRWzWVckjWX9o,Q494180,geoId/51025,US,United States of America,VA,Virginia,51025,Brunswick County,US,USA,2,,,,,,,16570,8824,7746,1459,1661,2408,2036,1999,2400,2306,1465,836,2534167,36.76,-77.86,1475,75.95,,,,28.71,44.87,-0.588889,-3.938889,6.766667,0.0254,,-10.433333,47.668901
US_VA_51025,2020-01-21,ChIJT6us_i4JsokRWzWVckjWX9o,Q494180,geoId/51025,US,United States of America,VA,Virginia,51025,Brunswick County,US,USA,2,,,,,,,16570,8824,7746,1459,1661,2408,2036,1999,2400,2306,1465,836,2534167,36.76,-77.86,1475,75.95,,,,15.32,30.65,-2.469136,-5.728395,2.265432,0.0,,-11.598765,49.85175
US_VA_51025,2020-01-22,ChIJT6us_i4JsokRWzWVckjWX9o,Q494180,geoId/51025,US,United States of America,VA,Virginia,51025,Brunswick County,US,USA,2,,,,,,,16570,8824,7746,1459,1661,2408,2036,1999,2400,2306,1465,836,2534167,36.76,-77.86,1475,75.95,,,,19.97,19.97,-0.688889,-5.5,5.605556,0.0,,-9.077778,53.755117
US_VA_51025,2020-01-23,ChIJT6us_i4JsokRWzWVckjWX9o,Q494180,geoId/51025,US,United States of America,VA,Virginia,51025,Brunswick County,US,USA,2,,,,,,,16570,8824,7746,1459,1661,2408,2036,1999,2400,2306,1465,836,2534167,36.76,-77.86,1475,75.95,,,,27.36,34.61,-0.383333,-6.088889,6.622222,0.0,,-4.527778,73.834088
US_VA_51025,2020-01-24,ChIJT6us_i4JsokRWzWVckjWX9o,Q494180,geoId/51025,US,United States of America,VA,Virginia,51025,Brunswick County,US,USA,2,,,,,,,16570,8824,7746,1459,1661,2408,2036,1999,2400,2306,1465,836,2534167,36.76,-77.86,1475,75.95,,,,24.46,26.09,6.222222,-3.677778,16.883333,0.0,,3.472222,82.715514
US_VA_51025,2020-01-25,ChIJT6us_i4JsokRWzWVckjWX9o,Q494180,geoId/51025,US,United States of America,VA,Virginia,51025,Brunswick County,US,USA,2,,,,,,,16570,8824,7746,1459,1661,2408,2036,1999,2400,2306,1465,836,2534167,36.76,-77.86,1475,75.95,,,,27.94,27.04,12.505556,5.033333,16.15,21.674667,,8.955556,79.091635
US_VA_51025,2020-01-26,ChIJT6us_i4JsokRWzWVckjWX9o,Q494180,geoId/51025,US,United States of America,VA,Virginia,51025,Brunswick County,US,USA,2,,,,,,,16570,8824,7746,1459,1661,2408,2036,1999,2400,2306,1465,836,2534167,36.76,-77.86,1475,75.95,,,,17.23,32.82,5.233333,-0.3,13.438889,0.1778,,-0.938889,64.631921
US_VA_51025,2020-01-27,ChIJT6us_i4JsokRWzWVckjWX9o,Q494180,geoId/51025,US,United States of America,VA,Virginia,51025,Brunswick County,US,USA,2,,,,,,,16570,8824,7746,1459,1661,2408,2036,1999,2400,2306,1465,836,2534167,36.76,-77.86,1475,75.95,,,,18.37,14.54,3.711111,-2.777778,11.683333,0.0,,-0.85,72.320531
