location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_transit_stations,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48191,2020-01-01,ChIJvc4sVSJ-AIcRVRQMe5xjGQk,Q108803,geoId/48191,US,United States of America,TX,Texas,48191,Hall County,US,USA,2,,,,,,,3042,1493,1549,361,423,343,306,297,399,400,310,203,1810735,34.52,-100.69,2342,75.7,,5.5,-1.377778,15.927778,0.0,,-3.872222,51.504948
US_TX_48191,2020-01-02,ChIJvc4sVSJ-AIcRVRQMe5xjGQk,Q108803,geoId/48191,US,United States of America,TX,Texas,48191,Hall County,US,USA,2,,,,,,,3042,1493,1549,361,423,343,306,297,399,400,310,203,1810735,34.52,-100.69,2342,75.7,,7.483333,0.516667,14.483333,0.056444,,-1.966667,51.312645
US_TX_48191,2020-01-03,ChIJvc4sVSJ-AIcRVRQMe5xjGQk,Q108803,geoId/48191,US,United States of America,TX,Texas,48191,Hall County,US,USA,2,,,,,,,3042,1493,1549,361,423,343,306,297,399,400,310,203,1810735,34.52,-100.69,2342,75.7,,7.005556,1.3,12.633333,0.0,,-1.2,56.517916
US_TX_48191,2020-01-04,ChIJvc4sVSJ-AIcRVRQMe5xjGQk,Q108803,geoId/48191,US,United States of America,TX,Texas,48191,Hall County,US,USA,2,,,,,,,3042,1493,1549,361,423,343,306,297,399,400,310,203,1810735,34.52,-100.69,2342,75.7,,4.977778,-2.344444,15.55,0.0,,-3.622222,54.024508
US_TX_48191,2020-01-05,ChIJvc4sVSJ-AIcRVRQMe5xjGQk,Q108803,geoId/48191,US,United States of America,TX,Texas,48191,Hall County,US,USA,2,,,,,,,3042,1493,1549,361,423,343,306,297,399,400,310,203,1810735,34.52,-100.69,2342,75.7,,8.433333,0.272222,15.45,0.0,,-3.227778,44.043959
US_TX_48191,2020-01-06,ChIJvc4sVSJ-AIcRVRQMe5xjGQk,Q108803,geoId/48191,US,United States of America,TX,Texas,48191,Hall County,US,USA,2,,,,,,,3042,1493,1549,361,423,343,306,297,399,400,310,203,1810735,34.52,-100.69,2342,75.7,,4.95,-2.583333,14.144444,0.0,,-5.044444,48.640357
US_TX_48191,2020-01-07,ChIJvc4sVSJ-AIcRVRQMe5xjGQk,Q108803,geoId/48191,US,United States of America,TX,Texas,48191,Hall County,US,USA,2,,,,,,,3042,1493,1549,361,423,343,306,297,399,400,310,203,1810735,34.52,-100.69,2342,75.7,,4.833333,-4.783333,18.266667,0.0,,-8.811111,36.76218
US_TX_48191,2020-01-08,ChIJvc4sVSJ-AIcRVRQMe5xjGQk,Q108803,geoId/48191,US,United States of America,TX,Texas,48191,Hall County,US,USA,2,,,,,,,3042,1493,1549,361,423,343,306,297,399,400,310,203,1810735,34.52,-100.69,2342,75.7,,7.066667,-2.211111,17.811111,0.0,,-8.077778,33.60944
US_TX_48191,2020-01-09,ChIJvc4sVSJ-AIcRVRQMe5xjGQk,Q108803,geoId/48191,US,United States of America,TX,Texas,48191,Hall County,US,USA,2,,,,,,,3042,1493,1549,361,423,343,306,297,399,400,310,203,1810735,34.52,-100.69,2342,75.7,,11.255556,2.838889,18.988889,0.0,,0.405556,48.547285
US_TX_48191,2020-01-10,ChIJvc4sVSJ-AIcRVRQMe5xjGQk,Q108803,geoId/48191,US,United States of America,TX,Texas,48191,Hall County,US,USA,2,,,,,,,3042,1493,1549,361,423,343,306,297,399,400,310,203,1810735,34.52,-100.69,2342,75.7,,9.166667,3.522222,16.911111,0.0,,0.366667,55.578726
US_TX_48191,2020-01-11,ChIJvc4sVSJ-AIcRVRQMe5xjGQk,Q108803,geoId/48191,US,United States of America,TX,Texas,48191,Hall County,US,USA,2,,,,,,,3042,1493,1549,361,423,343,306,297,399,400,310,203,1810735,34.52,-100.69,2342,75.7,,0.055556,-6.866667,9.483333,0.127,30.48,-6.594444,61.310765
US_TX_48191,2020-01-12,ChIJvc4sVSJ-AIcRVRQMe5xjGQk,Q108803,geoId/48191,US,United States of America,TX,Texas,48191,Hall County,US,USA,2,,,,,,,3042,1493,1549,361,423,343,306,297,399,400,310,203,1810735,34.52,-100.69,2342,75.7,,4.744444,-2.794444,15.772222,0.0,30.48,-5.322222,48.490406
US_TX_48191,2020-01-13,ChIJvc4sVSJ-AIcRVRQMe5xjGQk,Q108803,geoId/48191,US,United States of America,TX,Texas,48191,Hall County,US,USA,2,,,,,,,3042,1493,1549,361,423,343,306,297,399,400,310,203,1810735,34.52,-100.69,2342,75.7,,7.45,-1.438889,21.033333,0.0,,-5.177778,42.386873
US_TX_48191,2020-01-14,ChIJvc4sVSJ-AIcRVRQMe5xjGQk,Q108803,geoId/48191,US,United States of America,TX,Texas,48191,Hall County,US,USA,2,,,,,,,3042,1493,1549,361,423,343,306,297,399,400,310,203,1810735,34.52,-100.69,2342,75.7,,8.788889,-2.022222,22.627778,0.0,,-4.838889,41.038826
US_TX_48191,2020-01-15,ChIJvc4sVSJ-AIcRVRQMe5xjGQk,Q108803,geoId/48191,US,United States of America,TX,Texas,48191,Hall County,US,USA,2,,,,,,,3042,1493,1549,361,423,343,306,297,399,400,310,203,1810735,34.52,-100.69,2342,75.7,,8.45,2.1,17.238889,0.0,,-4.394444,42.632269
US_TX_48191,2020-01-16,ChIJvc4sVSJ-AIcRVRQMe5xjGQk,Q108803,geoId/48191,US,United States of America,TX,Texas,48191,Hall County,US,USA,2,,,,,,,3042,1493,1549,361,423,343,306,297,399,400,310,203,1810735,34.52,-100.69,2342,75.7,,2.361111,-1.366667,8.161111,1.9685,,-4.955556,58.656715
US_TX_48191,2020-01-17,ChIJvc4sVSJ-AIcRVRQMe5xjGQk,Q108803,geoId/48191,US,United States of America,TX,Texas,48191,Hall County,US,USA,2,,,,,,,3042,1493,1549,361,423,343,306,297,399,400,310,203,1810735,34.52,-100.69,2342,75.7,,1.905556,-1.644444,10.716667,7.96925,,0.472222,90.43742
