location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_TX_48273,2020-05-26,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,1,0,16,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-9,6,,-7,-33,13,3.39,10.63,4.07,9.05,9.05,9.05,7.46,,7.01,5.88,3.39,3.39,,7.01,4.07,3.85,3.62,,3.85,4.3,,8.14,26.24,4.98,4.07,11.76,,5.66,4.07,40.95,4.07,4.3,8.82,,3.62,25.588889,21.416667,29.427778,4.2164,20.962963,75.591245
US_TX_48273,2020-05-27,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,0,0,16,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-6,4,,-9,-31,11,3.42,10.24,6.6,12.52,7.28,4.1,3.87,5.92,7.06,,4.1,,6.37,7.28,4.33,5.92,4.1,5.92,3.19,5.01,3.87,5.92,22.76,8.2,3.87,8.65,,4.1,5.69,37.56,4.33,9.56,6.83,5.01,5.24,26.4,22.255556,30.783333,2.3114,21.935185,76.26218
US_TX_48273,2020-05-28,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,0,0,16,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-13,4,,-8,-30,13,3.64,7.97,,7.06,9.11,7.51,7.29,5.69,5.01,,,3.64,3.19,5.92,3.42,4.1,,4.78,5.46,5.92,4.55,7.51,22.08,4.55,,10.47,5.24,5.69,3.87,38.93,,5.24,5.69,4.78,6.38,28.172222,24.505556,32.172222,0.1778,23.5,73.925708
US_TX_48273,2020-05-29,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,0,0,16,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-13,5,,-11,-25,11,,10.55,,8.91,6.8,5.62,6.33,5.39,5.39,,3.28,,3.28,8.44,3.28,,3.28,,4.92,3.98,3.28,9.14,25.08,4.45,,10.08,,,4.92,34.69,3.28,6.33,6.09,6.33,4.92,26.7,23.672222,30.566667,0.310444,21.990741,75.959797
US_TX_48273,2020-05-30,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,0,0,16,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-9,2,,7,-9,,4.65,10.86,3.62,9.05,4.39,,4.39,,3.62,4.91,,3.88,,11.63,3.88,3.88,,,6.72,,,8.27,18.35,5.17,,5.69,,,,33.86,4.65,6.2,5.17,9.05,6.46,26.205556,23.005556,29.85,0.0,21.555556,76.513218
US_TX_48273,2020-05-31,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,0,0,16,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-9,-4,,-4,-9,,,7.17,4.95,7.42,8.16,,4.45,3.96,5.44,4.21,,3.96,3.46,6.68,4.95,,,,4.95,4.45,,3.96,15.34,4.7,3.71,9.15,,4.45,,31.91,4.21,8.66,5.94,3.96,,25.105556,22.755556,28.544444,2.3622,22.537037,87.203969
US_TX_48273,2020-06-01,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,0,0,16,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-9,5,,-13,-28,11,5.06,8.35,3.74,10.55,10.33,5.93,4.18,,5.5,,,3.74,3.3,8.79,,5.5,,,4.62,6.59,3.96,7.25,21.98,5.28,4.62,7.47,3.3,3.08,5.28,35.61,4.84,5.28,5.5,5.5,3.3,24.55,22.455556,26.816667,7.0866,22.796296,92.240102
US_TX_48273,2020-06-02,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,1,0,17,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-5,-1,,-18,-31,13,4.93,9.63,4.93,12.44,6.81,,6.81,4.7,5.17,,,3.76,5.4,8.69,,7.04,3.52,3.76,,6.11,4.46,8.22,21.84,5.4,,7.98,,4.93,3.99,42.97,3.76,4.23,4.93,4.93,6.11,26.244444,23.838889,29.483333,22.493111,23.416667,85.098347
US_TX_48273,2020-06-03,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,0,0,17,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-3,12,,-14,-31,11,4.7,9.39,3.76,9.39,5.63,4.7,6.57,,5.63,,,,4.23,8.45,,5.17,,4.23,4.7,4.46,,7.51,22.54,7.28,,10.1,,5.63,4.46,37.1,5.87,8.22,6.57,6.34,4.93,27.205556,24.566667,30.222222,5.0038,23.916667,82.335021
US_TX_48273,2020-06-04,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,0,0,17,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-14,9,,2,-31,11,5.96,5.25,3.82,10.97,6.92,3.34,7.15,,10.02,,5.96,4.29,3.34,9.3,5.01,5.01,5.25,5.96,6.2,,4.53,6.92,24.32,,3.34,10.49,,3.58,5.01,39.35,3.82,8.59,5.96,7.63,7.15,27.405556,24.644444,30.666667,0.0254,23.712963,80.923706
US_TX_48273,2020-06-05,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,1,0,18,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-12,6,,0,-26,9,4.73,8.46,,9.21,9.21,7.72,5.97,4.23,6.97,,,,3.49,10.21,4.48,6.47,3.73,3.49,5.97,4.98,,6.22,19.42,8.96,,12.45,3.98,,6.47,32.37,,7.22,6.47,4.73,4.98,27.661111,24.572222,30.861111,0.4572,23.425926,78.150323
US_TX_48273,2020-06-06,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,0,0,18,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-9,5,,8,-7,,,6.83,,8.75,7.38,,,,7.66,4.65,4.1,,,7.11,4.37,5.47,5.47,,4.92,8.75,,4.65,24.88,4.92,3.83,15.04,,5.2,5.47,36.64,4.65,8.48,4.92,,6.01,27.944444,24.622222,32.038889,0.0,22.962963,74.953688
US_TX_48273,2020-06-07,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,0,0,18,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-4,5,21,14,-10,,3.85,10.77,3.59,11.02,6.15,3.59,4.62,4.1,6.67,6.67,,4.1,,10.26,,6.67,3.85,,4.62,5.9,,5.64,15.89,3.59,3.59,14.87,3.59,3.85,7.18,33.33,4.87,8.2,9.23,7.18,3.85,28.966667,24.694444,34.011111,0.0,22.814815,69.9474
US_TX_48273,2020-06-08,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,0,0,18,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-10,7,,-3,-29,9,,5.96,4.53,12.16,7.39,5.96,7.87,5.72,6.2,5.01,,3.58,5.01,8.82,,6.2,4.05,4.77,5.48,3.58,4.29,9.78,20.27,3.81,,10.49,3.34,,5.25,42.2,,6.44,8.82,,4.29,29.133333,25.022222,33.522222,0.0,24.287037,74.809967
US_TX_48273,2020-06-09,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,2,0,20,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-7,3,,-3,-30,11,,11.65,,8.91,6.63,5.71,7.08,3.43,7.31,5.03,3.43,,4.34,9.82,4.8,5.25,6.63,4.57,5.03,5.03,,9.37,18.74,5.94,4.34,11.65,,5.71,6.63,39.07,5.03,9.37,6.17,5.71,3.66,29.077778,26.294444,32.477778,0.0,25.509259,80.521983
US_TX_48273,2020-06-10,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,0,0,20,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-5,3,,4,-30,10,5.36,8.63,,12.82,7.46,4.66,9.56,3.26,6.76,3.73,3.5,,7.93,10.26,4.9,4.2,4.43,6.06,5.13,5.13,4.9,6.76,24.95,6.06,3.96,12.36,3.96,5.36,5.59,45.23,7.46,9.09,4.66,5.83,5.83,28.838889,26.705556,31.6,0.0,22.351852,68.112797
US_TX_48273,2020-06-11,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,0,0,20,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-13,5,,10,-29,10,5.29,9.62,,11.31,9.87,4.33,5.78,4.81,7.22,5.78,,,4.81,6.02,,4.81,3.85,,4.09,5.05,,7.94,21.9,6.98,4.57,9.87,,,5.53,34.41,,8.18,5.78,5.78,5.29,27.966667,23.933333,31.666667,0.0254,19.212963,60.59378
US_TX_48273,2020-06-12,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,0,0,20,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-12,6,,10,-26,9,5.01,8.77,,9.02,7.01,9.27,4.01,,10.02,6.01,3.51,,,11.52,,4.51,6.51,4.76,4.51,5.26,4.26,8.01,22.29,5.01,4.01,8.77,3.51,5.26,3.76,37.81,4.76,7.26,6.01,5.76,4.51,26.444444,21.655556,30.972222,0.0,18.62963,64.405938
US_TX_48273,2020-06-13,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,0,0,20,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-9,5,,27,-9,,6.33,10.18,5.5,9.35,7.7,7.43,4.95,6.05,8.8,4.4,4.68,4.4,4.4,11.0,,5.23,7.15,5.5,5.23,4.68,4.68,6.33,24.76,4.4,4.68,13.2,,4.95,,39.06,,6.6,10.45,4.13,,26.266667,21.383333,30.916667,0.0,18.018519,62.004081
US_TX_48273,2020-06-14,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,0,0,20,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-7,5,,29,-5,,4.53,8.79,,15.97,7.99,3.73,5.59,3.73,11.18,4.26,3.73,3.73,,10.12,6.12,4.53,3.99,,5.33,,,6.12,21.83,4.26,,16.77,,5.59,5.86,37.54,7.19,8.79,5.86,5.86,,26.333333,21.272222,30.761111,0.0,18.212963,63.324753
US_TX_48273,2020-06-15,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,0,0,20,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-9,6,,8,-29,8,3.25,11.14,3.95,13.0,9.05,4.64,8.36,3.95,7.89,,6.27,6.73,5.8,9.98,3.25,6.5,5.8,3.25,,5.34,,7.43,34.35,6.96,3.48,14.62,,4.18,5.34,39.92,6.5,4.87,6.03,4.87,4.18,27.111111,23.388889,30.755556,0.0,22.490741,77.118539
US_TX_48273,2020-06-16,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,0,0,20,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-10,4,,2,-32,11,4.23,8.93,3.76,11.98,10.81,,7.28,5.4,12.69,,,,5.17,10.1,5.4,4.46,7.05,,3.99,4.93,,9.87,27.96,4.93,,9.87,,5.17,5.17,38.06,4.93,9.63,4.93,5.87,6.34,27.777778,25.222222,30.683333,2.667,23.305556,77.59223
US_TX_48273,2020-06-17,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,0,0,20,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-9,2,,5,-34,10,3.96,7.45,,11.87,8.61,,6.75,4.42,9.08,,5.35,,,10.71,5.82,3.72,,4.19,3.72,4.19,5.35,8.14,30.48,,,10.47,,7.45,5.58,39.09,6.52,8.38,4.65,5.82,4.89,27.394444,24.172222,31.127778,0.0508,22.064815,74.035433
US_TX_48273,2020-06-18,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,3,0,23,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-14,10,,15,-34,11,5.45,10.43,,13.27,7.11,7.11,5.45,5.21,8.29,3.56,3.79,3.32,,6.4,4.03,,7.58,,4.03,7.11,,8.53,29.15,6.64,,11.38,,4.74,4.98,41.48,6.16,7.58,6.16,4.74,5.69,27.483333,24.027778,30.894444,0.141111,23.62963,80.788025
US_TX_48273,2020-06-19,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,1,0,24,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-16,5,,6,-34,,,8.84,3.93,14.49,9.09,4.17,7.37,3.68,11.54,4.42,4.91,3.44,4.17,9.82,3.93,4.17,5.4,,5.65,,,5.65,26.27,5.16,3.44,10.07,,4.17,7.12,33.64,3.93,7.37,7.37,4.42,5.65,27.977778,25.555556,30.622222,3.4544,24.231481,81.515339
US_TX_48273,2020-06-20,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,1,0,25,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-13,4,,5,-11,,4.47,7.63,3.68,12.1,7.63,4.73,7.37,,10.26,7.63,5.79,4.21,4.21,8.42,4.47,5.0,4.21,4.21,5.26,,7.37,6.05,24.46,5.26,3.68,9.99,,4.47,,39.19,,7.89,7.37,7.1,5.52,28.45,25.805556,31.544444,0.6604,24.37037,78.989125
US_TX_48273,2020-06-21,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,2,0,27,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-13,1,,8,-12,,5.64,8.6,4.03,11.02,6.18,5.11,4.57,3.76,13.97,4.84,4.57,5.37,4.57,7.79,4.3,,5.91,4.3,4.84,4.57,4.57,,24.99,5.91,,10.21,,3.76,,40.04,5.11,9.67,9.14,4.03,,28.761111,26.177778,32.244444,0.0,24.537037,78.814757
US_TX_48273,2020-06-22,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,2,0,29,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-15,5,,14,-32,10,6.74,7.67,4.42,17.19,6.97,5.34,7.2,,10.22,,6.51,4.18,4.18,10.92,5.58,6.51,4.42,,4.65,4.18,,11.15,30.9,3.72,,11.15,,6.04,4.65,41.82,4.65,9.76,6.51,3.48,5.34,29.372222,26.977778,32.961111,1.7018,25.185185,78.569725
US_TX_48273,2020-06-23,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,3,0,32,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-12,0,,12,-37,12,6.35,11.28,3.29,14.81,7.52,4.0,6.82,4.0,13.4,4.0,9.64,,5.17,7.99,4.0,4.47,9.4,5.17,5.41,,,10.58,29.62,4.94,3.76,11.52,4.47,5.17,,43.96,4.7,7.76,5.88,3.76,,28.872222,25.8,31.866667,1.3208,24.648148,79.091667
US_TX_48273,2020-06-24,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,0,0,32,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-14,1,,1,-36,13,4.66,9.32,,12.35,9.09,4.89,6.52,5.83,13.75,3.73,10.48,,6.76,8.15,3.96,4.19,10.48,3.26,3.96,6.99,,6.29,31.45,7.22,,7.22,3.96,4.66,7.46,37.51,4.19,8.39,6.99,,4.43,26.633333,23.45,30.85,1.4732,23.518519,85.284825
US_TX_48273,2020-06-25,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,1,0,33,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-19,5,,10,-37,14,3.77,12.97,3.54,16.27,8.49,4.95,4.25,,13.21,3.77,11.32,3.77,5.19,9.2,6.84,4.48,10.14,,3.54,5.9,,6.84,31.6,4.72,3.77,9.2,,7.08,4.95,37.73,5.9,7.78,6.84,4.48,3.77,26.872222,24.016667,30.783333,7.4168,22.953704,79.721075
US_TX_48273,2020-06-26,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,2,0,35,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-26,-7,8,1,-35,,5.76,6.96,3.36,12.96,7.44,3.84,5.52,4.08,11.28,,12.48,,4.32,10.08,5.04,,5.04,,5.28,4.56,,6.24,31.93,,,7.92,,4.8,3.84,39.85,3.6,7.68,4.56,6.0,4.56,26.7,23.033333,29.488889,0.338667,23.972222,89.074602
US_TX_48273,2020-06-27,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,7,0,42,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-18,-7,,0,-15,,3.87,6.96,,10.83,7.99,,5.16,4.64,12.89,4.9,10.31,,4.12,8.25,,,6.19,,,4.9,,7.99,25.0,,,10.31,6.44,3.61,,42.28,,6.96,5.67,4.9,3.61,28.233333,25.844444,30.638889,7.4168,25.657407,86.330981
US_TX_48273,2020-06-28,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,10,0,52,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-14,-9,62,-8,-13,,5.59,10.93,,12.96,9.41,4.83,4.58,4.07,16.27,5.59,9.91,3.56,3.56,6.61,6.1,,6.61,3.56,5.59,7.12,,6.61,33.3,6.61,4.83,9.41,,7.37,5.85,36.1,6.1,9.41,6.86,3.56,4.58,28.65,27.116667,31.077778,0.056444,25.555556,83.274858
US_TX_48273,2020-06-29,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,7,0,59,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-15,-1,,-5,-33,11,6.58,8.45,3.99,11.51,9.39,6.81,7.75,4.23,16.44,4.7,7.75,5.64,3.76,9.39,6.34,3.52,7.75,,7.04,4.93,,10.1,37.57,5.4,4.7,8.45,,3.76,3.52,47.2,4.7,6.11,6.81,4.23,6.58,28.855556,27.272222,31.5,0.0,25.444444,81.515089
US_TX_48273,2020-06-30,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,7,0,66,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-15,-3,,2,-38,13,3.27,9.58,4.21,17.07,9.12,4.67,7.01,,17.77,3.27,8.65,,4.67,8.88,5.84,6.08,7.25,,5.61,8.88,,7.01,36.23,7.01,3.51,,,6.31,7.01,45.35,5.14,5.14,7.25,4.91,5.14,28.994444,27.066667,31.883333,0.0,25.62963,81.00434
US_TX_48273,2020-07-01,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,5,0,71,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-6,7,,1,-38,12,7.15,11.44,4.05,13.82,10.25,6.2,5.96,5.0,17.4,,10.49,,6.67,6.91,4.53,5.72,6.67,4.53,5.24,5.48,,6.91,33.61,4.05,5.96,8.58,4.29,4.29,5.24,46.48,4.29,10.01,7.63,,4.53,29.011111,26.766667,32.205556,0.0,25.703704,80.357639
US_TX_48273,2020-07-02,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,6,0,77,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-16,10,,9,-39,,5.91,11.58,,11.58,8.04,5.44,4.73,3.78,13.71,,8.51,,5.44,8.75,4.25,4.49,6.38,3.55,4.49,4.96,3.31,8.04,27.66,5.44,3.31,11.82,,7.09,6.15,36.64,4.25,6.38,7.57,7.8,,29.133333,26.605556,32.261111,0.0,25.351852,78.171253
US_TX_48273,2020-07-03,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,2,0,79,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-19,2,-23,-12,-53,,4.55,7.58,,11.63,6.57,5.81,5.56,,12.13,,5.56,3.79,4.8,7.58,5.31,5.31,,,4.3,6.57,,5.56,31.35,5.06,,8.85,,3.79,4.3,38.93,3.54,5.56,6.32,5.31,5.56,28.422222,24.877778,32.577778,0.0,23.990741,76.209438
US_TX_48273,2020-07-04,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,8,0,87,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-31,-12,-27,-23,-27,,5.39,9.07,3.97,13.61,7.09,,,,12.48,,,,,5.39,,3.97,6.81,,4.82,6.81,,6.24,25.24,,3.97,10.21,,,,38.57,4.25,8.51,7.94,6.52,4.82,28.527778,24.933333,32.966667,0.0,24.12037,75.780292
US_TX_48273,2020-07-05,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,0,0,87,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-20,-12,-49,6,-20,,4.26,7.45,,14.37,7.72,6.39,5.32,,15.97,5.32,6.39,4.26,5.59,7.98,5.59,,7.72,3.73,,4.52,6.65,6.12,36.73,7.72,,10.91,,,4.52,44.18,3.99,8.78,6.39,,4.26,28.727778,25.05,33.6,0.0,24.287037,75.814486
US_TX_48273,2020-07-06,ChIJsedguuaZaIYRgt5N8XxnJHQ,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2,10,0,97,1,,,30752,15680,15072,4202,4773,6986,3704,2945,2781,2530,1836,995,1828394,27.43,-97.66,2824,76.58,-15,-6,,,-42,,3.79,10.44,,15.18,10.44,6.4,6.4,4.51,15.65,,7.83,,6.88,13.04,,5.93,6.64,4.74,4.03,5.45,,11.86,34.39,8.54,3.32,9.49,,6.17,7.12,43.64,,7.35,6.4,7.12,7.35,29.155556,26.016667,33.261111,0.0,24.935185,76.036235
