location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_AR_05091,2020-01-16,ChIJCU2b_0oKNIYRuiDrvCsk5gA,Q61381,geoId/05091,US,United States of America,AR,Arkansas,05091,Miller County,US,USA,2,,,,,,,43736,21533,22203,5903,5536,5644,5660,5376,5784,5029,3157,1647,1827488,33.327778,-93.877222,1651,73.227273,,,,,,,4.87,4.53,,9.07,7.55,5.04,5.71,5.21,14.94,2.35,7.05,3.36,9.91,9.4,,5.21,3.19,4.03,4.03,4.7,8.56,22.33,5.37,6.04,3.53,4.7,16.62,38.78,4.37,7.39,3.36,5.88,4.7,15.655556,9.45,21.183333,2.116667,,13.983333,89.992585
US_AR_05091,2020-01-17,ChIJCU2b_0oKNIYRuiDrvCsk5gA,Q61381,geoId/05091,US,United States of America,AR,Arkansas,05091,Miller County,US,USA,2,,,,,,,43736,21533,22203,5903,5536,5644,5660,5376,5784,5029,3157,1647,1827488,33.327778,-93.877222,1651,73.227273,,,,,,,3.6,5.56,2.78,7.04,11.13,4.75,4.42,2.94,8.18,4.75,5.24,3.44,5.73,9.16,2.45,3.27,3.93,3.6,5.73,3.27,6.05,21.27,3.44,5.73,3.93,5.56,5.73,35.67,4.75,7.53,2.29,5.07,3.27,9.305556,7.45,13.427778,15.8242,,4.938889,74.395969
US_AR_05091,2020-01-18,ChIJCU2b_0oKNIYRuiDrvCsk5gA,Q61381,geoId/05091,US,United States of America,AR,Arkansas,05091,Miller County,US,USA,2,,,,,,,43736,21533,22203,5903,5536,5644,5660,5376,5784,5029,3157,1647,1827488,33.327778,-93.877222,1651,73.227273,,,,,,,5.25,5.91,7.0,11.81,6.78,5.25,5.69,3.06,13.56,3.72,6.56,3.28,4.38,12.91,,4.38,4.59,3.5,3.5,4.38,8.31,20.79,4.16,5.91,3.06,5.91,,40.7,4.81,8.53,3.94,6.78,6.78,15.638889,10.894444,19.155556,5.616222,,12.622222,82.368326
US_AR_05091,2020-01-19,ChIJCU2b_0oKNIYRuiDrvCsk5gA,Q61381,geoId/05091,US,United States of America,AR,Arkansas,05091,Miller County,US,USA,2,,,,,,,43736,21533,22203,5903,5536,5644,5660,5376,5784,5029,3157,1647,1827488,33.327778,-93.877222,1651,73.227273,,,,,,,3.9,6.07,,9.76,6.5,6.07,,3.25,12.79,3.69,7.59,3.25,5.85,10.19,3.47,4.12,4.77,3.69,7.37,5.42,6.72,23.2,6.5,6.5,,5.42,6.5,35.99,3.04,6.29,5.2,7.37,3.04,7.0,0.194444,14.422222,1.298222,,-3.877778,46.067143
US_AR_05091,2020-01-20,ChIJCU2b_0oKNIYRuiDrvCsk5gA,Q61381,geoId/05091,US,United States of America,AR,Arkansas,05091,Miller County,US,USA,2,,,,,,,43736,21533,22203,5903,5536,5644,5660,5376,5784,5029,3157,1647,1827488,33.327778,-93.877222,1651,73.227273,,,,,,,6.58,7.86,4.04,12.32,8.07,4.46,8.49,4.04,14.23,4.25,5.1,3.82,3.82,7.64,4.25,5.1,7.01,3.82,4.46,4.88,9.98,24.0,6.16,7.22,3.19,4.88,5.52,40.14,4.04,8.49,4.67,5.31,4.88,4.566667,-0.955556,11.283333,0.0,,-4.266667,53.153924
US_AR_05091,2020-01-21,ChIJCU2b_0oKNIYRuiDrvCsk5gA,Q61381,geoId/05091,US,United States of America,AR,Arkansas,05091,Miller County,US,USA,2,,,,,,,43736,21533,22203,5903,5536,5644,5660,5376,5784,5029,3157,1647,1827488,33.327778,-93.877222,1651,73.227273,,,,,,,3.25,5.77,3.61,8.29,6.67,6.13,5.59,5.05,17.85,2.88,7.03,,3.97,9.02,4.51,6.31,5.59,2.88,3.97,6.31,7.75,29.75,4.15,8.29,5.05,5.95,4.51,43.81,3.61,6.85,4.15,4.51,4.69,2.266667,-2.472222,8.577778,0.0,,-3.766667,64.513078
US_AR_05091,2020-01-22,ChIJCU2b_0oKNIYRuiDrvCsk5gA,Q61381,geoId/05091,US,United States of America,AR,Arkansas,05091,Miller County,US,USA,2,,,,,,,43736,21533,22203,5903,5536,5644,5660,5376,5784,5029,3157,1647,1827488,33.327778,-93.877222,1651,73.227273,,,,,,,,4.09,,8.54,5.87,7.83,4.27,3.2,17.97,2.67,8.54,3.02,,12.81,3.56,,4.98,2.49,4.63,4.98,9.79,26.86,5.34,5.69,3.38,8.18,5.87,36.65,3.74,6.58,3.74,5.87,5.34,1.95,-0.261111,5.277778,2.935111,,-1.311111,79.105311
US_AR_05091,2020-01-23,ChIJCU2b_0oKNIYRuiDrvCsk5gA,Q61381,geoId/05091,US,United States of America,AR,Arkansas,05091,Miller County,US,USA,2,,,,,,,43736,21533,22203,5903,5536,5644,5660,5376,5784,5029,3157,1647,1827488,33.327778,-93.877222,1651,73.227273,,,,,,,3.62,8.14,,10.67,8.14,3.8,5.24,3.8,19.71,3.44,9.77,,5.06,12.48,3.07,6.51,4.88,6.15,3.25,5.61,10.13,24.41,4.88,6.51,4.34,7.05,4.34,35.99,,6.15,5.06,5.61,5.24,5.961111,2.616667,9.638889,28.786667,,4.938889,93.244306
US_AR_05091,2020-01-24,ChIJCU2b_0oKNIYRuiDrvCsk5gA,Q61381,geoId/05091,US,United States of America,AR,Arkansas,05091,Miller County,US,USA,2,,,,,,,43736,21533,22203,5903,5536,5644,5660,5376,5784,5029,3157,1647,1827488,33.327778,-93.877222,1651,73.227273,,,,,,,3.68,6.65,3.5,8.93,6.65,4.73,5.08,2.45,19.78,2.98,7.53,,4.03,8.93,4.2,3.33,5.6,4.55,3.33,3.15,8.4,26.96,6.13,6.13,4.73,3.68,5.6,32.03,3.5,6.83,6.65,3.68,2.45,6.261111,1.822222,12.294444,3.725333,,2.466667,76.841788
US_AR_05091,2020-01-25,ChIJCU2b_0oKNIYRuiDrvCsk5gA,Q61381,geoId/05091,US,United States of America,AR,Arkansas,05091,Miller County,US,USA,2,,,,,,,43736,21533,22203,5903,5536,5644,5660,5376,5784,5029,3157,1647,1827488,33.327778,-93.877222,1651,73.227273,,,,,,,6.34,8.6,5.43,9.96,6.34,4.98,4.75,3.4,27.16,,10.18,,7.24,7.24,,4.53,5.88,5.43,4.07,,7.24,29.42,8.83,8.37,4.53,3.62,6.56,37.34,3.17,5.66,6.11,5.88,3.62,5.416667,-1.638889,16.044444,0.0,,0.738889,71.955301
US_AR_05091,2020-01-26,ChIJCU2b_0oKNIYRuiDrvCsk5gA,Q61381,geoId/05091,US,United States of America,AR,Arkansas,05091,Miller County,US,USA,2,,,,,,,43736,21533,22203,5903,5536,5644,5660,5376,5784,5029,3157,1647,1827488,33.327778,-93.877222,1651,73.227273,,,,,,,4.97,7.88,4.77,14.3,7.46,6.01,6.43,4.77,26.12,3.94,9.95,,4.77,10.16,3.11,3.94,5.6,3.32,4.97,4.77,6.84,31.92,5.6,8.5,,3.32,5.8,33.79,5.18,6.43,4.77,4.77,5.39,10.644444,8.722222,13.1,3.076222,,7.494444,81.062501
US_AR_05091,2020-01-27,ChIJCU2b_0oKNIYRuiDrvCsk5gA,Q61381,geoId/05091,US,United States of America,AR,Arkansas,05091,Miller County,US,USA,2,,,,,,,43736,21533,22203,5903,5536,5644,5660,5376,5784,5029,3157,1647,1827488,33.327778,-93.877222,1651,73.227273,,,,,,,6.08,5.07,4.39,11.15,6.25,5.24,4.9,3.55,23.64,2.7,10.64,2.53,3.38,9.12,3.04,5.24,5.24,3.88,,4.9,10.13,32.26,6.42,7.6,4.73,4.22,5.4,34.62,4.73,7.77,5.74,5.74,5.57,11.355556,8.938889,16.472222,0.874889,,8.933333,85.125796
US_AR_05091,2020-01-28,ChIJCU2b_0oKNIYRuiDrvCsk5gA,Q61381,geoId/05091,US,United States of America,AR,Arkansas,05091,Miller County,US,USA,2,,,,,,,43736,21533,22203,5903,5536,5644,5660,5376,5784,5029,3157,1647,1827488,33.327778,-93.877222,1651,73.227273,,,,,,,4.88,4.71,3.36,8.41,7.23,4.54,5.55,4.37,24.72,3.53,10.43,,5.04,7.57,6.73,4.54,7.06,4.71,2.86,4.2,7.57,34.13,4.2,7.06,4.71,4.37,5.88,35.65,4.54,9.42,5.04,3.7,3.87,8.788889,5.422222,13.422222,0.056444,,7.55,92.03384
US_AR_05091,2020-01-29,ChIJCU2b_0oKNIYRuiDrvCsk5gA,Q61381,geoId/05091,US,United States of America,AR,Arkansas,05091,Miller County,US,USA,2,,,,,,,43736,21533,22203,5903,5536,5644,5660,5376,5784,5029,3157,1647,1827488,33.327778,-93.877222,1651,73.227273,,,,,,,4.35,5.19,3.35,10.54,5.36,6.19,4.69,3.18,28.95,3.18,11.71,4.52,,9.71,4.85,4.02,4.85,3.85,3.68,4.02,11.21,36.65,7.2,5.69,3.85,5.02,5.69,33.81,6.19,9.54,4.69,4.35,2.51,9.405556,7.788889,11.011111,13.913556,,8.261111,92.677348
US_AR_05091,2020-01-30,ChIJCU2b_0oKNIYRuiDrvCsk5gA,Q61381,geoId/05091,US,United States of America,AR,Arkansas,05091,Miller County,US,USA,2,,,,,,,43736,21533,22203,5903,5536,5644,5660,5376,5784,5029,3157,1647,1827488,33.327778,-93.877222,1651,73.227273,,,,,,,3.15,4.64,3.31,9.77,5.8,3.31,7.12,3.64,33.95,2.65,7.45,2.65,4.8,7.95,3.15,3.64,5.63,4.14,4.97,3.31,6.62,33.62,5.13,6.79,5.3,3.97,5.46,36.6,2.65,4.47,3.64,4.14,3.64,7.555556,6.416667,9.416667,0.141111,,5.744444,88.423728
US_AR_05091,2020-01-31,ChIJCU2b_0oKNIYRuiDrvCsk5gA,Q61381,geoId/05091,US,United States of America,AR,Arkansas,05091,Miller County,US,USA,2,,,,,,,43736,21533,22203,5903,5536,5644,5660,5376,5784,5029,3157,1647,1827488,33.327778,-93.877222,1651,73.227273,,,,,,,,6.98,,7.96,7.79,4.38,4.71,2.27,31.01,2.76,8.12,2.92,4.06,5.84,3.9,5.84,2.92,3.08,5.03,,9.25,31.82,5.36,5.2,4.06,3.08,5.36,32.31,,3.9,3.08,3.9,3.57,7.794444,6.605556,10.205556,0.564444,,5.655556,86.475796
US_AR_05091,2020-02-01,ChIJCU2b_0oKNIYRuiDrvCsk5gA,Q61381,geoId/05091,US,United States of America,AR,Arkansas,05091,Miller County,US,USA,2,,,,,,,43736,21533,22203,5903,5536,5644,5660,5376,5784,5029,3157,1647,1827488,33.327778,-93.877222,1651,73.227273,,,,,,,3.27,9.16,3.05,11.78,7.85,3.93,5.24,3.93,28.14,4.14,11.13,3.05,4.8,7.64,3.49,,4.8,3.27,3.49,6.54,8.29,32.29,4.14,7.64,,5.02,5.45,36.43,3.71,7.2,4.8,3.93,4.14,7.988889,0.516667,16.944444,0.028222,,1.95,65.804489
US_AR_05091,2020-02-02,ChIJCU2b_0oKNIYRuiDrvCsk5gA,Q61381,geoId/05091,US,United States of America,AR,Arkansas,05091,Miller County,US,USA,2,,,,,,,43736,21533,22203,5903,5536,5644,5660,5376,5784,5029,3157,1647,1827488,33.327778,-93.877222,1651,73.227273,,,,,,,5.06,7.8,3.58,9.7,7.8,4.0,5.27,4.22,24.24,4.0,11.38,4.22,7.17,10.96,3.16,2.95,5.48,5.48,4.22,2.95,7.38,33.52,6.11,8.22,4.0,5.27,4.0,34.36,4.22,7.8,5.48,4.22,,11.283333,1.572222,26.290123,0.0,,1.394444,50.990311
US_AR_05091,2020-02-03,ChIJCU2b_0oKNIYRuiDrvCsk5gA,Q61381,geoId/05091,US,United States of America,AR,Arkansas,05091,Miller County,US,USA,2,,,,,,,43736,21533,22203,5903,5536,5644,5660,5376,5784,5029,3157,1647,1827488,33.327778,-93.877222,1651,73.227273,,,,,,,5.25,6.24,3.78,9.69,6.4,3.94,3.28,2.79,23.8,3.94,6.89,2.79,5.42,7.88,2.3,3.94,4.1,,5.58,3.28,8.37,25.44,4.76,7.22,4.43,3.12,7.22,34.14,4.27,8.86,7.06,3.94,3.94,14.894444,7.227778,21.855556,0.0,,7.711111,62.606437
US_AR_05091,2020-02-04,ChIJCU2b_0oKNIYRuiDrvCsk5gA,Q61381,geoId/05091,US,United States of America,AR,Arkansas,05091,Miller County,US,USA,2,,,,,,,43736,21533,22203,5903,5536,5644,5660,5376,5784,5029,3157,1647,1827488,33.327778,-93.877222,1651,73.227273,,,,,,,4.69,7.2,2.51,6.53,6.87,2.85,5.02,4.69,20.93,2.51,11.55,3.35,6.7,8.88,3.85,3.85,4.69,4.52,3.01,5.86,7.87,31.82,6.03,6.2,3.35,3.85,2.85,33.16,5.02,8.54,4.02,5.53,7.7,18.644444,13.822222,22.938889,1.495778,,15.983333,84.61137
US_AR_05091,2020-02-05,ChIJCU2b_0oKNIYRuiDrvCsk5gA,Q61381,geoId/05091,US,United States of America,AR,Arkansas,05091,Miller County,US,USA,2,,,,,,,43736,21533,22203,5903,5536,5644,5660,5376,5784,5029,3157,1647,1827488,33.327778,-93.877222,1651,73.227273,,,,,,,2.47,5.77,3.63,10.39,6.59,5.77,4.95,2.47,19.78,2.47,7.75,2.47,5.28,8.57,3.3,4.78,4.95,2.8,3.13,4.62,6.43,26.38,4.95,6.43,5.11,4.62,3.63,29.68,5.11,5.77,4.12,4.62,5.44,9.244444,6.066667,16.583333,6.265333,,7.838889,91.011579
US_AR_05091,2020-02-06,ChIJCU2b_0oKNIYRuiDrvCsk5gA,Q61381,geoId/05091,US,United States of America,AR,Arkansas,05091,Miller County,US,USA,2,,,,,,,43736,21533,22203,5903,5536,5644,5660,5376,5784,5029,3157,1647,1827488,33.327778,-93.877222,1651,73.227273,,,,,,,5.72,7.23,3.19,10.43,4.2,3.7,6.73,3.19,21.69,,5.88,2.52,4.2,8.24,5.04,4.88,4.71,3.53,4.2,3.7,8.74,34.81,5.55,7.4,4.04,4.71,4.54,30.77,4.54,7.74,3.19,4.71,4.37,3.266667,0.983333,7.116667,8.579556,,0.961111,85.059237
US_AR_05091,2020-02-07,ChIJCU2b_0oKNIYRuiDrvCsk5gA,Q61381,geoId/05091,US,United States of America,AR,Arkansas,05091,Miller County,US,USA,2,,,,,,,43736,21533,22203,5903,5536,5644,5660,5376,5784,5029,3157,1647,1827488,33.327778,-93.877222,1651,73.227273,,,,,,,4.39,5.4,2.36,8.78,7.6,2.7,4.56,4.22,19.59,2.36,8.78,3.71,5.23,6.75,5.4,3.88,7.09,2.87,4.39,3.21,9.46,29.21,5.74,7.94,2.36,3.55,5.74,31.24,3.21,4.56,4.56,3.04,4.73,2.95,-3.533333,15.616667,0.508,,-2.411111,68.046236
US_AR_05091,2020-02-08,ChIJCU2b_0oKNIYRuiDrvCsk5gA,Q61381,geoId/05091,US,United States of America,AR,Arkansas,05091,Miller County,US,USA,2,,,,,,,43736,21533,22203,5903,5536,5644,5660,5376,5784,5029,3157,1647,1827488,33.327778,-93.877222,1651,73.227273,,,,,,,6.15,3.42,6.84,10.25,7.52,5.01,5.01,,25.75,3.19,13.44,4.79,5.7,9.8,9.8,4.56,7.29,5.47,5.24,3.87,8.66,32.36,3.87,7.52,,3.19,4.56,37.83,,7.97,6.15,4.56,4.1,8.45,0.955556,17.605556,0.0,,0.955556,59.412467
