location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OK_40019,2020-01-01,ChIJbfrolArWTIYR9hkZTr7dcBU,Q497854,geoId/40019,US,United States of America,OK,Oklahoma,40019,Carter County,US,USA,2,,,,,,,48273,23481,24792,6650,6701,5913,5957,5826,6234,5578,3431,1983,1822196,34.25,-97.29,2159,74.281818,,,,,,3.77,11.96,6.64,9.53,6.64,6.87,7.31,5.54,6.2,3.99,3.1,22.37,,13.51,,4.87,10.41,5.09,3.99,3.99,6.87,4.43,4.21,7.75,4.87,4.65,27.91,5.98,3.54,7.53,3.32,4.21,3.54,7.75,40.98,3.77,8.42,4.65,5.32,3.77,3.77,4.65,6.011111,0.694444,12.677778,0.0,,-2.25,55.832454
US_OK_40019,2020-01-02,ChIJbfrolArWTIYR9hkZTr7dcBU,Q497854,geoId/40019,US,United States of America,OK,Oklahoma,40019,Carter County,US,USA,2,,,,,,,48273,23481,24792,6650,6701,5913,5957,5826,6234,5578,3431,1983,1822196,34.25,-97.29,2159,74.281818,,,,,,7.72,7.72,4.06,13.4,7.92,6.09,,4.87,9.54,,,26.2,3.65,15.23,,5.89,9.75,6.9,3.86,5.89,7.51,3.05,5.08,3.05,4.06,9.95,37.57,5.69,3.05,9.14,3.05,4.87,3.65,8.73,41.22,7.31,10.36,6.29,6.7,6.5,4.47,4.26,11.094444,7.972222,15.25,0.0,,6.427778,72.991785
US_OK_40019,2020-01-03,ChIJbfrolArWTIYR9hkZTr7dcBU,Q497854,geoId/40019,US,United States of America,OK,Oklahoma,40019,Carter County,US,USA,2,,,,,,,48273,23481,24792,6650,6701,5913,5957,5826,6234,5578,3431,1983,1822196,34.25,-97.29,2159,74.281818,,,,,,4.44,7.68,3.64,12.52,7.68,6.06,5.45,3.84,5.45,2.83,,25.05,4.65,14.95,4.24,4.85,10.3,6.06,2.83,5.25,6.67,3.23,4.04,3.84,,8.28,33.13,6.06,3.64,8.08,,4.24,3.84,5.25,39.19,5.45,12.73,4.65,6.26,3.03,6.06,2.83,8.861111,5.338889,13.988889,0.0,,4.3,73.21526
US_OK_40019,2020-01-04,ChIJbfrolArWTIYR9hkZTr7dcBU,Q497854,geoId/40019,US,United States of America,OK,Oklahoma,40019,Carter County,US,USA,2,,,,,,,48273,23481,24792,6650,6701,5913,5957,5826,6234,5578,3431,1983,1822196,34.25,-97.29,2159,74.281818,,,,,,6.84,8.61,3.31,14.35,7.95,5.74,3.09,7.95,5.3,3.31,,22.96,5.74,15.23,,4.2,5.96,4.64,3.53,4.2,5.08,3.75,4.2,5.74,,6.84,31.79,7.73,,11.7,3.09,5.3,3.53,4.86,43.93,5.74,8.39,5.52,3.75,5.96,5.08,,5.761111,-0.388889,13.461111,0.0,,-1.894444,58.117034
US_OK_40019,2020-01-05,ChIJbfrolArWTIYR9hkZTr7dcBU,Q497854,geoId/40019,US,United States of America,OK,Oklahoma,40019,Carter County,US,USA,2,,,,,,,48273,23481,24792,6650,6701,5913,5957,5826,6234,5578,3431,1983,1822196,34.25,-97.29,2159,74.281818,,,,,,,7.1,4.44,12.87,6.88,5.32,,5.1,4.88,5.1,3.33,21.96,5.55,12.2,4.66,3.77,6.21,,3.1,7.54,4.21,,5.77,,3.33,7.76,29.06,5.77,3.33,7.1,,,4.21,7.32,34.38,5.1,5.32,,3.33,5.32,4.44,4.66,8.194444,1.527778,17.283333,0.0,,-0.744444,53.522433
US_OK_40019,2020-01-06,ChIJbfrolArWTIYR9hkZTr7dcBU,Q497854,geoId/40019,US,United States of America,OK,Oklahoma,40019,Carter County,US,USA,2,,,,,,,48273,23481,24792,6650,6701,5913,5957,5826,6234,5578,3431,1983,1822196,34.25,-97.29,2159,74.281818,,,,,,6.16,6.74,5.58,11.55,8.47,4.62,4.04,7.12,4.62,4.62,4.62,19.44,4.81,11.36,2.69,3.27,8.85,6.54,,9.05,5.77,3.85,4.62,5.58,3.66,9.43,27.71,4.81,3.08,4.23,4.23,5.2,7.12,9.62,44.84,4.04,8.08,3.46,5.39,4.81,3.66,,7.45,0.016667,16.366667,0.0,,-0.811111,55.977288
US_OK_40019,2020-01-07,ChIJbfrolArWTIYR9hkZTr7dcBU,Q497854,geoId/40019,US,United States of America,OK,Oklahoma,40019,Carter County,US,USA,2,,,,,,,48273,23481,24792,6650,6701,5913,5957,5826,6234,5578,3431,1983,1822196,34.25,-97.29,2159,74.281818,,,,,,3.56,6.04,3.73,11.38,9.24,4.8,3.56,5.16,4.62,3.56,,23.47,3.91,13.51,3.38,3.02,8.89,4.27,3.2,6.04,6.93,4.44,,5.33,5.69,7.82,27.91,5.87,3.2,5.33,,3.02,4.8,7.47,41.24,3.56,9.07,4.27,4.44,5.16,2.84,,7.077778,-1.327778,17.35,0.0,,-4.294444,44.586776
US_OK_40019,2020-01-08,ChIJbfrolArWTIYR9hkZTr7dcBU,Q497854,geoId/40019,US,United States of America,OK,Oklahoma,40019,Carter County,US,USA,2,,,,,,,48273,23481,24792,6650,6701,5913,5957,5826,6234,5578,3431,1983,1822196,34.25,-97.29,2159,74.281818,,,,,,6.84,4.11,5.99,13.0,7.02,6.5,3.59,5.3,,3.76,3.94,17.97,4.11,9.75,3.59,3.08,8.73,3.94,,6.84,7.02,2.57,3.42,4.28,2.74,9.24,35.42,5.3,,8.38,,3.59,4.79,6.84,40.04,4.62,14.03,4.79,7.19,4.28,2.4,3.08,8.111111,-0.311111,17.216667,0.0,,-4.461111,41.007625
US_OK_40019,2020-01-09,ChIJbfrolArWTIYR9hkZTr7dcBU,Q497854,geoId/40019,US,United States of America,OK,Oklahoma,40019,Carter County,US,USA,2,,,,,,,48273,23481,24792,6650,6701,5913,5957,5826,6234,5578,3431,1983,1822196,34.25,-97.29,2159,74.281818,,,,,,3.71,9.94,3.37,12.46,6.74,5.22,4.04,5.73,4.04,3.54,3.87,16.17,5.89,9.6,3.71,5.89,9.43,5.39,3.37,4.21,5.56,4.55,3.37,5.22,3.37,8.25,30.15,4.72,2.53,7.92,,6.06,5.56,7.41,37.05,5.39,8.76,2.53,4.38,4.55,4.55,4.21,14.377778,11.488889,19.016667,0.0,,8.555556,68.102438
US_OK_40019,2020-01-10,ChIJbfrolArWTIYR9hkZTr7dcBU,Q497854,geoId/40019,US,United States of America,OK,Oklahoma,40019,Carter County,US,USA,2,,,,,,,48273,23481,24792,6650,6701,5913,5957,5826,6234,5578,3431,1983,1822196,34.25,-97.29,2159,74.281818,,,,,,5.48,8.38,2.26,9.19,6.61,4.68,3.55,4.35,2.74,2.74,4.19,14.99,4.35,10.64,3.71,2.9,10.96,4.35,,2.58,4.03,4.51,3.55,3.71,3.55,9.19,27.41,4.68,2.26,6.29,,,4.84,5.8,34.83,2.58,8.06,6.61,5.48,3.71,4.03,3.71,17.316667,12.661111,20.461111,3.937,,16.016667,92.199123
