location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WV_54051,2020-01-01,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,5.53,6.79,9.3,8.29,5.28,6.79,5.03,,13.07,11.31,3.77,6.79,5.53,3.77,,3.77,,5.28,24.38,8.04,6.28,,,,38.95,,7.29,5.28,4.52,,1.259259,-0.623457,4.833333,0.98425,,-4.364198,66.518198
US_WV_54051,2020-01-02,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,4.42,5.9,6.14,8.85,8.11,6.88,5.65,,15.97,7.62,4.67,9.09,5.9,7.12,7.37,6.14,8.11,8.35,27.03,6.14,8.35,3.44,4.18,3.69,43.49,,11.06,6.39,4.67,4.67,3.950617,-1.117284,10.185185,0.112889,30.48,-3.320988,59.445587
US_WV_54051,2020-01-03,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,3.63,8.23,5.33,9.92,8.96,6.05,4.6,5.81,15.25,12.59,4.12,9.68,,4.6,7.26,4.6,5.57,7.5,24.93,4.6,9.68,7.26,5.33,6.29,38.24,,6.54,,,6.29,9.987654,6.790123,11.462963,9.5885,,8.654321,91.517559
US_WV_54051,2020-01-04,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,5.71,9.94,4.22,10.43,6.21,3.73,7.7,4.22,15.4,12.67,5.22,8.45,,4.97,4.72,3.97,5.22,6.21,24.09,4.22,6.96,,3.48,3.97,37.01,4.22,7.2,6.46,3.73,5.46,7.91358,2.5,11.604938,13.43025,,6.592593,91.484104
US_WV_54051,2020-01-05,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,4.49,7.48,4.99,8.98,4.99,4.99,8.23,4.24,16.96,6.99,4.49,6.74,5.49,6.49,,5.99,5.99,,23.7,4.74,8.73,3.99,4.74,6.24,36.67,,7.73,4.74,,,0.154321,-1.117284,6.641975,1.905,,-3.487654,76.644527
US_WV_54051,2020-01-06,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,7.06,6.33,,10.72,9.01,6.09,6.82,4.14,15.59,10.47,3.65,8.53,4.87,7.31,6.33,4.87,,8.53,24.84,5.85,7.31,4.63,,5.36,38.97,,7.55,6.09,4.14,4.87,3.604938,-0.62963,6.290123,0.197556,,-3.506173,59.852387
US_WV_54051,2020-01-07,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,3.83,6.94,,9.1,8.62,9.81,8.62,5.98,14.84,8.38,4.31,4.79,4.07,7.42,4.31,3.83,5.75,8.14,28.96,7.42,5.27,,5.75,5.98,42.37,5.03,7.66,8.62,,4.79,0.462963,-3.530864,6.425926,0.0,,-4.919753,67.648305
US_WV_54051,2020-01-08,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,6.12,7.1,4.65,9.3,5.87,5.87,7.34,,14.2,6.36,6.36,9.3,3.43,,,6.85,4.41,9.79,31.08,7.59,8.81,4.16,5.87,6.36,43.32,,8.81,4.65,5.63,8.08,0.975309,-3.62963,4.549383,0.41275,,-7.234568,54.493017
US_WV_54051,2020-01-09,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,6.56,7.77,6.07,10.69,6.07,5.1,6.32,3.89,16.03,6.32,3.89,7.77,4.62,6.32,3.64,3.64,6.07,7.53,31.58,4.86,10.93,6.07,8.99,6.32,36.69,4.13,12.15,5.34,,3.64,-1.41358,-7.796296,9.061728,0.056444,,-9.67284,53.684063
US_WV_54051,2020-01-10,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,3.4,10.44,,8.26,4.37,5.1,7.04,4.13,14.57,8.74,4.61,11.41,,5.1,3.88,,,11.65,31.81,8.26,10.2,5.34,,4.37,32.78,,8.74,7.53,3.88,,10.419753,6.006173,14.685185,0.0635,,0.851852,52.030063
