location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WV_54051,2020-01-11,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,5.76,6.55,,9.16,8.38,4.45,3.93,,14.14,10.47,,6.55,5.76,5.5,,3.93,,6.28,24.35,5.5,5.76,,5.24,3.67,35.09,,7.33,4.97,4.45,4.45,16.703704,8.895062,22.728395,2.38125,,9.62963,63.453937
US_WV_54051,2020-01-12,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,4.61,4.35,3.84,9.47,8.19,4.09,7.68,,15.87,7.42,,9.73,7.42,5.38,4.61,,4.09,8.7,22.78,4.61,6.14,4.86,4.86,6.66,44.28,4.61,7.68,5.38,5.12,5.89,9.882716,4.58642,21.253086,8.382,,5.802469,75.875122
US_WV_54051,2020-01-13,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,7.31,5.36,5.12,9.51,10.97,6.83,7.07,,15.36,8.04,4.63,10.72,,8.78,4.14,7.8,3.66,6.83,29.01,4.39,9.75,3.41,5.61,7.56,50.21,,6.58,4.88,3.41,3.66,4.808642,-0.191358,16.308642,1.128889,,1.259259,77.871104
US_WV_54051,2020-01-14,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,6.51,5.55,,9.41,10.13,5.31,5.31,,14.47,7.24,3.86,9.89,3.86,5.55,8.44,3.86,5.07,13.75,19.54,7.48,5.79,5.31,6.03,4.1,40.52,,3.38,6.51,4.1,5.79,5.654321,-0.382716,12.037037,0.0,,3.061728,83.488525
US_WV_54051,2020-01-15,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,4.17,5.39,,10.54,11.77,6.13,8.34,,12.26,6.87,6.37,10.3,5.64,5.64,3.92,5.15,4.17,6.62,25.99,8.09,10.3,4.41,4.66,6.62,43.39,,9.56,7.36,,8.83,5.666667,-0.339506,13.290123,0.41275,,2.845679,82.231775
US_WV_54051,2020-01-16,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,9.96,6.97,4.48,10.45,9.21,6.22,6.47,7.96,15.93,6.72,4.73,12.94,4.98,,,3.73,,10.21,27.13,5.97,9.21,6.72,4.23,4.73,44.8,5.97,7.22,8.71,5.72,5.48,5.987654,-1.290123,13.487654,1.80975,,0.574074,68.444716
US_WV_54051,2020-01-17,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,4.22,6.21,3.48,11.43,7.7,5.47,5.22,3.98,9.69,5.71,7.46,6.71,,3.48,,4.22,5.96,10.93,25.1,3.98,7.46,4.47,6.46,5.71,37.03,4.47,8.7,5.71,,5.71,-2.67284,-4.864198,-0.703704,0.03175,,-9.296296,60.615009
US_WV_54051,2020-01-18,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,5.83,6.84,4.56,10.13,5.07,8.11,7.85,,11.65,8.87,,7.85,,4.56,3.8,3.55,5.57,3.55,21.02,5.32,10.13,,4.56,4.81,41.8,4.81,4.05,4.81,,4.56,0.555556,-4.765432,8.882716,1.524,30.48,-3.148148,76.451561
US_WV_54051,2020-01-19,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,6.31,9.59,4.04,7.32,5.8,5.04,7.06,,13.12,6.56,,7.06,5.04,,,,5.55,7.32,16.4,6.31,8.83,,,,41.87,,5.04,5.04,,,-1.567901,-7.950617,9.209877,17.8435,30.48,-5.814815,72.897929
US_WV_54051,2020-01-20,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,7.93,7.93,3.85,7.93,9.62,5.53,7.21,,12.74,8.18,3.85,9.62,5.53,5.29,3.37,,5.29,6.73,24.77,6.49,10.58,,3.85,6.49,41.35,5.53,6.97,,4.33,5.77,-7.135802,-9.58642,0.197531,0.15875,,-11.222222,72.739152
US_WV_54051,2020-01-21,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,6.22,10.95,,11.7,11.2,4.23,4.98,,20.41,7.47,4.73,8.71,,5.72,5.72,5.23,8.71,3.48,28.87,5.48,7.47,5.97,9.46,6.97,47.79,5.48,7.72,5.97,,3.48,-5.82716,-9.462963,-2.45679,0.0,,-10.506173,69.691141
US_WV_54051,2020-01-22,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,8.02,5.26,,12.28,9.53,6.52,5.01,5.26,18.8,9.02,5.26,11.28,4.01,4.51,4.76,3.76,7.52,9.02,24.32,,6.52,4.26,6.02,5.77,45.37,6.52,4.76,9.53,6.02,5.51,-5.364198,-11.697531,3.45679,0.0,,-10.925926,65.07656
US_WV_54051,2020-01-23,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,5.46,10.18,,10.67,9.68,4.22,6.95,4.96,20.85,10.92,,9.43,4.47,3.72,6.45,7.45,6.95,8.19,25.32,5.96,10.18,4.96,6.95,9.43,41.7,3.72,7.94,6.45,6.7,,-0.228395,-10.851852,7.839506,0.0,,-7.820988,56.878131
US_WV_54051,2020-01-24,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,,8.63,3.45,15.04,7.89,7.64,4.44,4.19,20.46,6.41,3.7,12.82,3.45,,,3.45,3.45,10.11,27.86,7.15,11.34,3.94,3.94,3.45,35.25,6.66,7.4,5.92,5.92,6.16,5.358025,1.135802,9.012346,0.381,,-1.549383,61.659507
US_WV_54051,2020-01-25,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,4.98,6.29,,8.13,6.03,7.34,9.18,3.93,25.69,11.8,,9.7,,5.24,5.77,3.67,6.55,,34.08,6.03,5.5,,6.03,5.5,46.14,,6.55,,,4.19,5.17284,1.845679,8.851852,24.0665,,3.450617,88.765115
US_WV_54051,2020-01-26,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,5.97,6.22,3.98,9.21,8.46,4.73,6.47,3.98,22.64,7.46,4.98,8.21,5.97,5.22,3.98,4.73,,5.47,32.1,7.71,8.21,,,3.98,37.82,,6.97,5.97,3.73,6.22,0.962963,0.191358,6.203704,1.5875,,-1.222222,85.431519
US_WV_54051,2020-01-27,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,4.8,7.45,3.6,11.53,8.17,4.8,6.72,6.0,23.78,7.69,4.8,8.17,6.0,6.97,,,6.0,9.13,34.35,4.08,9.37,,5.28,6.0,36.75,5.04,9.13,4.32,4.08,3.36,1.37037,0.166667,2.179012,0.3175,30.48,-1.203704,83.205159
US_WV_54051,2020-01-28,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,6.9,5.67,3.45,8.63,9.12,,5.67,4.68,26.37,4.93,,12.08,,6.9,7.39,3.94,7.39,11.83,38.69,8.38,8.38,5.42,8.63,6.16,41.9,6.41,8.13,6.65,4.93,5.17,0.944444,-0.04321,2.160494,0.09525,,-1.580247,83.411976
US_WV_54051,2020-01-29,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,3.93,3.93,4.66,7.12,9.33,4.17,5.15,3.68,25.53,11.04,5.4,8.35,6.38,6.38,4.42,3.93,4.91,8.35,37.8,4.42,9.82,6.14,5.64,5.15,40.99,,10.8,4.42,4.17,5.15,-0.018519,-0.895062,1.537037,0.28575,,-3.746914,76.065751
US_WV_54051,2020-01-30,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,3.7,7.89,4.44,12.08,8.63,5.67,3.94,,27.61,7.89,5.67,9.86,5.18,,7.4,3.45,6.9,12.33,35.01,5.18,10.85,5.18,7.89,4.19,40.43,4.19,10.11,6.16,5.92,5.67,-1.320988,-3.82716,1.648148,0.0,,-5.648148,72.653932
US_WV_54051,2020-01-31,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,3.98,7.96,4.48,11.44,5.97,6.22,6.22,3.98,31.84,8.71,4.73,7.71,3.98,4.48,5.47,3.48,4.48,7.46,38.31,,8.96,5.47,4.73,5.22,38.56,5.72,8.46,6.22,3.73,3.98,1.234568,-3.209877,5.030864,0.0,,-2.5,76.258787
US_WV_54051,2020-02-01,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,5.36,6.89,,9.44,9.44,6.12,4.34,,23.48,8.42,,9.95,4.85,4.59,6.64,5.62,4.85,5.87,27.31,9.95,7.4,3.83,5.1,5.1,42.11,4.59,8.17,4.85,4.08,4.85,1.345679,-1.203704,4.851852,1.8415,,-0.17284,89.709768
US_WV_54051,2020-02-02,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,,7.41,,9.64,7.66,5.68,4.45,,21.99,7.41,6.18,8.15,4.45,,3.71,3.46,3.71,3.46,27.92,3.95,7.41,,,,30.14,3.46,5.68,4.69,,4.94,4.697531,-0.320988,13.487654,1.55575,,-0.358025,70.033558
US_WV_54051,2020-02-03,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,4.88,5.37,4.39,7.08,6.1,6.59,6.35,4.39,24.9,9.77,,10.99,5.86,7.08,4.64,,4.88,6.1,35.65,6.84,7.81,,4.39,3.42,42.48,7.33,6.59,7.81,4.39,3.91,10.604938,0.734568,17.925926,0.197556,,1.716049,54.579059
US_WV_54051,2020-02-04,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,5.21,6.86,,8.52,5.92,,4.02,3.31,20.83,9.23,4.97,9.94,4.26,6.86,5.44,,4.02,11.36,32.19,6.39,4.02,4.26,,6.39,36.45,4.97,3.79,6.86,6.39,4.26,12.783951,2.759259,17.759259,1.524,,6.654321,66.428934
US_WV_54051,2020-02-05,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,5.36,6.58,,11.94,8.29,6.58,6.58,5.61,22.42,9.75,3.41,10.72,4.39,6.34,5.61,4.63,6.82,11.21,35.58,9.26,4.39,3.9,5.61,6.34,38.51,3.66,6.82,5.61,6.82,5.85,1.765432,-0.580247,8.493827,8.22325,,-1.432099,79.45807
US_WV_54051,2020-02-06,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,5.3,6.51,,10.13,6.51,6.99,,3.38,20.74,9.65,4.82,13.75,3.86,6.03,5.55,4.34,4.82,8.92,33.76,4.58,7.24,5.55,4.1,5.06,40.51,,5.55,,6.03,4.1,3.802469,-0.277778,7.191358,5.36575,,2.561728,91.770547
US_WV_54051,2020-02-07,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,7.38,5.17,,8.12,6.89,4.92,5.41,3.69,22.89,7.88,5.17,6.15,3.69,,6.64,5.91,6.64,7.88,33.47,7.38,7.63,,,5.66,41.59,5.17,4.92,6.89,,7.63,-0.17284,-2.567901,4.753086,10.6045,,-1.820988,88.709779
US_WV_54051,2020-02-08,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,,6.13,,8.17,7.15,3.83,5.87,3.58,18.89,9.45,6.13,8.94,4.08,4.08,7.41,4.34,5.87,5.36,24.51,8.94,4.85,,3.58,5.87,33.45,,10.98,5.36,,6.89,-2.185185,-4.654321,1.12963,1.778,78.74,-4.845679,82.083799
US_WV_54051,2020-02-09,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,,5.94,,9.41,11.39,4.95,5.94,4.7,22.53,10.65,3.71,8.17,6.19,4.21,7.67,4.95,5.94,5.69,27.23,7.43,,3.47,4.21,4.21,39.12,3.96,4.7,3.47,5.45,4.46,-0.037037,-4.617284,3.41358,0.635,50.8,-2.746914,82.080527
US_WV_54051,2020-02-10,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,4.31,5.98,5.26,13.4,9.09,7.18,5.26,,27.04,10.77,3.59,8.85,6.94,5.74,6.22,4.31,5.03,10.05,31.35,5.03,7.42,5.03,4.07,,34.7,,7.66,5.98,5.98,3.35,6.265432,-1.796296,8.691358,7.01675,50.8,3.777778,84.318057
US_WV_54051,2020-02-11,ChIJ7SpGAJ7mNYgRN6VGJiNzSsk,Q504838,geoId/54051,US,United States of America,WV,West Virginia,54051,Marshall County,US,USA,2,,,,,,,31252,15407,15845,3238,3444,3540,3310,3895,4563,4885,2835,1542,1910159,39.87,-80.67,809,75.177778,,,,,,6.61,6.12,5.14,9.06,6.37,7.1,5.14,5.38,22.03,11.02,3.92,8.32,6.61,7.1,5.14,5.88,6.12,9.06,26.44,7.1,6.85,3.92,5.14,6.12,43.57,4.16,7.1,,4.41,4.9,4.166667,1.611111,7.932099,6.57225,,2.895062,91.538814
