location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13283,2020-01-01,ChIJjbp4Rl6T8IgRPCnc1WZR2OA,Q503071,geoId/13283,US,United States of America,GA,Georgia,13283,Treutlen County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6746,3402,3344,862,896,895,881,753,844,838,491,286,1074318,32.4,-82.57,524,76.6,,,45.61,8.833333,2.95,16.138889,0.0,-0.4,52.694466
US_GA_13283,2020-01-02,ChIJjbp4Rl6T8IgRPCnc1WZR2OA,Q503071,geoId/13283,US,United States of America,GA,Georgia,13283,Treutlen County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6746,3402,3344,862,896,895,881,753,844,838,491,286,1074318,32.4,-82.57,524,76.6,,,48.08,10.105556,4.511111,17.216667,0.254,4.972222,71.176248
US_GA_13283,2020-01-03,ChIJjbp4Rl6T8IgRPCnc1WZR2OA,Q503071,geoId/13283,US,United States of America,GA,Georgia,13283,Treutlen County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6746,3402,3344,862,896,895,881,753,844,838,491,286,1074318,32.4,-82.57,524,76.6,,,45.68,19.566667,12.783333,26.833333,3.193143,15.022222,75.152519
US_GA_13283,2020-01-04,ChIJjbp4Rl6T8IgRPCnc1WZR2OA,Q503071,geoId/13283,US,United States of America,GA,Georgia,13283,Treutlen County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6746,3402,3344,862,896,895,881,753,844,838,491,286,1074318,32.4,-82.57,524,76.6,,,,18.144444,13.977778,23.955556,6.985,14.611111,79.94313
US_GA_13283,2020-01-05,ChIJjbp4Rl6T8IgRPCnc1WZR2OA,Q503071,geoId/13283,US,United States of America,GA,Georgia,13283,Treutlen County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6746,3402,3344,862,896,895,881,753,844,838,491,286,1074318,32.4,-82.57,524,76.6,,,,8.25,2.361111,15.188889,0.508,-1.277778,51.218613
US_GA_13283,2020-01-06,ChIJjbp4Rl6T8IgRPCnc1WZR2OA,Q503071,geoId/13283,US,United States of America,GA,Georgia,13283,Treutlen County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6746,3402,3344,862,896,895,881,753,844,838,491,286,1074318,32.4,-82.57,524,76.6,,,69.7,8.833333,2.411111,19.0,0.0,2.572222,65.098993
US_GA_13283,2020-01-07,ChIJjbp4Rl6T8IgRPCnc1WZR2OA,Q503071,geoId/13283,US,United States of America,GA,Georgia,13283,Treutlen County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6746,3402,3344,862,896,895,881,753,844,838,491,286,1074318,32.4,-82.57,524,76.6,,,34.74,10.822222,4.483333,18.922222,0.0,5.255556,68.642556
US_GA_13283,2020-01-08,ChIJjbp4Rl6T8IgRPCnc1WZR2OA,Q503071,geoId/13283,US,United States of America,GA,Georgia,13283,Treutlen County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6746,3402,3344,862,896,895,881,753,844,838,491,286,1074318,32.4,-82.57,524,76.6,,,51.24,8.666667,0.244444,17.944444,0.0,-1.716667,48.548942
US_GA_13283,2020-01-09,ChIJjbp4Rl6T8IgRPCnc1WZR2OA,Q503071,geoId/13283,US,United States of America,GA,Georgia,13283,Treutlen County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6746,3402,3344,862,896,895,881,753,844,838,491,286,1074318,32.4,-82.57,524,76.6,,,41.51,8.477778,-0.011111,21.105556,0.0,2.838889,67.852498
US_GA_13283,2020-01-10,ChIJjbp4Rl6T8IgRPCnc1WZR2OA,Q503071,geoId/13283,US,United States of America,GA,Georgia,13283,Treutlen County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6746,3402,3344,862,896,895,881,753,844,838,491,286,1074318,32.4,-82.57,524,76.6,,,,16.727778,12.3,23.072222,0.0,11.588889,71.763184
