location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48483,2020-01-01,ChIJ7dq_QOoYqocR240Kg0LC8MU,Q111766,geoId/48483,US,United States of America,TX,Texas,48483,Wheeler County,US,USA,2,,,,,,,5300,2664,2636,774,722,536,619,610,666,680,455,238,1809556,35.4,-100.27,2371,77.0,,5.455556,-0.777778,15.838889,0.0,,-3.45,53.221536
US_TX_48483,2020-01-02,ChIJ7dq_QOoYqocR240Kg0LC8MU,Q111766,geoId/48483,US,United States of America,TX,Texas,48483,Wheeler County,US,USA,2,,,,,,,5300,2664,2636,774,722,536,619,610,666,680,455,238,1809556,35.4,-100.27,2371,77.0,,6.538889,-0.144444,13.788889,0.0,,-1.316667,57.735294
US_TX_48483,2020-01-03,ChIJ7dq_QOoYqocR240Kg0LC8MU,Q111766,geoId/48483,US,United States of America,TX,Texas,48483,Wheeler County,US,USA,2,,,,,,,5300,2664,2636,774,722,536,619,610,666,680,455,238,1809556,35.4,-100.27,2371,77.0,,6.588889,0.522222,12.861111,0.0,,-1.25,57.590246
US_TX_48483,2020-01-04,ChIJ7dq_QOoYqocR240Kg0LC8MU,Q111766,geoId/48483,US,United States of America,TX,Texas,48483,Wheeler County,US,USA,2,,,,,,,5300,2664,2636,774,722,536,619,610,666,680,455,238,1809556,35.4,-100.27,2371,77.0,,4.355556,-2.833333,14.338889,0.0,,-3.722222,56.049578
US_TX_48483,2020-01-05,ChIJ7dq_QOoYqocR240Kg0LC8MU,Q111766,geoId/48483,US,United States of America,TX,Texas,48483,Wheeler County,US,USA,2,,,,,,,5300,2664,2636,774,722,536,619,610,666,680,455,238,1809556,35.4,-100.27,2371,77.0,,8.338889,1.738889,14.488889,0.0,,-2.572222,46.48118
US_TX_48483,2020-01-06,ChIJ7dq_QOoYqocR240Kg0LC8MU,Q111766,geoId/48483,US,United States of America,TX,Texas,48483,Wheeler County,US,USA,2,,,,,,,5300,2664,2636,774,722,536,619,610,666,680,455,238,1809556,35.4,-100.27,2371,77.0,,4.177778,-3.555556,13.5,0.0,,-5.388889,50.059116
US_TX_48483,2020-01-07,ChIJ7dq_QOoYqocR240Kg0LC8MU,Q111766,geoId/48483,US,United States of America,TX,Texas,48483,Wheeler County,US,USA,2,,,,,,,5300,2664,2636,774,722,536,619,610,666,680,455,238,1809556,35.4,-100.27,2371,77.0,,4.155556,-5.616667,17.483333,0.0,,-8.7,39.014694
US_TX_48483,2020-01-08,ChIJ7dq_QOoYqocR240Kg0LC8MU,Q111766,geoId/48483,US,United States of America,TX,Texas,48483,Wheeler County,US,USA,2,,,,,,,5300,2664,2636,774,722,536,619,610,666,680,455,238,1809556,35.4,-100.27,2371,77.0,,6.95,-1.2,17.311111,0.0,,-7.283333,36.083314
US_TX_48483,2020-01-09,ChIJ7dq_QOoYqocR240Kg0LC8MU,Q111766,geoId/48483,US,United States of America,TX,Texas,48483,Wheeler County,US,USA,2,,,,,,,5300,2664,2636,774,722,536,619,610,666,680,455,238,1809556,35.4,-100.27,2371,77.0,,11.366667,4.183333,18.35,0.0,,1.522222,51.625696
US_TX_48483,2020-01-10,ChIJ7dq_QOoYqocR240Kg0LC8MU,Q111766,geoId/48483,US,United States of America,TX,Texas,48483,Wheeler County,US,USA,2,,,,,,,5300,2664,2636,774,722,536,619,610,666,680,455,238,1809556,35.4,-100.27,2371,77.0,,8.188889,1.872222,15.216667,0.0,,1.822222,65.928834
