location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_CA_06051,2020-01-01,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,4.39,5.35,4.58,4.01,4.97,19.11,9.17,6.11,2.67,6.11,2.67,17.77,3.82,4.01,3.63,31.33,3.44,4.78,4.462963,-2.12963,12.45679,0.0,,-1.506944,67.289711
US_CA_06051,2020-01-02,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,7.39,8.36,6.03,4.47,3.89,13.61,8.36,3.11,,4.67,5.05,21.57,3.69,3.5,7.19,33.24,4.67,5.83,5.080247,-0.549383,12.234568,0.0,,-1.9375,62.650301
US_CA_06051,2020-01-03,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,5.46,6.41,6.41,4.15,3.77,20.16,8.48,3.96,3.39,3.77,4.33,30.9,5.46,,2.83,33.92,5.09,7.16,5.364198,-1.17284,14.17284,0.0,,-2.243056,62.110245
US_CA_06051,2020-01-04,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,9.2,6.0,5.8,4.4,,17.0,8.4,5.2,,6.4,3.0,26.6,4.6,4.8,3.4,30.8,3.8,5.2,7.083333,0.277778,14.201389,0.0,,-3.111111,50.761636
US_CA_06051,2020-01-05,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,6.41,8.21,6.92,3.59,4.36,17.7,8.72,5.9,3.59,4.62,4.1,32.32,6.16,5.13,3.59,38.22,,6.16,4.465278,-1.722222,12.861111,0.0,,-3.547619,58.740571
US_CA_06051,2020-01-06,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,5.22,6.32,,5.5,,12.92,9.34,6.6,,4.67,4.12,24.18,4.95,4.95,,33.8,,5.5,2.746914,-3.932099,11.54321,0.0,,-5.326389,59.985483
US_CA_06051,2020-01-07,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,5.74,7.92,4.37,,4.64,16.94,7.65,7.65,,,,18.85,3.83,5.46,7.92,33.61,5.46,,2.444444,-4.018519,12.530864,0.0,,-4.888889,63.239955
US_CA_06051,2020-01-08,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,5.97,,7.11,5.12,6.83,16.22,6.54,4.84,,5.12,,31.3,4.27,6.54,5.41,39.26,9.67,4.55,3.561111,-3.444444,10.188889,0.0,,-5.685185,54.484591
US_CA_06051,2020-01-09,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,7.12,9.68,9.11,,4.84,13.38,8.54,4.55,5.41,,4.55,25.33,,5.98,4.55,28.46,8.25,8.54,1.8,-1.955556,6.677778,0.141111,,-4.679012,62.409096
US_CA_06051,2020-01-10,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,5.15,11.38,4.34,6.78,4.88,10.84,5.96,5.96,,,,20.06,4.88,6.24,,32.26,7.32,4.88,0.188889,-6.1,10.266667,1.4478,,-5.524691,67.095823
US_CA_06051,2020-01-11,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,4.94,6.88,,3.44,6.23,16.76,9.67,5.59,,5.8,,18.91,4.51,3.65,,32.23,4.94,3.87,4.138889,-0.877778,9.961111,0.0,,-5.518519,52.981236
US_CA_06051,2020-01-12,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,9.91,6.16,5.89,6.43,5.89,14.19,8.57,3.75,5.09,,,17.14,7.23,,,35.34,5.89,,1.246914,-4.648148,8.549383,0.0,,-6.131944,58.992085
US_CA_06051,2020-01-13,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,6.46,5.81,,,8.72,15.5,7.1,,,,,24.21,6.46,5.49,,37.78,4.84,6.13,2.394444,-3.805556,10.205556,0.0,,-6.814815,52.944143
US_CA_06051,2020-01-14,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,7.73,7.42,,,,11.14,8.66,,4.64,4.33,7.11,23.51,,,5.26,32.79,6.5,7.73,4.327778,-0.288889,9.827778,0.084667,,-6.641975,49.694712
US_CA_06051,2020-01-15,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,9.97,7.22,7.57,,,13.76,7.91,6.19,5.5,,6.88,16.85,,6.88,,32.67,,6.19,0.011111,-7.666667,9.644444,0.3302,,-10.104938,50.066444
US_CA_06051,2020-01-16,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,,6.95,6.63,4.42,5.68,9.79,5.05,,,,,20.84,7.26,,,33.16,,,5.311111,-1.75,10.233333,0.508,,-7.753086,43.721906
US_CA_06051,2020-01-17,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,,9.25,,,6.17,7.09,8.94,5.55,4.93,,,20.65,4.93,5.24,,27.13,5.55,,-0.211111,-6.205556,7.161111,7.65175,,-5.438272,67.172448
US_CA_06051,2020-01-18,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,4.38,7.38,4.15,,4.15,13.14,7.14,,,4.61,,15.9,5.3,4.84,,30.89,4.38,6.22,0.037037,-6.12963,7.771605,0.141111,,-4.090278,77.231577
US_CA_06051,2020-01-19,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,6.75,6.54,4.43,4.22,5.06,13.29,7.17,,3.17,3.38,3.59,16.46,4.85,4.43,,36.5,4.64,4.01,1.734568,-4.04321,8.981481,0.0,,-2.6875,78.046789
US_CA_06051,2020-01-20,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,8.83,10.49,5.24,4.97,4.69,14.35,7.45,,,4.42,,19.32,,4.42,,33.39,,4.97,3.759259,-1.611111,10.17284,0.0,,-1.611111,71.039198
US_CA_06051,2020-01-21,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,7.98,12.3,6.98,5.98,6.65,15.96,7.31,4.65,,6.65,6.65,26.59,,,6.65,37.9,,,4.993827,-1.783951,11.228395,0.028222,,-0.75,64.857646
US_CA_06051,2020-01-22,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,,6.58,,,6.58,15.73,9.14,,,6.95,,24.14,,,6.58,24.87,,6.58,7.006173,1.814815,13.098765,0.169333,,1.6875,66.847779
US_CA_06051,2020-01-23,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,8.77,7.01,10.52,,7.37,17.89,5.26,5.26,,5.96,7.72,22.8,,,,35.08,,5.61,4.666667,-1.654321,13.469136,0.169333,,-0.055556,73.341899
US_CA_06051,2020-01-24,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,7.44,,6.01,4.01,4.29,18.6,4.58,5.44,,4.29,4.29,22.32,4.87,4.29,5.44,29.77,,,7.555556,2.728395,13.5,0.09525,,1.291667,65.909338
US_CA_06051,2020-01-25,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,3.61,5.53,5.05,4.33,,23.57,11.54,4.09,4.33,,4.09,26.93,5.29,,4.57,32.22,4.33,3.61,6.320988,-0.049383,14.722222,0.056444,,-0.236111,64.099044
US_CA_06051,2020-01-26,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,6.16,,5.72,4.18,,33.45,7.26,4.4,3.96,,3.08,38.51,4.84,3.74,3.74,32.57,4.84,4.84,7.462963,1.907407,13.759259,0.217714,,2.743056,71.537174
US_CA_06051,2020-01-27,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,4.61,6.91,6.05,,5.76,26.49,5.47,6.62,,,4.32,28.5,6.33,4.61,,35.99,4.89,5.18,5.234568,-0.709877,12.753086,2.201333,,-1.576389,62.501518
US_CA_06051,2020-01-28,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,,5.0,6.33,,6.33,30.33,7.33,10.33,,7.33,,38.0,8.33,,,35.0,4.67,,5.54321,-1.641975,12.635802,0.0,,-3.104167,55.616981
US_CA_06051,2020-01-29,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,6.16,6.85,7.88,,5.82,23.97,,6.85,,7.19,4.79,29.8,7.19,,,35.27,6.51,6.51,3.765432,-3.364198,11.833333,0.0,,-3.875,59.244951
US_CA_06051,2020-01-30,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,6.36,,,,,33.46,7.03,5.35,,7.36,4.68,35.13,,5.35,,30.11,5.02,6.02,5.067901,-1.444444,13.055556,0.0,,-1.895833,63.530594
US_CA_06051,2020-01-31,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,4.5,8.15,4.21,4.78,4.5,25.84,7.58,3.93,,4.5,4.21,27.53,4.78,,,35.68,,6.74,6.216049,-0.506173,16.82716,0.0,,0.263889,69.165918
US_CA_06051,2020-02-01,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,4.86,6.01,4.16,4.39,,18.74,4.39,4.39,3.24,5.09,3.7,25.91,6.48,4.86,,33.77,4.16,6.25,6.919753,-0.87037,18.451389,0.0,,-1.944444,59.049775
US_CA_06051,2020-02-02,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,7.4,7.64,,3.82,,21.24,6.2,,,4.77,,25.77,4.77,5.49,3.58,36.75,4.06,5.01,6.518519,-1.783951,17.969136,0.0,,-3.145833,53.635118
US_CA_06051,2020-02-03,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,8.32,7.09,,4.93,,23.11,8.32,5.85,,4.62,,26.81,,,,33.58,5.24,4.31,-1.944444,-7.802469,6.234568,0.435429,,-11.041667,48.875845
US_CA_06051,2020-02-04,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,8.67,8.34,6.34,,7.01,20.68,6.0,,,,,23.02,,,,35.7,,,-3.265432,-10.685185,5.555556,0.0,,-15.854167,38.422135
US_CA_06051,2020-02-05,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,8.03,7.69,5.35,5.02,7.03,18.4,5.69,7.03,,,9.03,24.42,,,,35.13,4.68,4.68,1.135802,-7.0,11.450617,0.0,,-8.875,49.359291
US_CA_06051,2020-02-06,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,9.09,5.84,5.84,4.54,8.44,17.85,7.14,6.81,,,4.54,23.04,11.03,,,32.45,5.84,,5.95679,-1.950617,15.111111,0.0,,-3.097222,54.003489
US_CA_06051,2020-02-07,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,7.34,7.62,4.51,5.36,6.49,17.78,8.47,,5.08,6.49,,20.04,,5.08,,30.76,3.95,5.93,5.790123,-2.641975,16.895062,0.0,,-6.131944,45.34737
US_CA_06051,2020-02-08,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,7.57,6.9,5.57,5.12,4.23,12.91,6.46,4.01,3.79,5.34,4.23,23.6,3.79,3.34,,33.62,5.12,5.12,7.32716,-2.580247,16.083333,0.0,,-5.784722,41.80458
US_CA_06051,2020-02-09,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,5.38,8.88,6.55,,6.78,16.13,5.84,3.27,,3.98,4.44,21.98,5.84,6.78,3.51,40.22,5.61,5.14,3.802469,-2.679012,15.462963,0.0,,-7.1875,44.860641
US_CA_06051,2020-02-10,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,7.29,9.12,4.25,,4.56,13.98,8.81,,,5.47,4.56,22.49,,5.78,,39.51,,,2.561728,-5.277778,12.320988,0.0,,-9.423611,41.917937
US_CA_06051,2020-02-11,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,6.75,5.4,,,5.07,16.88,6.08,6.42,,,7.77,18.57,,6.08,,38.16,,8.1,4.197531,-4.080247,13.925926,0.0,,-7.916667,44.283275
US_CA_06051,2020-02-12,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,5.64,8.82,5.29,,6.7,11.29,,6.35,,,,20.1,6.0,5.29,5.29,38.44,5.64,5.64,4.932099,-4.018519,14.814815,0.0,,-7.020833,43.988404
US_CA_06051,2020-02-13,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,,8.64,5.53,,5.18,11.75,,,,,,16.59,5.53,,,34.22,9.33,5.18,4.666667,-4.728395,15.845679,0.0,,-7.131944,43.596782
US_CA_06051,2020-02-14,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,,,,,,,7.62,4.99,,4.99,13.78,9.38,,,,,19.06,5.57,4.4,6.16,24.05,,,4.845679,-4.444444,15.493827,0.0,,-4.923611,50.015147
US_CA_06051,2020-02-15,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,-8,16,49,,2,4.93,5.82,6.72,,6.72,17.02,8.28,4.25,4.48,9.4,4.25,19.48,6.49,4.7,3.58,35.15,6.49,6.04,5.753086,-3.37037,16.271605,0.0,,-3.534722,52.02009
US_CA_06051,2020-02-16,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,16,,,,2,5.61,7.21,4.0,,3.2,16.21,8.81,4.8,4.6,3.4,3.0,20.02,,5.2,4.6,31.43,7.21,5.0,9.604938,3.123457,16.722222,0.0,,-1.166667,47.089494
US_CA_06051,2020-02-17,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,25,,,,-20,8.03,9.73,3.65,,4.87,18.49,7.54,4.87,4.14,4.14,6.81,18.0,5.11,6.57,,31.14,4.62,7.05,7.296296,-0.888889,15.888889,0.0,,-2.756944,49.626544
US_CA_06051,2020-02-18,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,24,-4,,,-5,5.24,11.58,,4.41,5.79,15.71,8.54,5.79,4.13,3.86,4.13,18.19,4.69,4.69,4.41,40.24,4.13,7.17,5.018519,-3.17284,14.938272,0.0,,-6.944444,44.562883
US_CA_06051,2020-02-19,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,27,3,,,2,7.38,12.57,5.19,4.37,6.29,10.93,6.83,4.92,,4.37,3.83,16.95,4.65,3.83,5.19,35.53,6.01,5.19,4.351852,-3.895062,14.074074,0.0,,-5.673611,48.982157
US_CA_06051,2020-02-20,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,31,2,,,1,,4.27,,3.74,6.67,11.21,7.21,6.14,,3.74,5.61,16.55,6.67,4.0,4.0,29.91,6.94,6.67,4.864198,-3.567901,15.32716,0.0,,-6.6875,44.011618
US_CA_06051,2020-02-21,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,12,8,,,-1,5.17,6.16,6.16,,4.19,11.82,6.41,3.94,,,5.91,18.48,4.19,5.67,4.93,31.78,4.93,3.94,5.574074,-3.209877,15.796296,0.0,,-5.493056,45.888584
US_CA_06051,2020-02-22,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,4,14,11,,-2,6.06,5.19,4.97,,4.54,11.46,5.41,,,,3.89,18.82,3.46,,,33.31,4.76,5.41,7.41358,-0.783951,14.32716,0.0,,-1.006944,54.336827
US_CA_06051,2020-02-23,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,6,7,,,-8,7.69,11.53,,,6.86,14.83,9.06,4.94,5.49,6.59,,23.61,4.94,3.84,,37.61,4.12,7.96,5.876543,-1.753086,15.462963,0.889,,-1.993056,56.766113
US_CA_06051,2020-02-24,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,-12,,,,-5,4.73,5.74,,,6.76,16.89,,5.41,,,,25.68,,,,33.45,,5.07,6.530864,-2.54321,15.808642,0.0,,-4.979167,47.01424
US_CA_06051,2020-02-25,ChIJ2ZngE-r2lYARS4EQzITgoYg,Q156366,geoId/06051,US,United States of America,CA,California,06051,Mono County,US,USA,2,,,,,,,14354,7614,6740,1441,1526,2067,2145,1779,2166,1950,906,374,396472,37.916667,-118.866667,8111,80.95,-3,-26,,,-8,5.83,9.48,5.47,6.2,,19.69,8.39,,,,,27.71,5.83,,,35.74,5.47,10.21,6.901235,-1.771605,17.388889,0.0,,-6.784722,41.073202
