location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MS_28153,2020-01-01,ChIJeduQ4weYnIgR9ztNZM26NnY,Q266493,geoId/28153,US,United States of America,MS,Mississippi,28153,Wayne County,US,USA,2,,,,,,,20430,9849,10581,2792,2708,2633,2415,2376,2788,2388,1523,807,1832993,31.64,-88.7,814,74.625,,,,,37.11,54.43,6.111111,0.344444,14.538889,0.0,0.761905,69.216419
US_MS_28153,2020-01-02,ChIJeduQ4weYnIgR9ztNZM26NnY,Q266493,geoId/28153,US,United States of America,MS,Mississippi,28153,Wayne County,US,USA,2,,,,,,,20430,9849,10581,2792,2708,2633,2415,2376,2788,2388,1523,807,1832993,31.64,-88.7,814,74.625,,,,16.57,44.18,39.76,14.461111,9.972222,21.566667,5.842,11.952381,84.150723
US_MS_28153,2020-01-03,ChIJeduQ4weYnIgR9ztNZM26NnY,Q266493,geoId/28153,US,United States of America,MS,Mississippi,28153,Wayne County,US,USA,2,,,,,,,20430,9849,10581,2792,2708,2633,2415,2376,2788,2388,1523,807,1832993,31.64,-88.7,814,74.625,,,,,37.58,46.72,17.255556,13.872222,22.316667,40.357778,16.285714,94.031525
US_MS_28153,2020-01-04,ChIJeduQ4weYnIgR9ztNZM26NnY,Q266493,geoId/28153,US,United States of America,MS,Mississippi,28153,Wayne County,US,USA,2,,,,,,,20430,9849,10581,2792,2708,2633,2415,2376,2788,2388,1523,807,1832993,31.64,-88.7,814,74.625,,,,,20.58,42.37,13.338889,9.388889,16.138889,13.095111,8.214286,71.695055
US_MS_28153,2020-01-05,ChIJeduQ4weYnIgR9ztNZM26NnY,Q266493,geoId/28153,US,United States of America,MS,Mississippi,28153,Wayne County,US,USA,2,,,,,,,20430,9849,10581,2792,2708,2633,2415,2376,2788,2388,1523,807,1832993,31.64,-88.7,814,74.625,,,,,40.95,45.63,6.377778,-0.277778,15.966667,0.028222,0.936508,69.538152
US_MS_28153,2020-01-06,ChIJeduQ4weYnIgR9ztNZM26NnY,Q266493,geoId/28153,US,United States of America,MS,Mississippi,28153,Wayne County,US,USA,2,,,,,,,20430,9849,10581,2792,2708,2633,2415,2376,2788,2388,1523,807,1832993,31.64,-88.7,814,74.625,,,,,17.54,62.5,10.633333,3.116667,20.233333,0.0,6.150794,72.725714
US_MS_28153,2020-01-07,ChIJeduQ4weYnIgR9ztNZM26NnY,Q266493,geoId/28153,US,United States of America,MS,Mississippi,28153,Wayne County,US,USA,2,,,,,,,20430,9849,10581,2792,2708,2633,2415,2376,2788,2388,1523,807,1832993,31.64,-88.7,814,74.625,,,,,18.88,40.9,12.755556,7.311111,17.388889,0.0,4.5,57.114627
US_MS_28153,2020-01-08,ChIJeduQ4weYnIgR9ztNZM26NnY,Q266493,geoId/28153,US,United States of America,MS,Mississippi,28153,Wayne County,US,USA,2,,,,,,,20430,9849,10581,2792,2708,2633,2415,2376,2788,2388,1523,807,1832993,31.64,-88.7,814,74.625,,,,,33.51,35.03,6.972222,-1.327778,18.033333,0.0,-1.063492,57.076549
US_MS_28153,2020-01-09,ChIJeduQ4weYnIgR9ztNZM26NnY,Q266493,geoId/28153,US,United States of America,MS,Mississippi,28153,Wayne County,US,USA,2,,,,,,,20430,9849,10581,2792,2708,2633,2415,2376,2788,2388,1523,807,1832993,31.64,-88.7,814,74.625,,,,11.34,24.81,38.27,8.944444,0.566667,19.916667,0.0,4.253968,72.822648
US_MS_28153,2020-01-10,ChIJeduQ4weYnIgR9ztNZM26NnY,Q266493,geoId/28153,US,United States of America,MS,Mississippi,28153,Wayne County,US,USA,2,,,,,,,20430,9849,10581,2792,2708,2633,2415,2376,2788,2388,1523,807,1832993,31.64,-88.7,814,74.625,,,,,16.91,29.59,17.772222,15.633333,21.011111,1.580444,14.468254,80.737808
US_MS_28153,2020-01-11,ChIJeduQ4weYnIgR9ztNZM26NnY,Q266493,geoId/28153,US,United States of America,MS,Mississippi,28153,Wayne County,US,USA,2,,,,,,,20430,9849,10581,2792,2708,2633,2415,2376,2788,2388,1523,807,1832993,31.64,-88.7,814,74.625,,,,16.37,22.51,47.06,20.277778,16.755556,22.794444,17.018,18.65873,89.546839
US_MS_28153,2020-01-12,ChIJeduQ4weYnIgR9ztNZM26NnY,Q266493,geoId/28153,US,United States of America,MS,Mississippi,28153,Wayne County,US,USA,2,,,,,,,20430,9849,10581,2792,2708,2633,2415,2376,2788,2388,1523,807,1832993,31.64,-88.7,814,74.625,,,,,25.88,55.45,12.333333,8.644444,18.2,15.1638,9.674603,86.745609
US_MS_28153,2020-01-13,ChIJeduQ4weYnIgR9ztNZM26NnY,Q266493,geoId/28153,US,United States of America,MS,Mississippi,28153,Wayne County,US,USA,2,,,,,,,20430,9849,10581,2792,2708,2633,2415,2376,2788,2388,1523,807,1832993,31.64,-88.7,814,74.625,,,,,27.25,35.69,14.966667,12.25,17.922222,0.47625,13.5,91.285803
US_MS_28153,2020-01-14,ChIJeduQ4weYnIgR9ztNZM26NnY,Q266493,geoId/28153,US,United States of America,MS,Mississippi,28153,Wayne County,US,USA,2,,,,,,,20430,9849,10581,2792,2708,2633,2415,2376,2788,2388,1523,807,1832993,31.64,-88.7,814,74.625,,,,10.25,23.23,39.63,19.006173,15.950617,22.04321,8.66775,18.351852,94.927387
US_MS_28153,2020-01-15,ChIJeduQ4weYnIgR9ztNZM26NnY,Q266493,geoId/28153,US,United States of America,MS,Mississippi,28153,Wayne County,US,USA,2,,,,,,,20430,9849,10581,2792,2708,2633,2415,2376,2788,2388,1523,807,1832993,31.64,-88.7,814,74.625,,,,13.0,20.94,36.83,18.320988,15.12963,23.222222,25.8445,17.111111,92.247812
US_MS_28153,2020-01-16,ChIJeduQ4weYnIgR9ztNZM26NnY,Q266493,geoId/28153,US,United States of America,MS,Mississippi,28153,Wayne County,US,USA,2,,,,,,,20430,9849,10581,2792,2708,2633,2415,2376,2788,2388,1523,807,1832993,31.64,-88.7,814,74.625,,,,,32.89,37.89,17.756944,14.673611,21.833333,0.036286,15.633333,87.248089
