location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IL_17131,2020-01-01,ChIJlY8fULRk4YcRxl-0DK-LD0M,Q491427,geoId/17131,US,United States of America,IL,Illinois,17131,Mercer County,US,USA,2,,,,,,,15608,7774,7834,1701,1961,1597,1689,1870,2350,2133,1432,875,1790104,41.2,-90.74,1453,78.975,,,10.25,10.25,22.2,44.41,-0.1,-5.772222,9.05,0.0254,,-3.583333,77.546879
US_IL_17131,2020-01-02,ChIJlY8fULRk4YcRxl-0DK-LD0M,Q491427,geoId/17131,US,United States of America,IL,Illinois,17131,Mercer County,US,USA,2,,,,,,,15608,7774,7834,1701,1961,1597,1689,1870,2350,2133,1432,875,1790104,41.2,-90.74,1453,78.975,,,,,15.02,39.27,6.033333,2.238889,10.772222,0.0,,0.594444,68.280782
US_IL_17131,2020-01-03,ChIJlY8fULRk4YcRxl-0DK-LD0M,Q491427,geoId/17131,US,United States of America,IL,Illinois,17131,Mercer County,US,USA,2,,,,,,,15608,7774,7834,1701,1961,1597,1689,1870,2350,2133,1432,875,1790104,41.2,-90.74,1453,78.975,,,11.52,16.98,28.5,32.13,1.788889,-0.222222,6.755556,0.0,,-0.188889,86.882023
US_IL_17131,2020-01-04,ChIJlY8fULRk4YcRxl-0DK-LD0M,Q491427,geoId/17131,US,United States of America,IL,Illinois,17131,Mercer County,US,USA,2,,,,,,,15608,7774,7834,1701,1961,1597,1689,1870,2350,2133,1432,875,1790104,41.2,-90.74,1453,78.975,,,,13.43,21.02,35.61,-0.377778,-2.916667,1.016667,1.735667,,-1.611111,91.468329
US_IL_17131,2020-01-05,ChIJlY8fULRk4YcRxl-0DK-LD0M,Q491427,geoId/17131,US,United States of America,IL,Illinois,17131,Mercer County,US,USA,2,,,,,,,15608,7774,7834,1701,1961,1597,1689,1870,2350,2133,1432,875,1790104,41.2,-90.74,1453,78.975,,,,15.81,17.5,36.14,0.383333,-5.483333,8.177778,0.2286,50.8,-3.094444,77.663334
US_IL_17131,2020-01-06,ChIJlY8fULRk4YcRxl-0DK-LD0M,Q491427,geoId/17131,US,United States of America,IL,Illinois,17131,Mercer County,US,USA,2,,,,,,,15608,7774,7834,1701,1961,1597,1689,1870,2350,2133,1432,875,1790104,41.2,-90.74,1453,78.975,,,15.41,18.38,33.79,36.17,-0.077778,-5.233333,4.8,0.0,50.8,-4.277778,73.517255
US_IL_17131,2020-01-07,ChIJlY8fULRk4YcRxl-0DK-LD0M,Q491427,geoId/17131,US,United States of America,IL,Illinois,17131,Mercer County,US,USA,2,,,,,,,15608,7774,7834,1701,1961,1597,1689,1870,2350,2133,1432,875,1790104,41.2,-90.74,1453,78.975,,,16.36,19.75,17.49,36.68,0.027778,-3.572222,4.483333,0.0,,-4.088889,74.002931
US_IL_17131,2020-01-08,ChIJlY8fULRk4YcRxl-0DK-LD0M,Q491427,geoId/17131,US,United States of America,IL,Illinois,17131,Mercer County,US,USA,2,,,,,,,15608,7774,7834,1701,1961,1597,1689,1870,2350,2133,1432,875,1790104,41.2,-90.74,1453,78.975,,,14.14,19.45,33.59,28.88,-4.344444,-9.45,1.994444,0.0,,-10.916667,60.360463
US_IL_17131,2020-01-09,ChIJlY8fULRk4YcRxl-0DK-LD0M,Q491427,geoId/17131,US,United States of America,IL,Illinois,17131,Mercer County,US,USA,2,,,,,,,15608,7774,7834,1701,1961,1597,1689,1870,2350,2133,1432,875,1790104,41.2,-90.74,1453,78.975,,,13.87,13.87,31.21,29.48,4.161111,-4.722222,14.755556,0.0,,-2.161111,63.574133
US_IL_17131,2020-01-10,ChIJlY8fULRk4YcRxl-0DK-LD0M,Q491427,geoId/17131,US,United States of America,IL,Illinois,17131,Mercer County,US,USA,2,,,,,,,15608,7774,7834,1701,1961,1597,1689,1870,2350,2133,1432,875,1790104,41.2,-90.74,1453,78.975,,,8.75,11.67,21.0,29.75,4.466667,-0.277778,12.694444,0.550333,,1.911111,83.667104
