location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18123,2020-01-01,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,,24.33,26.07,,35.92,4.188889,-0.444444,10.283333,0.0,,-2.308642,62.17392
US_IN_18123,2020-01-02,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,,20.26,27.2,,37.04,7.272222,1.477778,10.711111,1.354667,,1.030864,64.932662
US_IN_18123,2020-01-03,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,12.73,14.33,32.37,,37.67,10.394444,6.116667,11.622222,13.0048,,9.993827,96.460017
US_IN_18123,2020-01-04,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,,16.32,25.65,,41.4,4.866667,2.011111,10.55,7.5184,,2.802469,85.778096
US_IN_18123,2020-01-05,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,13.11,11.4,13.68,,34.78,2.872222,-2.922222,10.7,0.6858,,-1.388889,72.978963
US_IN_18123,2020-01-06,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,9.39,13.57,22.96,,40.19,4.277778,-2.455556,10.105556,0.0,,-2.783951,59.93607
US_IN_18123,2020-01-07,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,8.25,15.98,26.3,,29.91,3.566667,-2.383333,9.522222,0.0,,-3.888889,58.348236
US_IN_18123,2020-01-08,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,,12.77,23.49,,34.22,3.683333,-1.433333,8.633333,0.0,,-6.123457,48.676605
US_IN_18123,2020-01-09,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,10.99,12.99,20.49,,32.98,6.072222,-0.027778,14.216667,0.0,,-4.882716,44.94475
US_IN_18123,2020-01-10,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,13.11,16.64,18.15,,29.24,13.705556,9.588889,16.577778,6.4516,,7.061728,64.559463
US_IN_18123,2020-01-11,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,,,16.14,,30.55,14.783333,8.983333,19.033333,26.0604,,13.04321,89.030452
US_IN_18123,2020-01-12,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,9.72,9.15,28.01,,29.16,4.3,2.0,11.127778,36.3982,,2.253086,85.637472
US_IN_18123,2020-01-13,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,10.2,14.28,23.96,7.65,34.16,5.133333,2.261111,8.266667,0.0508,,2.265432,81.268733
US_IN_18123,2020-01-14,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,9.74,12.45,21.11,,37.35,7.544444,2.655556,12.894444,0.1016,,5.450617,85.109812
US_IN_18123,2020-01-15,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,10.33,12.92,20.67,,39.27,8.772222,3.083333,16.066667,0.169333,,8.049383,92.997917
US_IN_18123,2020-01-16,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,11.34,11.34,22.14,,34.56,5.016667,0.133333,13.016667,0.1524,,0.530864,72.198022
US_IN_18123,2020-01-17,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,17.77,,23.52,,41.28,-1.15,-3.677778,6.016667,0.0,,-6.648148,65.469332
US_IN_18123,2020-01-18,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,,12.59,22.19,,30.58,6.844444,-1.527778,12.822222,3.429,,1.95679,69.555657
US_IN_18123,2020-01-19,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,10.13,,19.67,8.94,39.94,-3.788889,-8.122222,7.188889,6.985,,-9.401235,63.659252
US_IN_18123,2020-01-20,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,10.04,10.04,25.11,,40.73,-7.611111,-9.144444,-2.438889,0.0,,-11.481481,73.362972
US_IN_18123,2020-01-21,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,12.09,21.56,28.39,7.89,41.01,-3.744444,-7.966667,0.488889,0.028222,,-8.580247,69.674974
US_IN_18123,2020-01-22,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,12.23,11.7,31.37,14.36,32.43,-3.294444,-8.255556,3.711111,0.0254,,-8.296296,68.437004
US_IN_18123,2020-01-23,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,13.47,20.2,20.2,,37.3,3.283333,-1.438889,8.038889,0.818444,,-4.67284,56.08973
US_IN_18123,2020-01-24,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,9.93,20.96,23.72,9.93,43.02,5.527778,1.972222,7.644444,7.422444,,4.685185,93.7838
US_IN_18123,2020-01-25,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,,27.15,32.58,,31.98,2.233333,0.9,5.855556,2.906889,,0.549383,88.212458
US_IN_18123,2020-01-26,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,,18.74,22.25,,33.37,2.027778,-1.65,7.505556,0.1524,,-0.938272,80.32598
US_IN_18123,2020-01-27,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,9.75,18.42,37.38,10.29,41.71,2.733333,-1.45,7.094444,0.0,,0.487654,83.967005
US_IN_18123,2020-01-28,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,10.94,20.84,34.91,,38.04,0.401235,-0.759259,3.839506,0.056444,,-2.118056,83.063939
US_IN_18123,2020-01-29,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,,28.93,42.86,,40.72,1.734568,-0.135802,4.580247,0.0,,-1.423611,78.910427
US_IN_18123,2020-01-30,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,11.07,30.57,38.47,,40.58,2.083333,-0.761111,5.383333,0.127,,-0.814815,80.905652
US_IN_18123,2020-01-31,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,10.01,23.71,29.5,,38.98,3.505556,0.044444,5.916667,1.397,,0.944444,82.325657
US_IN_18123,2020-02-01,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,,21.48,29.24,,34.02,4.638889,2.6,7.355556,2.0828,,2.709877,86.488514
US_IN_18123,2020-02-02,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,12.85,18.68,18.68,,33.87,6.983333,-0.572222,17.927778,0.0254,,0.555556,63.591691
US_IN_18123,2020-02-03,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,13.33,17.95,22.05,,42.57,12.444444,3.555556,21.6,0.0,,3.092593,53.121488
US_IN_18123,2020-02-04,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,8.31,16.14,24.45,,30.31,14.033333,6.611111,20.016667,2.7178,,10.04321,76.982494
US_IN_18123,2020-02-05,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,13.35,19.0,32.35,,47.24,3.216667,1.394444,9.188889,11.7348,,2.259259,92.384578
US_IN_18123,2020-02-06,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,8.1,17.72,27.34,,36.45,1.433333,0.022222,2.966667,6.9342,,0.716049,93.8282
US_IN_18123,2020-02-07,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,12.43,20.91,27.12,9.04,40.12,-0.527778,-2.344444,2.15,1.1938,30.48,-3.765432,78.207439
US_IN_18123,2020-02-08,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,11.44,18.06,25.89,,36.73,0.644444,-1.594444,3.394444,0.254,30.48,-2.851852,76.805742
US_IN_18123,2020-02-09,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,11.96,25.05,31.31,8.54,46.68,0.888889,-4.577778,12.488889,1.016,,-2.549383,76.608925
US_IN_18123,2020-02-10,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,,20.66,23.24,,45.45,8.366667,3.65,13.244444,10.922,,6.604938,87.065846
US_IN_18123,2020-02-11,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,9.93,11.42,19.87,,36.75,3.222222,1.222222,7.616667,6.096,,1.117284,85.426004
US_IN_18123,2020-02-12,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,12.93,13.4,32.07,,35.9,2.177778,0.066667,5.116667,0.4826,,0.179012,86.054849
US_IN_18123,2020-02-13,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,10.41,15.61,27.06,,36.94,1.594444,-4.005556,3.627778,23.8506,,0.240741,89.784547
US_IN_18123,2020-02-14,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,,,,,14.62,16.19,,22.45,-7.5,-11.188889,-0.244444,0.889,,-13.037037,63.591403
US_IN_18123,2020-02-15,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,9,7,-2,12.67,16.29,27.16,,39.23,-2.722222,-9.705556,8.616667,0.0508,,-9.62963,58.618451
US_IN_18123,2020-02-16,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,11,,-2,,17.83,21.99,,36.25,6.094444,1.005556,11.933333,0.0,,-2.191358,55.746121
US_IN_18123,2020-02-17,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,0,3,-12,,16.87,28.27,9.92,54.07,6.194444,0.122222,13.422222,0.0,,0.975309,69.115422
US_IN_18123,2020-02-18,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,-3,-3,1,,14.55,23.64,,38.65,9.644444,3.005556,13.288889,2.173111,,6.925926,82.647738
US_IN_18123,2020-02-19,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,-4,5,-2,,15.93,27.17,,32.33,2.361111,-2.322222,9.688889,3.048,,-2.888889,67.618013
US_IN_18123,2020-02-20,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,-3,-7,-3,,17.45,33.02,7.55,31.61,1.638889,-1.666667,6.666667,0.0,,-5.561728,58.024083
US_IN_18123,2020-02-21,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,0,-4,-4,10.45,14.72,25.64,,30.86,-2.827778,-7.533333,3.516667,0.0,,-10.685185,54.262473
US_IN_18123,2020-02-22,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,2,,0,12.49,14.27,13.68,,35.08,0.277778,-6.922222,9.827778,0.0,,-8.487654,52.501641
US_IN_18123,2020-02-23,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,0,,4,9.72,15.19,20.05,,40.1,5.244444,-3.805556,13.744444,0.0,,-4.660494,49.55252
US_IN_18123,2020-02-24,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,-2,-13,1,13.13,19.02,23.55,,29.89,7.177778,2.688889,11.338889,2.0574,,4.512346,83.278593
US_IN_18123,2020-02-25,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,3,0,1,11.45,22.42,33.4,7.16,31.01,8.444444,6.4,9.644444,17.5006,,7.987654,95.503003
US_IN_18123,2020-02-26,ChIJYdeDGInmbogRkaFLkOB8xxw,Q512799,geoId/18123,US,United States of America,IN,Indiana,18123,Perry County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18978,10062,8916,2172,2243,2404,2388,2259,2730,2501,1396,885,1804397,38.08,-86.64,1001,75.96,1,-3,1,11.5,21.61,35.87,7.82,32.19,3.955556,0.555556,8.227778,1.2192,,2.814815,91.24199
