location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OK_40049,2020-01-16,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,7.18,11.33,9.07,17.0,14.35,5.67,26.06,12.09,35.88,5.29,4.633333,0.172222,12.294444,0.846667,,-0.155556,71.177741
US_OK_40049,2020-01-17,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,8.31,7.93,5.29,17.0,9.82,5.67,25.31,6.42,36.27,6.04,4.233333,1.422222,8.211111,32.131,,3.844444,97.319697
US_OK_40049,2020-01-18,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,12.02,10.52,,16.03,13.03,11.52,32.06,,44.09,12.02,8.027778,3.494444,11.116667,9.04875,,2.405556,68.024676
US_OK_40049,2020-01-19,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,,9.06,,13.82,10.49,11.92,23.83,8.58,44.81,8.58,2.694444,-3.45,10.605556,0.0,,-5.338889,55.78263
US_OK_40049,2020-01-20,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,8.88,13.76,7.99,14.65,9.77,9.77,24.41,8.43,44.83,,2.505556,-4.472222,12.188889,0.0,,-4.938889,58.022394
US_OK_40049,2020-01-21,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,,5.93,5.93,20.02,5.93,8.53,28.92,8.16,41.16,7.05,1.427778,-3.338889,9.333333,0.0,,-4.027778,67.105769
US_OK_40049,2020-01-22,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,6.4,16.57,7.91,21.09,13.18,9.79,29.37,,42.17,6.4,2.872222,0.422222,4.988889,5.0165,,1.516667,90.80536
US_OK_40049,2020-01-23,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,9.33,10.83,13.07,21.65,10.45,,32.1,8.59,37.33,9.71,5.716667,2.627778,12.483333,0.762,,2.877778,82.076341
US_OK_40049,2020-01-24,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,6.52,6.9,,28.0,11.12,,28.76,8.44,34.9,8.82,5.211111,0.7,11.7,0.0,,-0.538889,66.469845
US_OK_40049,2020-01-25,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,8.12,,,35.02,13.7,7.61,42.63,10.15,37.55,9.64,5.794444,-0.666667,17.4,0.0,,0.094444,66.83481
US_OK_40049,2020-01-26,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,,10.9,9.48,32.23,,9.95,40.29,11.85,42.19,8.53,10.4,2.566667,17.016667,1.17475,,5.077778,69.692563
US_OK_40049,2020-01-27,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,6.99,9.56,9.56,34.58,7.72,8.83,41.56,6.99,37.88,7.36,8.405556,0.555556,18.3,0.0,,3.922222,73.997653
US_OK_40049,2020-01-28,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,4.9,11.19,9.79,21.69,6.3,5.95,36.03,7.0,33.23,7.0,7.872222,3.572222,14.2,5.043714,,6.805556,93.027989
US_OK_40049,2020-01-29,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,7.54,7.54,9.04,27.13,14.7,11.68,33.91,5.65,33.91,10.93,2.261111,0.85,6.211111,13.2715,,0.977778,91.278302
US_OK_40049,2020-01-30,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,7.68,6.21,13.53,32.17,6.95,,36.19,,38.39,9.51,2.75,0.805556,4.188889,0.0,,-0.077778,81.736264
US_OK_40049,2020-01-31,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,9.69,7.18,,32.31,8.97,7.18,34.47,10.05,33.03,5.03,4.222222,-0.283333,11.455556,0.0,,0.366667,76.090332
US_OK_40049,2020-02-01,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,8.11,12.17,8.62,21.81,8.11,15.72,38.54,9.13,42.09,9.13,5.6,-2.755556,18.333333,0.0,,-2.911111,54.591705
US_OK_40049,2020-02-02,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,11.78,10.84,9.9,20.74,8.96,,27.34,12.25,41.0,8.48,12.644444,2.994444,25.377778,0.0,,-0.511111,40.50645
US_OK_40049,2020-02-03,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,,9.68,8.56,25.32,5.21,,27.55,9.68,35.74,5.21,16.066667,8.677778,22.038889,0.0,,1.7,37.948597
US_OK_40049,2020-02-04,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,6.05,9.96,9.25,18.86,5.69,,26.68,8.54,32.02,7.12,4.355556,0.961111,12.794444,0.3556,,2.083333,85.257163
US_OK_40049,2020-02-05,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,9.39,,7.04,19.26,12.21,,30.53,8.45,39.45,,-0.772222,-2.005556,1.633333,5.969,74.93,-2.25,89.79657
US_OK_40049,2020-02-06,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,8.3,11.99,10.14,19.37,10.14,12.91,32.74,11.07,46.11,,-2.283333,-7.766667,4.061111,0.6985,30.48,-5.527778,78.614246
US_OK_40049,2020-02-07,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,,10.95,8.4,18.98,8.4,6.21,29.57,,30.3,9.49,2.55,-4.022222,11.077778,0.0,30.48,-2.688889,68.506294
US_OK_40049,2020-02-08,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,7.61,8.12,9.13,16.75,,,19.28,12.69,47.7,,6.388889,-1.138889,15.461111,0.0,30.48,-0.572222,61.187921
US_OK_40049,2020-02-09,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,,10.52,7.65,12.43,,13.87,27.26,15.3,33.48,15.3,13.994444,9.877778,21.161111,0.181429,,7.694444,65.839574
US_OK_40049,2020-02-10,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,,9.53,8.47,14.46,7.41,7.41,28.22,6.7,35.63,,4.188889,0.588889,13.494444,1.415143,,-0.116667,73.724791
US_OK_40049,2020-02-11,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,8.08,8.81,7.71,13.22,9.55,6.24,23.13,,32.31,7.71,3.666667,1.7,6.577778,0.465667,,0.15,77.836734
US_OK_40049,2020-02-12,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,14.0,11.13,6.1,16.51,10.77,8.62,23.69,,38.77,,3.977778,2.411111,5.966667,4.5085,,1.644444,84.932442
US_OK_40049,2020-02-13,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,5.69,,7.46,11.73,14.57,9.24,20.61,5.69,31.99,,1.077778,-4.133333,5.216667,2.5908,,-4.255556,67.667888
US_OK_40049,2020-02-14,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,,,,,,,6.88,6.45,,13.76,9.89,,20.64,,38.28,8.17,-0.866667,-5.783333,8.45,0.0,,-9.361111,52.630588
US_OK_40049,2020-02-15,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,10,1,11,3,13,,,10.04,10.54,20.07,,,27.6,,41.65,7.53,6.85,1.511111,15.244444,0.0,,0.494444,63.959947
US_OK_40049,2020-02-16,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,9,7,,8,2,,8.99,10.89,8.05,16.57,9.47,8.52,26.98,7.1,46.86,7.57,8.827778,2.55,17.311111,0.0,,5.805556,81.381091
US_OK_40049,2020-02-17,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,6,-6,,-3,-14,,5.6,9.21,7.2,13.61,8.4,,29.62,13.21,44.43,10.41,12.733333,6.472222,18.9,0.0,,9.227778,79.79642
US_OK_40049,2020-02-18,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,10,-9,,7,2,1,6.12,13.31,9.35,21.59,11.51,9.71,30.22,,41.38,11.15,9.7,5.916667,15.35,0.0,,2.605556,61.451757
US_OK_40049,2020-02-19,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,10,1,,8,3,-1,9.96,9.96,10.32,14.59,11.39,9.96,22.77,6.76,34.16,6.41,5.55,-0.461111,13.544444,0.0,,-3.205556,53.489713
US_OK_40049,2020-02-20,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,2,9,,7,3,-1,7.43,6.01,6.72,14.15,8.49,8.13,24.41,,33.95,,6.066667,1.872222,12.094444,0.0,,-2.372222,54.766171
US_OK_40049,2020-02-21,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,4,0,,3,0,,6.65,11.56,8.05,14.71,6.3,8.05,21.71,5.6,29.42,6.65,0.038889,-6.905556,8.927778,0.0,,-7.433333,57.319106
US_OK_40049,2020-02-22,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,13,6,4,3,6,,9.85,9.36,,15.76,8.37,7.38,15.76,8.86,45.79,,6.261111,-0.466667,16.038889,0.0,,-3.177778,50.914684
US_OK_40049,2020-02-23,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,-2,11,,2,2,,8.98,12.76,9.45,18.43,9.92,,22.68,10.87,44.89,,9.894444,6.033333,13.855556,0.6096,,4.777778,70.538293
US_OK_40049,2020-02-24,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,7,-4,,1,3,,5.97,7.02,5.26,15.79,8.42,6.67,22.81,7.37,35.79,8.42,10.394444,7.05,13.038889,0.762,,7.988889,85.262852
US_OK_40049,2020-02-25,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,16,-16,,0,2,0,8.76,12.62,10.52,21.38,10.16,7.71,28.39,7.36,34.35,5.26,7.577778,3.872222,12.1,0.282222,,2.205556,68.885985
US_OK_40049,2020-02-26,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,24,11,,6,4,-2,8.12,12.35,6.0,21.53,6.35,8.47,40.24,5.65,36.36,7.06,2.85,-0.366667,8.372222,1.016,,-2.833333,66.421576
US_OK_40049,2020-02-27,ChIJI3XV_rDosocRu_N24QgZlN4,Q484616,geoId/40049,US,United States of America,OK,Oklahoma,40049,Garvin County,US,USA,2,,,,,,,27857,13745,14112,3858,3779,3227,3467,3279,3496,3345,2142,1264,1822208,34.71,-97.31,2107,73.9,22,27,,11,1,-2,,9.31,6.8,20.41,6.8,6.09,36.89,5.73,34.74,,2.955556,-5.666667,16.483333,0.0,,-6.916667,48.407436
