location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MS_28001,2020-01-01,ChIJRRKSipXwJYYRwUMfKKrt37w,Q108788,geoId/28001,US,United States of America,MS,Mississippi,28001,Adams County,US,USA,2,,,,,,,31462,16236,15226,3509,3511,3962,4106,3736,4557,4274,2334,1473,1833609,31.48,-91.35,1259,73.144444,,,,,8.68,7.13,,6.51,,11.16,,,4.96,18.91,,8.06,28.53,,,6.919753,1.907407,13.209877,0.0,,1.660494,69.324603
US_MS_28001,2020-01-02,ChIJRRKSipXwJYYRwUMfKKrt37w,Q108788,geoId/28001,US,United States of America,MS,Mississippi,28001,Adams County,US,USA,2,,,,,,,31462,16236,15226,3509,3511,3962,4106,3736,4557,4274,2334,1473,1833609,31.48,-91.35,1259,73.144444,,,,,6.34,9.37,4.69,8.55,,8.27,5.51,,8.0,19.85,6.34,3.86,36.67,6.89,4.69,14.876543,10.080247,21.277778,22.606,,12.716049,86.952023
US_MS_28001,2020-01-03,ChIJRRKSipXwJYYRwUMfKKrt37w,Q108788,geoId/28001,US,United States of America,MS,Mississippi,28001,Adams County,US,USA,2,,,,,,,31462,16236,15226,3509,3511,3962,4106,3736,4557,4274,2334,1473,1833609,31.48,-91.35,1259,73.144444,,,,,7.3,4.49,6.46,,6.74,9.83,5.89,4.49,7.58,19.93,5.89,5.05,29.2,5.62,,15.759259,14.098765,20.820988,51.743429,,14.679012,93.331475
US_MS_28001,2020-01-04,ChIJRRKSipXwJYYRwUMfKKrt37w,Q108788,geoId/28001,US,United States of America,MS,Mississippi,28001,Adams County,US,USA,2,,,,,,,31462,16236,15226,3509,3511,3962,4106,3736,4557,4274,2334,1473,1833609,31.48,-91.35,1259,73.144444,,,,,8.65,,6.8,,,7.42,7.42,,4.94,17.3,5.25,7.72,25.33,4.63,5.25,12.549383,7.833333,16.098765,3.640667,,7.197531,69.97417
US_MS_28001,2020-01-05,ChIJRRKSipXwJYYRwUMfKKrt37w,Q108788,geoId/28001,US,United States of America,MS,Mississippi,28001,Adams County,US,USA,2,,,,,,,31462,16236,15226,3509,3511,3962,4106,3736,4557,4274,2334,1473,1833609,31.48,-91.35,1259,73.144444,,,,,4.74,5.37,,5.05,,15.47,,,5.05,20.84,,7.26,38.2,,,8.722222,1.493827,19.222222,0.0,,3.592593,70.275361
US_MS_28001,2020-01-06,ChIJRRKSipXwJYYRwUMfKKrt37w,Q108788,geoId/28001,US,United States of America,MS,Mississippi,28001,Adams County,US,USA,2,,,,,,,31462,16236,15226,3509,3511,3962,4106,3736,4557,4274,2334,1473,1833609,31.48,-91.35,1259,73.144444,,,,,4.98,6.36,5.26,6.36,6.36,11.9,8.02,,7.47,18.81,5.53,5.53,33.2,4.43,5.26,13.314815,5.851852,21.549383,0.0,,8.54321,72.953767
US_MS_28001,2020-01-07,ChIJRRKSipXwJYYRwUMfKKrt37w,Q108788,geoId/28001,US,United States of America,MS,Mississippi,28001,Adams County,US,USA,2,,,,,,,31462,16236,15226,3509,3511,3962,4106,3736,4557,4274,2334,1473,1833609,31.48,-91.35,1259,73.144444,,,,,5.86,10.38,7.45,,4.79,12.24,5.86,,6.39,17.83,3.99,6.65,23.69,4.79,,13.080247,7.796296,17.679012,0.0,,4.592593,56.419253
US_MS_28001,2020-01-08,ChIJRRKSipXwJYYRwUMfKKrt37w,Q108788,geoId/28001,US,United States of America,MS,Mississippi,28001,Adams County,US,USA,2,,,,,,,31462,16236,15226,3509,3511,3962,4106,3736,4557,4274,2334,1473,1833609,31.48,-91.35,1259,73.144444,,,,,4.02,8.31,,4.56,6.17,13.41,5.9,,,23.33,5.36,6.7,30.84,9.39,6.17,7.753086,-0.246914,18.481481,0.0,,-0.382716,56.514835
US_MS_28001,2020-01-09,ChIJRRKSipXwJYYRwUMfKKrt37w,Q108788,geoId/28001,US,United States of America,MS,Mississippi,28001,Adams County,US,USA,2,,,,,,,31462,16236,15226,3509,3511,3962,4106,3736,4557,4274,2334,1473,1833609,31.48,-91.35,1259,73.144444,,,,,4.22,7.92,,,4.49,8.71,4.49,4.75,6.34,18.49,,5.28,28.52,10.56,5.81,13.179012,6.845679,22.080247,0.0,,7.728395,69.631028
US_MS_28001,2020-01-10,ChIJRRKSipXwJYYRwUMfKKrt37w,Q108788,geoId/28001,US,United States of America,MS,Mississippi,28001,Adams County,US,USA,2,,,,,,,31462,16236,15226,3509,3511,3962,4106,3736,4557,4274,2334,1473,1833609,31.48,-91.35,1259,73.144444,,,,,7.89,6.31,4.21,4.21,,6.05,9.2,,7.1,17.62,4.47,4.47,31.29,6.31,3.68,19.888889,17.67284,23.493827,0.0,,17.179012,84.423003
US_MS_28001,2020-01-11,ChIJRRKSipXwJYYRwUMfKKrt37w,Q108788,geoId/28001,US,United States of America,MS,Mississippi,28001,Adams County,US,USA,2,,,,,,,31462,16236,15226,3509,3511,3962,4106,3736,4557,4274,2334,1473,1833609,31.48,-91.35,1259,73.144444,,,,,8.46,7.25,8.76,,,8.76,7.55,,6.64,16.31,,,31.41,6.04,,20.271605,12.537037,23.839506,16.292286,,17.308642,83.165445
US_MS_28001,2020-01-12,ChIJRRKSipXwJYYRwUMfKKrt37w,Q108788,geoId/28001,US,United States of America,MS,Mississippi,28001,Adams County,US,USA,2,,,,,,,31462,16236,15226,3509,3511,3962,4106,3736,4557,4274,2334,1473,1833609,31.48,-91.35,1259,73.144444,,,,,5.94,8.45,6.57,,,6.57,7.82,,7.2,15.02,,6.26,29.72,5.63,,8.716049,5.358025,15.160494,12.163778,,5.259259,78.951261
US_MS_28001,2020-01-13,ChIJRRKSipXwJYYRwUMfKKrt37w,Q108788,geoId/28001,US,United States of America,MS,Mississippi,28001,Adams County,US,USA,2,,,,,,,31462,16236,15226,3509,3511,3962,4106,3736,4557,4274,2334,1473,1833609,31.48,-91.35,1259,73.144444,,,,,5.43,8.4,5.93,,5.43,7.41,7.16,,6.17,16.05,3.95,4.69,28.89,4.45,3.95,12.765432,9.530864,16.648148,0.907143,,11.308642,90.887001
US_MS_28001,2020-01-14,ChIJRRKSipXwJYYRwUMfKKrt37w,Q108788,geoId/28001,US,United States of America,MS,Mississippi,28001,Adams County,US,USA,2,,,,,,,31462,16236,15226,3509,3511,3962,4106,3736,4557,4274,2334,1473,1833609,31.48,-91.35,1259,73.144444,,,,,5.42,8.26,6.19,3.87,3.87,,6.96,,5.16,21.15,4.38,5.42,31.73,,,19.611111,16.395062,23.074074,10.82675,,18.67284,94.382806
US_MS_28001,2020-01-15,ChIJRRKSipXwJYYRwUMfKKrt37w,Q108788,geoId/28001,US,United States of America,MS,Mississippi,28001,Adams County,US,USA,2,,,,,,,31462,16236,15226,3509,3511,3962,4106,3736,4557,4274,2334,1473,1833609,31.48,-91.35,1259,73.144444,,,,,5.16,6.71,4.91,4.65,6.71,6.97,6.2,,6.97,20.14,5.68,3.62,36.15,4.13,6.97,21.061111,18.883333,24.527778,28.109333,,18.977778,87.952912
US_MS_28001,2020-01-16,ChIJRRKSipXwJYYRwUMfKKrt37w,Q108788,geoId/28001,US,United States of America,MS,Mississippi,28001,Adams County,US,USA,2,,,,,,,31462,16236,15226,3509,3511,3962,4106,3736,4557,4274,2334,1473,1833609,31.48,-91.35,1259,73.144444,,,,,5.99,6.51,5.47,4.95,,10.68,8.33,3.91,7.29,20.05,,4.17,26.04,3.65,,17.85,14.677778,21.505556,0.0635,,16.672222,92.934663
US_MS_28001,2020-01-17,ChIJRRKSipXwJYYRwUMfKKrt37w,Q108788,geoId/28001,US,United States of America,MS,Mississippi,28001,Adams County,US,USA,2,,,,,,,31462,16236,15226,3509,3511,3962,4106,3736,4557,4274,2334,1473,1833609,31.48,-91.35,1259,73.144444,,,,,9.69,7.2,4.43,4.15,,12.73,7.47,,4.98,19.38,6.09,6.92,27.13,5.81,4.98,14.283333,11.488889,18.877778,4.176889,,8.344444,67.894692
US_MS_28001,2020-01-18,ChIJRRKSipXwJYYRwUMfKKrt37w,Q108788,geoId/28001,US,United States of America,MS,Mississippi,28001,Adams County,US,USA,2,,,,,,,31462,16236,15226,3509,3511,3962,4106,3736,4557,4274,2334,1473,1833609,31.48,-91.35,1259,73.144444,,,,,6.91,6.59,5.96,7.22,,5.02,6.91,,5.02,11.93,5.02,5.02,33.59,,,18.588889,15.605556,22.211111,1.23825,,16.311111,86.658851
US_MS_28001,2020-01-19,ChIJRRKSipXwJYYRwUMfKKrt37w,Q108788,geoId/28001,US,United States of America,MS,Mississippi,28001,Adams County,US,USA,2,,,,,,,31462,16236,15226,3509,3511,3962,4106,3736,4557,4274,2334,1473,1833609,31.48,-91.35,1259,73.144444,,,,,,6.0,4.73,5.05,6.94,10.41,6.94,,7.26,19.25,,,31.55,,,10.611111,4.455556,18.972222,10.63625,,0.977778,51.415268
US_MS_28001,2020-01-20,ChIJRRKSipXwJYYRwUMfKKrt37w,Q108788,geoId/28001,US,United States of America,MS,Mississippi,28001,Adams County,US,USA,2,,,,,,,31462,16236,15226,3509,3511,3962,4106,3736,4557,4274,2334,1473,1833609,31.48,-91.35,1259,73.144444,,,,,6.79,6.49,8.55,6.2,,10.32,7.38,,8.85,23.6,6.2,7.08,28.02,5.01,6.2,4.861111,1.266667,9.9,0.0,,-3.6,54.459888
US_MS_28001,2020-01-21,ChIJRRKSipXwJYYRwUMfKKrt37w,Q108788,geoId/28001,US,United States of America,MS,Mississippi,28001,Adams County,US,USA,2,,,,,,,31462,16236,15226,3509,3511,3962,4106,3736,4557,4274,2334,1473,1833609,31.48,-91.35,1259,73.144444,,,,,5.38,5.64,6.72,,5.11,10.21,11.02,5.38,8.6,24.19,,5.38,25.27,5.11,,2.716667,-1.811111,8.472222,0.0,,-4.066667,61.273759
US_MS_28001,2020-01-22,ChIJRRKSipXwJYYRwUMfKKrt37w,Q108788,geoId/28001,US,United States of America,MS,Mississippi,28001,Adams County,US,USA,2,,,,,,,31462,16236,15226,3509,3511,3962,4106,3736,4557,4274,2334,1473,1833609,31.48,-91.35,1259,73.144444,,,,,6.02,10.21,4.19,4.71,,12.3,6.28,3.93,10.21,24.09,3.93,6.02,25.92,6.81,5.24,3.144444,-0.627778,8.177778,0.282222,,-2.933333,64.661141
US_MS_28001,2020-01-23,ChIJRRKSipXwJYYRwUMfKKrt37w,Q108788,geoId/28001,US,United States of America,MS,Mississippi,28001,Adams County,US,USA,2,,,,,,,31462,16236,15226,3509,3511,3962,4106,3736,4557,4274,2334,1473,1833609,31.48,-91.35,1259,73.144444,,,,,7.14,9.19,5.1,5.61,4.34,13.27,6.89,3.83,10.21,22.2,6.38,7.66,29.6,7.66,,9.311111,5.211111,15.116667,7.3025,,7.311111,87.391363
US_MS_28001,2020-01-24,ChIJRRKSipXwJYYRwUMfKKrt37w,Q108788,geoId/28001,US,United States of America,MS,Mississippi,28001,Adams County,US,USA,2,,,,,,,31462,16236,15226,3509,3511,3962,4106,3736,4557,4274,2334,1473,1833609,31.48,-91.35,1259,73.144444,,,,,,6.64,6.64,,5.53,17.97,4.98,,7.19,22.95,4.98,,32.91,5.25,4.98,9.861111,3.966667,15.072222,3.104444,,5.972222,77.205589
US_MS_28001,2020-01-25,ChIJRRKSipXwJYYRwUMfKKrt37w,Q108788,geoId/28001,US,United States of America,MS,Mississippi,28001,Adams County,US,USA,2,,,,,,,31462,16236,15226,3509,3511,3962,4106,3736,4557,4274,2334,1473,1833609,31.48,-91.35,1259,73.144444,,,,,6.66,10.47,6.03,7.3,5.71,12.06,7.3,5.39,7.62,23.17,,,33.64,,,7.883333,0.644444,16.444444,0.0,,2.0,66.934916
