location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IA_19111,2020-01-01,ChIJW3_CKy4m54cRRU0CpIhrPO8,Q485787,geoId/19111,US,United States of America,IA,Iowa,19111,Lee County,US,USA,2,,,,,,,34216,17238,16978,4109,3956,3917,4003,3885,5002,4781,2889,1674,1789871,40.642778,-91.474444,1395,76.927273,,,,,,6.71,7.02,7.63,,9.15,14.34,8.85,,9.15,6.71,4.27,5.8,5.49,5.49,5.19,25.94,7.02,6.71,6.1,,40.28,,4.58,10.99,,,0.35,-5.111111,9.933333,0.0,-3.172222,77.444138
US_IA_19111,2020-01-02,ChIJW3_CKy4m54cRRU0CpIhrPO8,Q485787,geoId/19111,US,United States of America,IA,Iowa,19111,Lee County,US,USA,2,,,,,,,34216,17238,16978,4109,3956,3917,4003,3885,5002,4781,2889,1674,1789871,40.642778,-91.474444,1395,76.927273,,,,,5.4,7.67,10.8,8.53,7.1,6.25,16.48,9.38,7.1,9.09,6.25,4.55,,3.98,4.83,6.82,27.57,8.53,7.1,6.54,8.53,41.49,4.26,6.25,3.98,4.83,7.39,6.472222,2.3,11.255556,0.0,0.866667,67.566298
US_IA_19111,2020-01-03,ChIJW3_CKy4m54cRRU0CpIhrPO8,Q485787,geoId/19111,US,United States of America,IA,Iowa,19111,Lee County,US,USA,2,,,,,,,34216,17238,16978,4109,3956,3917,4003,3885,5002,4781,2889,1674,1789871,40.642778,-91.474444,1395,76.927273,,,,,,7.39,8.52,8.24,4.55,8.81,16.2,13.35,5.11,8.81,5.97,3.98,,4.55,5.11,7.96,25.57,5.68,4.83,3.98,7.39,36.37,,,6.25,,3.98,2.083333,0.011111,6.894444,0.0,0.422222,88.896889
US_IA_19111,2020-01-04,ChIJW3_CKy4m54cRRU0CpIhrPO8,Q485787,geoId/19111,US,United States of America,IA,Iowa,19111,Lee County,US,USA,2,,,,,,,34216,17238,16978,4109,3956,3917,4003,3885,5002,4781,2889,1674,1789871,40.642778,-91.474444,1395,76.927273,,,,,,5.9,8.38,8.07,8.07,,18.62,7.14,6.52,8.38,5.28,5.59,5.59,,4.66,9.0,26.69,5.28,6.83,,5.59,38.48,,5.59,6.83,,,-0.066667,-2.55,1.194444,0.2032,-1.288889,91.585754
US_IA_19111,2020-01-05,ChIJW3_CKy4m54cRRU0CpIhrPO8,Q485787,geoId/19111,US,United States of America,IA,Iowa,19111,Lee County,US,USA,2,,,,,,,34216,17238,16978,4109,3956,3917,4003,3885,5002,4781,2889,1674,1789871,40.642778,-91.474444,1395,76.927273,,,,,7.05,7.97,11.95,6.74,6.43,,15.01,7.35,5.21,8.27,,5.51,6.43,4.6,,4.6,25.12,6.43,7.35,,5.82,48.72,4.9,7.66,7.05,,,0.988889,-4.761111,8.927778,0.0,-2.983333,75.076159
US_IA_19111,2020-01-06,ChIJW3_CKy4m54cRRU0CpIhrPO8,Q485787,geoId/19111,US,United States of America,IA,Iowa,19111,Lee County,US,USA,2,,,,,,,34216,17238,16978,4109,3956,3917,4003,3885,5002,4781,2889,1674,1789871,40.642778,-91.474444,1395,76.927273,,,,,4.65,6.29,10.11,7.38,4.92,7.65,14.21,7.38,5.47,6.56,,,5.47,5.47,4.37,10.11,26.79,5.74,5.47,7.38,5.74,42.09,5.47,6.01,3.83,5.19,,0.227778,-4.938889,5.144444,0.0,-4.077778,73.00012
US_IA_19111,2020-01-07,ChIJW3_CKy4m54cRRU0CpIhrPO8,Q485787,geoId/19111,US,United States of America,IA,Iowa,19111,Lee County,US,USA,2,,,,,,,34216,17238,16978,4109,3956,3917,4003,3885,5002,4781,2889,1674,1789871,40.642778,-91.474444,1395,76.927273,,,,,5.43,6.79,10.59,,,,16.02,10.32,5.43,9.23,7.33,4.07,4.34,,4.89,10.59,25.8,4.07,8.15,4.07,5.16,42.1,5.16,7.6,7.33,5.43,4.07,0.45,-3.133333,5.561111,0.0,-4.077778,71.902838
US_IA_19111,2020-01-08,ChIJW3_CKy4m54cRRU0CpIhrPO8,Q485787,geoId/19111,US,United States of America,IA,Iowa,19111,Lee County,US,USA,2,,,,,,,34216,17238,16978,4109,3956,3917,4003,3885,5002,4781,2889,1674,1789871,40.642778,-91.474444,1395,76.927273,,,,,6.47,7.6,8.44,8.16,4.5,6.47,17.73,17.73,,9.29,5.07,,4.22,7.6,4.79,8.44,28.99,6.75,10.7,,9.29,38.56,,10.98,6.47,3.94,,-3.511111,-8.7,2.066667,0.0,-10.427778,58.892373
US_IA_19111,2020-01-09,ChIJW3_CKy4m54cRRU0CpIhrPO8,Q485787,geoId/19111,US,United States of America,IA,Iowa,19111,Lee County,US,USA,2,,,,,,,34216,17238,16978,4109,3956,3917,4003,3885,5002,4781,2889,1674,1789871,40.642778,-91.474444,1395,76.927273,,,,,5.48,12.05,6.85,6.85,6.85,5.48,14.79,8.22,,9.86,4.66,4.93,,7.39,6.85,8.77,36.43,6.03,9.86,8.77,6.85,44.1,,11.23,,,4.66,5.038889,-3.533333,15.25,0.0,-1.411111,63.191228
US_IA_19111,2020-01-10,ChIJW3_CKy4m54cRRU0CpIhrPO8,Q485787,geoId/19111,US,United States of America,IA,Iowa,19111,Lee County,US,USA,2,,,,,,,34216,17238,16978,4109,3956,3917,4003,3885,5002,4781,2889,1674,1789871,40.642778,-91.474444,1395,76.927273,,,,,6.5,5.95,8.12,7.31,5.41,4.33,15.97,7.85,6.5,7.85,,8.93,5.14,,3.79,8.39,28.41,6.5,5.41,5.14,5.68,37.88,,8.39,6.76,4.33,4.87,4.911111,0.944444,12.577778,0.6604,2.75,86.040317
US_IA_19111,2020-01-11,ChIJW3_CKy4m54cRRU0CpIhrPO8,Q485787,geoId/19111,US,United States of America,IA,Iowa,19111,Lee County,US,USA,2,,,,,,,34216,17238,16978,4109,3956,3917,4003,3885,5002,4781,2889,1674,1789871,40.642778,-91.474444,1395,76.927273,,,,,4.37,8.44,8.44,4.66,5.24,5.24,15.72,5.82,5.53,8.73,5.82,4.66,4.66,6.99,,7.57,27.36,4.08,7.57,,8.73,37.84,,10.19,4.66,4.37,,-1.272222,-3.961111,2.022222,21.336,-1.855556,95.893763
US_IA_19111,2020-01-12,ChIJW3_CKy4m54cRRU0CpIhrPO8,Q485787,geoId/19111,US,United States of America,IA,Iowa,19111,Lee County,US,USA,2,,,,,,,34216,17238,16978,4109,3956,3917,4003,3885,5002,4781,2889,1674,1789871,40.642778,-91.474444,1395,76.927273,,,,,6.98,7.89,10.62,5.46,5.77,5.16,11.84,7.59,,,8.19,6.37,4.25,4.55,4.25,5.46,21.55,4.86,10.32,4.55,4.55,35.2,5.77,9.41,5.46,,,-4.305556,-6.7,-2.25,0.435429,-5.544444,91.21676
US_IA_19111,2020-01-13,ChIJW3_CKy4m54cRRU0CpIhrPO8,Q485787,geoId/19111,US,United States of America,IA,Iowa,19111,Lee County,US,USA,2,,,,,,,34216,17238,16978,4109,3956,3917,4003,3885,5002,4781,2889,1674,1789871,40.642778,-91.474444,1395,76.927273,,,,,4.11,6.86,9.05,5.76,7.13,7.41,13.44,7.95,4.66,12.34,7.68,3.84,4.94,5.21,6.03,11.52,32.09,6.31,6.58,7.68,6.58,45.26,,7.68,6.03,9.05,7.13,-0.85,-2.677778,0.833333,0.0,-1.6875,93.073009
