location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13001,2020-01-01,ChIJWd_sKIoL8IgRB1z6BhwL-9w,Q488186,geoId/13001,US,United States of America,GA,Georgia,13001,Appling County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18438,9209,9229,2550,2459,2234,2140,2225,2448,2291,1424,667,966037,31.75,-82.29,1326,74.05,,,,22.73,25.57,25.57,46.41,8.966667,2.738889,16.605556,0.0,0.038889,53.992894
US_GA_13001,2020-01-02,ChIJWd_sKIoL8IgRB1z6BhwL-9w,Q488186,geoId/13001,US,United States of America,GA,Georgia,13001,Appling County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18438,9209,9229,2550,2459,2234,2140,2225,2448,2291,1424,667,966037,31.75,-82.29,1326,74.05,,,,18.45,13.42,35.23,57.04,11.916667,4.777778,21.511111,0.0,4.844444,62.321473
US_GA_13001,2020-01-03,ChIJWd_sKIoL8IgRB1z6BhwL-9w,Q488186,geoId/13001,US,United States of America,GA,Georgia,13001,Appling County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18438,9209,9229,2550,2459,2234,2140,2225,2448,2291,1424,667,966037,31.75,-82.29,1326,74.05,,,,16.61,17.44,45.68,47.35,20.572222,13.983333,26.861111,0.0,15.533333,73.017539
US_GA_13001,2020-01-04,ChIJWd_sKIoL8IgRB1z6BhwL-9w,Q488186,geoId/13001,US,United States of America,GA,Georgia,13001,Appling County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18438,9209,9229,2550,2459,2234,2140,2225,2448,2291,1424,667,966037,31.75,-82.29,1326,74.05,,,,19.02,14.49,31.7,49.81,19.755556,15.316667,25.155556,3.471333,15.6,77.024063
US_GA_13001,2020-01-05,ChIJWd_sKIoL8IgRB1z6BhwL-9w,Q488186,geoId/13001,US,United States of America,GA,Georgia,13001,Appling County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18438,9209,9229,2550,2459,2234,2140,2225,2448,2291,1424,667,966037,31.75,-82.29,1326,74.05,,,,,,36.32,56.39,9.25,2.972222,17.3,1.143,-1.533333,47.152045
US_GA_13001,2020-01-06,ChIJWd_sKIoL8IgRB1z6BhwL-9w,Q488186,geoId/13001,US,United States of America,GA,Georgia,13001,Appling County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18438,9209,9229,2550,2459,2234,2140,2225,2448,2291,1424,667,966037,31.75,-82.29,1326,74.05,,,,14.86,15.69,34.68,41.28,9.266667,2.511111,19.833333,0.0,2.572222,63.267288
US_GA_13001,2020-01-07,ChIJWd_sKIoL8IgRB1z6BhwL-9w,Q488186,geoId/13001,US,United States of America,GA,Georgia,13001,Appling County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18438,9209,9229,2550,2459,2234,2140,2225,2448,2291,1424,667,966037,31.75,-82.29,1326,74.05,,,,13.99,11.89,35.67,41.26,11.161111,4.005556,19.55,0.0,5.6,68.77577
US_GA_13001,2020-01-08,ChIJWd_sKIoL8IgRB1z6BhwL-9w,Q488186,geoId/13001,US,United States of America,GA,Georgia,13001,Appling County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18438,9209,9229,2550,2459,2234,2140,2225,2448,2291,1424,667,966037,31.75,-82.29,1326,74.05,,,,18.0,,45.35,45.35,9.338889,0.477778,18.505556,0.0,-1.655556,46.717224
US_GA_13001,2020-01-09,ChIJWd_sKIoL8IgRB1z6BhwL-9w,Q488186,geoId/13001,US,United States of America,GA,Georgia,13001,Appling County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18438,9209,9229,2550,2459,2234,2140,2225,2448,2291,1424,667,966037,31.75,-82.29,1326,74.05,,,,,12.81,47.89,36.42,9.155556,0.633333,22.066667,0.0,3.355556,67.302932
US_GA_13001,2020-01-10,ChIJWd_sKIoL8IgRB1z6BhwL-9w,Q488186,geoId/13001,US,United States of America,GA,Georgia,13001,Appling County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18438,9209,9229,2550,2459,2234,2140,2225,2448,2291,1424,667,966037,31.75,-82.29,1326,74.05,,,,,,33.03,43.81,17.422222,12.777778,24.611111,0.0,12.288889,71.971401
