location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KY_21071,2021-02-09,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,10,0,2871,20,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,5,-22,6.12,7.14,9.69,7.4,6.38,7.14,10.46,,,11.48,,5.61,6.38,4.08,12.75,25.76,6.89,6.89,4.08,5.87,45.91,5.61,6.89,7.4,5.87,3.211111,-1.083333,7.894444,0.0,,0.094444,80.483751
US_KY_21071,2021-02-10,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,11,0,2882,20,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,6,-34,7.53,9.23,9.47,10.2,4.61,5.34,5.34,,8.01,10.93,4.37,5.1,3.88,4.13,7.77,23.31,4.13,4.86,3.88,7.77,36.42,4.13,5.1,,3.4,3.388889,1.094444,7.288889,0.127,,1.794444,89.409533
US_KY_21071,2021-02-11,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,15,0,2897,20,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-49,4.24,6.36,9.89,8.95,,4.24,7.77,,5.42,11.07,4.0,5.42,,4.24,7.54,22.37,3.3,8.01,6.12,6.59,34.62,,4.47,5.18,5.18,2.986111,0.069444,5.9375,11.938,,1.854167,92.556183
US_KY_21071,2021-02-12,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,8,3,2905,23,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-24,-34,6.4,8.2,11.78,8.96,5.12,5.63,7.68,4.61,7.68,13.06,5.89,,3.59,5.12,11.27,22.54,6.15,8.96,4.87,5.38,33.04,,,6.66,7.68,0.015873,-1.126984,1.587302,4.148667,30.48,-0.785714,94.420423
US_KY_21071,2021-02-13,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,2,2,2907,25,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-9,,7.11,8.81,10.8,4.26,,9.38,4.26,3.98,7.39,3.98,,,5.4,4.83,20.75,3.98,7.67,4.26,4.55,32.12,,7.11,7.11,5.4,0.080247,-0.907407,1.746914,0.0,30.48,-0.320988,97.199874
US_KY_21071,2021-02-14,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,20,2,2927,27,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-8,5.6,10.63,9.23,7.28,6.72,5.04,6.16,6.16,7.0,11.19,4.48,,6.44,,6.16,21.55,5.04,7.0,3.92,4.2,35.82,4.76,6.72,6.44,,-0.987654,-2.154321,0.753086,0.0,,-1.641975,95.435457
US_KY_21071,2021-02-15,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,4,0,2931,27,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-66,5.21,8.94,12.17,8.69,5.71,4.97,4.47,5.46,5.46,8.2,4.47,,,,9.19,18.13,4.97,7.95,3.48,3.48,34.77,3.73,5.96,4.22,3.48,-0.549383,-2.018519,3.388889,0.381,,-1.265432,95.02771
US_KY_21071,2021-02-16,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,7,0,2938,27,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-61,4.39,,8.46,12.22,,5.33,6.58,,4.7,11.6,,4.7,,5.64,7.83,21.62,5.96,5.64,7.21,,36.67,4.39,,5.64,,-1.677778,-6.8,3.805556,12.319,50.8,-2.794444,92.154562
US_KY_21071,2021-02-17,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,6,0,2944,27,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,17,-38,6.03,9.32,12.06,8.23,,,4.94,3.84,5.48,10.69,,,4.11,4.66,9.6,21.39,,7.13,,4.66,40.03,,6.31,4.94,5.76,-5.95,-8.722222,-0.138889,0.338667,50.8,-8.377778,83.431888
US_KY_21071,2021-02-18,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,2,1,2946,28,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-46,6.84,8.36,10.89,11.91,5.07,,5.83,4.05,5.83,9.37,3.8,4.56,3.55,5.83,7.85,24.83,6.08,8.36,6.08,4.81,38.51,4.05,7.09,7.6,7.85,-0.6,-3.2,1.872222,2.794,50.8,-1.661111,92.750493
US_KY_21071,2021-02-19,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,11,1,2957,29,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-20,-24,7.51,6.47,12.17,8.55,5.44,5.18,6.73,3.63,5.96,14.5,3.88,4.4,,3.63,11.65,23.31,7.77,8.03,7.25,9.58,38.07,6.22,10.1,6.73,3.63,-1.45,-3.7,0.961111,0.889,78.74,-2.461111,93.057554
US_KY_21071,2021-02-20,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,8,0,2965,29,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-6,6.59,9.17,11.75,8.02,4.58,5.16,4.3,,6.3,10.6,6.59,7.74,,4.01,8.6,20.92,7.45,10.03,4.3,8.6,43.27,,8.88,7.45,4.58,-4.569444,-8.215278,0.25,0.0,30.48,-8.729167,73.150401
US_KY_21071,2021-02-21,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,9,5,2974,34,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-2,4.22,10.13,9.85,11.82,4.22,5.07,8.73,4.79,6.19,10.42,5.35,5.35,,12.11,9.57,19.99,7.04,9.57,8.73,4.5,38.85,5.35,8.73,5.63,6.19,0.233333,-5.433333,8.666667,0.0,50.8,-5.883333,65.410696
US_KY_21071,2021-02-22,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,6,0,2980,34,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-30,7.55,7.81,12.24,11.98,4.69,6.51,7.03,5.47,7.81,9.38,6.51,6.77,,7.03,13.54,24.48,8.07,7.55,7.55,11.72,45.32,4.95,4.43,4.95,5.47,5.577778,2.794444,9.011111,2.709333,,-0.072222,67.250803
US_KY_21071,2021-02-23,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,7,0,2987,34,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-1,-16,6.26,5.22,9.65,12.26,5.74,4.7,7.83,4.43,4.96,12.26,3.65,9.39,6.0,7.31,13.31,25.57,7.31,7.57,3.65,6.52,46.44,,4.7,6.78,7.57,5.788889,0.044444,15.172222,0.5588,,-1.811111,58.287802
US_KY_21071,2021-02-24,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,16,2,3003,36,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-5,-24,5.58,10.1,14.09,11.43,6.91,5.32,6.11,5.85,9.3,12.49,,6.65,4.79,4.79,15.15,21.53,9.3,6.65,5.05,6.11,44.93,5.32,7.18,8.24,6.11,9.722222,1.327778,20.477778,0.0,,-1.527778,45.986375
US_KY_21071,2021-02-25,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,12,3,3015,39,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-2,-19,10.08,7.76,11.63,9.57,5.95,5.17,4.91,,8.02,13.7,4.4,3.88,,,12.67,31.03,5.69,9.57,5.69,11.63,44.73,8.27,10.6,7.76,5.17,9.233333,2.25,18.327778,0.381,,0.083333,53.212219
US_KY_21071,2021-02-26,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,6,1,3021,40,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-12,-20,6.37,9.02,12.21,7.7,5.57,5.57,6.63,3.71,4.25,9.82,4.25,6.1,5.04,3.71,13.27,24.68,6.37,7.96,3.71,8.76,45.65,,6.9,6.37,7.7,4.677778,1.416667,10.055556,1.693333,,-1.611111,63.820157
US_KY_21071,2021-02-27,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,5,1,3026,41,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-9,,10.59,12.31,9.73,,,7.16,4.58,8.02,12.6,,5.15,,6.3,10.88,20.9,7.44,8.02,6.87,8.3,33.78,4.58,6.87,4.58,,8.916667,3.733333,13.377778,11.938,,7.876543,93.346268
US_KY_21071,2021-02-28,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,7,0,3033,41,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-13,4.93,9.85,8.69,8.4,6.08,8.69,5.5,,5.5,10.14,,9.85,,,8.4,20.28,6.95,8.4,,5.21,46.36,5.21,5.21,5.5,4.93,14.8,10.166667,19.327778,15.494,,12.994444,89.076057
US_KY_21071,2021-03-01,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,-1,0,3032,41,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-25,-45,7.24,7.24,10.86,6.41,4.74,,7.24,,6.68,13.65,5.29,7.8,,4.18,9.47,20.89,7.8,6.68,4.74,9.75,39.55,,8.91,6.13,3.9,10.844444,4.605556,17.611111,52.07,,8.261111,84.252089
US_KY_21071,2021-03-02,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,9,1,3041,42,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,1,-30,7.16,10.19,13.22,9.37,6.61,4.96,5.78,4.13,4.68,15.43,4.68,,,4.68,9.64,32.23,7.16,7.44,7.16,8.54,40.49,6.89,8.81,3.86,11.84,2.271605,-3.030864,10.166667,3.471333,,-6.209877,53.619632
US_KY_21071,2021-03-03,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,4,1,3045,43,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,9,-23,5.77,7.35,9.71,7.08,6.82,8.66,9.18,4.2,,14.43,6.82,4.72,4.46,3.94,5.77,27.81,6.56,6.56,3.94,9.45,41.45,5.51,9.45,6.3,,4.055556,-3.623457,13.858025,0.0,,-6.228395,47.541697
US_KY_21071,2021-03-04,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,7,1,3052,44,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,9,-18,,6.08,15.34,15.61,5.29,6.08,7.67,,9.52,10.05,,7.94,,3.7,7.94,21.16,5.82,,3.97,8.99,42.59,3.7,7.67,5.03,6.08,7.487654,-1.234568,13.932099,0.0,,-3.271605,46.815057
US_KY_21071,2021-03-05,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,13,0,3065,44,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-7,-17,5.43,10.86,11.4,11.67,4.62,5.16,6.24,3.8,4.07,9.23,4.07,,4.89,5.7,13.57,27.42,8.42,4.34,4.89,6.24,43.71,4.89,7.33,6.79,7.33,1.685185,-4.45679,10.901235,0.0,,-8.438272,47.173831
US_KY_21071,2021-03-06,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,14,1,3079,45,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,1,5.13,5.73,12.68,10.56,6.34,4.22,5.13,,5.13,10.56,4.22,,,6.34,8.75,23.24,7.24,7.54,5.13,6.04,39.23,,,7.24,5.73,2.314815,-3.660494,8.08642,0.0,,-9.222222,42.503239
US_KY_21071,2021-03-07,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,3,0,3082,45,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,,,11.09,12.26,9.92,6.42,4.96,6.42,4.96,8.17,8.46,4.09,6.71,,5.55,7.88,24.52,,8.17,,6.13,35.32,7.59,7.3,,5.25,2.154321,-4.450617,9.364198,0.0,,-11.611111,35.883597
US_KY_21071,2021-03-08,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,0,0,3082,45,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-11,-26,6.2,9.44,10.52,12.4,4.85,7.82,6.47,5.39,8.36,11.87,4.58,7.01,,4.32,13.21,27.77,7.28,7.55,,8.63,36.13,5.66,6.74,7.01,5.12,5.098765,-3.895062,15.722222,0.0,,-11.95679,28.643573
US_KY_21071,2021-03-09,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,-5,0,3077,45,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-1,-21,6.72,7.56,13.16,12.04,4.48,8.96,5.6,3.92,9.24,14.28,4.76,5.88,,4.48,7.84,24.63,,7.84,7.56,7.0,42.83,,9.8,5.32,4.2,9.388889,-0.611111,18.833333,0.0,,-7.148148,31.525517
US_KY_21071,2021-03-10,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,5,0,3082,45,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-1,-25,4.07,8.15,11.68,7.33,4.07,7.33,5.7,6.25,10.59,15.75,5.7,5.16,5.43,,8.96,26.88,5.16,,5.7,4.89,39.1,3.8,5.16,9.23,5.7,11.907407,2.938272,22.04321,0.0,,-4.746914,32.021346
US_KY_21071,2021-03-11,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,13,0,3095,45,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,3,-20,3.72,9.03,13.54,13.54,4.25,3.98,5.04,5.31,7.17,10.35,5.31,7.17,,3.72,9.56,27.61,5.04,5.58,5.31,7.43,39.55,6.11,8.76,7.17,3.72,15.512346,8.203704,21.216049,0.0,,1.277778,38.810869
US_KY_21071,2021-03-12,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,7,0,3102,45,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-10,-21,4.75,7.38,9.76,7.91,3.96,6.33,6.07,4.22,6.07,16.35,6.59,6.86,5.01,5.54,11.87,25.31,6.33,7.65,6.59,5.54,36.91,4.48,9.23,9.76,6.07,13.655556,10.655556,18.266667,3.894667,,9.361111,75.734653
US_KY_21071,2021-03-13,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,1,0,3103,45,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-7,,4.92,8.68,11.57,4.05,5.21,5.21,4.63,4.92,7.23,,8.1,,8.97,10.7,24.29,,10.12,6.07,6.36,39.91,5.21,5.5,4.92,6.07,10.205556,6.544444,15.194444,0.733778,,3.538889,63.948429
US_KY_21071,2021-03-14,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,4,0,3107,45,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-2,5.62,9.55,11.24,8.99,,,5.62,5.9,4.5,11.24,6.18,5.34,,5.9,8.99,21.07,5.06,8.15,5.62,5.34,41.58,4.21,,6.18,7.02,6.955556,0.566667,13.2,0.0,,-2.4,52.025572
US_KY_21071,2021-03-15,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,3,0,3110,45,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-24,6.22,7.96,8.21,12.19,3.98,5.72,9.46,4.98,3.48,11.2,5.47,4.48,,,11.7,26.38,6.47,7.96,3.73,6.47,46.78,4.73,8.21,6.72,4.73,7.277778,3.15,13.222222,0.0,,-2.088889,51.657298
US_KY_21071,2021-03-16,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,3,0,3113,45,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,4,-14,5.36,8.85,10.19,10.19,4.29,8.04,6.43,4.56,5.36,13.41,4.83,7.78,5.09,6.7,11.26,25.74,4.56,6.43,7.24,8.58,41.83,5.63,6.97,4.56,5.63,11.755556,4.472222,21.333333,1.7145,,5.622222,66.14719
US_KY_21071,2021-03-17,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,3,0,3116,45,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-25,8.24,7.47,10.04,10.3,6.44,8.24,7.47,4.12,6.44,13.39,5.15,5.67,,4.12,7.73,27.81,4.64,6.95,6.95,5.92,53.05,3.86,7.21,6.95,6.7,14.472222,7.694444,21.894444,0.042333,,8.733333,68.694376
US_KY_21071,2021-03-18,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,-1,7,3115,52,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-18,4.4,11.65,11.91,10.62,5.18,7.77,6.21,,8.55,13.72,,4.14,4.66,4.4,12.17,23.57,8.55,8.29,5.96,4.4,48.69,3.88,6.99,5.7,8.29,15.394444,10.122222,20.727778,4.064,,11.911111,79.979123
US_KY_21071,2021-03-19,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,2,4,3117,56,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,0,-15,,8.65,12.98,8.92,5.41,4.87,7.3,4.06,3.79,11.9,,8.92,,,11.09,19.74,7.84,6.22,,7.84,42.45,7.57,5.41,7.57,4.33,7.633333,3.366667,11.727778,11.514667,,3.055556,73.422209
US_KY_21071,2021-03-20,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,3,1,3120,57,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-7,7.12,8.67,12.08,7.43,6.5,4.64,7.12,,6.19,9.91,4.95,5.26,,6.19,9.29,25.7,8.67,7.43,4.33,6.19,39.63,4.64,8.05,7.12,7.74,6.533333,-0.805556,15.938889,0.2032,,-6.877778,38.040549
US_KY_21071,2021-03-21,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,4,0,3124,57,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-3,7.77,9.86,14.04,11.05,,6.87,6.27,,,6.57,,5.68,,7.17,8.66,23.6,4.48,8.96,,5.68,46.3,6.57,12.55,5.08,4.78,9.538889,0.522222,18.955556,0.0,,-4.516667,37.183954
US_KY_21071,2021-03-22,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,3,0,3127,57,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-7,-24,9.75,8.4,13.27,11.1,4.33,5.42,9.21,,7.31,17.6,4.06,,,4.88,7.58,24.64,5.42,9.75,6.77,6.5,39.0,4.88,7.58,5.69,4.6,12.427778,3.0,20.461111,0.0,,-3.155556,34.295929
US_KY_21071,2021-03-23,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,4,0,3131,57,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,4,-16,4.92,9.02,17.49,7.1,6.29,5.19,12.57,5.46,6.29,13.12,4.64,,4.64,5.19,7.65,28.14,6.29,8.47,5.74,4.64,45.91,3.83,11.75,6.29,10.11,14.311111,7.877778,20.905556,0.0,,2.855556,46.998907
US_KY_21071,2021-03-24,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,9,0,3140,57,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,1,-24,4.87,8.12,15.7,11.1,7.04,8.12,10.56,,5.96,14.62,4.87,5.68,,5.68,8.12,28.96,5.41,8.93,,8.66,44.12,,5.96,8.39,9.74,17.561111,11.861111,24.25,0.0,,8.7,56.497741
US_KY_21071,2021-03-25,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,10,2,3150,59,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,2,-16,5.32,8.51,12.77,7.71,4.52,3.99,7.71,6.38,5.05,12.77,4.79,6.38,6.65,4.26,9.04,29.0,4.26,10.64,5.05,9.31,47.35,4.52,9.04,6.65,6.92,15.394444,11.322222,21.6,0.0,,10.016667,70.945042
US_KY_21071,2021-03-26,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,7,1,3157,60,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,0,-21,,10.37,12.05,10.09,3.92,4.48,6.44,5.88,7.84,13.73,,5.6,4.76,3.92,7.56,25.77,4.2,6.16,6.16,4.2,40.34,4.76,7.56,10.37,8.12,16.983333,12.383333,21.672222,6.011333,,9.833333,62.877493
US_KY_21071,2021-03-27,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,5,0,3162,60,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-15,8.39,7.49,12.58,11.08,4.79,4.19,10.48,6.29,6.89,11.38,5.69,4.79,,4.79,8.69,24.26,6.29,8.39,7.19,8.39,41.34,,8.09,5.39,7.79,12.127778,6.85,19.172222,0.846667,,7.483333,73.807436
