location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_AK_02164,2020-01-01,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-20.283333,-23.055556,-14.966667,1.2192,459.74,-23.006173,77.710103
US_AK_02164,2020-01-02,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-26.944444,-31.605556,-19.8,0.0762,459.74,-28.340278,80.662289
US_AK_02164,2020-01-03,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-22.916667,-28.616667,-18.633333,0.0,480.06,-25.654321,77.960083
US_AK_02164,2020-01-04,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-23.905556,-27.927778,-18.172222,0.0,480.06,-26.320988,79.023495
US_AK_02164,2020-01-05,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-22.466667,-28.438889,-18.616667,0.0254,480.06,-25.290123,80.489802
US_AK_02164,2020-01-06,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-25.766667,-29.661111,-20.177778,0.0254,480.06,-28.58642,79.955168
US_AK_02164,2020-01-07,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-26.761111,-30.477778,-21.622222,0.0,480.06,-30.228395,78.296758
US_AK_02164,2020-01-08,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-25.148148,-30.598765,-20.092593,0.0,480.06,-28.590278,77.083452
US_AK_02164,2020-01-09,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-14.888889,-24.488889,-9.144444,0.0,480.06,-18.487654,80.427146
US_AK_02164,2020-01-10,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-13.944444,-18.555556,-9.238889,0.0508,480.06,-17.407407,81.582414
US_AK_02164,2020-01-11,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-9.05,-15.066667,-4.65,0.889,480.06,-11.740741,85.71706
US_AK_02164,2020-01-12,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-3.772222,-10.405556,0.994444,0.762,711.2,-5.746914,88.187614
US_AK_02164,2020-01-13,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-4.022222,-7.972222,0.611111,1.8542,789.94,-5.080247,94.307816
US_AK_02164,2020-01-14,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-6.505556,-12.272222,-1.922222,0.0508,789.94,-8.419753,88.432698
US_AK_02164,2020-01-15,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-10.872222,-15.877778,-3.966667,0.0,789.94,-13.191358,85.351827
US_AK_02164,2020-01-16,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-15.566667,-19.922222,-8.144444,0.0,789.94,-18.419753,80.777089
US_AK_02164,2020-01-17,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-17.15,-21.416667,-9.916667,0.0,789.94,-20.666667,78.290426
US_AK_02164,2020-01-18,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-8.511111,-15.477778,-4.866667,0.0,789.94,-12.833333,75.067214
US_AK_02164,2020-01-19,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-7.777778,-12.077778,-4.183333,0.0508,789.94,-10.740741,83.070593
US_AK_02164,2020-01-20,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-13.5,-16.755556,-6.772222,0.0,789.94,-16.030864,80.614405
US_AK_02164,2020-01-21,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-20.072222,-25.433333,-12.927778,0.0,789.94,-22.240741,82.768628
US_AK_02164,2020-01-22,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-19.144444,-24.977778,-13.488889,0.0,789.94,-20.993827,84.717339
US_AK_02164,2020-01-23,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-17.944444,-23.655556,-12.138889,0.0254,789.94,-20.345679,83.176454
US_AK_02164,2020-01-24,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-15.494444,-19.705556,-12.383333,0.0762,711.2,-18.962963,75.392992
US_AK_02164,2020-01-25,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-17.438889,-19.577778,-13.711111,0.0,711.2,-21.351852,68.901452
US_AK_02164,2020-01-26,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-19.488889,-21.488889,-16.338889,0.0,711.2,-23.82716,66.051918
US_AK_02164,2020-01-27,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-22.766667,-25.727778,-18.488889,0.0,660.4,-27.117284,65.377569
US_AK_02164,2020-01-28,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-25.8,-29.016667,-21.65,0.0,660.4,-30.030864,65.783385
US_AK_02164,2020-01-29,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-23.311111,-27.122222,-20.766667,0.1778,711.2,-26.67284,72.328363
US_AK_02164,2020-01-30,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-21.294444,-24.3,-19.455556,0.4064,759.46,-24.993827,70.954318
US_AK_02164,2020-01-31,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-22.127778,-26.522222,-19.055556,0.127,759.46,-25.895062,71.900061
US_AK_02164,2020-02-01,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-24.633333,-29.333333,-18.888889,0.0,759.46,-29.265432,67.271761
US_AK_02164,2020-02-02,ChIJI26TK2JC6FYR2uVT9p4NXxo,Q511679,geoId/02164,US,United States of America,AK,Alaska,02164,Lake and Peninsula,US,USA,2,,,1612,835,777,265,225,230,224,185,224,162,73,24,2605288,58.4,-156.18,80049,77.0,-10.844444,-25.144444,-0.338889,0.1016,711.2,-14.716049,76.079962
