location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,cumulative_confirmed,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,openstreetmap_id,latitude,longitude,area_sq_km,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_PR_72011,2020-01-11,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,26.340278,23.597222,29.277778,0.362857,20.5,69.242536
US_PR_72011,2020-01-12,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.965278,23.395833,28.819444,0.677333,21.722222,77.019368
US_PR_72011,2020-01-13,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.798611,23.222222,28.3125,2.751667,21.083333,74.931296
US_PR_72011,2020-01-14,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.375,22.479167,28.013889,3.048,20.347222,72.874281
US_PR_72011,2020-01-15,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.368056,22.402778,28.430556,4.608286,21.569444,79.522434
US_PR_72011,2020-01-16,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.590278,22.048611,28.493056,1.233714,19.638889,68.304368
US_PR_72011,2020-01-17,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.451389,22.458333,28.486111,0.762,21.041667,76.577682
US_PR_72011,2020-01-18,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.152778,22.277778,28.0625,0.0508,20.236111,72.331022
US_PR_72011,2020-01-19,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.048611,22.375,28.055556,1.27,20.708333,76.17556
US_PR_72011,2020-01-20,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.319444,22.6875,27.916667,2.963333,22.055556,81.744099
US_PR_72011,2020-01-21,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.8125,22.409722,28.798611,3.302,21.402778,76.070198
US_PR_72011,2020-01-22,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.4375,22.166667,28.611111,0.34925,21.513889,78.529618
US_PR_72011,2020-01-23,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.270833,22.743056,27.951389,0.338667,22.041667,82.725042
US_PR_72011,2020-01-24,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,24.993056,22.694444,27.791667,5.007429,21.847222,83.815007
US_PR_72011,2020-01-25,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,24.888889,21.979167,27.652778,5.461,20.875,77.813713
US_PR_72011,2020-01-26,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,24.951389,22.138889,27.597222,0.326571,20.930556,76.023167
US_PR_72011,2020-01-27,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,24.930556,21.923611,27.965278,2.612571,21.583333,81.0617
US_PR_72011,2020-01-28,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.361111,22.145833,28.152778,0.8255,21.652778,80.809753
US_PR_72011,2020-01-29,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.534722,21.798611,28.472222,0.0,21.194444,76.985382
US_PR_72011,2020-01-30,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.555556,22.125,28.979167,0.036286,21.388889,75.406195
US_PR_72011,2020-01-31,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.847222,22.458333,29.256944,0.0,21.458333,76.523565
US_PR_72011,2020-02-01,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,26.284722,23.763889,28.777778,0.0,21.763889,75.229535
US_PR_72011,2020-02-02,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,26.041667,22.9375,29.173611,0.4445,20.902778,73.643579
US_PR_72011,2020-02-03,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.743056,22.423611,28.736111,0.0,20.930556,74.363381
US_PR_72011,2020-02-04,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,26.097222,22.993056,28.75,0.036286,20.902778,72.413282
US_PR_72011,2020-02-05,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,26.020833,22.826389,28.909722,0.60325,21.097222,73.416622
US_PR_72011,2020-02-06,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,26.527778,23.388889,29.340278,0.1905,21.277778,71.867985
US_PR_72011,2020-02-07,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,26.590278,24.0625,29.048611,0.108857,21.125,71.700922
US_PR_72011,2020-02-08,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,26.256944,23.798611,29.0625,0.036286,20.402778,68.879003
US_PR_72011,2020-02-09,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,26.159722,23.284722,28.493056,0.108857,20.611111,69.95804
US_PR_72011,2020-02-10,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,26.020833,22.930556,29.069444,0.4445,21.180556,72.905979
US_PR_72011,2020-02-11,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,26.243056,23.041667,29.0,0.15875,20.486111,70.226653
US_PR_72011,2020-02-12,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,26.041667,23.236111,28.875,0.435429,21.111111,73.473225
US_PR_72011,2020-02-13,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,26.229167,23.243056,29.090278,0.47625,20.152778,67.885779
US_PR_72011,2020-02-14,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.6875,22.895833,28.784722,0.181429,21.055556,74.372195
US_PR_72011,2020-02-15,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.375,22.236111,28.569444,1.87325,21.236111,75.692277
US_PR_72011,2020-02-16,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.652778,22.701389,28.569444,2.3368,21.625,77.381399
US_PR_72011,2020-02-17,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,26.131944,23.25,28.75,0.0635,21.236111,73.70911
US_PR_72011,2020-02-18,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,26.3125,23.583333,28.9375,0.290286,21.388889,73.922623
US_PR_72011,2020-02-19,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.923611,23.305556,28.590278,0.870857,20.736111,71.771297
US_PR_72011,2020-02-20,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,26.0,23.125,28.784722,0.616857,20.152778,68.55088
US_PR_72011,2020-02-21,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.569444,21.958333,28.319444,0.09525,20.041667,70.024909
US_PR_72011,2020-02-22,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.673611,22.402778,28.833333,0.0,20.305556,71.8718
US_PR_72011,2020-02-23,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.1875,22.6875,28.611111,0.1905,20.069444,73.730211
US_PR_72011,2020-02-24,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,24.104167,22.472222,26.75,2.878667,20.75,80.437979
US_PR_72011,2020-02-25,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,24.333333,22.347222,26.819444,18.415,21.041667,81.521911
US_PR_72011,2020-02-26,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.438272,23.111111,27.987654,6.930571,21.888889,79.656219
US_PR_72011,2020-02-27,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,24.962963,21.259259,27.703704,2.737556,19.527778,70.548356
US_PR_72011,2020-02-28,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.098765,21.746914,27.864198,0.0,20.805556,75.344276
US_PR_72011,2020-02-29,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.290123,21.820988,28.364198,0.108857,21.041667,77.172377
US_PR_72011,2020-03-01,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.388889,22.37037,28.061728,0.225778,21.236111,76.404124
US_PR_72011,2020-03-02,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,24.722222,22.549383,27.617284,2.25425,21.361111,80.806864
US_PR_72011,2020-03-03,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.111111,22.475309,27.833333,0.254,21.125,77.268366
US_PR_72011,2020-03-04,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.746914,22.561728,28.246914,0.056444,21.180556,74.748021
US_PR_72011,2020-03-05,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.839506,22.777778,28.376543,0.072571,21.305556,74.42538
US_PR_72011,2020-03-06,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.5,22.604938,28.345679,0.0,20.847222,74.989748
US_PR_72011,2020-03-07,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.623457,22.08642,28.617284,0.169333,20.430556,71.792605
US_PR_72011,2020-03-08,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.302469,22.45679,28.487654,0.211667,20.805556,76.554283
US_PR_72011,2020-03-09,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,23.981481,22.277778,26.567901,0.471714,20.944444,81.344018
US_PR_72011,2020-03-10,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,24.444444,21.746914,27.364198,8.85825,20.666667,78.408536
US_PR_72011,2020-03-11,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,24.876543,22.067901,27.709877,0.254,20.833333,77.363299
US_PR_72011,2020-03-12,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.592593,22.339506,28.858025,4.28625,20.416667,72.519545
US_PR_72011,2020-03-13,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.611111,22.41358,28.333333,0.0,21.25,76.000137
US_PR_72011,2020-03-14,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,26.123457,22.87037,28.135802,0.0,21.361111,75.918716
US_PR_72011,2020-03-15,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.537037,23.141975,28.018519,0.310444,18.166667,63.37419
US_PR_72011,2020-03-16,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,24.876543,22.802469,27.537037,0.145143,18.972222,68.987823
US_PR_72011,2020-03-17,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.524691,22.925926,28.061728,0.635,20.722222,74.014366
US_PR_72011,2020-03-18,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.320988,23.08642,27.771605,0.169333,21.180556,76.231849
US_PR_72011,2020-03-19,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.351852,23.111111,27.722222,1.552222,20.944444,74.739957
US_PR_72011,2020-03-20,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.376543,22.901235,28.277778,2.44475,19.708333,69.815965
US_PR_72011,2020-03-21,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.41358,22.777778,27.944444,0.423333,19.277778,67.963158
US_PR_72011,2020-03-22,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.290123,22.759259,28.04321,0.169333,20.388889,73.214374
US_PR_72011,2020-03-23,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.08642,22.537037,26.919753,2.866571,20.5,75.316297
US_PR_72011,2020-03-24,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.265432,23.234568,27.5,0.028222,19.458333,69.059161
US_PR_72011,2020-03-25,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.82716,23.814815,28.185185,0.112889,20.291667,70.304729
US_PR_72011,2020-03-26,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.524691,22.567901,27.969136,0.084667,20.125,71.401134
US_PR_72011,2020-03-27,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.283951,21.302469,28.098765,0.0,19.958333,70.701351
US_PR_72011,2020-03-28,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.814815,22.722222,28.512346,0.564444,21.236111,74.444427
US_PR_72011,2020-03-29,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,26.154321,23.12963,28.555556,0.536222,21.291667,72.451422
US_PR_72011,2020-03-30,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.907407,23.345679,28.58642,0.0,19.763889,67.030187
US_PR_72011,2020-03-31,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.530864,21.925926,28.055556,0.0,19.722222,69.04181
US_PR_72011,2020-04-01,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,25.814815,21.401235,29.185185,0.0,20.097222,69.765729
US_PR_72011,2020-04-02,ChIJcSxqA_awAowRyjKGPPnYNlk,Q2390910,geoId/72011,US,United States of America,PR,Puerto Rico,72011,Añasco Municipio,US,USA,2,,,,,25596,4468537,18.316111,-67.139722,116,26.191358,22.345679,29.771605,0.0,20.694444,70.358878
