location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IL_17011,2020-01-01,ChIJsZxijf6DCYgRnUJLc3G2mGU,Q109518,geoId/17011,US,United States of America,IL,Illinois,17011,Bureau County,US,USA,2,,,,,,,33137,16271,16866,3675,4203,3595,3603,3858,4742,4486,2934,2041,1800717,41.41,-89.53,2262,80.577778,,,,,6.99,5.82,8.15,6.7,,6.41,16.01,9.32,4.66,9.32,6.41,4.08,,6.11,7.57,4.66,26.78,6.11,,4.08,7.57,39.3,,6.7,,4.08,4.37,-1.377778,-7.294444,6.055556,0.1016,,-4.320988,79.599537
US_IL_17011,2020-01-02,ChIJsZxijf6DCYgRnUJLc3G2mGU,Q109518,geoId/17011,US,United States of America,IL,Illinois,17011,Bureau County,US,USA,2,,,,,,,33137,16271,16866,3675,4203,3595,3603,3858,4742,4486,2934,2041,1800717,41.41,-89.53,2262,80.577778,,,,,5.54,8.04,10.81,8.31,5.54,6.93,18.29,12.75,6.93,,7.48,,4.43,6.37,4.99,7.76,26.33,6.65,6.37,4.99,9.15,38.8,,6.1,6.65,,4.71,4.422222,0.527778,8.683333,0.0,,-0.055556,72.440486
US_IL_17011,2020-01-03,ChIJsZxijf6DCYgRnUJLc3G2mGU,Q109518,geoId/17011,US,United States of America,IL,Illinois,17011,Bureau County,US,USA,2,,,,,,,33137,16271,16866,3675,4203,3595,3603,3858,4742,4486,2934,2041,1800717,41.41,-89.53,2262,80.577778,,,,,6.12,7.24,11.13,6.4,9.46,4.73,15.86,10.02,3.9,7.24,5.01,5.01,4.73,6.96,5.84,7.51,21.7,4.17,5.29,5.01,,35.9,,10.02,9.46,,4.17,1.877778,0.161111,5.55,0.0,,-0.123457,86.411949
US_IL_17011,2020-01-04,ChIJsZxijf6DCYgRnUJLc3G2mGU,Q109518,geoId/17011,US,United States of America,IL,Illinois,17011,Bureau County,US,USA,2,,,,,,,33137,16271,16866,3675,4203,3595,3603,3858,4742,4486,2934,2041,1800717,41.41,-89.53,2262,80.577778,,,,,5.26,9.35,9.35,,7.01,5.84,13.44,9.35,5.26,7.6,9.35,4.97,4.97,6.43,,7.01,22.21,5.26,,,7.01,37.99,4.09,4.97,6.72,,4.38,-0.516667,-3.255556,1.227778,1.820333,,-1.895062,90.208823
US_IL_17011,2020-01-05,ChIJsZxijf6DCYgRnUJLc3G2mGU,Q109518,geoId/17011,US,United States of America,IL,Illinois,17011,Bureau County,US,USA,2,,,,,,,33137,16271,16866,3675,4203,3595,3603,3858,4742,4486,2934,2041,1800717,41.41,-89.53,2262,80.577778,,,,,3.98,9.1,9.38,9.66,4.26,4.26,17.62,8.81,6.25,7.96,3.98,5.97,,4.83,3.98,6.54,18.48,5.68,9.1,3.98,5.4,33.26,,6.25,,,5.97,-0.816667,-5.022222,6.722222,0.254,30.48,-3.45679,81.739188
US_IL_17011,2020-01-06,ChIJsZxijf6DCYgRnUJLc3G2mGU,Q109518,geoId/17011,US,United States of America,IL,Illinois,17011,Bureau County,US,USA,2,,,,,,,33137,16271,16866,3675,4203,3595,3603,3858,4742,4486,2934,2041,1800717,41.41,-89.53,2262,80.577778,,,,,5.07,6.94,11.48,6.41,5.34,8.01,14.15,10.14,4.27,10.14,5.61,,,,4.27,,20.82,8.28,,6.41,6.41,37.11,4.0,8.81,4.54,4.0,4.0,-0.433333,-5.066667,4.283333,0.0,,-4.518519,73.898056
US_IL_17011,2020-01-07,ChIJsZxijf6DCYgRnUJLc3G2mGU,Q109518,geoId/17011,US,United States of America,IL,Illinois,17011,Bureau County,US,USA,2,,,,,,,33137,16271,16866,3675,4203,3595,3603,3858,4742,4486,2934,2041,1800717,41.41,-89.53,2262,80.577778,,,,,3.9,7.56,8.29,11.47,3.66,4.88,17.81,8.29,4.88,8.54,5.12,5.12,4.88,4.39,,6.83,24.89,6.1,5.12,3.66,7.56,35.38,4.63,6.83,4.63,4.39,6.83,-0.461111,-4.266667,3.544444,0.0,,-4.049383,77.023575
US_IL_17011,2020-01-08,ChIJsZxijf6DCYgRnUJLc3G2mGU,Q109518,geoId/17011,US,United States of America,IL,Illinois,17011,Bureau County,US,USA,2,,,,,,,33137,16271,16866,3675,4203,3595,3603,3858,4742,4486,2934,2041,1800717,41.41,-89.53,2262,80.577778,,,,,6.06,8.86,9.1,7.23,5.83,6.06,13.76,10.96,4.43,7.23,,4.2,4.2,3.27,,7.23,29.62,4.9,4.2,3.73,4.43,30.55,4.2,9.56,5.6,5.6,4.66,-4.838889,-9.783333,1.35,0.0,,-11.234568,60.656791
US_IL_17011,2020-01-09,ChIJsZxijf6DCYgRnUJLc3G2mGU,Q109518,geoId/17011,US,United States of America,IL,Illinois,17011,Bureau County,US,USA,2,,,,,,,33137,16271,16866,3675,4203,3595,3603,3858,4742,4486,2934,2041,1800717,41.41,-89.53,2262,80.577778,,,,,5.34,6.04,7.89,8.36,5.57,6.27,20.2,9.52,,6.5,,6.5,4.18,5.11,,7.43,28.09,4.64,4.64,,4.88,32.97,,6.5,,,4.41,1.283333,-6.533333,11.172222,0.036286,,-3.993827,66.89388
US_IL_17011,2020-01-10,ChIJsZxijf6DCYgRnUJLc3G2mGU,Q109518,geoId/17011,US,United States of America,IL,Illinois,17011,Bureau County,US,USA,2,,,,,,,33137,16271,16866,3675,4203,3595,3603,3858,4742,4486,2934,2041,1800717,41.41,-89.53,2262,80.577778,,,,,3.44,5.74,11.02,6.43,7.35,,12.86,7.12,,12.4,4.13,,,,3.67,7.35,24.11,4.59,5.74,3.44,6.43,34.68,3.21,4.13,,4.13,3.9,5.9,1.833333,10.183333,0.254,,4.098765,88.270224
