location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_burn,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_obesity,search_trends_pain,search_trends_scar,search_trends_skin_condition,search_trends_skin_rash,search_trends_sleep_disorder,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_ID_16057,2020-04-03,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,1,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-47,-31,-54,,2.75,4.84,11.95,3.55,8.88,10.34,6.3,,3.88,5.33,5.01,,,3.39,22.61,2.75,8.24,2.42,4.84,,7.43,4.2,,,3.39,7.27,,4.84,3.39,4.52,5.49,4.84,40.21,5.49,4.2,5.98,3.55,3.07,4.84,,7.43,32.62,,3.23,5.98,,,4.84,4.68,3.07,3.07,,2.26,7.11,1.755556,-2.216667,6.855556,0.8382,,-4.030864,66.395047
US_ID_16057,2020-04-04,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,1,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-54,-19,-44,,3.14,4.06,13.3,4.8,12.38,7.76,7.94,3.33,,4.8,2.77,,,2.59,20.32,4.99,6.65,,5.36,3.33,8.13,4.06,,,,5.36,3.14,5.91,4.99,3.69,3.69,3.69,39.53,5.36,,7.02,5.91,4.99,4.06,,3.33,29.74,2.77,2.96,6.65,2.59,5.17,5.17,,4.25,,3.33,,5.91,1.85,-3.977778,8.461111,0.7874,,-4.790123,61.768437
US_ID_16057,2020-04-05,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,1,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-51,-22,-50,,3.68,4.21,11.57,4.21,12.09,11.57,9.81,,2.98,4.03,4.38,2.45,5.08,,15.07,3.68,6.66,3.85,5.08,,6.31,4.56,,4.38,4.91,5.96,2.8,5.08,5.08,7.01,3.5,5.61,40.48,5.43,3.5,7.18,,4.56,5.61,2.45,5.26,32.95,3.15,4.03,5.96,3.33,,5.08,3.5,5.61,,3.33,4.03,5.61,4.4,-2.455556,9.977778,1.5748,,-0.45679,70.819482
US_ID_16057,2020-04-06,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,1,0,2,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-37,,-42,,,3.01,10.15,4.92,9.2,8.41,10.31,2.38,4.12,6.18,3.96,4.44,2.7,2.54,17.61,3.33,5.39,,4.6,,10.31,4.28,,,4.6,7.61,2.22,3.96,4.44,4.92,3.17,3.65,37.11,6.03,2.54,4.76,3.17,5.23,3.96,,6.66,38.06,,3.81,5.08,2.54,,4.44,4.28,3.49,,,3.33,4.12,5.816667,-0.027778,13.077778,1.143,,2.067901,76.176027
US_ID_16057,2020-04-07,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,2,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-38,,-56,,,3.61,10.32,2.95,10.32,9.83,8.52,,4.26,3.93,3.93,3.11,3.28,,18.85,,7.21,4.92,7.05,2.62,8.52,4.92,,2.62,3.93,5.9,,3.93,5.08,2.79,,6.06,38.19,7.7,,6.06,,5.41,2.29,,4.75,34.58,2.62,3.28,3.61,2.46,,5.57,2.62,3.61,,3.11,4.59,3.28,7.488889,0.461111,14.95,0.1016,,-0.253086,58.494299
US_ID_16057,2020-04-08,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,2,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-40,,-55,19,4.0,3.34,6.5,5.17,9.34,9.51,8.01,4.0,2.5,7.01,3.5,2.84,,,15.51,3.5,5.5,4.17,6.84,2.84,8.17,2.84,3.0,2.67,5.67,6.17,2.5,3.5,5.34,3.67,2.5,3.84,31.52,5.5,,7.51,3.34,4.67,3.67,4.67,9.17,35.36,,4.67,5.67,,,5.0,4.0,4.5,2.84,3.17,4.0,2.67,7.905556,-1.011111,17.144444,0.0,,-2.975309,46.255985
US_ID_16057,2020-04-09,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,1,0,3,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-40,,-57,,4.04,3.36,9.42,4.54,10.93,8.74,7.06,3.87,2.52,4.04,2.86,3.53,,2.86,10.76,3.87,5.04,2.35,5.72,2.52,7.4,4.71,,2.52,4.88,7.23,3.03,3.7,4.88,5.72,,5.21,31.95,6.56,3.03,4.71,3.19,5.21,4.37,5.04,6.22,33.13,,,9.08,2.86,,5.89,,4.04,,3.7,,4.2,8.994444,-0.533333,19.688889,0.0,,-3.240741,41.954388
US_ID_16057,2020-04-10,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,3,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-43,,-53,,,4.13,10.33,3.62,14.12,7.58,7.06,4.13,4.13,5.51,4.99,3.27,,,11.54,,4.3,3.79,4.48,3.27,9.47,2.58,2.58,3.1,3.62,3.79,,2.41,6.2,5.68,3.1,5.17,30.3,4.65,,7.58,3.27,4.13,3.27,3.1,4.99,37.19,4.13,4.48,7.23,,,4.82,4.3,4.65,,2.75,3.27,4.13,10.783333,0.927778,20.172222,0.0,,-0.530864,45.188597
US_ID_16057,2020-04-11,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,3,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-49,,-42,,3.01,,8.1,4.52,13.56,4.33,5.27,2.83,,4.33,4.14,,,,11.87,4.14,4.14,,5.65,2.64,7.53,4.14,,,2.83,4.71,2.83,3.58,5.65,7.53,3.96,4.52,34.28,3.2,3.01,9.98,3.39,4.33,6.21,,,29.94,3.77,3.58,10.73,,,3.77,3.58,5.65,,2.64,3.96,3.96,10.288889,2.388889,19.827778,0.2286,,-0.185185,49.953007
US_ID_16057,2020-04-12,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,3,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-64,,-54,,,6.56,8.25,4.12,10.5,6.56,4.69,,3.19,7.31,2.62,3.19,3.19,,9.19,4.12,,,7.5,2.62,6.19,5.44,,,4.31,4.31,,5.06,4.69,4.69,3.0,4.5,29.99,5.44,3.37,4.5,,4.69,4.5,,3.94,36.36,2.62,4.87,4.31,,4.69,4.69,3.56,3.94,,,3.75,2.81,2.022222,-4.866667,11.583333,0.7112,,-8.185185,47.530943
US_ID_16057,2020-04-13,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,3,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-43,,-42,,,2.46,9.01,6.06,12.95,8.85,4.1,2.79,4.26,3.77,3.61,3.44,,,13.28,,3.28,2.46,6.06,,8.36,3.28,2.46,,7.21,4.42,2.46,3.77,5.24,4.92,2.95,5.57,33.1,3.93,3.61,5.74,,2.95,6.06,4.1,6.88,32.45,2.79,4.75,6.72,3.61,,5.41,4.26,3.11,,2.95,4.1,3.61,1.927778,-6.294444,10.666667,0.0,,-10.259259,40.008452
US_ID_16057,2020-04-14,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,3,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-41,,-54,19,,4.99,7.88,5.15,11.59,9.01,5.31,2.9,3.7,4.18,4.02,3.54,2.41,,11.1,3.22,4.02,3.38,6.76,3.86,8.05,4.18,2.25,4.18,4.51,4.18,,5.63,6.12,3.38,4.83,5.15,32.51,4.99,2.58,8.05,3.7,4.34,3.38,2.25,8.05,35.89,,5.63,7.08,2.58,,3.86,4.34,5.15,2.9,2.9,4.51,4.83,6.244444,0.216667,12.422222,0.0,,-7.679012,37.060315
US_ID_16057,2020-04-15,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,3,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-39,,-55,19,3.91,4.07,8.44,6.72,10.01,10.63,4.38,,2.35,6.88,4.69,3.28,2.5,,11.57,3.28,4.22,3.6,6.1,3.28,9.38,3.28,3.6,2.19,3.6,3.28,,2.5,5.79,7.19,2.97,5.16,27.36,4.38,2.81,5.0,4.38,3.91,6.1,,7.35,34.71,,3.91,7.97,,2.19,3.28,4.85,3.13,,,2.66,5.0,7.583333,1.511111,12.683333,1.143,,0.487654,62.849678
US_ID_16057,2020-04-16,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,3,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-36,,-54,19,2.95,4.27,10.5,3.77,10.99,6.89,4.59,,2.46,5.74,3.61,2.46,,,10.34,2.3,5.09,2.46,4.43,2.62,6.4,4.43,2.95,3.45,6.07,5.58,3.28,3.94,6.07,5.42,2.62,4.92,24.45,4.59,,7.71,2.46,4.1,4.59,,6.07,32.65,2.46,5.91,6.07,,3.77,4.27,2.95,2.95,2.95,2.46,5.91,3.61,4.844444,-2.65,12.494444,0.9398,,-6.37037,45.131681
US_ID_16057,2020-04-17,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,3,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-42,-14,-51,,4.09,3.07,9.2,3.75,9.88,7.49,5.96,3.07,,5.11,4.09,3.92,,,13.8,3.07,3.58,5.28,5.45,,7.15,3.58,,,3.75,5.11,,4.6,2.9,6.3,3.41,4.77,33.21,4.09,2.38,5.45,2.9,3.58,3.41,3.58,6.98,33.73,2.9,4.26,5.28,,,6.81,2.38,,,2.56,4.26,,6.483333,-2.794444,17.483333,0.0,,-6.012346,40.220844
US_ID_16057,2020-04-18,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,3,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-51,,-42,,2.87,5.36,11.28,6.31,12.05,8.22,6.69,,4.02,7.08,4.4,2.68,,,8.99,3.06,5.16,3.06,4.59,,7.46,4.02,,,4.97,5.74,,5.36,5.55,3.83,,5.55,22.95,5.74,3.06,8.03,3.06,4.97,3.63,3.06,7.27,40.35,2.87,4.97,7.84,3.06,,4.78,3.44,4.4,3.06,,3.63,3.44,10.638889,2.305556,17.116667,0.0,,-2.111111,40.843845
US_ID_16057,2020-04-19,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,3,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-45,,-47,,2.96,4.26,9.26,6.11,12.4,7.78,7.96,,,5.37,2.96,4.26,,,10.37,3.33,4.81,3.52,5.18,,6.85,4.07,,4.26,4.44,,,3.15,5.74,3.33,3.15,4.81,27.77,6.67,5.18,6.48,2.59,2.78,4.07,,6.11,35.73,,4.26,7.04,3.33,3.33,4.81,,3.7,,,3.7,3.52,9.394444,2.377778,17.161111,0.0254,,2.888889,63.743485
US_ID_16057,2020-04-20,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,1,0,4,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-31,,-39,,2.64,2.97,6.59,5.44,9.56,6.43,4.29,3.13,4.95,5.61,3.13,3.46,2.47,2.64,7.75,4.29,3.96,,7.75,,7.91,4.78,,,4.29,2.8,,3.3,4.45,4.29,,3.96,31.49,3.79,3.63,4.62,4.12,3.63,4.95,3.13,5.77,34.29,3.13,4.95,4.78,,,4.78,3.79,4.12,,,3.3,2.64,10.805556,2.205556,19.555556,0.0,,2.697531,57.214701
US_ID_16057,2020-04-21,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,4,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-33,,-54,17,3.3,4.3,9.58,5.62,12.56,9.09,5.95,2.97,3.8,6.44,3.47,2.81,,,7.93,2.48,3.63,3.96,6.77,4.79,8.43,4.63,,,5.29,4.3,,3.14,4.96,3.63,2.64,6.61,23.96,6.61,3.47,7.43,3.47,4.3,4.96,,6.44,38.83,3.14,4.79,5.95,,2.31,2.97,3.3,4.13,,,3.3,3.14,11.444444,2.805556,19.455556,0.0,,1.339506,49.62235
US_ID_16057,2020-04-22,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,4,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-37,,-53,19,2.47,3.79,6.76,4.29,10.06,8.9,6.27,3.13,3.46,7.25,4.12,4.12,2.47,3.79,10.06,,,3.79,4.29,,9.07,6.6,,2.8,3.96,4.78,2.8,3.79,4.78,5.94,4.95,4.45,29.85,4.95,5.28,7.25,2.64,4.12,3.79,2.64,6.6,36.94,3.46,4.12,5.61,2.64,4.12,3.13,4.45,4.29,2.8,3.96,3.13,2.64,9.483333,3.127778,18.355556,0.4826,,0.790123,55.077448
US_ID_16057,2020-04-23,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,4,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-41,,-53,19,3.57,2.92,6.65,3.08,9.89,7.3,5.51,3.89,4.87,5.35,3.73,6.16,,2.6,7.46,3.08,5.68,2.76,3.57,,7.14,3.57,,4.05,4.38,6.0,,2.76,3.24,5.84,2.92,6.65,26.93,4.87,3.57,5.19,4.05,3.73,5.35,2.76,6.0,37.95,2.6,4.87,4.87,3.08,3.57,5.51,2.27,4.05,3.08,,5.03,2.76,8.866667,4.05,15.527778,3.7846,,5.697531,81.41395
US_ID_16057,2020-04-24,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,4,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-43,-18,-52,,3.02,4.87,9.74,7.22,15.29,4.54,5.04,,4.03,4.37,5.04,5.54,3.19,3.53,8.4,4.37,4.71,,6.89,,7.22,4.37,3.19,2.86,4.54,6.38,,3.87,4.54,8.23,4.54,4.03,27.39,5.04,2.69,4.2,2.86,5.38,5.38,,5.71,31.76,,2.86,4.71,,2.35,7.73,2.86,4.87,3.7,,,2.69,9.427778,2.655556,16.316667,2.7178,,2.592593,62.970722
US_ID_16057,2020-04-25,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,4,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-48,,-41,,3.46,5.65,6.75,5.83,11.49,6.02,4.56,,2.73,4.19,4.74,,,2.92,6.93,5.47,,4.74,4.01,,5.65,5.11,,2.55,4.92,4.56,4.19,5.11,4.38,4.38,4.19,5.29,25.34,3.46,3.83,7.11,3.28,4.01,3.83,2.55,6.56,32.09,2.73,3.1,5.65,4.19,,3.28,,,3.28,,4.19,2.55,10.372222,2.922222,16.788889,0.127,,4.364198,66.398639
US_ID_16057,2020-04-26,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,4,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-39,,-45,,4.0,6.09,9.9,2.67,14.85,6.85,6.09,,3.24,5.9,3.43,2.85,3.24,2.85,8.38,3.62,4.0,4.57,4.76,3.62,8.0,4.76,,,5.33,5.14,,3.43,3.81,4.76,,5.33,25.32,6.47,3.24,9.14,3.24,3.05,4.38,,5.71,41.88,,3.62,7.8,3.43,,6.09,4.57,,2.85,,3.81,,10.605556,2.861111,17.072222,1.1938,,1.296296,53.472561
US_ID_16057,2020-04-27,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,4,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-32,,-39,,3.04,5.6,8.64,3.84,12.8,8.48,4.32,,,6.72,5.6,3.04,,,8.96,3.36,4.48,3.2,6.24,2.24,10.24,4.8,2.72,2.24,5.6,5.6,2.24,5.6,5.12,4.32,4.64,6.72,26.55,6.4,3.52,6.4,3.2,7.04,3.04,,7.04,37.43,2.24,3.52,8.0,,3.84,6.24,4.0,3.52,2.56,2.24,4.48,3.2,11.622222,3.961111,18.244444,0.2286,,2.018519,53.172385
US_ID_16057,2020-04-28,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,1,0,5,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-31,,-53,6,,4.77,9.2,4.6,13.46,7.67,4.09,,3.24,4.77,3.24,5.79,,2.73,7.33,3.75,4.43,2.38,4.6,3.58,8.69,3.07,2.73,2.56,6.13,5.62,,3.75,3.92,6.64,2.73,5.45,28.62,8.52,3.24,6.82,3.07,3.07,5.11,2.56,4.94,35.61,3.07,4.6,7.84,,3.07,5.79,4.09,2.38,2.73,,3.92,3.07,10.588889,1.811111,19.227778,1.7272,,0.17284,48.812865
US_ID_16057,2020-04-29,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,5,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-32,,-54,17,4.16,4.82,11.14,6.48,13.8,10.64,4.82,2.99,3.66,5.49,3.49,3.33,2.66,4.32,8.15,4.16,2.83,,6.32,3.16,10.64,3.82,3.99,,6.32,5.99,,3.99,5.49,3.33,4.32,4.82,26.93,5.99,,5.82,2.49,2.49,3.16,2.66,6.82,37.41,3.33,5.99,6.98,,3.66,4.82,6.65,4.32,3.99,2.66,4.66,3.49,13.894444,4.366667,24.261111,0.0,,3.358025,49.386751
US_ID_16057,2020-04-30,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,5,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-30,,-52,17,3.28,4.43,8.37,7.05,11.16,11.32,4.76,,3.61,7.55,3.44,5.58,3.44,3.61,11.16,,3.12,,8.53,4.27,10.83,3.28,,,5.25,6.23,3.44,3.12,4.76,3.44,2.3,4.27,25.59,6.07,3.77,7.22,3.77,4.43,6.89,,8.2,36.59,3.12,3.44,8.53,3.44,3.12,5.58,4.76,4.1,2.46,,4.27,3.77,14.839506,8.32716,23.895062,0.508,,7.375,63.12121
US_ID_16057,2020-05-01,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,5,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-28,-4,-50,15,3.47,3.47,9.38,4.51,9.2,6.6,5.56,2.6,4.34,8.68,4.17,3.99,,2.78,6.95,3.47,3.99,,5.04,,9.38,3.3,,2.6,4.86,4.17,3.65,2.95,4.69,3.82,,3.99,23.96,5.73,,7.99,4.34,5.21,4.17,,5.21,35.95,3.3,5.56,7.82,,4.17,5.38,4.86,3.3,,,4.51,2.78,9.288889,1.622222,17.166667,1.3462,,-0.135802,53.005526
US_ID_16057,2020-05-02,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,5,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-40,,-38,,,3.79,9.49,6.26,11.2,5.88,3.98,3.42,,4.36,4.17,3.79,3.04,,7.97,,5.12,,4.74,,8.54,4.17,,2.85,4.93,3.42,2.66,4.93,6.07,3.23,3.98,4.55,24.29,6.26,3.98,7.4,2.85,,5.12,,4.17,29.79,,4.93,7.21,3.6,2.66,6.07,4.36,,,3.98,3.42,2.66,11.233333,1.805556,22.427778,0.0,,0.574074,48.177498
US_ID_16057,2020-05-03,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,5,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-32,,-40,,2.81,4.11,9.72,4.49,10.47,7.11,6.55,2.62,2.99,6.36,2.99,3.37,2.81,,5.99,4.3,4.3,4.11,7.48,,8.23,2.62,,3.37,4.86,3.74,3.55,3.18,5.61,4.11,2.81,5.61,19.64,4.86,3.74,9.16,3.74,5.05,4.86,,6.36,36.84,3.55,3.74,5.8,,3.18,5.05,5.05,3.55,,,2.62,2.99,9.122222,3.211111,21.311111,5.8166,,2.975309,66.149432
US_ID_16057,2020-05-04,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,5,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-17,,-34,12,3.19,6.55,8.4,6.38,12.6,7.56,5.54,2.69,6.38,6.72,3.19,4.37,3.69,2.52,6.89,,2.35,3.53,6.38,,10.58,3.36,2.85,,5.88,4.2,,3.69,5.38,5.04,,4.54,27.04,7.22,3.69,6.38,2.35,4.87,4.03,,7.39,43.0,,4.87,7.05,2.69,3.69,6.38,3.19,4.54,,2.52,4.7,3.86,6.883333,-0.822222,16.166667,1.143,,-1.240741,56.169783
US_ID_16057,2020-05-05,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,5,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-14,,-47,14,3.18,4.19,8.38,4.36,12.9,8.04,4.69,3.02,,5.53,4.19,4.69,,2.85,9.55,2.35,,,5.36,3.18,9.05,4.02,,,4.86,6.37,2.51,4.02,3.52,,4.69,4.69,27.65,6.03,4.36,6.87,2.85,4.53,5.7,,5.53,38.21,4.86,4.53,9.55,2.85,3.35,8.21,4.36,3.18,,2.35,3.02,,11.655556,0.15,22.444444,0.0,,-0.209877,44.129105
US_ID_16057,2020-05-06,ChIJu4UvpPP3n1QRjXaMHIRO7TI,Q284840,geoId/16057,US,United States of America,ID,Idaho,16057,Latah County,US,USA,2,0,0,5,0,,,39741,20300,19441,4277,5775,10342,4528,3660,3904,3944,2125,1186,1742095,46.84,-116.676667,2789,80.3,-30,,-49,17,,2.91,7.77,4.53,9.88,8.42,6.48,,4.37,5.02,4.21,2.59,2.43,,7.29,,3.89,2.43,4.21,2.27,7.77,6.96,,,4.53,5.67,4.37,5.34,4.53,5.02,2.59,3.56,22.83,6.64,3.56,6.8,2.59,4.37,4.7,,5.67,34.65,2.75,3.56,6.48,,,4.86,5.02,2.27,,2.75,5.02,2.75,11.188889,4.055556,21.505556,2.1336,,3.265432,58.852586
